condition,seed,agent,time_sec,phase_rad
scrambled,15138832,30,21.799999,4.021301
scrambled,15138832,31,21.799999,4.021301
scrambled,15138832,1,21.820000,4.272628
scrambled,15138832,12,21.820000,4.272628
scrambled,15138832,15,21.820000,4.272628
scrambled,15138832,17,21.820000,4.272628
scrambled,15138832,23,21.820000,4.272628
scrambled,15138832,28,21.820000,4.272628
scrambled,15138832,0,22.359999,4.775285
scrambled,15138832,3,22.359999,4.775285
scrambled,15138832,4,22.359999,4.775285
scrambled,15138832,5,22.359999,4.775285
scrambled,15138832,6,22.359999,4.775285
scrambled,15138832,7,22.359999,4.775285
scrambled,15138832,8,22.359999,4.775285
scrambled,15138832,9,22.359999,4.775285
scrambled,15138832,10,22.359999,4.775285
scrambled,15138832,11,22.359999,4.775285
scrambled,15138832,13,22.359999,4.775285
scrambled,15138832,14,22.359999,4.775285
scrambled,15138832,16,22.359999,4.775285
scrambled,15138832,18,22.359999,4.775285
scrambled,15138832,19,22.359999,4.775285
scrambled,15138832,20,22.359999,4.775285
scrambled,15138832,21,22.359999,4.775285
scrambled,15138832,22,22.359999,4.775285
scrambled,15138832,24,22.359999,4.775285
scrambled,15138832,26,22.359999,4.775285
scrambled,15138832,27,22.359999,4.775285
scrambled,15138832,30,22.359999,4.775285
scrambled,15138832,31,22.359999,4.775285
scrambled,15138832,1,22.379999,5.026612
scrambled,15138832,2,22.379999,5.026612
scrambled,15138832,12,22.379999,5.026612
scrambled,15138832,15,22.379999,5.026612
scrambled,15138832,17,22.379999,5.026612
scrambled,15138832,23,22.379999,5.026612
scrambled,15138832,25,22.379999,5.026612
scrambled,15138832,28,22.379999,5.026612
scrambled,15138832,29,22.379999,5.026612
scrambled,15138832,16,22.920000,5.529269
scrambled,15138832,22,22.920000,5.529269
scrambled,15138832,24,22.920000,5.529269
scrambled,15138832,26,22.920000,5.529269
scrambled,15138832,0,22.939999,5.780596
scrambled,15138832,1,22.939999,5.780596
scrambled,15138832,2,22.939999,5.780596
scrambled,15138832,3,22.939999,5.780596
scrambled,15138832,4,22.939999,5.780596
scrambled,15138832,5,22.939999,5.780596
scrambled,15138832,6,22.939999,5.780596
scrambled,15138832,7,22.939999,5.780596
scrambled,15138832,8,22.939999,5.780596
scrambled,15138832,9,22.939999,5.780596
scrambled,15138832,10,22.939999,5.780596
scrambled,15138832,11,22.939999,5.780596
scrambled,15138832,12,22.939999,5.780596
scrambled,15138832,13,22.939999,5.780596
scrambled,15138832,14,22.939999,5.780596
scrambled,15138832,15,22.939999,5.780596
scrambled,15138832,17,22.939999,5.780596
scrambled,15138832,18,22.939999,5.780596
scrambled,15138832,19,22.939999,5.780596
scrambled,15138832,20,22.939999,5.780596
scrambled,15138832,21,22.939999,5.780596
scrambled,15138832,23,22.939999,5.780596
scrambled,15138832,25,22.939999,5.780596
scrambled,15138832,27,22.939999,5.780596
scrambled,15138832,28,22.939999,5.780596
scrambled,15138832,29,22.939999,5.780596
scrambled,15138832,30,22.939999,5.780596
scrambled,15138832,31,22.939999,5.780596
scrambled,15138832,0,23.480000,0.000067
scrambled,15138832,3,23.480000,0.000067
scrambled,15138832,4,23.480000,0.000067
scrambled,15138832,5,23.480000,0.000067
scrambled,15138832,7,23.480000,0.000067
scrambled,15138832,8,23.480000,0.000067
scrambled,15138832,9,23.480000,0.000067
scrambled,15138832,10,23.480000,0.000067
scrambled,15138832,11,23.480000,0.000067
scrambled,15138832,13,23.480000,0.000067
scrambled,15138832,14,23.480000,0.000067
scrambled,15138832,16,23.480000,0.000067
scrambled,15138832,18,23.480000,0.000067
scrambled,15138832,20,23.480000,0.000067
scrambled,15138832,22,23.480000,0.000067
scrambled,15138832,24,23.480000,0.000067
scrambled,15138832,26,23.480000,0.000067
scrambled,15138832,27,23.480000,0.000067
scrambled,15138832,30,23.480000,0.000067
scrambled,15138832,1,23.500000,0.251395
scrambled,15138832,2,23.500000,0.251395
scrambled,15138832,6,23.500000,0.251395
scrambled,15138832,12,23.500000,0.251395
scrambled,15138832,15,23.500000,0.251395
scrambled,15138832,17,23.500000,0.251395
scrambled,15138832,19,23.500000,0.251395
scrambled,15138832,21,23.500000,0.251395
scrambled,15138832,23,23.500000,0.251395
scrambled,15138832,25,23.500000,0.251395
scrambled,15138832,28,23.500000,0.251395
scrambled,15138832,29,23.500000,0.251395
scrambled,15138832,31,23.500000,0.251395
scrambled,15138832,0,23.920000,5.529272
scrambled,15138832,3,23.920000,5.529272
scrambled,15138832,4,23.920000,5.529272
scrambled,15138832,5,23.920000,5.529272
scrambled,15138832,7,23.920000,5.529272
scrambled,15138832,8,23.920000,5.529272
scrambled,15138832,9,23.920000,5.529272
scrambled,15138832,10,23.920000,5.529272
scrambled,15138832,11,23.920000,5.529272
scrambled,15138832,13,23.920000,5.529272
scrambled,15138832,14,23.920000,5.529272
scrambled,15138832,16,23.920000,5.529272
scrambled,15138832,18,23.920000,5.529272
scrambled,15138832,20,23.920000,5.529272
scrambled,15138832,22,23.920000,5.529272
scrambled,15138832,24,23.920000,5.529272
scrambled,15138832,26,23.920000,5.529272
scrambled,15138832,27,23.920000,5.529272
scrambled,15138832,1,23.939999,5.780599
scrambled,15138832,2,23.939999,5.780599
scrambled,15138832,6,23.939999,5.780599
scrambled,15138832,12,23.939999,5.780599
scrambled,15138832,15,23.939999,5.780599
scrambled,15138832,17,23.939999,5.780599
scrambled,15138832,19,23.939999,5.780599
scrambled,15138832,21,23.939999,5.780599
scrambled,15138832,23,23.939999,5.780599
scrambled,15138832,25,23.939999,5.780599
scrambled,15138832,28,23.939999,5.780599
scrambled,15138832,29,23.939999,5.780599
scrambled,15138832,30,23.939999,5.780599
scrambled,15138832,31,23.939999,5.780599
scrambled,15138832,0,24.459999,6.031928
scrambled,15138832,1,24.459999,6.031928
scrambled,15138832,2,24.459999,6.031928
scrambled,15138832,3,24.459999,6.031928
scrambled,15138832,4,24.459999,6.031928
scrambled,15138832,5,24.459999,6.031928
scrambled,15138832,6,24.459999,6.031928
scrambled,15138832,7,24.459999,6.031928
scrambled,15138832,8,24.459999,6.031928
scrambled,15138832,9,24.459999,6.031928
scrambled,15138832,10,24.459999,6.031928
scrambled,15138832,11,24.459999,6.031928
scrambled,15138832,12,24.459999,6.031928
scrambled,15138832,13,24.459999,6.031928
scrambled,15138832,14,24.459999,6.031928
scrambled,15138832,15,24.459999,6.031928
scrambled,15138832,16,24.459999,6.031928
scrambled,15138832,17,24.459999,6.031928
scrambled,15138832,18,24.459999,6.031928
scrambled,15138832,19,24.459999,6.031928
scrambled,15138832,20,24.459999,6.031928
scrambled,15138832,21,24.459999,6.031928
scrambled,15138832,22,24.459999,6.031928
scrambled,15138832,23,24.459999,6.031928
scrambled,15138832,24,24.459999,6.031928
scrambled,15138832,25,24.459999,6.031928
scrambled,15138832,26,24.459999,6.031928
scrambled,15138832,27,24.459999,6.031928
scrambled,15138832,28,24.459999,6.031928
scrambled,15138832,29,24.459999,6.031928
scrambled,15138832,30,24.459999,6.031928
scrambled,15138832,31,24.459999,6.031928
scrambled,15138832,0,25.019999,0.502726
scrambled,15138832,5,25.019999,0.502726
scrambled,15138832,14,25.019999,0.502726
scrambled,15138832,16,25.019999,0.502726
scrambled,15138832,20,25.019999,0.502726
scrambled,15138832,22,25.019999,0.502726
scrambled,15138832,24,25.019999,0.502726
scrambled,15138832,26,25.019999,0.502726
scrambled,15138832,3,25.039999,0.754054
scrambled,15138832,4,25.039999,0.754054
scrambled,15138832,7,25.039999,0.754054
scrambled,15138832,8,25.039999,0.754054
scrambled,15138832,9,25.039999,0.754054
scrambled,15138832,10,25.039999,0.754054
scrambled,15138832,11,25.039999,0.754054
scrambled,15138832,13,25.039999,0.754054
scrambled,15138832,18,25.039999,0.754054
scrambled,15138832,27,25.039999,0.754054
scrambled,15138832,30,25.039999,0.754054
scrambled,15138832,6,25.059999,1.005381
scrambled,15138832,19,25.059999,1.005381
scrambled,15138832,21,25.059999,1.005381
scrambled,15138832,31,25.059999,1.005381
scrambled,15138832,1,25.080000,1.256709
scrambled,15138832,2,25.080000,1.256709
scrambled,15138832,12,25.080000,1.256709
scrambled,15138832,17,25.080000,1.256709
scrambled,15138832,25,25.080000,1.256709
scrambled,15138832,28,25.080000,1.256709
scrambled,15138832,29,25.080000,1.256709
scrambled,15138832,15,25.100000,1.508036
scrambled,15138832,23,25.100000,1.508036
scrambled,15138832,0,25.459999,6.031931
scrambled,15138832,5,25.459999,6.031931
scrambled,15138832,14,25.459999,6.031931
scrambled,15138832,16,25.459999,6.031931
scrambled,15138832,22,25.459999,6.031931
scrambled,15138832,24,25.459999,6.031931
scrambled,15138832,26,25.459999,6.031931
scrambled,15138832,3,25.480000,0.000073
scrambled,15138832,4,25.480000,0.000073
scrambled,15138832,7,25.480000,0.000073
scrambled,15138832,8,25.480000,0.000073
scrambled,15138832,9,25.480000,0.000073
scrambled,15138832,10,25.480000,0.000073
scrambled,15138832,11,25.480000,0.000073
scrambled,15138832,13,25.480000,0.000073
scrambled,15138832,18,25.480000,0.000073
scrambled,15138832,20,25.480000,0.000073
scrambled,15138832,27,25.480000,0.000073
scrambled,15138832,30,25.480000,0.000073
scrambled,15138832,6,25.500000,0.251400
scrambled,15138832,21,25.500000,0.251400
scrambled,15138832,31,25.500000,0.251400
scrambled,15138832,2,25.519999,0.502728
scrambled,15138832,19,25.519999,0.502728
scrambled,15138832,29,25.519999,0.502728
scrambled,15138832,1,25.539999,0.754055
scrambled,15138832,12,25.539999,0.754055
scrambled,15138832,17,25.539999,0.754055
scrambled,15138832,25,25.539999,0.754055
scrambled,15138832,28,25.539999,0.754055
scrambled,15138832,15,25.559999,1.005383
scrambled,15138832,23,25.559999,1.005383
scrambled,15138832,0,25.939999,5.780605
scrambled,15138832,3,25.939999,5.780605
scrambled,15138832,4,25.939999,5.780605
scrambled,15138832,5,25.939999,5.780605
scrambled,15138832,7,25.939999,5.780605
scrambled,15138832,8,25.939999,5.780605
scrambled,15138832,9,25.939999,5.780605
scrambled,15138832,10,25.939999,5.780605
scrambled,15138832,11,25.939999,5.780605
scrambled,15138832,13,25.939999,5.780605
scrambled,15138832,14,25.939999,5.780605
scrambled,15138832,16,25.939999,5.780605
scrambled,15138832,18,25.939999,5.780605
scrambled,15138832,20,25.939999,5.780605
scrambled,15138832,21,25.939999,5.780605
scrambled,15138832,22,25.939999,5.780605
scrambled,15138832,24,25.939999,5.780605
scrambled,15138832,26,25.939999,5.780605
scrambled,15138832,27,25.939999,5.780605
scrambled,15138832,30,25.939999,5.780605
scrambled,15138832,31,25.939999,5.780605
scrambled,15138832,2,25.959999,6.031932
scrambled,15138832,6,25.959999,6.031932
scrambled,15138832,19,25.959999,6.031932
scrambled,15138832,1,25.980000,0.000074
scrambled,15138832,12,25.980000,0.000074
scrambled,15138832,17,25.980000,0.000074
scrambled,15138832,25,25.980000,0.000074
scrambled,15138832,29,25.980000,0.000074
scrambled,15138832,23,26.000000,0.251402
scrambled,15138832,28,26.000000,0.251402
scrambled,15138832,15,26.019999,0.502729
scrambled,15138832,16,26.439999,5.780606
scrambled,15138832,26,26.439999,5.780606
scrambled,15138832,0,26.459999,6.031934
scrambled,15138832,2,26.459999,6.031934
scrambled,15138832,3,26.459999,6.031934
scrambled,15138832,4,26.459999,6.031934
scrambled,15138832,5,26.459999,6.031934
scrambled,15138832,6,26.459999,6.031934
scrambled,15138832,7,26.459999,6.031934
scrambled,15138832,8,26.459999,6.031934
scrambled,15138832,9,26.459999,6.031934
scrambled,15138832,10,26.459999,6.031934
scrambled,15138832,11,26.459999,6.031934
scrambled,15138832,13,26.459999,6.031934
scrambled,15138832,14,26.459999,6.031934
scrambled,15138832,18,26.459999,6.031934
scrambled,15138832,19,26.459999,6.031934
scrambled,15138832,20,26.459999,6.031934
scrambled,15138832,21,26.459999,6.031934
scrambled,15138832,22,26.459999,6.031934
scrambled,15138832,24,26.459999,6.031934
scrambled,15138832,25,26.459999,6.031934
scrambled,15138832,27,26.459999,6.031934
scrambled,15138832,29,26.459999,6.031934
scrambled,15138832,30,26.459999,6.031934
scrambled,15138832,31,26.459999,6.031934
scrambled,15138832,1,26.480000,0.000076
scrambled,15138832,12,26.480000,0.000076
scrambled,15138832,15,26.480000,0.000076
scrambled,15138832,17,26.480000,0.000076
scrambled,15138832,23,26.480000,0.000076
scrambled,15138832,28,26.480000,0.000076
scrambled,15138832,16,26.980000,0.000077
scrambled,15138832,26,26.980000,0.000077
scrambled,15138832,0,27.000000,0.251405
scrambled,15138832,5,27.000000,0.251405
scrambled,15138832,14,27.000000,0.251405
scrambled,15138832,20,27.000000,0.251405
scrambled,15138832,22,27.000000,0.251405
scrambled,15138832,24,27.000000,0.251405
scrambled,15138832,3,27.019999,0.502732
scrambled,15138832,4,27.019999,0.502732
scrambled,15138832,7,27.019999,0.502732
scrambled,15138832,8,27.019999,0.502732
scrambled,15138832,9,27.019999,0.502732
scrambled,15138832,10,27.019999,0.502732
scrambled,15138832,11,27.019999,0.502732
scrambled,15138832,13,27.019999,0.502732
scrambled,15138832,18,27.019999,0.502732
scrambled,15138832,27,27.019999,0.502732
scrambled,15138832,21,27.039999,0.754060
scrambled,15138832,30,27.039999,0.754060
scrambled,15138832,31,27.039999,0.754060
scrambled,15138832,2,27.059999,1.005387
scrambled,15138832,6,27.059999,1.005387
scrambled,15138832,19,27.059999,1.005387
scrambled,15138832,1,27.080000,1.256714
scrambled,15138832,12,27.080000,1.256714
scrambled,15138832,17,27.080000,1.256714
scrambled,15138832,25,27.080000,1.256714
scrambled,15138832,29,27.080000,1.256714
scrambled,15138832,23,27.099998,1.508042
scrambled,15138832,28,27.099998,1.508042
scrambled,15138832,15,27.119999,1.759369
scrambled,15138832,0,27.539999,0.754061
scrambled,15138832,3,27.539999,0.754061
scrambled,15138832,4,27.539999,0.754061
scrambled,15138832,5,27.539999,0.754061
scrambled,15138832,7,27.539999,0.754061
scrambled,15138832,8,27.539999,0.754061
scrambled,15138832,9,27.539999,0.754061
scrambled,15138832,10,27.539999,0.754061
scrambled,15138832,11,27.539999,0.754061
scrambled,15138832,13,27.539999,0.754061
scrambled,15138832,14,27.539999,0.754061
scrambled,15138832,16,27.539999,0.754061
scrambled,15138832,18,27.539999,0.754061
scrambled,15138832,20,27.539999,0.754061
scrambled,15138832,22,27.539999,0.754061
scrambled,15138832,24,27.539999,0.754061
scrambled,15138832,26,27.539999,0.754061
scrambled,15138832,27,27.539999,0.754061
scrambled,15138832,1,27.559999,1.005388
scrambled,15138832,2,27.559999,1.005388
scrambled,15138832,6,27.559999,1.005388
scrambled,15138832,12,27.559999,1.005388
scrambled,15138832,19,27.559999,1.005388
scrambled,15138832,21,27.559999,1.005388
scrambled,15138832,25,27.559999,1.005388
scrambled,15138832,29,27.559999,1.005388
scrambled,15138832,30,27.559999,1.005388
scrambled,15138832,31,27.559999,1.005388
scrambled,15138832,15,27.580000,1.256716
scrambled,15138832,17,27.580000,1.256716
scrambled,15138832,23,27.580000,1.256716
scrambled,15138832,28,27.580000,1.256716
scrambled,15138832,0,28.080000,1.256717
scrambled,15138832,2,28.080000,1.256717
scrambled,15138832,3,28.080000,1.256717
scrambled,15138832,4,28.080000,1.256717
scrambled,15138832,5,28.080000,1.256717
scrambled,15138832,6,28.080000,1.256717
scrambled,15138832,7,28.080000,1.256717
scrambled,15138832,8,28.080000,1.256717
scrambled,15138832,9,28.080000,1.256717
scrambled,15138832,10,28.080000,1.256717
scrambled,15138832,11,28.080000,1.256717
scrambled,15138832,13,28.080000,1.256717
scrambled,15138832,14,28.080000,1.256717
scrambled,15138832,16,28.080000,1.256717
scrambled,15138832,18,28.080000,1.256717
scrambled,15138832,19,28.080000,1.256717
scrambled,15138832,20,28.080000,1.256717
scrambled,15138832,21,28.080000,1.256717
scrambled,15138832,22,28.080000,1.256717
scrambled,15138832,24,28.080000,1.256717
scrambled,15138832,26,28.080000,1.256717
scrambled,15138832,27,28.080000,1.256717
scrambled,15138832,30,28.080000,1.256717
scrambled,15138832,31,28.080000,1.256717
scrambled,15138832,1,28.099998,1.508045
scrambled,15138832,12,28.099998,1.508045
scrambled,15138832,15,28.099998,1.508045
scrambled,15138832,17,28.099998,1.508045
scrambled,15138832,23,28.099998,1.508045
scrambled,15138832,25,28.099998,1.508045
scrambled,15138832,28,28.099998,1.508045
scrambled,15138832,29,28.099998,1.508045
scrambled,15138832,0,28.619999,1.759373
scrambled,15138832,5,28.619999,1.759373
scrambled,15138832,14,28.619999,1.759373
scrambled,15138832,16,28.619999,1.759373
scrambled,15138832,22,28.619999,1.759373
scrambled,15138832,24,28.619999,1.759373
scrambled,15138832,26,28.619999,1.759373
scrambled,15138832,1,28.639999,2.010701
scrambled,15138832,2,28.639999,2.010701
scrambled,15138832,3,28.639999,2.010701
scrambled,15138832,4,28.639999,2.010701
scrambled,15138832,6,28.639999,2.010701
scrambled,15138832,7,28.639999,2.010701
scrambled,15138832,8,28.639999,2.010701
scrambled,15138832,9,28.639999,2.010701
scrambled,15138832,10,28.639999,2.010701
scrambled,15138832,11,28.639999,2.010701
scrambled,15138832,12,28.639999,2.010701
scrambled,15138832,13,28.639999,2.010701
scrambled,15138832,17,28.639999,2.010701
scrambled,15138832,18,28.639999,2.010701
scrambled,15138832,19,28.639999,2.010701
scrambled,15138832,20,28.639999,2.010701
scrambled,15138832,21,28.639999,2.010701
scrambled,15138832,25,28.639999,2.010701
scrambled,15138832,27,28.639999,2.010701
scrambled,15138832,28,28.639999,2.010701
scrambled,15138832,29,28.639999,2.010701
scrambled,15138832,30,28.639999,2.010701
scrambled,15138832,31,28.639999,2.010701
scrambled,15138832,15,28.660000,2.262028
scrambled,15138832,23,28.660000,2.262028
scrambled,15138832,0,29.219999,3.016012
scrambled,15138832,3,29.219999,3.016012
scrambled,15138832,4,29.219999,3.016012
scrambled,15138832,5,29.219999,3.016012
scrambled,15138832,6,29.219999,3.016012
scrambled,15138832,7,29.219999,3.016012
scrambled,15138832,8,29.219999,3.016012
scrambled,15138832,9,29.219999,3.016012
scrambled,15138832,10,29.219999,3.016012
scrambled,15138832,11,29.219999,3.016012
scrambled,15138832,13,29.219999,3.016012
scrambled,15138832,14,29.219999,3.016012
scrambled,15138832,16,29.219999,3.016012
scrambled,15138832,18,29.219999,3.016012
scrambled,15138832,19,29.219999,3.016012
scrambled,15138832,20,29.219999,3.016012
scrambled,15138832,21,29.219999,3.016012
scrambled,15138832,22,29.219999,3.016012
scrambled,15138832,24,29.219999,3.016012
scrambled,15138832,26,29.219999,3.016012
scrambled,15138832,27,29.219999,3.016012
scrambled,15138832,30,29.219999,3.016012
scrambled,15138832,31,29.219999,3.016012
scrambled,15138832,1,29.240000,3.267340
scrambled,15138832,2,29.240000,3.267340
scrambled,15138832,12,29.240000,3.267340
scrambled,15138832,15,29.240000,3.267340
scrambled,15138832,17,29.240000,3.267340
scrambled,15138832,23,29.240000,3.267340
scrambled,15138832,25,29.240000,3.267340
scrambled,15138832,28,29.240000,3.267340
scrambled,15138832,29,29.240000,3.267340
scrambled,15138832,0,29.740000,3.267341
scrambled,15138832,1,29.740000,3.267341
scrambled,15138832,2,29.740000,3.267341
scrambled,15138832,3,29.740000,3.267341
scrambled,15138832,4,29.740000,3.267341
scrambled,15138832,5,29.740000,3.267341
scrambled,15138832,6,29.740000,3.267341
scrambled,15138832,7,29.740000,3.267341
scrambled,15138832,8,29.740000,3.267341
scrambled,15138832,9,29.740000,3.267341
scrambled,15138832,10,29.740000,3.267341
scrambled,15138832,11,29.740000,3.267341
scrambled,15138832,12,29.740000,3.267341
scrambled,15138832,13,29.740000,3.267341
scrambled,15138832,14,29.740000,3.267341
scrambled,15138832,15,29.740000,3.267341
scrambled,15138832,16,29.740000,3.267341
scrambled,15138832,17,29.740000,3.267341
scrambled,15138832,18,29.740000,3.267341
scrambled,15138832,19,29.740000,3.267341
scrambled,15138832,20,29.740000,3.267341
scrambled,15138832,21,29.740000,3.267341
scrambled,15138832,22,29.740000,3.267341
scrambled,15138832,23,29.740000,3.267341
scrambled,15138832,24,29.740000,3.267341
scrambled,15138832,25,29.740000,3.267341
scrambled,15138832,26,29.740000,3.267341
scrambled,15138832,27,29.740000,3.267341
scrambled,15138832,28,29.740000,3.267341
scrambled,15138832,29,29.740000,3.267341
scrambled,15138832,30,29.740000,3.267341
scrambled,15138832,31,29.740000,3.267341
scrambled,15138832,0,30.299999,4.021325
scrambled,15138832,2,30.299999,4.021325
scrambled,15138832,3,30.299999,4.021325
scrambled,15138832,4,30.299999,4.021325
scrambled,15138832,5,30.299999,4.021325
scrambled,15138832,6,30.299999,4.021325
scrambled,15138832,7,30.299999,4.021325
scrambled,15138832,8,30.299999,4.021325
scrambled,15138832,9,30.299999,4.021325
scrambled,15138832,10,30.299999,4.021325
scrambled,15138832,11,30.299999,4.021325
scrambled,15138832,13,30.299999,4.021325
scrambled,15138832,14,30.299999,4.021325
scrambled,15138832,16,30.299999,4.021325
scrambled,15138832,18,30.299999,4.021325
scrambled,15138832,19,30.299999,4.021325
scrambled,15138832,20,30.299999,4.021325
scrambled,15138832,21,30.299999,4.021325
scrambled,15138832,22,30.299999,4.021325
scrambled,15138832,24,30.299999,4.021325
scrambled,15138832,26,30.299999,4.021325
scrambled,15138832,27,30.299999,4.021325
scrambled,15138832,30,30.299999,4.021325
scrambled,15138832,31,30.299999,4.021325
scrambled,15138832,1,30.320000,4.272653
scrambled,15138832,12,30.320000,4.272653
scrambled,15138832,15,30.320000,4.272653
scrambled,15138832,17,30.320000,4.272653
scrambled,15138832,23,30.320000,4.272653
scrambled,15138832,25,30.320000,4.272653
scrambled,15138832,28,30.320000,4.272653
scrambled,15138832,29,30.320000,4.272653
scrambled,15138832,0,30.879999,5.026637
scrambled,15138832,2,30.879999,5.026637
scrambled,15138832,3,30.879999,5.026637
scrambled,15138832,4,30.879999,5.026637
scrambled,15138832,5,30.879999,5.026637
scrambled,15138832,6,30.879999,5.026637
scrambled,15138832,7,30.879999,5.026637
scrambled,15138832,8,30.879999,5.026637
scrambled,15138832,9,30.879999,5.026637
scrambled,15138832,10,30.879999,5.026637
scrambled,15138832,11,30.879999,5.026637
scrambled,15138832,13,30.879999,5.026637
scrambled,15138832,14,30.879999,5.026637
scrambled,15138832,16,30.879999,5.026637
scrambled,15138832,18,30.879999,5.026637
scrambled,15138832,19,30.879999,5.026637
scrambled,15138832,20,30.879999,5.026637
scrambled,15138832,21,30.879999,5.026637
scrambled,15138832,22,30.879999,5.026637
scrambled,15138832,24,30.879999,5.026637
scrambled,15138832,25,30.879999,5.026637
scrambled,15138832,26,30.879999,5.026637
scrambled,15138832,27,30.879999,5.026637
scrambled,15138832,29,30.879999,5.026637
scrambled,15138832,30,30.879999,5.026637
scrambled,15138832,31,30.879999,5.026637
scrambled,15138832,1,30.900000,5.277964
scrambled,15138832,12,30.900000,5.277964
scrambled,15138832,15,30.900000,5.277964
scrambled,15138832,17,30.900000,5.277964
scrambled,15138832,23,30.900000,5.277964
scrambled,15138832,28,30.900000,5.277964
scrambled,15138832,0,31.340000,4.523983
scrambled,15138832,3,31.340000,4.523983
scrambled,15138832,4,31.340000,4.523983
scrambled,15138832,5,31.340000,4.523983
scrambled,15138832,7,31.340000,4.523983
scrambled,15138832,8,31.340000,4.523983
scrambled,15138832,9,31.340000,4.523983
scrambled,15138832,10,31.340000,4.523983
scrambled,15138832,11,31.340000,4.523983
scrambled,15138832,13,31.340000,4.523983
scrambled,15138832,14,31.340000,4.523983
scrambled,15138832,16,31.340000,4.523983
scrambled,15138832,18,31.340000,4.523983
scrambled,15138832,20,31.340000,4.523983
scrambled,15138832,21,31.340000,4.523983
scrambled,15138832,22,31.340000,4.523983
scrambled,15138832,24,31.340000,4.523983
scrambled,15138832,26,31.340000,4.523983
scrambled,15138832,27,31.340000,4.523983
scrambled,15138832,30,31.340000,4.523983
scrambled,15138832,31,31.340000,4.523983
scrambled,15138832,1,31.359999,4.775311
scrambled,15138832,2,31.359999,4.775311
scrambled,15138832,6,31.359999,4.775311
scrambled,15138832,12,31.359999,4.775311
scrambled,15138832,15,31.359999,4.775311
scrambled,15138832,17,31.359999,4.775311
scrambled,15138832,19,31.359999,4.775311
scrambled,15138832,23,31.359999,4.775311
scrambled,15138832,25,31.359999,4.775311
scrambled,15138832,28,31.359999,4.775311
scrambled,15138832,29,31.359999,4.775311
scrambled,15138832,0,31.799999,4.021329
scrambled,15138832,3,31.799999,4.021329
scrambled,15138832,4,31.799999,4.021329
scrambled,15138832,5,31.799999,4.021329
scrambled,15138832,7,31.799999,4.021329
scrambled,15138832,8,31.799999,4.021329
scrambled,15138832,9,31.799999,4.021329
scrambled,15138832,10,31.799999,4.021329
scrambled,15138832,11,31.799999,4.021329
scrambled,15138832,13,31.799999,4.021329
scrambled,15138832,14,31.799999,4.021329
scrambled,15138832,16,31.799999,4.021329
scrambled,15138832,18,31.799999,4.021329
scrambled,15138832,20,31.799999,4.021329
scrambled,15138832,22,31.799999,4.021329
scrambled,15138832,24,31.799999,4.021329
scrambled,15138832,26,31.799999,4.021329
scrambled,15138832,27,31.799999,4.021329
scrambled,15138832,30,31.799999,4.021329
scrambled,15138832,1,31.820000,4.272657
scrambled,15138832,2,31.820000,4.272657
scrambled,15138832,6,31.820000,4.272657
scrambled,15138832,12,31.820000,4.272657
scrambled,15138832,19,31.820000,4.272657
scrambled,15138832,21,31.820000,4.272657
scrambled,15138832,25,31.820000,4.272657
scrambled,15138832,29,31.820000,4.272657
scrambled,15138832,31,31.820000,4.272657
scrambled,15138832,15,31.840000,4.523984
scrambled,15138832,17,31.840000,4.523984
scrambled,15138832,23,31.840000,4.523984
scrambled,15138832,28,31.840000,4.523984
scrambled,15138832,16,32.299999,4.021331
scrambled,15138832,22,32.299999,4.021331
scrambled,15138832,24,32.299999,4.021331
scrambled,15138832,26,32.299999,4.021331
scrambled,15138832,0,32.320000,4.272658
scrambled,15138832,5,32.320000,4.272658
scrambled,15138832,14,32.320000,4.272658
scrambled,15138832,20,32.320000,4.272658
scrambled,15138832,3,32.340000,4.523986
scrambled,15138832,4,32.340000,4.523986
scrambled,15138832,8,32.340000,4.523986
scrambled,15138832,9,32.340000,4.523986
scrambled,15138832,13,32.340000,4.523986
scrambled,15138832,18,32.340000,4.523986
scrambled,15138832,7,32.360001,4.775313
scrambled,15138832,10,32.360001,4.775313
scrambled,15138832,11,32.360001,4.775313
scrambled,15138832,27,32.360001,4.775313
scrambled,15138832,30,32.380001,5.026641
scrambled,15138832,21,32.399998,5.277968
scrambled,15138832,31,32.399998,5.277968
scrambled,15138832,6,32.419998,5.529296
scrambled,15138832,2,32.439999,5.780623
scrambled,15138832,19,32.439999,5.780623
scrambled,15138832,1,32.459999,6.031951
scrambled,15138832,12,32.459999,6.031951
scrambled,15138832,17,32.459999,6.031951
scrambled,15138832,25,32.459999,6.031951
scrambled,15138832,29,32.459999,6.031951
scrambled,15138832,15,32.480000,0.000093
scrambled,15138832,23,32.480000,0.000093
scrambled,15138832,28,32.480000,0.000093
scrambled,15138832,16,32.880001,5.026642
scrambled,15138832,26,32.880001,5.026642
scrambled,15138832,0,32.899998,5.277970
scrambled,15138832,3,32.899998,5.277970
scrambled,15138832,4,32.899998,5.277970
scrambled,15138832,5,32.899998,5.277970
scrambled,15138832,7,32.899998,5.277970
scrambled,15138832,8,32.899998,5.277970
scrambled,15138832,9,32.899998,5.277970
scrambled,15138832,11,32.899998,5.277970
scrambled,15138832,13,32.899998,5.277970
scrambled,15138832,14,32.899998,5.277970
scrambled,15138832,18,32.899998,5.277970
scrambled,15138832,20,32.899998,5.277970
scrambled,15138832,22,32.899998,5.277970
scrambled,15138832,24,32.899998,5.277970
scrambled,15138832,27,32.899998,5.277970
