condition,seed,agent,time_sec,phase_rad
shared,15138832,16,26.500000,0.251403
shared,15138832,17,26.500000,0.251403
shared,15138832,18,26.500000,0.251403
shared,15138832,19,26.500000,0.251403
shared,15138832,20,26.500000,0.251403
shared,15138832,21,26.500000,0.251403
shared,15138832,22,26.500000,0.251403
shared,15138832,24,26.500000,0.251403
shared,15138832,25,26.500000,0.251403
shared,15138832,26,26.500000,0.251403
shared,15138832,27,26.500000,0.251403
shared,15138832,29,26.500000,0.251403
shared,15138832,30,26.500000,0.251403
shared,15138832,31,26.500000,0.251403
shared,15138832,15,26.519999,0.502731
shared,15138832,23,26.519999,0.502731
shared,15138832,28,26.519999,0.502731
shared,15138832,0,27.000000,0.251405
shared,15138832,1,27.000000,0.251405
shared,15138832,2,27.000000,0.251405
shared,15138832,3,27.000000,0.251405
shared,15138832,4,27.000000,0.251405
shared,15138832,5,27.000000,0.251405
shared,15138832,6,27.000000,0.251405
shared,15138832,7,27.000000,0.251405
shared,15138832,8,27.000000,0.251405
shared,15138832,9,27.000000,0.251405
shared,15138832,10,27.000000,0.251405
shared,15138832,11,27.000000,0.251405
shared,15138832,12,27.000000,0.251405
shared,15138832,13,27.000000,0.251405
shared,15138832,14,27.000000,0.251405
shared,15138832,16,27.000000,0.251405
shared,15138832,17,27.000000,0.251405
shared,15138832,18,27.000000,0.251405
shared,15138832,19,27.000000,0.251405
shared,15138832,20,27.000000,0.251405
shared,15138832,21,27.000000,0.251405
shared,15138832,22,27.000000,0.251405
shared,15138832,24,27.000000,0.251405
shared,15138832,25,27.000000,0.251405
shared,15138832,26,27.000000,0.251405
shared,15138832,27,27.000000,0.251405
shared,15138832,29,27.000000,0.251405
shared,15138832,30,27.000000,0.251405
shared,15138832,31,27.000000,0.251405
shared,15138832,15,27.019999,0.502732
shared,15138832,23,27.019999,0.502732
shared,15138832,28,27.019999,0.502732
shared,15138832,0,27.500000,0.251406
shared,15138832,1,27.500000,0.251406
shared,15138832,2,27.500000,0.251406
shared,15138832,3,27.500000,0.251406
shared,15138832,4,27.500000,0.251406
shared,15138832,5,27.500000,0.251406
shared,15138832,6,27.500000,0.251406
shared,15138832,7,27.500000,0.251406
shared,15138832,8,27.500000,0.251406
shared,15138832,9,27.500000,0.251406
shared,15138832,10,27.500000,0.251406
shared,15138832,11,27.500000,0.251406
shared,15138832,12,27.500000,0.251406
shared,15138832,13,27.500000,0.251406
shared,15138832,14,27.500000,0.251406
shared,15138832,16,27.500000,0.251406
shared,15138832,17,27.500000,0.251406
shared,15138832,18,27.500000,0.251406
shared,15138832,19,27.500000,0.251406
shared,15138832,20,27.500000,0.251406
shared,15138832,21,27.500000,0.251406
shared,15138832,22,27.500000,0.251406
shared,15138832,24,27.500000,0.251406
shared,15138832,25,27.500000,0.251406
shared,15138832,26,27.500000,0.251406
shared,15138832,27,27.500000,0.251406
shared,15138832,29,27.500000,0.251406
shared,15138832,30,27.500000,0.251406
shared,15138832,31,27.500000,0.251406
shared,15138832,15,27.519999,0.502734
shared,15138832,23,27.519999,0.502734
shared,15138832,28,27.519999,0.502734
shared,15138832,0,28.000000,0.251408
shared,15138832,1,28.000000,0.251408
shared,15138832,2,28.000000,0.251408
shared,15138832,3,28.000000,0.251408
shared,15138832,4,28.000000,0.251408
shared,15138832,5,28.000000,0.251408
shared,15138832,6,28.000000,0.251408
shared,15138832,7,28.000000,0.251408
shared,15138832,8,28.000000,0.251408
shared,15138832,9,28.000000,0.251408
shared,15138832,10,28.000000,0.251408
shared,15138832,11,28.000000,0.251408
shared,15138832,12,28.000000,0.251408
shared,15138832,13,28.000000,0.251408
shared,15138832,14,28.000000,0.251408
shared,15138832,16,28.000000,0.251408
shared,15138832,17,28.000000,0.251408
shared,15138832,18,28.000000,0.251408
shared,15138832,19,28.000000,0.251408
shared,15138832,20,28.000000,0.251408
shared,15138832,21,28.000000,0.251408
shared,15138832,22,28.000000,0.251408
shared,15138832,24,28.000000,0.251408
shared,15138832,25,28.000000,0.251408
shared,15138832,26,28.000000,0.251408
shared,15138832,27,28.000000,0.251408
shared,15138832,29,28.000000,0.251408
shared,15138832,30,28.000000,0.251408
shared,15138832,31,28.000000,0.251408
shared,15138832,15,28.019999,0.502735
shared,15138832,23,28.019999,0.502735
shared,15138832,28,28.019999,0.502735
shared,15138832,0,28.500000,0.251409
shared,15138832,1,28.500000,0.251409
shared,15138832,2,28.500000,0.251409
shared,15138832,3,28.500000,0.251409
shared,15138832,4,28.500000,0.251409
shared,15138832,5,28.500000,0.251409
shared,15138832,6,28.500000,0.251409
shared,15138832,7,28.500000,0.251409
shared,15138832,8,28.500000,0.251409
shared,15138832,9,28.500000,0.251409
shared,15138832,10,28.500000,0.251409
shared,15138832,11,28.500000,0.251409
shared,15138832,12,28.500000,0.251409
shared,15138832,13,28.500000,0.251409
shared,15138832,14,28.500000,0.251409
shared,15138832,16,28.500000,0.251409
shared,15138832,17,28.500000,0.251409
shared,15138832,18,28.500000,0.251409
shared,15138832,19,28.500000,0.251409
shared,15138832,20,28.500000,0.251409
shared,15138832,21,28.500000,0.251409
shared,15138832,22,28.500000,0.251409
shared,15138832,24,28.500000,0.251409
shared,15138832,25,28.500000,0.251409
shared,15138832,26,28.500000,0.251409
shared,15138832,27,28.500000,0.251409
shared,15138832,29,28.500000,0.251409
shared,15138832,30,28.500000,0.251409
shared,15138832,31,28.500000,0.251409
shared,15138832,15,28.519999,0.502736
shared,15138832,23,28.519999,0.502736
shared,15138832,28,28.519999,0.502736
shared,15138832,0,29.000000,0.251410
shared,15138832,1,29.000000,0.251410
shared,15138832,2,29.000000,0.251410
shared,15138832,3,29.000000,0.251410
shared,15138832,4,29.000000,0.251410
shared,15138832,5,29.000000,0.251410
shared,15138832,6,29.000000,0.251410
shared,15138832,7,29.000000,0.251410
shared,15138832,8,29.000000,0.251410
shared,15138832,9,29.000000,0.251410
shared,15138832,10,29.000000,0.251410
shared,15138832,11,29.000000,0.251410
shared,15138832,12,29.000000,0.251410
shared,15138832,13,29.000000,0.251410
shared,15138832,14,29.000000,0.251410
shared,15138832,16,29.000000,0.251410
shared,15138832,17,29.000000,0.251410
shared,15138832,18,29.000000,0.251410
shared,15138832,19,29.000000,0.251410
shared,15138832,20,29.000000,0.251410
shared,15138832,21,29.000000,0.251410
shared,15138832,22,29.000000,0.251410
shared,15138832,24,29.000000,0.251410
shared,15138832,25,29.000000,0.251410
shared,15138832,26,29.000000,0.251410
shared,15138832,27,29.000000,0.251410
shared,15138832,29,29.000000,0.251410
shared,15138832,30,29.000000,0.251410
shared,15138832,31,29.000000,0.251410
shared,15138832,15,29.019999,0.502738
shared,15138832,23,29.019999,0.502738
shared,15138832,28,29.019999,0.502738
shared,15138832,0,29.500000,0.251412
shared,15138832,1,29.500000,0.251412
shared,15138832,2,29.500000,0.251412
shared,15138832,3,29.500000,0.251412
shared,15138832,4,29.500000,0.251412
shared,15138832,5,29.500000,0.251412
shared,15138832,6,29.500000,0.251412
shared,15138832,7,29.500000,0.251412
shared,15138832,8,29.500000,0.251412
shared,15138832,9,29.500000,0.251412
shared,15138832,10,29.500000,0.251412
shared,15138832,11,29.500000,0.251412
shared,15138832,12,29.500000,0.251412
shared,15138832,13,29.500000,0.251412
shared,15138832,14,29.500000,0.251412
shared,15138832,16,29.500000,0.251412
shared,15138832,17,29.500000,0.251412
shared,15138832,18,29.500000,0.251412
shared,15138832,19,29.500000,0.251412
shared,15138832,20,29.500000,0.251412
shared,15138832,21,29.500000,0.251412
shared,15138832,22,29.500000,0.251412
shared,15138832,24,29.500000,0.251412
shared,15138832,25,29.500000,0.251412
shared,15138832,26,29.500000,0.251412
shared,15138832,27,29.500000,0.251412
shared,15138832,29,29.500000,0.251412
shared,15138832,30,29.500000,0.251412
shared,15138832,31,29.500000,0.251412
shared,15138832,15,29.519999,0.502739
shared,15138832,23,29.519999,0.502739
shared,15138832,28,29.519999,0.502739
shared,15138832,0,30.000000,0.251413
shared,15138832,1,30.000000,0.251413
shared,15138832,2,30.000000,0.251413
shared,15138832,3,30.000000,0.251413
shared,15138832,4,30.000000,0.251413
shared,15138832,5,30.000000,0.251413
shared,15138832,6,30.000000,0.251413
shared,15138832,7,30.000000,0.251413
shared,15138832,8,30.000000,0.251413
shared,15138832,9,30.000000,0.251413
shared,15138832,10,30.000000,0.251413
shared,15138832,11,30.000000,0.251413
shared,15138832,12,30.000000,0.251413
shared,15138832,13,30.000000,0.251413
shared,15138832,14,30.000000,0.251413
shared,15138832,16,30.000000,0.251413
shared,15138832,17,30.000000,0.251413
shared,15138832,18,30.000000,0.251413
shared,15138832,19,30.000000,0.251413
shared,15138832,20,30.000000,0.251413
shared,15138832,21,30.000000,0.251413
shared,15138832,22,30.000000,0.251413
shared,15138832,24,30.000000,0.251413
shared,15138832,25,30.000000,0.251413
shared,15138832,26,30.000000,0.251413
shared,15138832,27,30.000000,0.251413
shared,15138832,29,30.000000,0.251413
shared,15138832,30,30.000000,0.251413
shared,15138832,31,30.000000,0.251413
shared,15138832,15,30.019999,0.502741
shared,15138832,23,30.019999,0.502741
shared,15138832,28,30.019999,0.502741
shared,15138832,0,30.500000,0.251415
shared,15138832,1,30.500000,0.251415
shared,15138832,2,30.500000,0.251415
shared,15138832,3,30.500000,0.251415
shared,15138832,4,30.500000,0.251415
shared,15138832,5,30.500000,0.251415
shared,15138832,6,30.500000,0.251415
shared,15138832,7,30.500000,0.251415
shared,15138832,8,30.500000,0.251415
shared,15138832,9,30.500000,0.251415
shared,15138832,10,30.500000,0.251415
shared,15138832,11,30.500000,0.251415
shared,15138832,12,30.500000,0.251415
shared,15138832,13,30.500000,0.251415
shared,15138832,14,30.500000,0.251415
shared,15138832,16,30.500000,0.251415
shared,15138832,17,30.500000,0.251415
shared,15138832,18,30.500000,0.251415
shared,15138832,19,30.500000,0.251415
shared,15138832,20,30.500000,0.251415
shared,15138832,21,30.500000,0.251415
shared,15138832,22,30.500000,0.251415
shared,15138832,24,30.500000,0.251415
shared,15138832,25,30.500000,0.251415
shared,15138832,26,30.500000,0.251415
shared,15138832,27,30.500000,0.251415
shared,15138832,29,30.500000,0.251415
shared,15138832,30,30.500000,0.251415
shared,15138832,31,30.500000,0.251415
shared,15138832,15,30.519999,0.502742
shared,15138832,23,30.519999,0.502742
shared,15138832,28,30.519999,0.502742
shared,15138832,0,31.000000,0.251416
shared,15138832,1,31.000000,0.251416
shared,15138832,2,31.000000,0.251416
shared,15138832,3,31.000000,0.251416
shared,15138832,4,31.000000,0.251416
shared,15138832,5,31.000000,0.251416
shared,15138832,6,31.000000,0.251416
shared,15138832,7,31.000000,0.251416
shared,15138832,8,31.000000,0.251416
shared,15138832,9,31.000000,0.251416
shared,15138832,10,31.000000,0.251416
shared,15138832,11,31.000000,0.251416
shared,15138832,12,31.000000,0.251416
shared,15138832,13,31.000000,0.251416
shared,15138832,14,31.000000,0.251416
shared,15138832,16,31.000000,0.251416
shared,15138832,17,31.000000,0.251416
shared,15138832,18,31.000000,0.251416
shared,15138832,19,31.000000,0.251416
shared,15138832,20,31.000000,0.251416
shared,15138832,21,31.000000,0.251416
shared,15138832,22,31.000000,0.251416
shared,15138832,24,31.000000,0.251416
shared,15138832,25,31.000000,0.251416
shared,15138832,26,31.000000,0.251416
shared,15138832,27,31.000000,0.251416
shared,15138832,29,31.000000,0.251416
shared,15138832,30,31.000000,0.251416
shared,15138832,31,31.000000,0.251416
shared,15138832,15,31.019999,0.502744
shared,15138832,23,31.019999,0.502744
shared,15138832,28,31.019999,0.502744
shared,15138832,0,31.500000,0.251418
shared,15138832,1,31.500000,0.251418
shared,15138832,2,31.500000,0.251418
shared,15138832,3,31.500000,0.251418
shared,15138832,4,31.500000,0.251418
shared,15138832,5,31.500000,0.251418
shared,15138832,6,31.500000,0.251418
shared,15138832,7,31.500000,0.251418
shared,15138832,8,31.500000,0.251418
shared,15138832,9,31.500000,0.251418
shared,15138832,10,31.500000,0.251418
shared,15138832,11,31.500000,0.251418
shared,15138832,12,31.500000,0.251418
shared,15138832,13,31.500000,0.251418
shared,15138832,14,31.500000,0.251418
shared,15138832,16,31.500000,0.251418
shared,15138832,17,31.500000,0.251418
shared,15138832,18,31.500000,0.251418
shared,15138832,19,31.500000,0.251418
shared,15138832,20,31.500000,0.251418
shared,15138832,21,31.500000,0.251418
shared,15138832,22,31.500000,0.251418
shared,15138832,24,31.500000,0.251418
shared,15138832,25,31.500000,0.251418
shared,15138832,26,31.500000,0.251418
shared,15138832,27,31.500000,0.251418
shared,15138832,29,31.500000,0.251418
shared,15138832,30,31.500000,0.251418
shared,15138832,31,31.500000,0.251418
shared,15138832,15,31.519999,0.502745
shared,15138832,23,31.519999,0.502745
shared,15138832,28,31.519999,0.502745
shared,15138832,0,32.000000,0.251419
shared,15138832,1,32.000000,0.251419
shared,15138832,2,32.000000,0.251419
shared,15138832,3,32.000000,0.251419
shared,15138832,4,32.000000,0.251419
shared,15138832,5,32.000000,0.251419
shared,15138832,6,32.000000,0.251419
shared,15138832,7,32.000000,0.251419
shared,15138832,8,32.000000,0.251419
shared,15138832,9,32.000000,0.251419
shared,15138832,10,32.000000,0.251419
shared,15138832,11,32.000000,0.251419
shared,15138832,12,32.000000,0.251419
shared,15138832,13,32.000000,0.251419
shared,15138832,14,32.000000,0.251419
shared,15138832,16,32.000000,0.251419
shared,15138832,17,32.000000,0.251419
shared,15138832,18,32.000000,0.251419
shared,15138832,19,32.000000,0.251419
shared,15138832,20,32.000000,0.251419
shared,15138832,21,32.000000,0.251419
shared,15138832,22,32.000000,0.251419
shared,15138832,24,32.000000,0.251419
shared,15138832,25,32.000000,0.251419
shared,15138832,26,32.000000,0.251419
shared,15138832,27,32.000000,0.251419
shared,15138832,29,32.000000,0.251419
shared,15138832,30,32.000000,0.251419
shared,15138832,31,32.000000,0.251419
shared,15138832,15,32.020000,0.502746
shared,15138832,23,32.020000,0.502746
shared,15138832,28,32.020000,0.502746
shared,15138832,0,32.500000,0.251420
shared,15138832,1,32.500000,0.251420
shared,15138832,2,32.500000,0.251420
shared,15138832,3,32.500000,0.251420
shared,15138832,4,32.500000,0.251420
shared,15138832,5,32.500000,0.251420
shared,15138832,6,32.500000,0.251420
shared,15138832,7,32.500000,0.251420
shared,15138832,8,32.500000,0.251420
shared,15138832,9,32.500000,0.251420
shared,15138832,10,32.500000,0.251420
shared,15138832,11,32.500000,0.251420
shared,15138832,12,32.500000,0.251420
shared,15138832,13,32.500000,0.251420
shared,15138832,14,32.500000,0.251420
shared,15138832,16,32.500000,0.251420
shared,15138832,17,32.500000,0.251420
shared,15138832,18,32.500000,0.251420
shared,15138832,19,32.500000,0.251420
shared,15138832,20,32.500000,0.251420
shared,15138832,21,32.500000,0.251420
shared,15138832,22,32.500000,0.251420
shared,15138832,24,32.500000,0.251420
shared,15138832,25,32.500000,0.251420
shared,15138832,26,32.500000,0.251420
shared,15138832,27,32.500000,0.251420
shared,15138832,29,32.500000,0.251420
shared,15138832,30,32.500000,0.251420
shared,15138832,31,32.500000,0.251420
shared,15138832,15,32.520000,0.502748
shared,15138832,23,32.520000,0.502748
shared,15138832,28,32.520000,0.502748
shared,15138832,0,33.000000,0.251422
shared,15138832,1,33.000000,0.251422
shared,15138832,2,33.000000,0.251422
shared,15138832,3,33.000000,0.251422
shared,15138832,4,33.000000,0.251422
shared,15138832,5,33.000000,0.251422
shared,15138832,6,33.000000,0.251422
shared,15138832,7,33.000000,0.251422
shared,15138832,8,33.000000,0.251422
shared,15138832,9,33.000000,0.251422
shared,15138832,10,33.000000,0.251422
shared,15138832,11,33.000000,0.251422
shared,15138832,12,33.000000,0.251422
shared,15138832,13,33.000000,0.251422
shared,15138832,14,33.000000,0.251422
shared,15138832,16,33.000000,0.251422
shared,15138832,17,33.000000,0.251422
shared,15138832,18,33.000000,0.251422
shared,15138832,19,33.000000,0.251422
shared,15138832,20,33.000000,0.251422
shared,15138832,21,33.000000,0.251422
shared,15138832,22,33.000000,0.251422
shared,15138832,24,33.000000,0.251422
shared,15138832,25,33.000000,0.251422
shared,15138832,26,33.000000,0.251422
shared,15138832,27,33.000000,0.251422
shared,15138832,29,33.000000,0.251422
shared,15138832,30,33.000000,0.251422
shared,15138832,31,33.000000,0.251422
shared,15138832,15,33.020000,0.502749
shared,15138832,23,33.020000,0.502749
shared,15138832,28,33.020000,0.502749
shared,15138832,0,33.500000,0.251423
shared,15138832,1,33.500000,0.251423
shared,15138832,2,33.500000,0.251423
shared,15138832,3,33.500000,0.251423
shared,15138832,4,33.500000,0.251423
shared,15138832,5,33.500000,0.251423
shared,15138832,6,33.500000,0.251423
shared,15138832,7,33.500000,0.251423
shared,15138832,8,33.500000,0.251423
shared,15138832,9,33.500000,0.251423
shared,15138832,10,33.500000,0.251423
shared,15138832,11,33.500000,0.251423
shared,15138832,12,33.500000,0.251423
shared,15138832,13,33.500000,0.251423
shared,15138832,14,33.500000,0.251423
shared,15138832,16,33.500000,0.251423
shared,15138832,17,33.500000,0.251423
shared,15138832,18,33.500000,0.251423
shared,15138832,19,33.500000,0.251423
shared,15138832,20,33.500000,0.251423
shared,15138832,21,33.500000,0.251423
shared,15138832,22,33.500000,0.251423
shared,15138832,24,33.500000,0.251423
shared,15138832,25,33.500000,0.251423
shared,15138832,26,33.500000,0.251423
shared,15138832,27,33.500000,0.251423
shared,15138832,29,33.500000,0.251423
shared,15138832,30,33.500000,0.251423
shared,15138832,31,33.500000,0.251423
shared,15138832,15,33.520000,0.502751
shared,15138832,23,33.520000,0.502751
shared,15138832,28,33.520000,0.502751
shared,15138832,0,34.000000,0.251425
shared,15138832,1,34.000000,0.251425
shared,15138832,2,34.000000,0.251425
shared,15138832,3,34.000000,0.251425
shared,15138832,4,34.000000,0.251425
shared,15138832,5,34.000000,0.251425
shared,15138832,6,34.000000,0.251425
shared,15138832,7,34.000000,0.251425
shared,15138832,8,34.000000,0.251425
shared,15138832,9,34.000000,0.251425
shared,15138832,10,34.000000,0.251425
shared,15138832,11,34.000000,0.251425
shared,15138832,12,34.000000,0.251425
shared,15138832,13,34.000000,0.251425
shared,15138832,14,34.000000,0.251425
shared,15138832,16,34.000000,0.251425
shared,15138832,17,34.000000,0.251425
shared,15138832,18,34.000000,0.251425
shared,15138832,19,34.000000,0.251425
shared,15138832,20,34.000000,0.251425
shared,15138832,21,34.000000,0.251425
shared,15138832,22,34.000000,0.251425
shared,15138832,24,34.000000,0.251425
shared,15138832,25,34.000000,0.251425
shared,15138832,26,34.000000,0.251425
shared,15138832,27,34.000000,0.251425
shared,15138832,29,34.000000,0.251425
shared,15138832,30,34.000000,0.251425
shared,15138832,31,34.000000,0.251425
shared,15138832,15,34.020000,0.502752
shared,15138832,23,34.020000,0.502752
shared,15138832,28,34.020000,0.502752
shared,15138832,0,34.500000,0.251426
shared,15138832,1,34.500000,0.251426
shared,15138832,2,34.500000,0.251426
shared,15138832,3,34.500000,0.251426
shared,15138832,4,34.500000,0.251426
shared,15138832,5,34.500000,0.251426
shared,15138832,6,34.500000,0.251426
shared,15138832,7,34.500000,0.251426
shared,15138832,8,34.500000,0.251426
shared,15138832,9,34.500000,0.251426
shared,15138832,10,34.500000,0.251426
shared,15138832,11,34.500000,0.251426
shared,15138832,12,34.500000,0.251426
shared,15138832,13,34.500000,0.251426
shared,15138832,14,34.500000,0.251426
shared,15138832,16,34.500000,0.251426
shared,15138832,17,34.500000,0.251426
shared,15138832,18,34.500000,0.251426
shared,15138832,19,34.500000,0.251426
shared,15138832,20,34.500000,0.251426
shared,15138832,21,34.500000,0.251426
shared,15138832,22,34.500000,0.251426
shared,15138832,24,34.500000,0.251426
shared,15138832,25,34.500000,0.251426
shared,15138832,26,34.500000,0.251426
shared,15138832,27,34.500000,0.251426
shared,15138832,29,34.500000,0.251426
shared,15138832,30,34.500000,0.251426
shared,15138832,31,34.500000,0.251426
shared,15138832,15,34.520000,0.502754
shared,15138832,23,34.520000,0.502754
shared,15138832,28,34.520000,0.502754
shared,15138832,0,35.000000,0.251428
shared,15138832,1,35.000000,0.251428
shared,15138832,2,35.000000,0.251428
shared,15138832,3,35.000000,0.251428
shared,15138832,4,35.000000,0.251428
shared,15138832,5,35.000000,0.251428
shared,15138832,6,35.000000,0.251428
shared,15138832,7,35.000000,0.251428
shared,15138832,8,35.000000,0.251428
shared,15138832,9,35.000000,0.251428
shared,15138832,10,35.000000,0.251428
shared,15138832,11,35.000000,0.251428
shared,15138832,12,35.000000,0.251428
shared,15138832,13,35.000000,0.251428
shared,15138832,14,35.000000,0.251428
shared,15138832,16,35.000000,0.251428
shared,15138832,17,35.000000,0.251428
shared,15138832,18,35.000000,0.251428
shared,15138832,19,35.000000,0.251428
shared,15138832,20,35.000000,0.251428
shared,15138832,21,35.000000,0.251428
shared,15138832,22,35.000000,0.251428
shared,15138832,24,35.000000,0.251428
shared,15138832,25,35.000000,0.251428
shared,15138832,26,35.000000,0.251428
shared,15138832,27,35.000000,0.251428
shared,15138832,29,35.000000,0.251428
shared,15138832,30,35.000000,0.251428
shared,15138832,31,35.000000,0.251428
shared,15138832,15,35.020000,0.502755
shared,15138832,23,35.020000,0.502755
shared,15138832,28,35.020000,0.502755
shared,15138832,0,35.500000,0.251429
shared,15138832,1,35.500000,0.251429
shared,15138832,2,35.500000,0.251429
shared,15138832,3,35.500000,0.251429
shared,15138832,4,35.500000,0.251429
shared,15138832,5,35.500000,0.251429
shared,15138832,6,35.500000,0.251429
shared,15138832,7,35.500000,0.251429
shared,15138832,8,35.500000,0.251429
shared,15138832,9,35.500000,0.251429
shared,15138832,10,35.500000,0.251429
shared,15138832,11,35.500000,0.251429
shared,15138832,12,35.500000,0.251429
shared,15138832,13,35.500000,0.251429
shared,15138832,14,35.500000,0.251429
shared,15138832,16,35.500000,0.251429
shared,15138832,17,35.500000,0.251429
shared,15138832,18,35.500000,0.251429
shared,15138832,19,35.500000,0.251429
shared,15138832,20,35.500000,0.251429
shared,15138832,21,35.500000,0.251429
shared,15138832,22,35.500000,0.251429
shared,15138832,24,35.500000,0.251429
shared,15138832,25,35.500000,0.251429
shared,15138832,26,35.500000,0.251429
shared,15138832,27,35.500000,0.251429
shared,15138832,29,35.500000,0.251429
shared,15138832,30,35.500000,0.251429
shared,15138832,31,35.500000,0.251429
shared,15138832,15,35.520000,0.502756
shared,15138832,23,35.520000,0.502756
shared,15138832,28,35.520000,0.502756
shared,15138832,0,36.000000,0.251430
shared,15138832,1,36.000000,0.251430
shared,15138832,2,36.000000,0.251430
shared,15138832,3,36.000000,0.251430
shared,15138832,4,36.000000,0.251430
shared,15138832,5,36.000000,0.251430
shared,15138832,6,36.000000,0.251430
shared,15138832,7,36.000000,0.251430
shared,15138832,8,36.000000,0.251430
shared,15138832,9,36.000000,0.251430
shared,15138832,10,36.000000,0.251430
shared,15138832,11,36.000000,0.251430
shared,15138832,12,36.000000,0.251430
shared,15138832,13,36.000000,0.251430
shared,15138832,14,36.000000,0.251430
shared,15138832,16,36.000000,0.251430
shared,15138832,17,36.000000,0.251430
shared,15138832,18,36.000000,0.251430
shared,15138832,19,36.000000,0.251430
shared,15138832,20,36.000000,0.251430
shared,15138832,21,36.000000,0.251430
shared,15138832,22,36.000000,0.251430
shared,15138832,24,36.000000,0.251430
shared,15138832,25,36.000000,0.251430
shared,15138832,26,36.000000,0.251430
shared,15138832,27,36.000000,0.251430
shared,15138832,29,36.000000,0.251430
shared,15138832,30,36.000000,0.251430
shared,15138832,31,36.000000,0.251430
shared,15138832,15,36.020000,0.502758
shared,15138832,23,36.020000,0.502758
shared,15138832,28,36.020000,0.502758
shared,15138832,0,36.500000,0.251432
shared,15138832,1,36.500000,0.251432
shared,15138832,2,36.500000,0.251432
shared,15138832,3,36.500000,0.251432
shared,15138832,4,36.500000,0.251432
shared,15138832,5,36.500000,0.251432
shared,15138832,6,36.500000,0.251432
shared,15138832,7,36.500000,0.251432
shared,15138832,8,36.500000,0.251432
shared,15138832,9,36.500000,0.251432
shared,15138832,10,36.500000,0.251432
shared,15138832,11,36.500000,0.251432
shared,15138832,12,36.500000,0.251432
shared,15138832,13,36.500000,0.251432
shared,15138832,14,36.500000,0.251432
shared,15138832,16,36.500000,0.251432
shared,15138832,17,36.500000,0.251432
shared,15138832,18,36.500000,0.251432
shared,15138832,19,36.500000,0.251432
shared,15138832,20,36.500000,0.251432
shared,15138832,21,36.500000,0.251432
shared,15138832,22,36.500000,0.251432
shared,15138832,24,36.500000,0.251432
shared,15138832,25,36.500000,0.251432
shared,15138832,26,36.500000,0.251432
shared,15138832,27,36.500000,0.251432
shared,15138832,29,36.500000,0.251432
shared,15138832,30,36.500000,0.251432
shared,15138832,31,36.500000,0.251432
shared,15138832,15,36.520000,0.502759
shared,15138832,23,36.520000,0.502759
shared,15138832,28,36.520000,0.502759
shared,15138832,0,37.000000,0.251433
shared,15138832,1,37.000000,0.251433
shared,15138832,2,37.000000,0.251433
shared,15138832,3,37.000000,0.251433
shared,15138832,4,37.000000,0.251433
shared,15138832,5,37.000000,0.251433
shared,15138832,6,37.000000,0.251433
shared,15138832,7,37.000000,0.251433
shared,15138832,8,37.000000,0.251433
shared,15138832,9,37.000000,0.251433
shared,15138832,10,37.000000,0.251433
shared,15138832,11,37.000000,0.251433
shared,15138832,12,37.000000,0.251433
shared,15138832,13,37.000000,0.251433
shared,15138832,14,37.000000,0.251433
shared,15138832,16,37.000000,0.251433
shared,15138832,17,37.000000,0.251433
shared,15138832,18,37.000000,0.251433
shared,15138832,19,37.000000,0.251433
shared,15138832,20,37.000000,0.251433
shared,15138832,21,37.000000,0.251433
shared,15138832,22,37.000000,0.251433
shared,15138832,24,37.000000,0.251433
shared,15138832,25,37.000000,0.251433
shared,15138832,26,37.000000,0.251433
shared,15138832,27,37.000000,0.251433
shared,15138832,29,37.000000,0.251433
shared,15138832,30,37.000000,0.251433
shared,15138832,31,37.000000,0.251433
shared,15138832,15,37.020000,0.502761
shared,15138832,23,37.020000,0.502761
shared,15138832,28,37.020000,0.502761
shared,15138832,0,37.500000,0.251435
shared,15138832,1,37.500000,0.251435
shared,15138832,2,37.500000,0.251435
shared,15138832,3,37.500000,0.251435
shared,15138832,4,37.500000,0.251435
shared,15138832,5,37.500000,0.251435
shared,15138832,6,37.500000,0.251435
shared,15138832,7,37.500000,0.251435
shared,15138832,8,37.500000,0.251435
shared,15138832,9,37.500000,0.251435
shared,15138832,10,37.500000,0.251435
shared,15138832,11,37.500000,0.251435
shared,15138832,12,37.500000,0.251435
shared,15138832,13,37.500000,0.251435
shared,15138832,14,37.500000,0.251435
shared,15138832,16,37.500000,0.251435
shared,15138832,17,37.500000,0.251435
shared,15138832,18,37.500000,0.251435
shared,15138832,19,37.500000,0.251435
shared,15138832,20,37.500000,0.251435
shared,15138832,21,37.500000,0.251435
shared,15138832,22,37.500000,0.251435
shared,15138832,24,37.500000,0.251435
shared,15138832,25,37.500000,0.251435
shared,15138832,26,37.500000,0.251435
shared,15138832,27,37.500000,0.251435
shared,15138832,29,37.500000,0.251435
shared,15138832,30,37.500000,0.251435
shared,15138832,31,37.500000,0.251435
shared,15138832,15,37.520000,0.502762
shared,15138832,23,37.520000,0.502762
shared,15138832,28,37.520000,0.502762
shared,15138832,0,38.000000,0.251436
shared,15138832,1,38.000000,0.251436
shared,15138832,2,38.000000,0.251436
shared,15138832,3,38.000000,0.251436
shared,15138832,4,38.000000,0.251436
shared,15138832,5,38.000000,0.251436
shared,15138832,6,38.000000,0.251436
shared,15138832,7,38.000000,0.251436
shared,15138832,8,38.000000,0.251436
shared,15138832,9,38.000000,0.251436
shared,15138832,10,38.000000,0.251436
shared,15138832,11,38.000000,0.251436
shared,15138832,12,38.000000,0.251436
shared,15138832,13,38.000000,0.251436
