file,mode,seed,condition,n_agents,fixed_drone_hz,render_partials,range_octaves,steps,mean_c_init,mean_c_mid,mean_c_end,delta_mean_c,mean_c_level_init,mean_c_level_mid,mean_c_level_end,delta_mean_c_level,mean_c_score_loo_init,mean_c_score_loo_mid,mean_c_score_loo_end,delta_mean_c_score_loo,ji_scene_init,ji_scene_mid,ji_scene_end,delta_ji_scene,moved_pre,moved_post
15_exp1_replay_seed0_baseline_n24_p4_r4oct.wav,continuous,12648430,baseline,24,220.000,4,4.0,100,0.579153,0.526278,0.776982,0.197828,0.754874,0.732001,0.817630,0.062756,0.210075,0.265290,0.751563,0.541488,0.142559,0.120345,0.469417,0.326858,0.492500,0.026667
