file,mode,seed,condition,n_agents,fixed_drone_hz,render_partials,range_octaves,steps,mean_c_init,mean_c_mid,mean_c_end,delta_mean_c,mean_c_level_init,mean_c_level_mid,mean_c_level_end,delta_mean_c_level,mean_c_score_loo_init,mean_c_score_loo_mid,mean_c_score_loo_end,delta_mean_c_score_loo,ji_scene_init,ji_scene_mid,ji_scene_end,delta_ji_scene,moved_pre,moved_post
15_exp1_replay_seed0_nohill_n24_p4_r4oct.wav,continuous,12648430,nohill,24,220.000,4,4.0,100,0.579153,0.685421,0.573580,-0.005574,0.754874,0.794793,0.754041,-0.000834,0.210075,0.159506,0.192106,-0.017969,0.142559,0.104652,0.131383,-0.011177,0.463333,0.474167
