agent_id,step,semitone_before,semitone_after,delta_semitones
11,16,17.556816,17.586811,0.029995
11,18,17.586811,17.526821,-0.059990
11,20,17.526821,17.766827,0.240005
11,22,17.766827,17.736820,-0.030006
11,24,17.736820,17.886818,0.149998
11,26,17.886818,18.006821,0.120003
11,28,18.006821,17.886818,-0.120003
11,30,17.886818,17.706814,-0.180004
11,32,17.706814,17.916813,0.209999
11,34,17.916813,18.066822,0.150009
11,36,18.066822,18.096817,0.029995
11,38,18.096817,17.916813,-0.180004
11,40,17.916813,17.946819,0.030006
11,42,17.946819,17.796822,-0.149998
11,44,17.796822,17.886818,0.089996
11,46,17.886818,17.976826,0.090008
11,50,17.976826,18.126812,0.149986
11,52,18.126812,18.306816,0.180004
11,54,18.306816,18.066822,-0.239994
11,56,18.066822,17.856823,-0.209999
11,58,17.856823,17.826817,-0.030006
11,60,17.826817,17.706814,-0.120003
11,62,17.706814,17.856823,0.150009
11,64,17.856823,18.066822,0.209999
11,66,18.066822,18.306816,0.239994
11,68,18.306816,18.336811,0.029995
11,70,18.336811,18.426819,0.090008
11,72,18.426819,18.186825,-0.239994
11,74,18.186825,18.336811,0.149986
11,76,18.336811,18.216820,-0.119991
11,78,18.216820,18.066822,-0.149998
11,80,18.066822,17.976826,-0.089996
11,82,17.976826,18.096817,0.119991
11,84,18.096817,18.006821,-0.089996
11,86,18.006821,17.886818,-0.120003
11,88,17.886818,17.946819,0.060001
11,90,17.946819,17.976826,0.030006
11,92,17.976826,17.796822,-0.180004
11,94,17.796822,17.856823,0.060001
11,96,17.856823,17.886818,0.029995
11,98,17.886818,17.706814,-0.180004
12,1,20.526821,20.766827,0.240005
12,3,20.766827,20.916813,0.149986
12,5,20.916813,20.976826,0.060013
12,7,20.976826,20.856823,-0.120003
12,9,20.856823,20.916813,0.059990
12,11,20.916813,20.766827,-0.149986
12,13,20.766827,20.826817,0.059990
12,15,20.826817,20.886818,0.060001
12,17,20.886818,21.036816,0.149998
12,19,21.036816,20.886818,-0.149998
12,21,20.886818,21.036816,0.149998
12,23,21.036816,21.096817,0.060001
12,25,21.096817,21.306816,0.209999
12,27,21.306816,21.366817,0.060001
12,31,21.366817,21.426819,0.060001
12,33,21.426819,21.276821,-0.149998
12,35,21.276821,21.516827,0.240005
12,37,21.516827,21.396824,-0.120003
12,39,21.396824,21.276821,-0.120003
12,41,21.276821,21.246815,-0.030006
12,43,21.246815,21.036816,-0.209999
12,45,21.036816,21.186825,0.150009
12,47,21.186825,21.426819,0.239994
12,49,21.426819,21.666813,0.239994
12,51,21.666813,21.636818,-0.029995
12,53,21.636818,21.546822,-0.089996
12,55,21.546822,21.306816,-0.240005
12,57,21.306816,21.456814,0.149998
12,59,21.456814,21.486820,0.030006
12,61,21.486820,21.606823,0.120003
12,63,21.606823,21.546822,-0.060001
12,65,21.546822,21.396824,-0.149998
12,67,21.396824,21.306816,-0.090008
12,69,21.306816,21.066822,-0.239994
12,71,21.066822,21.096817,0.029995
12,73,21.096817,21.156818,0.060001
12,75,21.156818,21.396824,0.240005
12,77,21.396824,21.606823,0.209999
12,79,21.606823,21.786816,0.179993
12,81,21.786816,21.606823,-0.179993
12,83,21.606823,21.576817,-0.030006
12,85,21.576817,21.456814,-0.120003
12,87,21.456814,21.546822,0.090008
12,89,21.546822,21.516827,-0.029995
