condition,step,mean_c_score,ci95
random,6600,0.067925,0.009422
random,6700,0.067297,0.010001
random,6800,0.067093,0.008811
random,6900,0.071417,0.007190
random,7000,0.066162,0.005976
random,7100,0.068858,0.005477
random,7200,0.062148,0.006107
random,7300,0.064797,0.008851
random,7400,0.063098,0.011005
random,7500,0.065908,0.009941
random,7600,0.063733,0.007338
random,7700,0.061481,0.008487
random,7800,0.063827,0.010367
random,7900,0.065081,0.008333
random,8000,0.062927,0.006499
random,8100,0.061192,0.006590
random,8200,0.061969,0.008289
random,8300,0.060798,0.005092
random,8400,0.067977,0.007255
random,8500,0.070895,0.008792
random,8600,0.069062,0.010423
random,8700,0.068818,0.010827
random,8800,0.065136,0.007836
random,8900,0.060061,0.006523
random,9000,0.060843,0.007523
random,9100,0.058287,0.007285
random,9200,0.059378,0.009786
random,9300,0.061898,0.010451
random,9400,0.063118,0.009681
random,9500,0.064385,0.008721
random,9600,0.066017,0.009678
random,9700,0.064766,0.009395
random,9800,0.063222,0.011347
random,9900,0.061474,0.009398
random,10000,0.064774,0.009538
random,10100,0.062304,0.008904
random,10200,0.066656,0.009402
random,10300,0.066298,0.012166
random,10400,0.068597,0.008606
random,10500,0.069597,0.008109
random,10600,0.071606,0.007276
random,10700,0.067698,0.007910
random,10800,0.065562,0.005981
random,10900,0.068276,0.008399
random,11000,0.067711,0.007237
random,11100,0.072812,0.009487
random,11200,0.072701,0.012022
random,11300,0.067944,0.010258
random,11400,0.067232,0.011216
random,11500,0.065894,0.011113
random,11600,0.066309,0.009852
random,11700,0.067569,0.010326
random,11800,0.066768,0.007282
random,11900,0.067360,0.006056
random,12000,0.064404,0.007545
random,12100,0.061608,0.007627
random,12200,0.056593,0.006075
random,12300,0.060061,0.005697
random,12400,0.059098,0.005176
random,12500,0.065545,0.006865
random,12600,0.066482,0.006590
random,12700,0.071790,0.008442
random,12800,0.071023,0.009467
random,12900,0.072978,0.006946
random,13000,0.069757,0.009802
random,13100,0.068324,0.010206
random,13200,0.066591,0.008641
random,13300,0.063097,0.006300
random,13400,0.061690,0.007265
random,13500,0.062713,0.008736
random,13600,0.068373,0.010617
random,13700,0.068560,0.010646
random,13800,0.063375,0.007890
random,13900,0.056801,0.005616
random,14000,0.052410,0.005565
random,14100,0.056959,0.005960
random,14200,0.056616,0.006865
random,14300,0.060406,0.007696
random,14400,0.063252,0.006750
random,14500,0.066408,0.008578
random,14600,0.068374,0.008111
random,14700,0.066539,0.007385
random,14800,0.066347,0.009452
random,14900,0.062531,0.008854
random,15000,0.067362,0.009532
random,15100,0.063820,0.007638
random,15200,0.065141,0.008839
random,15300,0.067472,0.008629
random,15400,0.070888,0.012781
random,15500,0.067320,0.010607
random,15600,0.067468,0.009091
random,15700,0.064934,0.006395
random,15800,0.061415,0.006366
random,15900,0.064814,0.008920
random,16000,0.065943,0.009158
random,16100,0.064644,0.010240
random,16200,0.066508,0.008403
random,16300,0.066328,0.006552
random,16400,0.065801,0.007899
random,16500,0.064441,0.009094
random,16600,0.067478,0.008157
random,16700,0.063040,0.005439
random,16800,0.062069,0.005533
random,16900,0.063223,0.008864
random,17000,0.069002,0.008697
random,17100,0.066010,0.007679
random,17200,0.068853,0.009391
random,17300,0.063337,0.006883
random,17400,0.061171,0.007138
random,17500,0.063507,0.006973
random,17600,0.063238,0.005441
random,17700,0.060662,0.005554
random,17800,0.063665,0.005980
random,17900,0.063544,0.004860
random,18000,0.066015,0.006707
random,18100,0.070211,0.007803
random,18200,0.071140,0.007114
random,18300,0.071362,0.009313
random,18400,0.066202,0.006883
random,18500,0.061776,0.009375
random,18600,0.066532,0.009136
random,18700,0.066926,0.008813
random,18800,0.069394,0.007639
random,18900,0.064776,0.007786
random,19000,0.064243,0.007539
random,19100,0.065926,0.008537
random,19200,0.072934,0.010470
random,19300,0.074111,0.009900
random,19400,0.065305,0.008643
random,19500,0.066897,0.011003
random,19600,0.065942,0.009284
random,19700,0.069685,0.009941
random,19800,0.075012,0.010532
random,19900,0.074710,0.010646
random,20000,0.070804,0.012276
random,20100,0.068040,0.012509
random,20200,0.069965,0.010393
random,20300,0.065389,0.007763
random,20400,0.068100,0.008037
random,20500,0.064529,0.008344
random,20600,0.061942,0.006322
random,20700,0.061293,0.007560
random,20800,0.061509,0.006628
random,20900,0.059500,0.008019
random,21000,0.058842,0.007266
random,21100,0.057733,0.005894
random,21200,0.056766,0.004588
random,21300,0.058465,0.007340
random,21400,0.062181,0.006645
random,21500,0.063631,0.008555
random,21600,0.069228,0.009580
random,21700,0.070127,0.007285
random,21800,0.068779,0.009677
random,21900,0.062814,0.009404
random,22000,0.061984,0.007701
random,22100,0.062023,0.007827
random,22200,0.066664,0.005773
random,22300,0.066523,0.006771
random,22400,0.070342,0.007979
random,22500,0.070219,0.010702
random,22600,0.069671,0.010704
random,22700,0.061992,0.006840
random,22800,0.058724,0.007721
random,22900,0.062060,0.006694
random,23000,0.063246,0.007120
random,23100,0.066812,0.008032
random,23200,0.063916,0.006193
random,23300,0.066180,0.007576
random,23400,0.065362,0.006534
random,23500,0.062125,0.008128
random,23600,0.065347,0.005527
random,23700,0.062051,0.005986
random,23800,0.061926,0.006923
random,23900,0.066082,0.007865
random,24000,0.062460,0.006296
random,24100,0.070802,0.009117
random,24200,0.072173,0.009808
random,24300,0.073644,0.010814
random,24400,0.067241,0.008089
random,24500,0.064685,0.007819
random,24600,0.067307,0.009627
random,24700,0.063333,0.008641
random,24800,0.058006,0.008345
random,24900,0.058225,0.004546
random,25000,0.060108,0.005261
random,25100,0.062670,0.005451
random,25200,0.058592,0.005348
random,25300,0.061173,0.007857
random,25400,0.059321,0.006118
random,25500,0.058011,0.004958
random,25600,0.059778,0.005935
random,25700,0.061464,0.009310
random,25800,0.067951,0.009015
random,25900,0.068685,0.010401
random,26000,0.069933,0.010289
random,26100,0.064840,0.007018
random,26200,0.063619,0.008488
random,26300,0.062270,0.007520
random,26400,0.060081,0.006613
random,26500,0.058553,0.006413
random,26600,0.060357,0.005765
random,26700,0.061018,0.006287
random,26800,0.063801,0.007178
random,26900,0.069406,0.007481
random,27000,0.069390,0.008894
random,27100,0.071672,0.008804
random,27200,0.070903,0.009055
random,27300,0.068152,0.008129
random,27400,0.063203,0.008598
random,27500,0.062763,0.008178
random,27600,0.063222,0.008680
random,27700,0.065468,0.007076
random,27800,0.066833,0.009931
random,27900,0.068150,0.009331
random,28000,0.063467,0.008900
random,28100,0.059129,0.006243
random,28200,0.063619,0.008724
random,28300,0.066235,0.009054
random,28400,0.067889,0.007460
random,28500,0.065450,0.007283
random,28600,0.069832,0.008120
random,28700,0.073751,0.010648
random,28800,0.067125,0.009752
random,28900,0.060941,0.006876
random,29000,0.058917,0.008566
random,29100,0.058821,0.009541
random,29200,0.057500,0.009933
random,29300,0.065878,0.005952
random,29400,0.061616,0.005737
random,29500,0.066579,0.009820
random,29600,0.064620,0.009396
random,29700,0.064210,0.007422
random,29800,0.067424,0.007785
random,29900,0.062059,0.005768
random,30000,0.062003,0.006438
random,30100,0.061831,0.007168
random,30200,0.064475,0.007828
random,30300,0.063080,0.005649
random,30400,0.062609,0.007319
random,30500,0.059201,0.006594
random,30600,0.063634,0.007307
random,30700,0.058703,0.006927
random,30800,0.063127,0.007534
random,30900,0.062080,0.006997
random,31000,0.062509,0.006313
random,31100,0.061253,0.006744
random,31200,0.060427,0.006700
random,31300,0.058816,0.005698
random,31400,0.059588,0.007448
random,31500,0.065116,0.009384
random,31600,0.065880,0.010934
random,31700,0.060950,0.006263
random,31800,0.061650,0.005246
random,31900,0.061827,0.008858
random,32000,0.059097,0.005356
random,32100,0.061256,0.007041
random,32200,0.065470,0.008014
random,32300,0.065819,0.006194
random,32400,0.063267,0.006276
random,32500,0.064504,0.008226
random,32600,0.061641,0.008148
random,32700,0.066398,0.008589
random,32800,0.066807,0.009121
random,32900,0.071159,0.005790
random,33000,0.066819,0.005970
random,33100,0.071276,0.006812
random,33200,0.067448,0.006335
random,33300,0.065991,0.007685
random,33400,0.063029,0.007902
random,33500,0.061306,0.008236
random,33600,0.062234,0.005829
random,33700,0.066954,0.006932
random,33800,0.066102,0.007248
random,33900,0.071032,0.007204
random,34000,0.066096,0.006466
random,34100,0.063382,0.005885
random,34200,0.057983,0.006793
random,34300,0.059293,0.006674
random,34400,0.057730,0.005928
random,34500,0.059806,0.006996
random,34600,0.063464,0.007348
random,34700,0.066931,0.007946
random,34800,0.061850,0.007086
random,34900,0.062479,0.008536
random,35000,0.063856,0.010590
random,35100,0.061565,0.010079
random,35200,0.066928,0.008931
random,35300,0.067365,0.009527
random,35400,0.070321,0.009318
random,35500,0.060770,0.007434
random,35600,0.061140,0.007019
random,35700,0.069384,0.010038
random,35800,0.075364,0.010072
random,35900,0.070506,0.007539
random,36000,0.070707,0.010310
random,36100,0.067546,0.007927
random,36200,0.060904,0.006856
random,36300,0.056490,0.006425
random,36400,0.059663,0.006888
random,36500,0.062571,0.008437
random,36600,0.066272,0.008874
random,36700,0.062129,0.005654
random,36800,0.063030,0.005712
random,36900,0.064631,0.006146
random,37000,0.063356,0.007074
random,37100,0.062101,0.005081
random,37200,0.062183,0.007245
random,37300,0.060383,0.006007
random,37400,0.061406,0.006404
random,37500,0.064727,0.006606
random,37600,0.068719,0.008142
random,37700,0.068851,0.007241
random,37800,0.076606,0.006182
random,37900,0.075090,0.009863
random,38000,0.072750,0.006484
random,38100,0.066877,0.006457
random,38200,0.066044,0.006826
random,38300,0.063874,0.007262
random,38400,0.063127,0.007202
random,38500,0.062674,0.006188
random,38600,0.068233,0.006984
random,38700,0.068115,0.008168
random,38800,0.065525,0.008248
random,38900,0.065345,0.007706
random,39000,0.059483,0.005941
random,39100,0.061743,0.007166
random,39200,0.063549,0.006108
random,39300,0.062272,0.007293
random,39400,0.068274,0.009629
random,39500,0.062244,0.008828
random,39600,0.068343,0.009134
random,39700,0.071135,0.009402
random,39800,0.072496,0.009763
random,39900,0.065523,0.007810
random,40000,0.060144,0.007098
random,40100,0.059989,0.006958
random,40200,0.060379,0.008310
random,40300,0.062131,0.008481
random,40400,0.068653,0.010689
random,40500,0.068947,0.009345
random,40600,0.064428,0.007444
random,40700,0.068647,0.007571
random,40800,0.063193,0.007547
random,40900,0.060283,0.007893
random,41000,0.057685,0.005391
random,41100,0.054440,0.005291
random,41200,0.057887,0.006122
random,41300,0.060423,0.007387
random,41400,0.061303,0.008773
random,41500,0.061758,0.005551
random,41600,0.063288,0.006722
random,41700,0.064287,0.009186
random,41800,0.060957,0.007205
random,41900,0.061996,0.007372
random,42000,0.064108,0.008131
random,42100,0.062997,0.007107
random,42200,0.063656,0.007542
random,42300,0.064257,0.008454
random,42400,0.066804,0.007709
random,42500,0.066663,0.007681
random,42600,0.064607,0.004626
random,42700,0.063718,0.005814
random,42800,0.065290,0.009810
random,42900,0.070425,0.010257
random,43000,0.063488,0.007662
random,43100,0.060020,0.008301
random,43200,0.063788,0.007679
random,43300,0.064341,0.008997
random,43400,0.066897,0.009485
random,43500,0.067026,0.008304
random,43600,0.069784,0.007881
random,43700,0.066414,0.008241
random,43800,0.061071,0.007192
random,43900,0.061892,0.007514
random,44000,0.060023,0.006555
random,44100,0.063122,0.008288
random,44200,0.061825,0.008010
random,44300,0.068286,0.008051
random,44400,0.066459,0.008195
random,44500,0.062289,0.007168
random,44600,0.063908,0.008450
random,44700,0.062107,0.009887
random,44800,0.067401,0.008693
random,44900,0.062545,0.008218
random,45000,0.063334,0.006463
random,45100,0.061669,0.007304
random,45200,0.061247,0.007887
random,45300,0.061006,0.007847
random+hill,0,0.064344,0.008107
random+hill,100,0.064344,0.008107
random+hill,200,0.064344,0.008107
random+hill,300,0.240127,0.019141
random+hill,400,0.151967,0.013447
random+hill,500,0.092930,0.009678
random+hill,600,0.115949,0.015793
random+hill,700,0.165627,0.016171
random+hill,800,0.127069,0.014503
random+hill,900,0.089217,0.012111
random+hill,1000,0.122726,0.015532
random+hill,1100,0.119205,0.016941
random+hill,1200,0.100656,0.016378
random+hill,1300,0.087354,0.013630
random+hill,1400,0.108382,0.016433
random+hill,1500,0.095325,0.017809
random+hill,1600,0.089319,0.012565
random+hill,1700,0.125055,0.015613
random+hill,1800,0.116901,0.018355
random+hill,1900,0.116409,0.017697
random+hill,2000,0.104988,0.012410
random+hill,2100,0.130545,0.020162
random+hill,2200,0.113454,0.016463
random+hill,2300,0.106521,0.018194
random+hill,2400,0.093966,0.017591
random+hill,2500,0.106451,0.018771
random+hill,2600,0.108109,0.017666
random+hill,2700,0.107920,0.016731
random+hill,2800,0.105160,0.010934
random+hill,2900,0.114800,0.012344
random+hill,3000,0.099665,0.012538
random+hill,3100,0.094122,0.014800
random+hill,3200,0.131898,0.017216
random+hill,3300,0.120930,0.015149
random+hill,3400,0.109287,0.016441
random+hill,3500,0.105567,0.014739
random+hill,3600,0.123627,0.014493
random+hill,3700,0.113148,0.020048
random+hill,3800,0.113183,0.013893
random+hill,3900,0.113243,0.017042
random+hill,4000,0.120817,0.019095
random+hill,4100,0.102745,0.014624
random+hill,4200,0.095364,0.017256
random+hill,4300,0.089392,0.011281
random+hill,4400,0.100110,0.012007
random+hill,4500,0.096258,0.014920
random+hill,4600,0.090496,0.013602
random+hill,4700,0.121004,0.016076
random+hill,4800,0.109542,0.013701
random+hill,4900,0.113074,0.018173
random+hill,5000,0.117100,0.019215
random+hill,5100,0.104066,0.017138
random+hill,5200,0.110061,0.011891
random+hill,5300,0.115553,0.017260
random+hill,5400,0.113463,0.011144
random+hill,5500,0.101538,0.008595
random+hill,5600,0.096734,0.013380
random+hill,5700,0.086815,0.014222
random+hill,5800,0.096455,0.013740
random+hill,5900,0.088934,0.011022
random+hill,6000,0.089433,0.009782
random+hill,6100,0.084219,0.011423
random+hill,6200,0.125585,0.019785
random+hill,6300,0.124514,0.016718
random+hill,6400,0.105710,0.017795
random+hill,6500,0.113397,0.017409
random+hill,6600,0.113672,0.013976
random+hill,6700,0.125821,0.020083
random+hill,6800,0.112425,0.019743
random+hill,6900,0.101812,0.015484
random+hill,7000,0.105684,0.017311
random+hill,7100,0.109631,0.014551
random+hill,7200,0.099470,0.013338
random+hill,7300,0.101503,0.013118
random+hill,7400,0.105043,0.017368
random+hill,7500,0.098168,0.014489
random+hill,7600,0.093837,0.014181
random+hill,7700,0.136065,0.016547
random+hill,7800,0.126594,0.016965
random+hill,7900,0.134431,0.018021
random+hill,8000,0.125324,0.017386
random+hill,8100,0.123676,0.019773
random+hill,8200,0.106918,0.016472
random+hill,8300,0.107826,0.013745
random+hill,8400,0.108887,0.013534
random+hill,8500,0.103070,0.012854
random+hill,8600,0.099151,0.008049
random+hill,8700,0.103938,0.010505
random+hill,8800,0.102450,0.015759
random+hill,8900,0.104885,0.015178
random+hill,9000,0.098079,0.016707
random+hill,9100,0.103098,0.016117
random+hill,9200,0.142269,0.014510
random+hill,9300,0.126894,0.015359
random+hill,9400,0.118155,0.014173
random+hill,9500,0.116506,0.011700
random+hill,9600,0.117289,0.017330
random+hill,9700,0.105215,0.017433
random+hill,9800,0.114252,0.018686
random+hill,9900,0.121237,0.021358
random+hill,10000,0.111587,0.021335
random+hill,10100,0.100776,0.014607
random+hill,10200,0.089552,0.014882
random+hill,10300,0.087528,0.013437
random+hill,10400,0.084106,0.012132
random+hill,10500,0.080776,0.013972
random+hill,10600,0.078576,0.015267
random+hill,10700,0.114008,0.014127
random+hill,10800,0.106284,0.015742
random+hill,10900,0.119601,0.017555
random+hill,11000,0.115872,0.015526
random+hill,11100,0.106166,0.012181
random+hill,11200,0.111375,0.015759
random+hill,11300,0.105648,0.019809
random+hill,11400,0.102526,0.011218
random+hill,11500,0.104263,0.015072
random+hill,11600,0.093484,0.013948
random+hill,11700,0.091783,0.011580
random+hill,11800,0.091009,0.014723
random+hill,11900,0.096186,0.017417
random+hill,12000,0.101858,0.013699
random+hill,12100,0.103001,0.013247
random+hill,12200,0.122598,0.018370
random+hill,12300,0.144738,0.019029
random+hill,12400,0.143639,0.015805
random+hill,12500,0.127088,0.015518
random+hill,12600,0.114591,0.015511
random+hill,12700,0.105251,0.014469
random+hill,12800,0.105623,0.015759
random+hill,12900,0.105152,0.015944
random+hill,13000,0.102751,0.013076
random+hill,13100,0.105735,0.014595
random+hill,13200,0.099844,0.015792
random+hill,13300,0.088054,0.011155
random+hill,13400,0.096412,0.013747
random+hill,13500,0.092976,0.014615
random+hill,13600,0.093156,0.010844
random+hill,13700,0.145524,0.018508
random+hill,13800,0.124374,0.013812
random+hill,13900,0.121914,0.013982
random+hill,14000,0.127969,0.012149
random+hill,14100,0.120016,0.012069
random+hill,14200,0.117764,0.017545
random+hill,14300,0.107240,0.011798
random+hill,14400,0.090744,0.011514
random+hill,14500,0.085008,0.011036
random+hill,14600,0.086881,0.010768
random+hill,14700,0.095500,0.010615
random+hill,14800,0.092522,0.008990
random+hill,14900,0.092526,0.010756
random+hill,15000,0.086071,0.013836
random+hill,15100,0.088706,0.012533
random+hill,15200,0.134361,0.016065
random+hill,15300,0.114306,0.015016
random+hill,15400,0.117244,0.014430
random+hill,15500,0.123221,0.015084
random+hill,15600,0.120678,0.017566
random+hill,15700,0.124360,0.011664
random+hill,15800,0.123993,0.015986
random+hill,15900,0.108620,0.016218
random+hill,16000,0.113542,0.015092
random+hill,16100,0.101328,0.016365
random+hill,16200,0.097154,0.011601
random+hill,16300,0.102109,0.014317
random+hill,16400,0.109158,0.012490
random+hill,16500,0.106267,0.013065
random+hill,16600,0.090655,0.011811
random+hill,16700,0.128537,0.012290
random+hill,16800,0.110731,0.017893
random+hill,16900,0.112622,0.015876
random+hill,17000,0.116176,0.018522
random+hill,17100,0.127959,0.016265
random+hill,17200,0.116407,0.016286
random+hill,17300,0.104966,0.016594
random+hill,17400,0.110365,0.017133
random+hill,17500,0.108434,0.013651
random+hill,17600,0.109648,0.012680
random+hill,17700,0.098784,0.015584
random+hill,17800,0.098401,0.014099
random+hill,17900,0.097230,0.012183
random+hill,18000,0.096746,0.011041
random+hill,18100,0.090729,0.012804
random+hill,18200,0.125039,0.014802
random+hill,18300,0.124022,0.016968
random+hill,18400,0.118066,0.016497
random+hill,18500,0.106800,0.014111
random+hill,18600,0.105639,0.016625
random+hill,18700,0.106663,0.013639
random+hill,18800,0.096185,0.013361
random+hill,18900,0.103823,0.012034
random+hill,19000,0.109324,0.014880
random+hill,19100,0.112676,0.015307
random+hill,19200,0.098589,0.011060
random+hill,19300,0.096113,0.014460
random+hill,19400,0.095497,0.013586
random+hill,19500,0.104820,0.014055
random+hill,19600,0.090977,0.013996
random+hill,19700,0.127676,0.018602
random+hill,19800,0.137810,0.020660
random+hill,19900,0.129108,0.015716
random+hill,20000,0.117107,0.014335
random+hill,20100,0.122657,0.019479
random+hill,20200,0.119733,0.016241
random+hill,20300,0.124218,0.018986
random+hill,20400,0.108988,0.014713
random+hill,20500,0.116245,0.014368
random+hill,20600,0.111780,0.011963
random+hill,20700,0.102309,0.010193
random+hill,20800,0.099646,0.013271
random+hill,20900,0.095421,0.012696
random+hill,21000,0.079410,0.013222
random+hill,21100,0.091866,0.015442
random+hill,21200,0.126339,0.017288
random+hill,21300,0.135559,0.019831
random+hill,21400,0.131199,0.016446
random+hill,21500,0.112964,0.013326
random+hill,21600,0.114997,0.017969
random+hill,21700,0.123441,0.015786
random+hill,21800,0.118588,0.016950
random+hill,21900,0.106070,0.011397
random+hill,22000,0.103894,0.014221
random+hill,22100,0.101262,0.015417
random+hill,22200,0.095650,0.013011
random+hill,22300,0.093636,0.010309
random+hill,22400,0.100604,0.012866
random+hill,22500,0.094537,0.012222
random+hill,22600,0.094435,0.012249
random+hill,22700,0.133086,0.017997
random+hill,22800,0.111474,0.013704
random+hill,22900,0.111697,0.019292
random+hill,23000,0.101531,0.013207
random+hill,23100,0.120460,0.018519
random+hill,23200,0.104819,0.015448
random+hill,23300,0.102491,0.013203
random+hill,23400,0.117324,0.014289
random+hill,23500,0.107427,0.016907
random+hill,23600,0.097949,0.012785
random+hill,23700,0.097083,0.017034
random+hill,23800,0.092900,0.015944
random+hill,23900,0.082635,0.014166
random+hill,24000,0.097879,0.015307
random+hill,24100,0.085494,0.012172
random+hill,24200,0.130480,0.018368
random+hill,24300,0.126042,0.014246
random+hill,24400,0.138888,0.011856
random+hill,24500,0.132002,0.016836
random+hill,24600,0.130607,0.016198
random+hill,24700,0.119153,0.013657
random+hill,24800,0.121019,0.017468
random+hill,24900,0.113247,0.017703
random+hill,25000,0.107302,0.015128
random+hill,25100,0.102842,0.012420
random+hill,25200,0.101322,0.012517
random+hill,25300,0.097972,0.013252
random+hill,25400,0.095336,0.013062
random+hill,25500,0.090389,0.010867
random+hill,25600,0.092472,0.011183
random+hill,25700,0.139552,0.020407
random+hill,25800,0.129259,0.023326
random+hill,25900,0.135551,0.013956
random+hill,26000,0.119227,0.011992
random+hill,26100,0.115936,0.011812
random+hill,26200,0.119000,0.019234
random+hill,26300,0.100576,0.017469
random+hill,26400,0.088316,0.017091
random+hill,26500,0.094134,0.014227
random+hill,26600,0.098434,0.015316
random+hill,26700,0.100191,0.016116
random+hill,26800,0.097110,0.016587
random+hill,26900,0.101382,0.021171
random+hill,27000,0.102482,0.014726
random+hill,27100,0.109586,0.014691
random+hill,27200,0.116001,0.012788
random+hill,27300,0.117419,0.011527
random+hill,27400,0.130491,0.012865
random+hill,27500,0.118248,0.013129
random+hill,27600,0.123111,0.018856
random+hill,27700,0.110046,0.013282
random+hill,27800,0.113953,0.017162
random+hill,27900,0.109174,0.016838
random+hill,28000,0.105082,0.013814
random+hill,28100,0.099288,0.011729
random+hill,28200,0.101519,0.013350
random+hill,28300,0.091552,0.011677
random+hill,28400,0.090579,0.013252
random+hill,28500,0.089702,0.016188
random+hill,28600,0.086686,0.013815
random+hill,28700,0.126020,0.019484
random+hill,28800,0.124757,0.012811
random+hill,28900,0.116668,0.018580
random+hill,29000,0.123616,0.014461
random+hill,29100,0.114740,0.014414
random+hill,29200,0.109078,0.019399
random+hill,29300,0.105662,0.015783
random+hill,29400,0.108615,0.016735
random+hill,29500,0.092053,0.012438
random+hill,29600,0.087917,0.011078
random+hill,29700,0.096062,0.012660
random+hill,29800,0.097712,0.017461
random+hill,29900,0.094916,0.013700
random+hill,30000,0.090958,0.012868
random+hill,30100,0.090880,0.009164
random+hill,30200,0.121192,0.015035
random+hill,30300,0.123087,0.016748
random+hill,30400,0.121261,0.013620
random+hill,30500,0.101431,0.013396
random+hill,30600,0.126982,0.016568
random+hill,30700,0.121639,0.017991
random+hill,30800,0.126857,0.018515
random+hill,30900,0.109468,0.016609
random+hill,31000,0.107240,0.010571
random+hill,31100,0.119045,0.013043
random+hill,31200,0.121549,0.016597
random+hill,31300,0.105236,0.015909
random+hill,31400,0.116205,0.017957
random+hill,31500,0.104817,0.017540
random+hill,31600,0.106267,0.010740
random+hill,31700,0.118687,0.014887
random+hill,31800,0.115744,0.015965
random+hill,31900,0.128279,0.014050
random+hill,32000,0.115810,0.015589
random+hill,32100,0.123286,0.014938
random+hill,32200,0.114357,0.012669
random+hill,32300,0.105296,0.017005
random+hill,32400,0.096611,0.017952
random+hill,32500,0.098255,0.014878
random+hill,32600,0.105041,0.014068
random+hill,32700,0.095921,0.014895
random+hill,32800,0.094503,0.010874
random+hill,32900,0.098725,0.011695
random+hill,33000,0.088420,0.015790
random+hill,33100,0.097085,0.014141
random+hill,33200,0.119539,0.016814
random+hill,33300,0.132332,0.016688
random+hill,33400,0.126877,0.015126
random+hill,33500,0.121934,0.011552
random+hill,33600,0.119340,0.010874
random+hill,33700,0.105485,0.012237
random+hill,33800,0.107514,0.013954
random+hill,33900,0.103789,0.013497
random+hill,34000,0.108505,0.013848
random+hill,34100,0.108478,0.012677
random+hill,34200,0.100587,0.012903
random+hill,34300,0.101269,0.016886
random+hill,34400,0.104023,0.016791
random+hill,34500,0.102455,0.017478
random+hill,34600,0.100320,0.011136
random+hill,34700,0.125037,0.021006
random+hill,34800,0.118970,0.018384
random+hill,34900,0.105957,0.017597
random+hill,35000,0.118631,0.021016
random+hill,35100,0.118001,0.014186
random+hill,35200,0.112738,0.011787
random+hill,35300,0.104333,0.012937
random+hill,35400,0.104114,0.014585
random+hill,35500,0.101631,0.013202
random+hill,35600,0.089691,0.014238
random+hill,35700,0.081580,0.011647
random+hill,35800,0.086072,0.011069
random+hill,35900,0.084563,0.012148
random+hill,36000,0.090537,0.012616
random+hill,36100,0.088111,0.009644
random+hill,36200,0.124107,0.012092
random+hill,36300,0.110547,0.012529
random+hill,36400,0.108652,0.011304
random+hill,36500,0.118783,0.019708
random+hill,36600,0.112994,0.015886
random+hill,36700,0.105121,0.014037
random+hill,36800,0.111175,0.015887
random+hill,36900,0.106121,0.015426
random+hill,37000,0.098698,0.012103
random+hill,37100,0.114665,0.015409
random+hill,37200,0.111684,0.021659
random+hill,37300,0.104720,0.016157
random+hill,37400,0.103719,0.015975
random+hill,37500,0.097448,0.016857
random+hill,37600,0.080980,0.013680
random+hill,37700,0.109265,0.014311
random+hill,37800,0.107369,0.015030
random+hill,37900,0.121593,0.012974
random+hill,38000,0.112496,0.015782
random+hill,38100,0.115959,0.018469
random+hill,38200,0.118212,0.015642
random+hill,38300,0.111447,0.013265
random+hill,38400,0.108336,0.020510
random+hill,38500,0.109009,0.019730
random+hill,38600,0.098594,0.015249
random+hill,38700,0.087558,0.013047
random+hill,38800,0.094695,0.015549
random+hill,38900,0.100922,0.015543
random+hill,39000,0.100892,0.015950
random+hill,39100,0.096505,0.015409
random+hill,39200,0.125587,0.017806
random+hill,39300,0.123411,0.021701
random+hill,39400,0.114711,0.015926
random+hill,39500,0.103521,0.010690
random+hill,39600,0.116396,0.016019
random+hill,39700,0.118013,0.011627
random+hill,39800,0.106513,0.011427
random+hill,39900,0.099481,0.012099
random+hill,40000,0.093143,0.011719
random+hill,40100,0.098361,0.014560
random+hill,40200,0.105708,0.012687
random+hill,40300,0.092864,0.012818
random+hill,40400,0.103348,0.016894
random+hill,40500,0.093787,0.011372
random+hill,40600,0.092420,0.010666
random+hill,40700,0.111790,0.017492
random+hill,40800,0.114310,0.021671
random+hill,40900,0.110228,0.015900
random+hill,41000,0.117830,0.014066
random+hill,41100,0.115003,0.017355
random+hill,41200,0.122345,0.018741
random+hill,41300,0.111812,0.016505
random+hill,41400,0.108240,0.015250
random+hill,41500,0.109402,0.016061
random+hill,41600,0.101894,0.013454
random+hill,41700,0.092152,0.015819
random+hill,41800,0.096120,0.016297
random+hill,41900,0.090960,0.014229
random+hill,42000,0.093122,0.019269
random+hill,42100,0.096832,0.018253
random+hill,42200,0.130700,0.019970
random+hill,42300,0.131011,0.016946
random+hill,42400,0.135576,0.015204
random+hill,42500,0.108728,0.013142
random+hill,42600,0.110733,0.012831
random+hill,42700,0.106722,0.012279
random+hill,42800,0.113606,0.018507
random+hill,42900,0.104082,0.019253
random+hill,43000,0.111121,0.015879
random+hill,43100,0.105930,0.013934
random+hill,43200,0.103030,0.016167
random+hill,43300,0.098846,0.012008
random+hill,43400,0.091381,0.014282
random+hill,43500,0.095900,0.012495
random+hill,43600,0.091717,0.013274
random+hill,43700,0.129740,0.018774
random+hill,43800,0.122365,0.013858
random+hill,43900,0.122323,0.013090
random+hill,44000,0.122933,0.013532
random+hill,44100,0.114752,0.011892
random+hill,44200,0.109198,0.016168
random+hill,44300,0.114946,0.017062
random+hill,44400,0.112682,0.016040
random+hill,44500,0.096848,0.014808
random+hill,44600,0.101378,0.016558
random+hill,44700,0.097442,0.014093
random+hill,44800,0.103560,0.014322
random+hill,44900,0.094674,0.012117
random+hill,45000,0.099602,0.014943
random+hill,45100,0.094579,0.012989
random+hill,45200,0.101358,0.012630
random+hill,45300,0.110873,0.011802
