condition,seed,life_id,agent_id,birth_step,death_step,lifetime_steps,spawn_c_score,spawn_c_level,step1_c_score,step1_c_level,step10_c_score,step10_c_level,step100_c_score,step100_c_level
heredity,12648497,36,19,1349,3179,1830,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,43,12,1377,3196,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,44,28,1382,3202,1820,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,45,0,1384,3203,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,39,23,1354,3215,1861,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,34,31,1342,3268,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,41,10,1370,3296,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,35,30,1346,3303,1957,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,37,27,1350,3310,1960,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,46,4,1389,3315,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,38,22,1354,3316,1962,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,51,15,1406,3333,1927,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,40,13,1367,3337,1970,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,53,9,1412,3338,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,42,3,1372,3344,1972,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,47,14,1392,3344,1952,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,57,20,1427,3353,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,52,6,1407,3357,1950,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,59,29,1434,3361,1927,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,48,17,1393,3364,1971,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,60,11,1437,3366,1929,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,49,18,1399,3381,1982,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,54,24,1422,3396,1974,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,62,26,1483,3411,1928,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,50,1,1403,3500,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648497,58,5,1434,3531,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648497,63,7,1664,3615,1951,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,61,16,1475,4313,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,64,25,3000,4926,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,66,21,3103,5029,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,75,30,3304,5059,1755,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648497,68,19,3180,5116,1936,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,67,2,3171,5128,1957,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,72,23,3216,5142,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,70,28,3203,5145,1942,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,79,15,3334,5156,1822,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,71,0,3204,5180,1976,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,73,31,3269,5195,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,76,27,3311,5258,1947,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,74,10,3297,5263,1966,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,83,14,3345,5271,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,84,20,3354,5280,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,85,6,3358,5284,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,77,4,3316,5297,1981,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,88,11,3367,5300,1933,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,78,22,3317,5304,1987,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,89,18,3382,5308,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,81,9,3339,5317,1978,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,80,13,3338,5327,1989,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,87,17,3365,5329,1964,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,86,29,3362,5346,1984,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,90,24,3397,5355,1958,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,91,26,3412,5366,1954,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,92,1,3501,5427,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,65,8,3087,5953,2866,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,69,12,3197,6083,2886,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,82,3,3345,6183,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,95,16,4314,6251,1937,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,93,5,3532,6389,2857,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,94,7,3616,6519,2903,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,120,26,5367,6831,1464,0.102890,0.551264,0.102890,0.551264,0.102890,0.551264,0.102890,0.551264
heredity,12648497,96,25,4927,6889,1962,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,100,2,5129,6905,1776,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648497,108,14,5272,6947,1675,0.284645,0.638599,0.284645,0.638599,0.284645,0.638599,0.284645,0.638599
heredity,12648497,97,21,5030,6956,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,105,31,5196,6964,1768,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648497,98,30,5060,7004,1944,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,107,10,5264,7039,1775,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648497,99,19,5117,7043,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,111,4,5298,7044,1746,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648497,101,23,5143,7069,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,102,28,5146,7081,1935,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,103,15,5157,7099,1942,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,106,27,5259,7218,1959,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,114,18,5309,7237,1928,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,116,13,5328,7254,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,112,11,5301,7268,1967,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,110,6,5285,7274,1989,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,115,9,5318,7415,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648497,122,8,5954,7921,1967,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,104,0,5181,8032,2851,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,109,20,5281,8122,2841,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,113,22,5305,8143,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,124,3,6184,8166,1982,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,117,17,5330,8168,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,125,16,6252,8178,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,118,29,5347,8185,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,119,24,5356,8194,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,121,1,5428,8266,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,129,25,6890,8511,1621,0.248712,0.621854,0.248712,0.621854,0.248712,0.621854,0.248712,0.621854
heredity,12648497,128,26,6832,8651,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,131,14,6948,8767,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,132,21,6957,8776,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,133,31,6965,8830,1865,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,135,10,7040,8884,1844,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,123,12,6084,8922,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,140,15,7100,8926,1826,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,134,30,7005,9102,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648497,145,6,7275,9201,1926,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648497,126,5,6390,9257,2867,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,127,7,6520,9358,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,147,8,7922,9741,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648497,130,2,6906,9744,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,153,16,8179,9805,1626,0.248712,0.621854,0.248712,0.621854,0.248712,0.621854,0.248712,0.621854
heredity,12648497,136,19,7044,9898,2854,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,139,28,7082,9920,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,137,4,7045,9936,2891,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648497,138,23,7070,9959,2889,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,29,29,0,1339,1339,0.000000,0.000000,0.000001,0.500000,0.000001,0.500000,0.000001,0.500000
heredity,12648498,24,24,0,1343,1343,0.000000,0.000000,0.003826,0.501909,0.003826,0.501909,0.003826,0.501909
heredity,12648498,28,28,0,1362,1362,0.000000,0.000000,0.023986,0.511987,0.023986,0.511987,0.023986,0.511987
heredity,12648498,9,9,0,1369,1369,0.000000,0.000000,0.000000,0.500000,0.000000,0.500000,0.000000,0.500000
heredity,12648498,13,13,0,1374,1374,0.000000,0.000000,0.033635,0.516809,0.033635,0.516809,0.033635,0.516809
heredity,12648498,19,19,0,1375,1375,0.000000,0.000000,0.005067,0.502533,0.005067,0.502533,0.005067,0.502533
heredity,12648498,4,4,0,1381,1381,0.000000,0.000000,0.042372,0.521167,0.042372,0.521167,0.042372,0.521167
heredity,12648498,17,17,0,1386,1386,0.000000,0.000000,0.000000,0.500000,0.000000,0.500000,0.000000,0.500000
heredity,12648498,15,15,0,1387,1387,0.000000,0.000000,0.048248,0.524106,0.048248,0.524106,0.048248,0.524106
heredity,12648498,31,31,0,1391,1391,0.000000,0.000000,0.052502,0.526227,0.052502,0.526227,0.052502,0.526227
heredity,12648498,18,18,0,1392,1392,0.000000,0.000000,0.009356,0.504678,0.009356,0.504678,0.009356,0.504678
heredity,12648498,2,2,0,1393,1393,0.000000,0.000000,0.054054,0.526968,0.054054,0.526968,0.054054,0.526968
heredity,12648498,0,0,0,1397,1397,0.000000,0.000000,0.057891,0.528900,0.057891,0.528900,0.057891,0.528900
heredity,12648498,12,12,0,1405,1405,0.000000,0.000000,0.060341,0.530133,0.060341,0.530133,0.060341,0.530133
heredity,12648498,5,5,0,1406,1406,0.000000,0.000000,0.007368,0.503672,0.007368,0.503672,0.007368,0.503672
heredity,12648498,3,3,0,1409,1409,0.000000,0.000000,0.069606,0.534747,0.069606,0.534747,0.069606,0.534747
heredity,12648498,25,25,0,1410,1410,0.000000,0.000000,0.070774,0.535314,0.070774,0.535314,0.070774,0.535314
heredity,12648498,10,10,0,1411,1411,0.000000,0.000000,0.067484,0.533666,0.067484,0.533666,0.067484,0.533666
heredity,12648498,30,30,0,1411,1411,0.000000,0.000000,0.036038,0.518011,0.036038,0.518011,0.036038,0.518011
heredity,12648498,16,16,0,1414,1414,0.000000,0.000000,0.025008,0.512501,0.025008,0.512501,0.025008,0.512501
heredity,12648498,11,11,0,1421,1421,0.000000,0.000000,0.063905,0.531903,0.063905,0.531903,0.063905,0.531903
heredity,12648498,27,27,0,1421,1421,0.000000,0.000000,0.080393,0.540100,0.080393,0.540100,0.080393,0.540100
heredity,12648498,1,1,0,1423,1423,0.000000,0.000000,0.082416,0.541099,0.082416,0.541099,0.082416,0.541099
heredity,12648498,22,22,0,1425,1425,0.000000,0.000000,0.028498,0.514236,0.028498,0.514236,0.028498,0.514236
heredity,12648498,23,23,0,1426,1426,0.000000,0.000000,0.059941,0.529927,0.059941,0.529927,0.059941,0.529927
heredity,12648498,21,21,0,1433,1433,0.000000,0.000000,0.031170,0.515578,0.031170,0.515578,0.031170,0.515578
heredity,12648498,8,8,0,1436,1436,0.000000,0.000000,0.046981,0.523471,0.046981,0.523471,0.046981,0.523471
heredity,12648498,26,26,0,1447,1447,0.000000,0.000000,0.105285,0.552449,0.105285,0.552449,0.105285,0.552449
heredity,12648498,14,14,0,1452,1452,0.000000,0.000000,0.077263,0.538551,0.077263,0.538551,0.077263,0.538551
heredity,12648498,7,7,0,1482,1482,0.000000,0.000000,0.092562,0.545392,0.092562,0.545392,0.092562,0.545392
heredity,12648498,6,6,0,1621,1621,0.000000,0.000000,0.250956,0.617588,0.250956,0.617588,0.250956,0.617588
heredity,12648498,20,20,0,2385,2385,0.000000,0.000000,0.775569,0.804308,0.775569,0.804308,0.775569,0.804308
heredity,12648498,34,28,1363,3033,1670,0.284645,0.638599,0.284645,0.638599,0.284645,0.638599,0.284645,0.638599
heredity,12648498,43,2,1394,3073,1679,0.248712,0.621854,0.248712,0.621854,0.248712,0.621854,0.248712,0.621854
heredity,12648498,35,9,1370,3116,1746,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648498,50,30,1412,3158,1746,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648498,47,3,1410,3262,1852,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,38,4,1382,3265,1883,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,44,0,1398,3271,1873,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,45,12,1406,3333,1927,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648498,39,17,1387,3354,1967,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648498,58,8,1437,3366,1929,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648498,57,21,1434,3367,1933,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648498,41,31,1392,3379,1987,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272,0.455663,0.713272
heredity,12648498,60,14,1453,3550,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,52,11,1422,3584,2162,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,61,7,1483,3618,2135,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,33,24,1344,4182,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,32,29,1340,4227,2887,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,40,15,1388,4228,2840,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,36,13,1375,4231,2856,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,42,18,1393,4231,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,37,19,1376,4243,2867,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,49,10,1412,4251,2839,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,53,27,1422,4260,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,54,1,1424,4286,2862,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,56,23,1427,4286,2859,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,46,5,1407,4294,2887,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,48,25,1411,4311,2900,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,51,16,1415,4311,2896,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,55,22,1426,4321,2895,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,59,26,1448,4347,2899,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,62,6,1622,4460,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,63,20,2386,5232,2846,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,78,7,3619,5442,1823,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,77,11,3585,5710,2125,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,65,2,3074,5934,2860,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,64,28,3034,5937,2903,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,66,9,3117,5955,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,84,19,4244,5990,1746,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648498,67,30,3159,6010,2851,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,87,1,4287,6048,1761,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039,0.338435,0.663039
heredity,12648498,82,13,4232,6053,1821,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,83,18,4232,6066,1834,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,85,10,4252,6071,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,86,27,4261,6097,1836,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,68,3,3263,6138,2875,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,70,0,3272,6155,2883,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,69,4,3266,6157,2891,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,90,25,4312,6184,1872,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,71,12,3334,6187,2853,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,75,31,3380,6218,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,72,17,3355,6237,2882,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,73,8,3367,6238,2871,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,74,21,3368,6262,2894,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,91,16,4312,6409,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,76,14,3551,6410,2859,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,94,6,4461,6558,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,79,24,4183,7021,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,80,29,4228,7066,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,81,15,4229,7067,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,89,5,4295,7133,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,88,23,4287,7152,2865,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,92,22,4322,7223,2901,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,93,26,4348,7245,2897,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,103,1,6049,7888,1839,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,111,25,6185,8022,1837,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,115,8,6239,8069,1830,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,101,19,5991,8088,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,95,20,5233,8132,2899,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,106,10,6072,8169,2097,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,107,27,6098,8214,2116,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957,0.557226,0.752957
heredity,12648498,96,7,5443,8281,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,97,11,5711,8559,2848,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,99,28,5938,8776,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,98,2,5935,8822,2887,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,102,30,6011,8849,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,100,9,5956,8852,2896,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,122,15,7068,8887,1819,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,104,13,6054,8892,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,105,18,6067,8928,2861,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,108,3,6139,9013,2874,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,109,0,6156,9021,2865,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,112,12,6188,9051,2863,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,110,4,6158,9053,2895,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,113,31,6219,9057,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,125,22,7224,9077,1853,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698,0.387724,0.684698
heredity,12648498,116,21,6263,9101,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,114,17,6238,9106,2868,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
heredity,12648498,118,14,6411,9249,2838,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718,0.949244,0.869718
