condition,seed,life_id,agent_id,birth_step,death_step,lifetime_steps,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
heredity,12648496,135,9,7056,9910,2854,0.869718,0.869718,0.869711,0.006157,0.869718,23
heredity,12648496,136,25,7066,9959,2893,0.869718,0.869718,0.869710,0.006210,0.869718,31
heredity,12648496,138,26,7085,9977,2892,0.869718,0.869718,0.869710,0.006215,0.869718,31
heredity,12648496,140,3,7154,9992,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648497,8,8,0,1339,1339,0.500003,0.500003,0.500000,0.000546,0.500002,11
heredity,12648497,25,25,0,1339,1339,0.500000,0.500000,0.500000,0.000000,0.500000,10
heredity,12648497,31,31,0,1341,1341,0.501329,0.501329,0.501337,0.000000,0.501329,14
heredity,12648497,30,30,0,1345,1345,0.503242,0.503242,0.503236,0.002784,0.503242,14
heredity,12648497,19,19,0,1348,1348,0.504566,0.504566,0.504572,0.000000,0.504566,10
heredity,12648497,27,27,0,1349,1349,0.505037,0.505037,0.505043,0.000000,0.505037,11
heredity,12648497,22,22,0,1353,1353,0.507256,0.507256,0.507262,0.000000,0.507256,14
heredity,12648497,23,23,0,1353,1353,0.500002,0.500003,0.500000,0.000546,0.500002,10
heredity,12648497,13,13,0,1366,1366,0.514049,0.514049,0.514043,0.003059,0.514049,15
heredity,12648497,10,10,0,1369,1369,0.515425,0.515425,0.515425,0.000000,0.515425,15
heredity,12648497,3,3,0,1371,1371,0.510480,0.510481,0.510481,0.000000,0.510480,15
heredity,12648497,12,12,0,1376,1376,0.507160,0.507160,0.507159,0.000646,0.507160,14
heredity,12648497,28,28,0,1381,1381,0.521110,0.521110,0.521114,0.000000,0.521110,15
heredity,12648497,0,0,0,1383,1383,0.522147,0.522147,0.522152,0.000000,0.522147,15
heredity,12648497,4,4,0,1388,1388,0.521419,0.521419,0.521422,0.000000,0.521419,11
heredity,12648497,14,14,0,1391,1391,0.526357,0.526357,0.526363,0.000000,0.526357,11
heredity,12648497,17,17,0,1392,1392,0.500000,0.500000,0.500000,0.000000,0.500000,11
heredity,12648497,18,18,0,1398,1398,0.529565,0.529565,0.529561,0.000913,0.529565,12
heredity,12648497,1,1,0,1402,1402,0.531424,0.531424,0.531429,0.000000,0.531424,15
heredity,12648497,15,15,0,1405,1405,0.505251,0.505251,0.505249,0.001665,0.505251,15
heredity,12648497,6,6,0,1406,1406,0.502283,0.502283,0.502279,0.002064,0.502283,14
heredity,12648497,9,9,0,1411,1411,0.530203,0.530203,0.530208,0.000000,0.530203,11
heredity,12648497,24,24,0,1421,1421,0.516677,0.516677,0.516668,0.003500,0.516677,11
heredity,12648497,2,2,0,1423,1423,0.527549,0.527549,0.527544,0.002930,0.527549,15
heredity,12648497,21,21,0,1425,1425,0.521236,0.521236,0.521240,0.000000,0.521236,11
heredity,12648497,20,20,0,1426,1426,0.529589,0.529589,0.529597,0.000000,0.529589,15
heredity,12648497,5,5,0,1433,1433,0.519895,0.519895,0.519897,0.000691,0.519895,11
heredity,12648497,29,29,0,1433,1433,0.545734,0.545734,0.545731,0.000961,0.545734,12
heredity,12648497,11,11,0,1436,1436,0.526549,0.526548,0.526550,0.000000,0.526548,11
heredity,12648497,16,16,0,1474,1474,0.564243,0.564243,0.564251,0.000000,0.564243,11
heredity,12648497,26,26,0,1482,1482,0.542524,0.542524,0.542527,0.000000,0.542524,12
heredity,12648497,7,7,0,1663,1663,0.636458,0.636458,0.636463,0.000000,0.636458,18
heredity,12648497,33,25,1340,2999,1659,0.621854,0.621854,0.621841,0.003743,0.621854,17
heredity,12648497,32,8,1340,3086,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
heredity,12648497,56,21,1426,3102,1676,0.638599,0.638599,0.638605,0.000000,0.638599,14
heredity,12648497,55,2,1424,3170,1746,0.663039,0.663039,0.663035,0.003910,0.663039,13
heredity,12648497,36,19,1349,3179,1830,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648497,43,12,1377,3196,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648497,44,28,1382,3202,1820,0.684698,0.684698,0.684693,0.002537,0.684698,19
heredity,12648497,45,0,1384,3203,1819,0.684698,0.684698,0.684693,0.002537,0.684698,15
heredity,12648497,39,23,1354,3215,1861,0.684698,0.684698,0.684693,0.002537,0.684698,20
heredity,12648497,34,31,1342,3268,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,41,10,1370,3296,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,35,30,1346,3303,1957,0.713272,0.713272,0.713260,0.002057,0.713272,16
heredity,12648497,37,27,1350,3310,1960,0.713272,0.713272,0.713260,0.002057,0.713272,21
heredity,12648497,46,4,1389,3315,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,38,22,1354,3316,1962,0.713272,0.713272,0.713260,0.002043,0.713272,16
heredity,12648497,51,15,1406,3333,1927,0.713272,0.713272,0.713260,0.002086,0.713272,21
heredity,12648497,40,13,1367,3337,1970,0.713272,0.713272,0.713260,0.002028,0.713272,16
heredity,12648497,53,9,1412,3338,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,42,3,1372,3344,1972,0.713272,0.713272,0.713260,0.002028,0.713272,21
heredity,12648497,47,14,1392,3344,1952,0.713272,0.713272,0.713260,0.002072,0.713272,15
heredity,12648497,57,20,1427,3353,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,52,6,1407,3357,1950,0.713272,0.713272,0.713260,0.002072,0.713272,16
heredity,12648497,59,29,1434,3361,1927,0.713272,0.713272,0.713260,0.002086,0.713272,16
heredity,12648497,48,17,1393,3364,1971,0.713272,0.713272,0.713260,0.002028,0.713272,21
heredity,12648497,60,11,1437,3366,1929,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,49,18,1399,3381,1982,0.713272,0.713272,0.713260,0.002028,0.713272,21
heredity,12648497,54,24,1422,3396,1974,0.713272,0.713272,0.713260,0.002028,0.713272,21
heredity,12648497,62,26,1483,3411,1928,0.713272,0.713272,0.713260,0.002086,0.713272,16
heredity,12648497,50,1,1403,3500,2097,0.752957,0.752957,0.752939,0.005156,0.752957,22
heredity,12648497,58,5,1434,3531,2097,0.752957,0.752957,0.752939,0.005156,0.752957,16
heredity,12648497,63,7,1664,3615,1951,0.713272,0.713272,0.713260,0.002072,0.713272,16
heredity,12648497,61,16,1475,4313,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,64,25,3000,4926,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,66,21,3103,5029,1926,0.713272,0.713272,0.713260,0.002086,0.713272,21
heredity,12648497,75,30,3304,5059,1755,0.663039,0.663039,0.663036,0.003872,0.663039,19
heredity,12648497,68,19,3180,5116,1936,0.713272,0.713272,0.713260,0.002072,0.713272,15
heredity,12648497,67,2,3171,5128,1957,0.713272,0.713272,0.713260,0.002057,0.713272,20
heredity,12648497,72,23,3216,5142,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,70,28,3203,5145,1942,0.713272,0.713272,0.713260,0.002086,0.713272,16
heredity,12648497,79,15,3334,5156,1822,0.684698,0.684698,0.684693,0.002537,0.684698,15
heredity,12648497,71,0,3204,5180,1976,0.713272,0.713272,0.713260,0.002028,0.713272,16
heredity,12648497,73,31,3269,5195,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,76,27,3311,5258,1947,0.713272,0.713272,0.713260,0.002072,0.713272,16
heredity,12648497,74,10,3297,5263,1966,0.713272,0.713272,0.713260,0.002043,0.713272,16
heredity,12648497,83,14,3345,5271,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,84,20,3354,5280,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,85,6,3358,5284,1926,0.713272,0.713272,0.713260,0.002086,0.713272,21
heredity,12648497,77,4,3316,5297,1981,0.713272,0.713272,0.713260,0.002013,0.713272,21
heredity,12648497,88,11,3367,5300,1933,0.713272,0.713272,0.713260,0.002072,0.713272,16
heredity,12648497,78,22,3317,5304,1987,0.713272,0.713272,0.713260,0.002013,0.713272,21
heredity,12648497,89,18,3382,5308,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,81,9,3339,5317,1978,0.713272,0.713272,0.713260,0.002013,0.713272,21
heredity,12648497,80,13,3338,5327,1989,0.713272,0.713272,0.713260,0.002013,0.713272,16
heredity,12648497,87,17,3365,5329,1964,0.713272,0.713272,0.713260,0.002043,0.713272,16
heredity,12648497,86,29,3362,5346,1984,0.713272,0.713272,0.713260,0.002028,0.713272,16
heredity,12648497,90,24,3397,5355,1958,0.713272,0.713272,0.713260,0.002057,0.713272,16
heredity,12648497,91,26,3412,5366,1954,0.713272,0.713272,0.713260,0.002057,0.713272,16
heredity,12648497,92,1,3501,5427,1926,0.713272,0.713272,0.713260,0.002086,0.713272,21
heredity,12648497,65,8,3087,5953,2866,0.869718,0.869718,0.869710,0.006176,0.869718,23
heredity,12648497,69,12,3197,6083,2886,0.869718,0.869718,0.869710,0.006205,0.869718,31
heredity,12648497,82,3,3345,6183,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,95,16,4314,6251,1937,0.713272,0.713272,0.713260,0.002072,0.713272,20
heredity,12648497,93,5,3532,6389,2857,0.869718,0.869718,0.869711,0.006157,0.869718,30
heredity,12648497,94,7,3616,6519,2903,0.869718,0.869718,0.869709,0.006234,0.869718,23
heredity,12648497,120,26,5367,6831,1464,0.551264,0.551264,0.551269,0.000000,0.551264,16
heredity,12648497,96,25,4927,6889,1962,0.713272,0.713272,0.713260,0.002043,0.713272,21
heredity,12648497,100,2,5129,6905,1776,0.663039,0.663039,0.663036,0.003778,0.663039,19
heredity,12648497,108,14,5272,6947,1675,0.638599,0.638599,0.638605,0.000000,0.638599,13
heredity,12648497,97,21,5030,6956,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,105,31,5196,6964,1768,0.663039,0.663039,0.663036,0.003814,0.663039,19
heredity,12648497,98,30,5060,7004,1944,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,107,10,5264,7039,1775,0.663039,0.663039,0.663036,0.003778,0.663039,19
heredity,12648497,99,19,5117,7043,1926,0.713272,0.713272,0.713260,0.002086,0.713272,21
heredity,12648497,111,4,5298,7044,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
heredity,12648497,101,23,5143,7069,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
heredity,12648497,102,28,5146,7081,1935,0.713272,0.713272,0.713260,0.002072,0.713272,15
heredity,12648497,103,15,5157,7099,1942,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,106,27,5259,7218,1959,0.713272,0.713272,0.713260,0.002057,0.713272,16
heredity,12648497,114,18,5309,7237,1928,0.713272,0.713272,0.713260,0.002086,0.713272,21
heredity,12648497,116,13,5328,7254,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,112,11,5301,7268,1967,0.713272,0.713272,0.713260,0.002043,0.713272,16
heredity,12648497,110,6,5285,7274,1989,0.713272,0.713272,0.713260,0.002013,0.713272,21
heredity,12648497,115,9,5318,7415,2097,0.752957,0.752957,0.752939,0.005156,0.752957,22
heredity,12648497,122,8,5954,7921,1967,0.713272,0.713272,0.713260,0.002043,0.713272,16
heredity,12648497,104,0,5181,8032,2851,0.869718,0.869718,0.869711,0.006157,0.869718,30
heredity,12648497,109,20,5281,8122,2841,0.869718,0.869718,0.869711,0.006138,0.869718,30
heredity,12648497,113,22,5305,8143,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648497,124,3,6184,8166,1982,0.713272,0.713272,0.713260,0.002028,0.713272,15
heredity,12648497,117,17,5330,8168,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,125,16,6252,8178,1926,0.713272,0.713272,0.713260,0.002086,0.713272,16
heredity,12648497,118,29,5347,8185,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648497,119,24,5356,8194,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648497,121,1,5428,8266,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,129,25,6890,8511,1621,0.621854,0.621854,0.621841,0.003634,0.621854,13
heredity,12648497,128,26,6832,8651,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648497,131,14,6948,8767,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648497,132,21,6957,8776,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648497,133,31,6965,8830,1865,0.684698,0.684698,0.684693,0.002537,0.684698,20
heredity,12648497,135,10,7040,8884,1844,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648497,123,12,6084,8922,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,140,15,7100,8926,1826,0.684698,0.684698,0.684693,0.002537,0.684698,18
heredity,12648497,134,30,7005,9102,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
heredity,12648497,145,6,7275,9201,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648497,126,5,6390,9257,2867,0.869718,0.869718,0.869710,0.006176,0.869718,23
heredity,12648497,127,7,6520,9358,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,147,8,7922,9741,1819,0.684698,0.684698,0.684693,0.002537,0.684698,19
heredity,12648497,130,2,6906,9744,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,153,16,8179,9805,1626,0.621854,0.621854,0.621841,0.003638,0.621854,13
heredity,12648497,136,19,7044,9898,2854,0.869718,0.869718,0.869711,0.006157,0.869718,22
heredity,12648497,139,28,7082,9920,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648497,137,4,7045,9936,2891,0.869718,0.869718,0.869710,0.006215,0.869718,31
heredity,12648497,138,23,7070,9959,2889,0.869718,0.869718,0.869710,0.006210,0.869718,31
heredity,12648498,29,29,0,1339,1339,0.500000,0.500000,0.500000,0.000000,0.500000,14
heredity,12648498,24,24,0,1343,1343,0.501909,0.501909,0.501910,0.000345,0.501909,11
heredity,12648498,28,28,0,1362,1362,0.511987,0.511988,0.511984,0.002730,0.511988,14
heredity,12648498,9,9,0,1369,1369,0.500000,0.500000,0.500000,0.000000,0.500000,15
heredity,12648498,13,13,0,1374,1374,0.516809,0.516809,0.516805,0.001485,0.516809,11
heredity,12648498,19,19,0,1375,1375,0.502533,0.502533,0.502541,0.000000,0.502533,11
heredity,12648498,4,4,0,1381,1381,0.521167,0.521167,0.521174,0.000000,0.521167,15
heredity,12648498,17,17,0,1386,1386,0.500000,0.500000,0.500000,0.000000,0.500000,12
heredity,12648498,15,15,0,1387,1387,0.524106,0.524105,0.524109,0.000000,0.524106,14
heredity,12648498,31,31,0,1391,1391,0.526227,0.526227,0.526229,0.000000,0.526227,15
heredity,12648498,18,18,0,1392,1392,0.504678,0.504678,0.504682,0.000000,0.504678,11
heredity,12648498,2,2,0,1393,1393,0.526968,0.526968,0.526973,0.000000,0.526968,15
heredity,12648498,0,0,0,1397,1397,0.528900,0.528900,0.528891,0.002595,0.528900,15
heredity,12648498,12,12,0,1405,1405,0.530133,0.530133,0.530135,0.000000,0.530133,15
heredity,12648498,5,5,0,1406,1406,0.503672,0.503672,0.503667,0.003150,0.503672,14
heredity,12648498,3,3,0,1409,1409,0.534747,0.534747,0.534745,0.000000,0.534747,15
heredity,12648498,25,25,0,1410,1410,0.535314,0.535314,0.535320,0.000000,0.535314,12
heredity,12648498,10,10,0,1411,1411,0.533666,0.533666,0.533672,0.000000,0.533666,11
heredity,12648498,30,30,0,1411,1411,0.518011,0.518011,0.518006,0.002826,0.518011,12
heredity,12648498,16,16,0,1414,1414,0.512501,0.512501,0.512507,0.000000,0.512501,11
heredity,12648498,11,11,0,1421,1421,0.531903,0.531903,0.531906,0.000000,0.531903,12
heredity,12648498,27,27,0,1421,1421,0.540100,0.540100,0.540100,0.001465,0.540100,11
heredity,12648498,1,1,0,1423,1423,0.541099,0.541099,0.541093,0.002114,0.541099,15
heredity,12648498,22,22,0,1425,1425,0.514236,0.514236,0.514226,0.002566,0.514236,11
heredity,12648498,23,23,0,1426,1426,0.529927,0.529927,0.529924,0.001899,0.529927,15
heredity,12648498,21,21,0,1433,1433,0.515578,0.515578,0.515569,0.002490,0.515578,15
heredity,12648498,8,8,0,1436,1436,0.523471,0.523471,0.523478,0.000000,0.523471,11
heredity,12648498,26,26,0,1447,1447,0.552449,0.552449,0.552445,0.002995,0.552449,11
heredity,12648498,14,14,0,1452,1452,0.538551,0.538551,0.538555,0.000000,0.538551,16
heredity,12648498,7,7,0,1482,1482,0.545392,0.545391,0.545395,0.000000,0.545392,12
heredity,12648498,6,6,0,1621,1621,0.617588,0.617587,0.617599,0.000000,0.617588,13
heredity,12648498,20,20,0,2385,2385,0.804308,0.804308,0.804319,0.000000,0.804308,19
heredity,12648498,34,28,1363,3033,1670,0.638599,0.638599,0.638605,0.000000,0.638599,14
heredity,12648498,43,2,1394,3073,1679,0.621854,0.621854,0.621841,0.003798,0.621854,17
heredity,12648498,35,9,1370,3116,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
heredity,12648498,50,30,1412,3158,1746,0.663039,0.663039,0.663035,0.003910,0.663039,19
heredity,12648498,47,3,1410,3262,1852,0.684698,0.684698,0.684693,0.002537,0.684698,19
heredity,12648498,38,4,1382,3265,1883,0.684698,0.684698,0.684693,0.002537,0.684698,15
heredity,12648498,44,0,1398,3271,1873,0.684698,0.684698,0.684693,0.002537,0.684698,16
heredity,12648498,45,12,1406,3333,1927,0.713272,0.713272,0.713260,0.002086,0.713272,21
heredity,12648498,39,17,1387,3354,1967,0.713272,0.713272,0.713260,0.002043,0.713272,15
heredity,12648498,58,8,1437,3366,1929,0.713272,0.713272,0.713260,0.002086,0.713272,20
heredity,12648498,57,21,1434,3367,1933,0.713272,0.713272,0.713260,0.002072,0.713272,16
heredity,12648498,41,31,1392,3379,1987,0.713272,0.713272,0.713260,0.002013,0.713272,16
heredity,12648498,60,14,1453,3550,2097,0.752957,0.752957,0.752939,0.005156,0.752957,16
heredity,12648498,52,11,1422,3584,2162,0.752957,0.752957,0.752939,0.005057,0.752957,17
heredity,12648498,61,7,1483,3618,2135,0.752957,0.752957,0.752939,0.005098,0.752957,17
heredity,12648498,33,24,1344,4182,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,32,29,1340,4227,2887,0.869718,0.869718,0.869710,0.006205,0.869718,31
heredity,12648498,40,15,1388,4228,2840,0.869718,0.869718,0.869711,0.006128,0.869718,28
heredity,12648498,36,13,1375,4231,2856,0.869718,0.869718,0.869711,0.006157,0.869718,31
heredity,12648498,42,18,1393,4231,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,37,19,1376,4243,2867,0.869718,0.869718,0.869710,0.006176,0.869718,23
heredity,12648498,49,10,1412,4251,2839,0.869718,0.869718,0.869711,0.006133,0.869718,30
heredity,12648498,53,27,1422,4260,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,54,1,1424,4286,2862,0.869718,0.869718,0.869710,0.006171,0.869718,22
heredity,12648498,56,23,1427,4286,2859,0.869718,0.869718,0.869711,0.006162,0.869718,30
heredity,12648498,46,5,1407,4294,2887,0.869718,0.869718,0.869710,0.006205,0.869718,23
heredity,12648498,48,25,1411,4311,2900,0.869718,0.869718,0.869709,0.006229,0.869718,31
heredity,12648498,51,16,1415,4311,2896,0.869718,0.869718,0.869709,0.006220,0.869718,23
heredity,12648498,55,22,1426,4321,2895,0.869718,0.869718,0.869710,0.006215,0.869718,24
heredity,12648498,59,26,1448,4347,2899,0.869718,0.869718,0.869709,0.006224,0.869718,24
heredity,12648498,62,6,1622,4460,2838,0.869718,0.869718,0.869711,0.006128,0.869718,22
heredity,12648498,63,20,2386,5232,2846,0.869718,0.869718,0.869711,0.006142,0.869718,28
heredity,12648498,78,7,3619,5442,1823,0.684698,0.684698,0.684693,0.002537,0.684698,20
heredity,12648498,77,11,3585,5710,2125,0.752957,0.752957,0.752939,0.005109,0.752957,16
heredity,12648498,65,2,3074,5934,2860,0.869718,0.869718,0.869711,0.006167,0.869718,22
heredity,12648498,64,28,3034,5937,2903,0.869718,0.869718,0.869709,0.006234,0.869718,31
heredity,12648498,66,9,3117,5955,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,84,19,4244,5990,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
heredity,12648498,67,30,3159,6010,2851,0.869718,0.869718,0.869711,0.006157,0.869718,30
heredity,12648498,87,1,4287,6048,1761,0.663039,0.663039,0.663036,0.003841,0.663039,18
heredity,12648498,82,13,4232,6053,1821,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648498,83,18,4232,6066,1834,0.684698,0.684698,0.684693,0.002537,0.684698,15
heredity,12648498,85,10,4252,6071,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648498,86,27,4261,6097,1836,0.684698,0.684698,0.684693,0.002537,0.684698,15
heredity,12648498,68,3,3263,6138,2875,0.869718,0.869718,0.869710,0.006186,0.869718,23
heredity,12648498,70,0,3272,6155,2883,0.869718,0.869718,0.869710,0.006200,0.869718,31
heredity,12648498,69,4,3266,6157,2891,0.869718,0.869718,0.869710,0.006215,0.869718,23
heredity,12648498,90,25,4312,6184,1872,0.684698,0.684698,0.684693,0.002537,0.684698,20
heredity,12648498,71,12,3334,6187,2853,0.869718,0.869718,0.869711,0.006152,0.869718,23
heredity,12648498,75,31,3380,6218,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,72,17,3355,6237,2882,0.869718,0.869718,0.869710,0.006196,0.869718,23
heredity,12648498,73,8,3367,6238,2871,0.869718,0.869718,0.869710,0.006186,0.869718,24
heredity,12648498,74,21,3368,6262,2894,0.869718,0.869718,0.869710,0.006220,0.869718,23
heredity,12648498,91,16,4312,6409,2097,0.752957,0.752957,0.752939,0.005156,0.752957,22
heredity,12648498,76,14,3551,6410,2859,0.869718,0.869718,0.869711,0.006162,0.869718,30
heredity,12648498,94,6,4461,6558,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
heredity,12648498,79,24,4183,7021,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,80,29,4228,7066,2838,0.869718,0.869718,0.869711,0.006128,0.869718,22
heredity,12648498,81,15,4229,7067,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
heredity,12648498,89,5,4295,7133,2838,0.869718,0.869718,0.869711,0.006128,0.869718,29
heredity,12648498,88,23,4287,7152,2865,0.869718,0.869718,0.869710,0.006171,0.869718,31
heredity,12648498,92,22,4322,7223,2901,0.869718,0.869718,0.869709,0.006229,0.869718,30
heredity,12648498,93,26,4348,7245,2897,0.869718,0.869718,0.869709,0.006215,0.869718,31
heredity,12648498,103,1,6049,7888,1839,0.684698,0.684698,0.684693,0.002537,0.684698,20
heredity,12648498,111,25,6185,8022,1837,0.684698,0.684698,0.684693,0.002537,0.684698,20
heredity,12648498,115,8,6239,8069,1830,0.684698,0.684698,0.684693,0.002537,0.684698,15
heredity,12648498,101,19,5991,8088,2097,0.752957,0.752957,0.752939,0.005156,0.752957,22
heredity,12648498,95,20,5233,8132,2899,0.869718,0.869718,0.869709,0.006224,0.869718,31
heredity,12648498,106,10,6072,8169,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
heredity,12648498,107,27,6098,8214,2116,0.752957,0.752957,0.752939,0.005121,0.752957,22
heredity,12648498,96,7,5443,8281,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,97,11,5711,8559,2848,0.869718,0.869718,0.869711,0.006142,0.869718,30
heredity,12648498,99,28,5938,8776,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,98,2,5935,8822,2887,0.869718,0.869718,0.869710,0.006205,0.869718,31
heredity,12648498,102,30,6011,8849,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,100,9,5956,8852,2896,0.869718,0.869718,0.869709,0.006220,0.869718,30
heredity,12648498,122,15,7068,8887,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
heredity,12648498,104,13,6054,8892,2838,0.869718,0.869718,0.869711,0.006128,0.869718,22
heredity,12648498,105,18,6067,8928,2861,0.869718,0.869718,0.869711,0.006167,0.869718,23
heredity,12648498,108,3,6139,9013,2874,0.869718,0.869718,0.869710,0.006191,0.869718,24
heredity,12648498,109,0,6156,9021,2865,0.869718,0.869718,0.869710,0.006171,0.869718,30
heredity,12648498,112,12,6188,9051,2863,0.869718,0.869718,0.869710,0.006171,0.869718,30
heredity,12648498,110,4,6158,9053,2895,0.869718,0.869718,0.869710,0.006215,0.869718,31
heredity,12648498,113,31,6219,9057,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,125,22,7224,9077,1853,0.684698,0.684698,0.684693,0.002537,0.684698,19
heredity,12648498,116,21,6263,9101,2838,0.869718,0.869718,0.869711,0.006128,0.869718,21
heredity,12648498,114,17,6238,9106,2868,0.869718,0.869718,0.869710,0.006181,0.869718,30
heredity,12648498,118,14,6411,9249,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648498,123,5,7134,9263,2129,0.752957,0.752957,0.752939,0.005098,0.752957,17
heredity,12648498,117,16,6410,9310,2900,0.869718,0.869718,0.869709,0.006229,0.869718,31
heredity,12648498,126,26,7246,9389,2143,0.752957,0.752957,0.752939,0.005080,0.752957,23
heredity,12648498,119,6,6559,9426,2867,0.869718,0.869718,0.869710,0.006176,0.869718,30
heredity,12648498,120,24,7022,9889,2867,0.869718,0.869718,0.869710,0.006176,0.869718,23
heredity,12648498,121,29,7067,9930,2863,0.869718,0.869718,0.869710,0.006171,0.869718,24
heredity,12648498,127,1,7889,9986,2097,0.752957,0.752957,0.752939,0.005156,0.752957,22
heredity,12648498,124,23,7153,9991,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
heredity,12648499,26,26,0,1351,1351,0.506331,0.506331,0.506330,0.002218,0.506331,11
heredity,12648499,22,22,0,1352,1352,0.506890,0.506890,0.506896,0.000000,0.506890,14
heredity,12648499,20,20,0,1355,1355,0.508493,0.508493,0.508488,0.002478,0.508493,14
heredity,12648499,29,29,0,1364,1364,0.512804,0.512804,0.512812,0.000000,0.512804,14
heredity,12648499,1,1,0,1371,1371,0.505010,0.505010,0.505006,0.002086,0.505010,15
heredity,12648499,14,14,0,1376,1376,0.500000,0.500000,0.500000,0.000000,0.500000,14
heredity,12648499,21,21,0,1378,1378,0.519958,0.519958,0.519958,0.000000,0.519958,10
heredity,12648499,2,2,0,1381,1381,0.520646,0.520646,0.520646,0.000000,0.520646,15
heredity,12648499,16,16,0,1386,1386,0.500000,0.500000,0.500000,0.000000,0.500000,12
heredity,12648499,12,12,0,1388,1388,0.524677,0.524677,0.524675,0.002429,0.524677,11
heredity,12648499,3,3,0,1389,1389,0.520869,0.520869,0.520873,0.000000,0.520869,15
heredity,12648499,24,24,0,1394,1394,0.527489,0.527489,0.527486,0.002831,0.527489,12
heredity,12648499,19,19,0,1395,1395,0.528249,0.528249,0.528255,0.000000,0.528249,11
heredity,12648499,30,30,0,1395,1395,0.527977,0.527977,0.527971,0.001811,0.527977,15
heredity,12648499,4,4,0,1406,1406,0.528845,0.528845,0.528850,0.000000,0.528845,14
