condition,seed,life_id,agent_id,birth_step,death_step,lifetime_steps,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
random,12648490,118,29,5801,8662,2861,0.869718,0.869718,0.869711,0.006167,0.869718,23
random,12648490,137,16,7127,8748,1621,0.621854,0.621854,0.621841,0.003634,0.621854,13
random,12648490,138,15,7153,8758,1605,0.615923,0.615923,0.615918,0.002050,0.615923,17
random,12648490,134,18,7046,8792,1746,0.663039,0.663039,0.663035,0.003910,0.663039,14
random,12648490,130,11,6757,8854,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648490,139,8,7245,8915,1670,0.638599,0.638599,0.638605,0.000000,0.638599,12
random,12648490,131,24,6777,8938,2161,0.752957,0.752957,0.752939,0.005057,0.752957,23
random,12648490,136,13,7069,8995,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648490,140,4,7268,9194,1926,0.713272,0.713272,0.713260,0.002086,0.713272,19
random,12648490,122,20,6361,9298,2937,0.880776,0.880776,0.880782,0.000000,0.880776,31
random,12648490,145,30,7853,9298,1445,0.551264,0.551264,0.551269,0.000000,0.551264,11
random,12648490,141,5,7269,9366,2097,0.752957,0.752957,0.752939,0.005156,0.752957,22
random,12648490,148,9,8074,9522,1448,0.551264,0.551264,0.551269,0.000000,0.551264,11
random,12648490,144,25,7759,9578,1819,0.684698,0.684698,0.684693,0.002537,0.684698,19
random,12648490,132,2,6901,9838,2937,0.880776,0.880776,0.880782,0.000000,0.880776,31
random,12648490,133,12,6960,9862,2902,0.869718,0.869718,0.869709,0.006234,0.869718,31
random,12648490,135,26,7067,9955,2888,0.869718,0.869718,0.869710,0.006205,0.869718,31
random,12648491,4,4,0,1339,1339,0.500000,0.500000,0.500000,0.000000,0.500000,14
random,12648491,5,5,0,1339,1339,0.500000,0.500000,0.500000,0.000000,0.500000,14
random,12648491,1,1,0,1341,1341,0.500368,0.500368,0.500366,0.000000,0.500368,11
random,12648491,18,18,0,1341,1341,0.501187,0.501187,0.501183,0.002460,0.501187,11
random,12648491,2,2,0,1348,1348,0.504581,0.504581,0.504578,0.002555,0.504581,11
random,12648491,24,24,0,1348,1348,0.504919,0.504919,0.504922,0.000000,0.504919,14
random,12648491,13,13,0,1353,1353,0.500000,0.500000,0.500000,0.000000,0.500000,10
random,12648491,15,15,0,1353,1353,0.507420,0.507420,0.507425,0.000000,0.507420,10
random,12648491,29,29,0,1363,1363,0.512298,0.512298,0.512290,0.003025,0.512298,15
random,12648491,16,16,0,1369,1369,0.511058,0.511058,0.511052,0.002064,0.511058,15
random,12648491,22,22,0,1376,1376,0.510539,0.510539,0.510541,0.000000,0.510539,14
random,12648491,23,23,0,1378,1378,0.519618,0.519618,0.519613,0.001292,0.519618,15
random,12648491,10,10,0,1379,1379,0.520467,0.520467,0.520464,0.000961,0.520467,11
random,12648491,26,26,0,1381,1381,0.518385,0.518385,0.518377,0.003576,0.518385,15
random,12648491,0,0,0,1389,1389,0.520074,0.520074,0.520079,0.000000,0.520074,12
random,12648491,11,11,0,1392,1392,0.500000,0.500000,0.500000,0.000000,0.500000,11
random,12648491,28,28,0,1406,1406,0.525271,0.525271,0.525269,0.001444,0.525271,14
random,12648491,7,7,0,1411,1411,0.511284,0.511284,0.511290,0.000000,0.511284,12
random,12648491,9,9,0,1414,1414,0.534680,0.534679,0.534673,0.003374,0.534679,11
random,12648491,14,14,0,1426,1426,0.535954,0.535954,0.535951,0.000000,0.535954,15
random,12648491,3,3,0,1430,1430,0.527565,0.527565,0.527568,0.000000,0.527565,11
random,12648491,31,31,0,1433,1433,0.541893,0.541893,0.541886,0.001245,0.541893,11
random,12648491,17,17,0,1436,1436,0.517107,0.517107,0.517106,0.000000,0.517107,11
random,12648491,6,6,0,1464,1464,0.532851,0.532851,0.532842,0.003592,0.532851,16
random,12648491,30,30,0,1482,1482,0.556542,0.556542,0.556536,0.003513,0.556542,12
random,12648491,27,27,0,1483,1483,0.550752,0.550753,0.550762,0.000000,0.550753,16
random,12648491,20,20,0,1490,1490,0.570950,0.570950,0.570941,0.003703,0.570950,12
random,12648491,19,19,0,1505,1505,0.564407,0.564407,0.564397,0.002572,0.564407,12
random,12648491,25,25,0,1556,1556,0.572220,0.572220,0.572209,0.002680,0.572220,17
random,12648491,12,12,0,1621,1621,0.597538,0.597538,0.597534,0.002641,0.597538,17
random,12648491,8,8,0,1667,1667,0.627254,0.627254,0.627256,0.000000,0.627254,14
random,12648491,21,21,0,1967,1967,0.717354,0.717354,0.717364,0.000000,0.717354,21
random,12648491,37,24,1349,2935,1586,0.608897,0.608897,0.608890,0.002601,0.608897,12
random,12648491,49,7,1412,2998,1586,0.608897,0.608897,0.608890,0.002601,0.608897,17
random,12648491,41,16,1370,3001,1631,0.621854,0.621854,0.621841,0.003658,0.621854,17
random,12648491,47,11,1393,3083,1690,0.638599,0.638599,0.638604,0.000000,0.638599,18
random,12648491,54,17,1437,3084,1647,0.608897,0.608897,0.608890,0.002435,0.608897,17
random,12648491,33,5,1340,3086,1746,0.663039,0.663039,0.663035,0.003910,0.663039,19
random,12648491,57,27,1484,3131,1647,0.615923,0.615923,0.615917,0.001976,0.615923,17
random,12648491,58,20,1491,3133,1642,0.608897,0.608897,0.608890,0.002454,0.608897,12
random,12648491,48,28,1407,3169,1762,0.663039,0.663039,0.663036,0.003841,0.663039,14
random,12648491,36,2,1349,3212,1863,0.684698,0.684698,0.684693,0.002537,0.684698,14
random,12648491,61,12,1622,3227,1605,0.615923,0.615923,0.615918,0.002050,0.615923,17
random,12648491,55,6,1465,3228,1763,0.663039,0.663039,0.663036,0.003833,0.663039,19
random,12648491,32,4,1340,3290,1950,0.713272,0.713272,0.713260,0.002072,0.713272,21
random,12648491,42,22,1377,3303,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,62,8,1668,3313,1645,0.621854,0.621854,0.621841,0.003703,0.621854,17
random,12648491,35,18,1342,3328,1986,0.713272,0.713272,0.713260,0.002013,0.713272,16
random,12648491,51,14,1427,3353,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648491,50,9,1415,3374,1959,0.713272,0.713272,0.713260,0.002057,0.713272,16
random,12648491,45,26,1382,3496,2114,0.752957,0.752957,0.752939,0.005127,0.752957,17
random,12648491,40,29,1364,3519,2155,0.752957,0.752957,0.752939,0.005057,0.752957,23
random,12648491,63,21,1968,3565,1597,0.608897,0.608897,0.608890,0.002566,0.608897,17
random,12648491,59,19,1506,3663,2157,0.752957,0.752957,0.752939,0.005057,0.752957,23
random,12648491,34,1,1342,4194,2852,0.869718,0.869718,0.869711,0.006152,0.869718,23
random,12648491,44,10,1380,4224,2844,0.869718,0.869718,0.869711,0.006138,0.869718,23
random,12648491,38,13,1354,4247,2893,0.869718,0.869718,0.869710,0.006210,0.869718,31
random,12648491,53,31,1434,4272,2838,0.869718,0.869718,0.869711,0.006128,0.869718,22
random,12648491,46,0,1390,4283,2893,0.869718,0.869718,0.869710,0.006210,0.869718,24
random,12648491,39,15,1354,4293,2939,0.880776,0.880776,0.880782,0.000000,0.880776,23
random,12648491,52,3,1431,4324,2893,0.869718,0.869718,0.869710,0.006210,0.869718,24
random,12648491,43,23,1379,4355,2976,0.880776,0.880776,0.880783,0.000000,0.880776,24
random,12648491,56,30,1483,4368,2885,0.869718,0.869718,0.869710,0.006205,0.869718,23
random,12648491,60,25,1557,4395,2838,0.869718,0.869718,0.869711,0.006128,0.869718,23
random,12648491,64,24,2936,4544,1608,0.608897,0.608897,0.608890,0.002543,0.608897,12
random,12648491,65,7,2999,4618,1619,0.608897,0.608897,0.608890,0.002508,0.608897,13
random,12648491,70,27,3132,4718,1586,0.608897,0.608897,0.608890,0.002601,0.608897,12
random,12648491,68,17,3085,4831,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
random,12648491,71,20,3134,4880,1746,0.663039,0.663039,0.663035,0.003910,0.663039,15
random,12648491,72,28,3170,4916,1746,0.663039,0.663039,0.663035,0.003910,0.663039,14
random,12648491,66,16,3002,4928,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648491,79,18,3329,4950,1621,0.621854,0.621854,0.621841,0.003634,0.621854,17
random,12648491,67,11,3084,5042,1958,0.713272,0.713272,0.713260,0.002057,0.713272,16
random,12648491,78,8,3314,5085,1771,0.663039,0.663039,0.663036,0.003794,0.663039,14
random,12648491,73,2,3213,5142,1929,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,69,5,3087,5209,2122,0.752957,0.752957,0.752939,0.005115,0.752957,17
random,12648491,81,9,3375,5242,1867,0.684698,0.684698,0.684693,0.002537,0.684698,20
random,12648491,83,29,3520,5266,1746,0.663039,0.663039,0.663035,0.003910,0.663039,19
random,12648491,80,14,3354,5280,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,75,6,3229,5326,2097,0.752957,0.752957,0.752939,0.005156,0.752957,16
random,12648491,74,12,3228,5389,2161,0.752957,0.752957,0.752939,0.005057,0.752957,23
random,12648491,85,19,3664,5608,1944,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,82,26,3497,5628,2131,0.752957,0.752957,0.752939,0.005109,0.752957,23
random,12648491,88,13,4248,5693,1445,0.551264,0.551264,0.551269,0.000000,0.551264,15
random,12648491,91,15,4294,5896,1602,0.608897,0.608897,0.608890,0.002561,0.608897,17
random,12648491,92,3,4325,5934,1609,0.608897,0.608897,0.608890,0.002537,0.608897,17
random,12648491,90,0,4284,5954,1670,0.638599,0.638599,0.638605,0.000000,0.638599,14
random,12648491,93,23,4356,5971,1615,0.608897,0.608897,0.608890,0.002520,0.608897,15
random,12648491,89,31,4273,6045,1772,0.663039,0.663039,0.663036,0.003794,0.663039,19
random,12648491,77,22,3304,6154,2850,0.869718,0.869718,0.869711,0.006147,0.869718,30
random,12648491,76,4,3291,6183,2892,0.869718,0.869718,0.869710,0.006215,0.869718,23
random,12648491,100,20,4881,6333,1452,0.551264,0.551264,0.551269,0.000000,0.551264,16
random,12648491,84,21,3566,6445,2879,0.869718,0.869718,0.869710,0.006191,0.869718,23
random,12648491,94,30,4369,6466,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648491,103,18,4951,6674,1723,0.638599,0.638599,0.638603,0.000897,0.638599,14
random,12648491,105,8,5086,6674,1588,0.608897,0.608897,0.608890,0.002595,0.608897,12
random,12648491,102,16,4929,6693,1764,0.663039,0.663039,0.663036,0.003833,0.663039,18
random,12648491,97,7,4619,6716,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648491,104,11,5043,6789,1746,0.663039,0.663039,0.663035,0.003910,0.663039,13
random,12648491,106,2,5143,6791,1648,0.615923,0.615923,0.615917,0.001968,0.615923,13
random,12648491,112,12,5390,6835,1445,0.551264,0.551264,0.551269,0.000000,0.551264,15
random,12648491,98,27,4719,6845,2126,0.752957,0.752957,0.752939,0.005109,0.752957,16
random,12648491,101,28,4917,6856,1939,0.713272,0.713272,0.713260,0.002057,0.713272,20
random,12648491,107,5,5210,6890,1680,0.638599,0.638599,0.638605,0.000000,0.638599,14
random,12648491,99,17,4832,6929,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648491,86,1,4195,7071,2876,0.869718,0.869718,0.869710,0.006186,0.869718,24
random,12648491,87,10,4225,7162,2937,0.880776,0.880776,0.880782,0.000000,0.880776,23
random,12648491,111,6,5327,7170,1843,0.684698,0.684698,0.684693,0.002537,0.684698,16
random,12648491,109,29,5267,7194,1927,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,110,14,5281,7207,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648491,95,25,4396,7234,2838,0.869718,0.869718,0.869711,0.006128,0.869718,22
random,12648491,96,24,4545,7383,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
random,12648491,113,19,5609,7428,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
random,12648491,114,26,5629,7453,1824,0.684698,0.684698,0.684693,0.002537,0.684698,15
random,12648491,118,0,5955,7602,1647,0.615923,0.615923,0.615917,0.001976,0.615923,13
random,12648491,117,3,5935,7617,1682,0.621854,0.621854,0.621841,0.003814,0.621854,18
random,12648491,115,13,5694,7620,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648491,122,4,6184,7801,1617,0.608897,0.608897,0.608890,0.002514,0.608897,13
random,12648491,119,23,5972,7899,1927,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,120,31,6046,7972,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,108,9,5243,8086,2843,0.869718,0.869718,0.869711,0.006142,0.869718,22
random,12648491,121,22,6155,8258,2103,0.752957,0.752957,0.752939,0.005144,0.752957,18
random,12648491,125,30,6467,8277,1810,0.663039,0.663039,0.663037,0.003617,0.663039,15
random,12648491,133,27,6846,8291,1445,0.551264,0.551264,0.551269,0.000000,0.551264,15
random,12648491,126,18,6675,8296,1621,0.621854,0.621854,0.621841,0.003634,0.621854,17
random,12648491,127,8,6675,8311,1636,0.608897,0.608897,0.608890,0.002472,0.608897,18
random,12648491,130,11,6790,8418,1628,0.608897,0.608897,0.608890,0.002496,0.608897,12
random,12648491,129,7,6717,8481,1764,0.663039,0.663039,0.663036,0.003833,0.663039,14
random,12648491,124,21,6446,8543,2097,0.752957,0.752957,0.752939,0.005156,0.752957,16
random,12648491,134,28,6857,8603,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
random,12648491,128,16,6694,8620,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648491,138,10,7163,8637,1474,0.551264,0.551264,0.551269,0.000000,0.551264,16
random,12648491,137,1,7072,8700,1628,0.621854,0.621854,0.621841,0.003654,0.621854,12
random,12648491,131,2,6792,8771,1979,0.713272,0.713272,0.713260,0.002013,0.713272,19
random,12648491,116,15,5897,8834,2937,0.880776,0.880776,0.880782,0.000000,0.880776,30
random,12648491,136,17,6930,8856,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648491,140,29,7195,9053,1858,0.684698,0.684698,0.684693,0.002537,0.684698,20
random,12648491,142,25,7235,9054,1819,0.684698,0.684698,0.684693,0.002537,0.684698,19
random,12648491,145,26,7454,9200,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
random,12648491,148,13,7621,9264,1643,0.615923,0.615923,0.615917,0.001976,0.615923,14
random,12648491,123,20,6334,9294,2960,0.880776,0.880776,0.880783,0.000000,0.880776,23
random,12648491,139,6,7171,9311,2140,0.752957,0.752957,0.752939,0.005086,0.752957,18
random,12648491,144,19,7429,9412,1983,0.713272,0.713272,0.713260,0.002028,0.713272,21
random,12648491,146,0,7603,9422,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
random,12648491,132,12,6836,9674,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
random,12648491,151,31,7973,9707,1734,0.638599,0.638599,0.638603,0.001158,0.638599,19
random,12648491,147,3,7618,9715,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648491,135,5,6891,9833,2942,0.880776,0.880776,0.880782,0.000000,0.880776,31
random,12648492,0,0,0,1339,1339,0.500000,0.500000,0.500000,0.000000,0.500000,11
random,12648492,2,2,0,1351,1351,0.506422,0.506422,0.506414,0.003396,0.506422,14
random,12648492,19,19,0,1374,1374,0.511900,0.511900,0.511902,0.000828,0.511900,11
random,12648492,13,13,0,1375,1375,0.515426,0.515426,0.515425,0.000598,0.515426,11
random,12648492,1,1,0,1376,1376,0.518817,0.518817,0.518816,0.000000,0.518817,15
random,12648492,23,23,0,1378,1378,0.520070,0.520070,0.520076,0.000000,0.520070,15
random,12648492,30,30,0,1380,1380,0.520987,0.520987,0.520992,0.000000,0.520987,15
random,12648492,29,29,0,1381,1381,0.512402,0.512402,0.512395,0.002093,0.512402,15
random,12648492,15,15,0,1386,1386,0.509553,0.509553,0.509561,0.000000,0.509553,12
random,12648492,25,25,0,1388,1388,0.524192,0.524192,0.524187,0.002713,0.524192,11
random,12648492,28,28,0,1389,1389,0.513404,0.513404,0.513407,0.000000,0.513404,15
random,12648492,12,12,0,1392,1392,0.500001,0.500001,0.500000,0.000000,0.500001,11
random,12648492,18,18,0,1405,1405,0.531334,0.531334,0.531331,0.002323,0.531334,15
random,12648492,27,27,0,1406,1406,0.515698,0.515698,0.515691,0.001777,0.515698,14
random,12648492,20,20,0,1411,1411,0.513325,0.513325,0.513323,0.000000,0.513325,11
random,12648492,14,14,0,1414,1414,0.516260,0.516260,0.516255,0.000712,0.516260,11
random,12648492,21,21,0,1421,1421,0.535720,0.535720,0.535711,0.002940,0.535720,12
random,12648492,31,31,0,1423,1423,0.533229,0.533229,0.533223,0.002411,0.533229,15
random,12648492,8,8,0,1425,1425,0.519577,0.519577,0.519576,0.000000,0.519577,11
random,12648492,9,9,0,1426,1426,0.520836,0.520836,0.520833,0.001998,0.520836,15
random,12648492,11,11,0,1433,1433,0.531138,0.531138,0.531132,0.001953,0.531138,15
random,12648492,6,6,0,1435,1435,0.526627,0.526627,0.526627,0.000732,0.526627,12
random,12648492,22,22,0,1436,1436,0.537178,0.537178,0.537172,0.003383,0.537178,11
random,12648492,10,10,0,1447,1447,0.524014,0.524014,0.524007,0.003365,0.524014,11
random,12648492,3,3,0,1450,1450,0.553647,0.553647,0.553650,0.000000,0.553647,15
random,12648492,16,16,0,1452,1452,0.540071,0.540071,0.540080,0.000000,0.540071,16
random,12648492,26,26,0,1454,1454,0.542071,0.542071,0.542068,0.002635,0.542071,16
random,12648492,7,7,0,1482,1482,0.550224,0.550224,0.550228,0.000000,0.550224,12
random,12648492,5,5,0,1515,1515,0.573358,0.573358,0.573363,0.000000,0.573358,12
random,12648492,4,4,0,1524,1524,0.578435,0.578435,0.578431,0.002537,0.578435,12
random,12648492,24,24,0,1553,1553,0.596396,0.596396,0.596388,0.002730,0.596396,12
random,12648492,17,17,0,2034,2034,0.739040,0.739039,0.739024,0.005459,0.739039,21
random,12648492,34,19,1375,2825,1450,0.551264,0.551264,0.551269,0.000000,0.551264,16
random,12648492,56,3,1451,3037,1586,0.608897,0.608897,0.608890,0.002601,0.608897,16
random,12648492,57,16,1453,3062,1609,0.608897,0.608897,0.608890,0.002537,0.608897,13
random,12648492,52,11,1434,3086,1652,0.615923,0.615923,0.615917,0.001953,0.615923,14
random,12648492,59,7,1483,3130,1647,0.608897,0.608897,0.608890,0.002435,0.608897,14
random,12648492,42,28,1390,3136,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
random,12648492,32,0,1340,3173,1833,0.684698,0.684698,0.684693,0.002537,0.684698,19
random,12648492,43,12,1393,3177,1784,0.663039,0.663039,0.663036,0.003735,0.663039,19
random,12648492,54,22,1437,3183,1746,0.663039,0.663039,0.663035,0.003910,0.663039,18
random,12648492,48,21,1422,3209,1787,0.663039,0.663039,0.663036,0.003727,0.663039,14
random,12648492,36,1,1377,3221,1844,0.684698,0.684698,0.684693,0.002537,0.684698,19
random,12648492,44,18,1406,3240,1834,0.684698,0.684698,0.684693,0.002537,0.684698,20
random,12648492,35,13,1376,3305,1929,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648492,41,25,1389,3315,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648492,45,27,1407,3357,1950,0.713272,0.713272,0.713260,0.002072,0.713272,16
random,12648492,61,4,1525,3451,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648492,38,30,1381,3478,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648492,62,24,1554,3480,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648492,60,5,1516,3499,1983,0.713272,0.713272,0.713260,0.002028,0.713272,16
random,12648492,53,6,1436,3533,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648492,51,9,1427,3536,2109,0.752957,0.752957,0.752939,0.005139,0.752957,22
random,12648492,40,15,1387,3542,2155,0.752957,0.752957,0.752939,0.005057,0.752957,17
random,12648492,47,14,1415,3561,2146,0.752957,0.752957,0.752939,0.005080,0.752957,17
random,12648492,55,10,1448,3564,2116,0.752957,0.752957,0.752939,0.005121,0.752957,17
random,12648492,50,8,1426,3571,2145,0.752957,0.752957,0.752939,0.005080,0.752957,18
random,12648492,58,26,1455,3585,2130,0.752957,0.752957,0.752939,0.005098,0.752957,18
random,12648492,63,17,2035,3680,1645,0.608897,0.608897,0.608890,0.002441,0.608897,14
random,12648492,46,20,1412,4251,2839,0.869718,0.869718,0.869711,0.006133,0.869718,30
random,12648492,37,23,1379,4316,2937,0.880776,0.880776,0.880782,0.000000,0.880776,31
random,12648492,33,2,1352,4336,2984,0.880776,0.880776,0.880783,0.000000,0.880776,23
random,12648492,39,29,1382,4339,2957,0.880776,0.880776,0.880782,0.000000,0.880776,23
random,12648492,49,31,1424,4380,2956,0.880776,0.880776,0.880782,0.000000,0.880776,23
random,12648492,64,19,2826,4703,1877,0.684698,0.684698,0.684693,0.002537,0.684698,15
random,12648492,65,3,3038,4715,1677,0.621854,0.621854,0.621841,0.003798,0.621854,18
random,12648492,70,0,3174,4779,1605,0.615923,0.615923,0.615918,0.002050,0.615923,13
random,12648492,74,1,3222,4984,1762,0.663039,0.663039,0.663036,0.003841,0.663039,15
random,12648492,73,21,3210,5041,1831,0.684698,0.684698,0.684693,0.002537,0.684698,19
random,12648492,81,24,3481,5128,1647,0.615923,0.615923,0.615917,0.001976,0.615923,14
random,12648492,84,9,3537,5148,1611,0.608897,0.608897,0.608890,0.002531,0.608897,17
random,12648492,76,13,3306,5186,1880,0.684698,0.684698,0.684693,0.002537,0.684698,16
random,12648492,85,15,3543,5192,1649,0.608897,0.608897,0.608890,0.002429,0.608897,13
random,12648492,75,18,3241,5195,1954,0.713272,0.713272,0.713260,0.002057,0.713272,16
random,12648492,79,4,3452,5207,1755,0.663039,0.663039,0.663036,0.003872,0.663039,14
random,12648492,67,11,3087,5225,2138,0.752957,0.752957,0.752939,0.005092,0.752957,22
random,12648492,68,7,3131,5276,2145,0.752957,0.752957,0.752939,0.005080,0.752957,23
random,12648492,77,25,3316,5297,1981,0.713272,0.713272,0.713260,0.002013,0.713272,21
random,12648492,71,12,3178,5332,2154,0.752957,0.752957,0.752939,0.005063,0.752957,17
random,12648492,72,22,3184,5335,2151,0.752957,0.752957,0.752939,0.005068,0.752957,17
random,12648492,82,5,3500,5341,1841,0.684698,0.684698,0.684693,0.002537,0.684698,16
random,12648492,80,30,3479,5405,1926,0.713272,0.713272,0.713260,0.002086,0.713272,16
random,12648492,87,10,3565,5530,1965,0.713272,0.713272,0.713260,0.002043,0.713272,21
random,12648492,88,8,3572,5712,2140,0.752957,0.752957,0.752939,0.005086,0.752957,23
random,12648492,91,20,4252,5963,1711,0.638599,0.638599,0.638604,0.000345,0.638599,14
random,12648492,66,16,3063,6061,2998,0.880776,0.880776,0.880784,0.000000,0.880776,25
random,12648492,69,28,3137,6105,2968,0.880776,0.880776,0.880783,0.000000,0.880776,24
random,12648492,95,31,4381,6130,1749,0.663039,0.663039,0.663035,0.003899,0.663039,14
random,12648492,94,29,4340,6266,1926,0.713272,0.713272,0.713260,0.002086,0.713272,20
random,12648492,78,27,3358,6305,2947,0.880776,0.880776,0.880782,0.000000,0.880776,32
random,12648492,86,14,3562,6419,2857,0.869718,0.869718,0.869711,0.006157,0.869718,30
random,12648492,89,26,3586,6426,2840,0.869718,0.869718,0.869711,0.006128,0.869718,22
random,12648492,83,6,3534,6517,2983,0.880776,0.880776,0.880783,0.000000,0.880776,31
random,12648492,97,3,4716,6535,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
random,12648492,90,17,3681,6548,2867,0.869718,0.869718,0.869710,0.006176,0.869718,31
random,12648492,99,1,4985,6577,1592,0.608897,0.608897,0.608890,0.002578,0.608897,12
random,12648492,100,21,5042,6684,1642,0.621854,0.621854,0.621841,0.003699,0.621854,18
random,12648492,106,4,5208,6954,1746,0.663039,0.663039,0.663035,0.003910,0.663039,14
random,12648492,103,13,5187,6985,1798,0.663039,0.663039,0.663037,0.003678,0.663039,19
random,12648492,104,15,5193,6986,1793,0.663039,0.663039,0.663037,0.003695,0.663039,14
random,12648492,108,7,5277,7009,1732,0.638599,0.638599,0.638603,0.001119,0.638599,14
random,12648492,107,11,5226,7045,1819,0.684698,0.684698,0.684693,0.002537,0.684698,14
random,12648492,102,9,5149,7075,1926,0.713272,0.713272,0.713260,0.002086,0.713272,15
random,12648492,112,5,5342,7113,1771,0.663039,0.663039,0.663036,0.003794,0.663039,13
random,12648492,92,23,4317,7155,2838,0.869718,0.869718,0.869711,0.006128,0.869718,30
random,12648492,93,2,4337,7274,2937,0.880776,0.880776,0.880782,0.000000,0.880776,30
random,12648492,101,24,5129,7287,2158,0.752957,0.752957,0.752939,0.005063,0.752957,23
random,12648492,113,30,5406,7562,2156,0.752957,0.752957,0.752939,0.005057,0.752957,23
random,12648492,116,20,5964,7637,1673,0.639609,0.639609,0.639602,0.003271,0.639609,18
random,12648492,96,19,4704,7642,2938,0.880776,0.880776,0.880782,0.000000,0.880776,24
random,12648492,114,10,5531,7660,2129,0.752957,0.752957,0.752939,0.005098,0.752957,17
random,12648492,98,0,4780,7724,2944,0.880776,0.880776,0.880782,0.000000,0.880776,24
random,12648492,117,16,6062,7732,1670,0.638599,0.638599,0.638605,0.000000,0.638599,14
random,12648492,118,28,6106,7735,1629,0.615923,0.615923,0.615918,0.002013,0.615923,17
random,12648492,125,3,6536,8040,1504,0.551264,0.551264,0.551269,0.000000,0.551264,12
random,12648492,109,25,5298,8156,2858,0.869718,0.869718,0.869711,0.006162,0.869718,30
random,12648492,105,18,5196,8157,2961,0.880776,0.880776,0.880783,0.000000,0.880776,24
random,12648492,111,22,5336,8176,2840,0.869718,0.869718,0.869711,0.006128,0.869718,30
random,12648492,110,12,5333,8187,2854,0.869718,0.869718,0.869711,0.006157,0.869718,30
random,12648492,119,31,6131,8231,2100,0.752957,0.752957,0.752939,0.005150,0.752957,22
random,12648492,123,26,6427,8305,1878,0.684698,0.684698,0.684693,0.002537,0.684698,20
random,12648492,120,29,6267,8364,2097,0.752957,0.752957,0.752939,0.005156,0.752957,17
random,12648492,126,17,6549,8368,1819,0.684698,0.684698,0.684693,0.002537,0.684698,19
random,12648492,128,21,6685,8433,1748,0.663039,0.663039,0.663035,0.003899,0.663039,13
random,12648492,127,1,6578,8540,1962,0.713272,0.713272,0.713260,0.002043,0.713272,16
random,12648492,131,15,6987,8592,1605,0.615923,0.615923,0.615918,0.002050,0.615923,13
random,12648492,124,6,6518,8615,2097,0.752957,0.752957,0.752939,0.005156,0.752957,22
random,12648492,130,13,6986,8633,1647,0.608897,0.608897,0.608890,0.002435,0.608897,18
random,12648492,115,8,5713,8665,2952,0.880776,0.880776,0.880782,0.000000,0.880776,23
random,12648492,133,11,7046,8713,1667,0.615923,0.615923,0.615917,0.001883,0.615923,18
random,12648492,137,2,7275,8945,1670,0.638599,0.638599,0.638605,0.000000,0.638599,14
random,12648492,138,24,7288,8956,1668,0.621854,0.621854,0.621841,0.003774,0.621854,17
random,12648492,136,23,7156,8979,1823,0.684698,0.684698,0.684693,0.002537,0.684698,18
random,12648492,135,5,7114,8996,1882,0.684698,0.684698,0.684693,0.002537,0.684698,20
random,12648492,129,4,6955,9063,2108,0.752957,0.752957,0.752939,0.005144,0.752957,16
random,12648492,132,7,7010,9164,2154,0.752957,0.752957,0.752939,0.005063,0.752957,17
random,12648492,122,14,6420,9259,2839,0.869718,0.869718,0.869711,0.006133,0.869718,30
random,12648492,121,27,6306,9262,2956,0.880776,0.880776,0.880782,0.000000,0.880776,23
