condition,baseline_type,seed,selection_enabled,juvenile_enabled,snapshot_step,death_count,normalized_step,loo_c_score,g_scene,pairwise_entropy,ji_score,unique_bins
heredity,log_random_filtered,3870294017,1,1,8730,1279,0.727500,0.287947,-9.015259,4.131033,0.293207,13.000
heredity,log_random_filtered,3870294017,1,1,8740,1282,0.728333,0.384227,-7.043660,3.965663,0.311684,14.000
heredity,log_random_filtered,3870294017,1,1,8750,1283,0.729167,0.357533,-7.646832,4.050165,0.307171,14.000
heredity,log_random_filtered,3870294017,1,1,8760,1285,0.730000,0.312531,-5.902566,3.923121,0.297323,12.000
heredity,log_random_filtered,3870294017,1,1,8770,1288,0.730833,0.306343,-6.830045,4.149536,0.284942,13.000
heredity,log_random_filtered,3870294017,1,1,8780,1290,0.731667,0.311609,-7.475207,4.135151,0.309675,14.000
heredity,log_random_filtered,3870294017,1,1,8790,1290,0.732500,0.311609,-7.475207,4.135151,0.309675,14.000
heredity,log_random_filtered,3870294017,1,1,8800,1291,0.733333,0.275417,-8.610116,4.163433,0.283710,13.000
heredity,log_random_filtered,3870294017,1,1,8810,1292,0.734167,0.275919,-8.374861,4.257384,0.248766,14.000
heredity,log_random_filtered,3870294017,1,1,8820,1296,0.735000,0.315615,-6.553331,4.093542,0.306070,13.000
heredity,log_random_filtered,3870294017,1,1,8830,1296,0.735833,0.306341,-8.313919,4.138951,0.321565,14.000
heredity,log_random_filtered,3870294017,1,1,8840,1298,0.736667,0.308212,-6.129791,3.993732,0.346966,13.000
heredity,log_random_filtered,3870294017,1,1,8850,1300,0.737500,0.366495,-5.392868,3.790707,0.383369,13.000
heredity,log_random_filtered,3870294017,1,1,8860,1302,0.738333,0.344422,-7.250877,4.004681,0.357065,13.000
heredity,log_random_filtered,3870294017,1,1,8870,1303,0.739167,0.326298,-8.338708,4.087077,0.310825,13.000
heredity,log_random_filtered,3870294017,1,1,8880,1306,0.740000,0.348476,-5.504339,3.773578,0.324678,11.000
heredity,log_random_filtered,3870294017,1,1,8890,1306,0.740833,0.326450,-7.157189,4.135969,0.262942,13.000
heredity,log_random_filtered,3870294017,1,1,8900,1310,0.741667,0.344927,-6.339380,4.105581,0.281367,13.000
heredity,log_random_filtered,3870294017,1,1,8910,1310,0.742500,0.344927,-6.339380,4.105581,0.281367,13.000
heredity,log_random_filtered,3870294017,1,1,8920,1311,0.743333,0.339617,-6.261529,4.125854,0.261819,12.000
heredity,log_random_filtered,3870294017,1,1,8930,1312,0.744167,0.322042,-6.833695,4.186541,0.250538,13.000
heredity,log_random_filtered,3870294017,1,1,8940,1314,0.745000,0.343454,-6.168025,4.114301,0.272059,13.000
heredity,log_random_filtered,3870294017,1,1,8950,1316,0.745833,0.328231,-5.779852,3.953018,0.288985,12.000
heredity,log_random_filtered,3870294017,1,1,8960,1316,0.746667,0.333924,-7.442250,4.004681,0.288464,12.000
heredity,log_random_filtered,3870294017,1,1,8970,1318,0.747500,0.381621,-6.762335,3.996911,0.274213,12.000
heredity,log_random_filtered,3870294017,1,1,8980,1321,0.748333,0.357960,-6.677750,3.943025,0.270328,12.000
heredity,log_random_filtered,3870294017,1,1,8990,1323,0.749167,0.338137,-7.812793,3.967768,0.265686,12.000
heredity,log_random_filtered,3870294017,1,1,9000,1325,0.750000,0.313539,-7.722079,4.047090,0.226176,13.000
heredity,log_random_filtered,3870294017,1,1,9010,1327,0.750833,0.273683,-8.759709,4.206813,0.205419,15.000
heredity,log_random_filtered,3870294017,1,1,9020,1328,0.751667,0.281785,-8.038774,4.205285,0.212810,15.000
heredity,log_random_filtered,3870294017,1,1,9030,1330,0.752500,0.281341,-8.060256,4.148248,0.241304,16.000
heredity,log_random_filtered,3870294017,1,1,9040,1332,0.753333,0.300556,-9.446791,4.214006,0.284880,16.000
heredity,log_random_filtered,3870294017,1,1,9050,1334,0.754167,0.320430,-10.260311,4.057932,0.290425,15.000
heredity,log_random_filtered,3870294017,1,1,9060,1336,0.755000,0.291620,-10.464590,4.179346,0.258443,16.000
heredity,log_random_filtered,3870294017,1,1,9070,1338,0.755833,0.276433,-10.803547,4.115921,0.274929,15.000
heredity,log_random_filtered,3870294017,1,1,9080,1340,0.756667,0.271627,-9.949954,3.916922,0.335854,14.000
heredity,log_random_filtered,3870294017,1,1,9090,1340,0.757500,0.295327,-10.660997,4.013402,0.319871,15.000
heredity,log_random_filtered,3870294017,1,1,9100,1341,0.758333,0.316767,-10.357665,3.976247,0.326115,15.000
heredity,log_random_filtered,3870294017,1,1,9110,1344,0.759167,0.335513,-7.421483,3.875722,0.283832,14.000
heredity,log_random_filtered,3870294017,1,1,9120,1346,0.760000,0.338080,-9.697225,4.232750,0.243204,15.000
heredity,log_random_filtered,3870294017,1,1,9130,1350,0.760833,0.354208,-7.614445,4.077103,0.252082,13.000
heredity,log_random_filtered,3870294017,1,1,9140,1352,0.761667,0.318997,-9.182547,4.144114,0.254099,13.000
heredity,log_random_filtered,3870294017,1,1,9150,1353,0.762500,0.287409,-9.149080,4.216261,0.274546,13.000
heredity,log_random_filtered,3870294017,1,1,9160,1353,0.763333,0.287409,-9.149080,4.216261,0.274546,13.000
heredity,log_random_filtered,3870294017,1,1,9170,1354,0.764167,0.304056,-8.881269,4.141056,0.266480,13.000
heredity,log_random_filtered,3870294017,1,1,9180,1356,0.765000,0.293862,-8.383942,4.154139,0.256461,13.000
heredity,log_random_filtered,3870294017,1,1,9190,1357,0.765833,0.287408,-9.122499,4.134815,0.248479,13.000
heredity,log_random_filtered,3870294017,1,1,9200,1359,0.766667,0.298567,-8.599470,4.144022,0.269889,14.000
heredity,log_random_filtered,3870294017,1,1,9210,1361,0.767500,0.255128,-10.695129,4.290513,0.264605,14.000
heredity,log_random_filtered,3870294017,1,1,9220,1364,0.768333,0.323182,-9.122714,4.018479,0.313667,14.000
heredity,log_random_filtered,3870294017,1,1,9230,1364,0.769167,0.342038,-9.856200,4.034252,0.320470,14.000
heredity,log_random_filtered,3870294017,1,1,9240,1368,0.770000,0.279603,-11.460100,4.215308,0.261384,14.000
heredity,log_random_filtered,3870294017,1,1,9250,1370,0.770833,0.277936,-10.143872,4.120057,0.258976,14.000
heredity,log_random_filtered,3870294017,1,1,9260,1370,0.771667,0.277936,-10.143872,4.120057,0.258976,14.000
heredity,log_random_filtered,3870294017,1,1,9270,1372,0.772500,0.315161,-9.377787,3.906296,0.295217,13.000
heredity,log_random_filtered,3870294017,1,1,9280,1373,0.773333,0.351044,-9.973708,4.022699,0.314091,13.000
heredity,log_random_filtered,3870294017,1,1,9290,1374,0.774167,0.320745,-10.208969,4.133138,0.316832,13.000
heredity,log_random_filtered,3870294017,1,1,9300,1375,0.775000,0.328260,-9.786760,4.123841,0.294467,13.000
heredity,log_random_filtered,3870294017,1,1,9310,1378,0.775833,0.325244,-8.306360,4.113475,0.304401,11.000
heredity,log_random_filtered,3870294017,1,1,9320,1379,0.776667,0.341261,-8.382127,4.188218,0.295223,11.000
heredity,log_random_filtered,3870294017,1,1,9330,1381,0.777500,0.373831,-7.544749,4.061716,0.286109,12.000
heredity,log_random_filtered,3870294017,1,1,9340,1385,0.778333,0.321336,-6.944324,4.063003,0.287947,14.000
heredity,log_random_filtered,3870294017,1,1,9350,1385,0.779167,0.321336,-6.944324,4.063003,0.287947,14.000
heredity,log_random_filtered,3870294017,1,1,9360,1386,0.780000,0.299906,-7.625264,4.073269,0.277508,13.000
heredity,log_random_filtered,3870294017,1,1,9370,1388,0.780833,0.340949,-7.765096,4.170050,0.274437,14.000
heredity,log_random_filtered,3870294017,1,1,9380,1393,0.781667,0.314679,-7.022234,3.878982,0.330459,13.000
heredity,log_random_filtered,3870294017,1,1,9390,1393,0.782500,0.314679,-7.022234,3.878982,0.330459,13.000
heredity,log_random_filtered,3870294017,1,1,9400,1396,0.783333,0.311353,-6.956388,3.929466,0.352943,14.000
heredity,log_random_filtered,3870294017,1,1,9410,1397,0.784167,0.302466,-7.834562,4.112437,0.316183,14.000
heredity,log_random_filtered,3870294017,1,1,9420,1401,0.785000,0.224399,-10.628616,4.278384,0.248050,14.000
heredity,log_random_filtered,3870294017,1,1,9430,1402,0.785833,0.243828,-9.705361,4.250917,0.250902,13.000
heredity,log_random_filtered,3870294017,1,1,9440,1403,0.786667,0.260076,-9.248979,4.256809,0.271609,14.000
heredity,log_random_filtered,3870294017,1,1,9450,1406,0.787500,0.281570,-8.887791,4.364189,0.247007,14.000
heredity,log_random_filtered,3870294017,1,1,9460,1408,0.788333,0.306420,-7.202718,4.111711,0.292923,12.000
heredity,log_random_filtered,3870294017,1,1,9470,1410,0.789167,0.278615,-7.981255,4.168747,0.253029,12.000
heredity,log_random_filtered,3870294017,1,1,9480,1410,0.790000,0.278615,-7.981255,4.168747,0.253029,12.000
heredity,log_random_filtered,3870294017,1,1,9490,1414,0.790833,0.307490,-6.812695,4.198335,0.250322,13.000
heredity,log_random_filtered,3870294017,1,1,9500,1414,0.791667,0.294252,-8.096242,4.278384,0.245030,14.000
heredity,log_random_filtered,3870294017,1,1,9510,1416,0.792500,0.315583,-7.143572,4.183385,0.259877,14.000
heredity,log_random_filtered,3870294017,1,1,9520,1416,0.793333,0.319537,-7.882519,4.306425,0.233494,15.000
heredity,log_random_filtered,3870294017,1,1,9530,1422,0.794167,0.265171,-8.188540,4.331060,0.230672,15.000
heredity,log_random_filtered,3870294017,1,1,9540,1423,0.795000,0.269161,-8.136905,4.232749,0.228615,14.000
heredity,log_random_filtered,3870294017,1,1,9550,1423,0.795833,0.269161,-8.136905,4.232749,0.228615,14.000
heredity,log_random_filtered,3870294017,1,1,9560,1427,0.796667,0.278970,-7.654342,4.212850,0.200035,15.000
heredity,log_random_filtered,3870294017,1,1,9570,1428,0.797500,0.259162,-8.679217,4.326122,0.178159,15.000
heredity,log_random_filtered,3870294017,1,1,9580,1430,0.798333,0.243287,-9.922719,4.358526,0.164985,16.000
heredity,log_random_filtered,3870294017,1,1,9590,1432,0.799167,0.282337,-9.469691,4.276278,0.184054,16.000
heredity,log_random_filtered,3870294017,1,1,9600,1435,0.800000,0.278175,-8.455907,4.220623,0.265381,14.000
heredity,log_random_filtered,3870294017,1,1,9610,1435,0.800833,0.278175,-8.455907,4.220623,0.265381,14.000
heredity,log_random_filtered,3870294017,1,1,9620,1437,0.801667,0.279907,-7.477431,4.182181,0.270155,14.000
heredity,log_random_filtered,3870294017,1,1,9630,1439,0.802500,0.304862,-6.438036,3.968495,0.304229,13.000
heredity,log_random_filtered,3870294017,1,1,9640,1441,0.803333,0.333784,-5.844440,3.971551,0.293055,12.000
heredity,log_random_filtered,3870294017,1,1,9650,1442,0.804167,0.344568,-5.027039,4.026482,0.269565,12.000
heredity,log_random_filtered,3870294017,1,1,9660,1443,0.805000,0.360896,-4.566358,3.959422,0.273030,12.000
heredity,log_random_filtered,3870294017,1,1,9670,1444,0.805833,0.393735,-3.975047,3.904491,0.278942,12.000
heredity,log_random_filtered,3870294017,1,1,9680,1444,0.806667,0.393735,-3.975047,3.904491,0.278942,12.000
heredity,log_random_filtered,3870294017,1,1,9690,1446,0.807500,0.376886,-4.692238,3.916379,0.292801,12.000
heredity,log_random_filtered,3870294017,1,1,9700,1449,0.808333,0.402039,-4.274473,3.886345,0.282767,11.000
heredity,log_random_filtered,3870294017,1,1,9710,1450,0.809167,0.398468,-5.107708,4.003135,0.310212,12.000
heredity,log_random_filtered,3870294017,1,1,9720,1452,0.810000,0.385472,-5.227890,4.135969,0.285521,14.000
heredity,log_random_filtered,3870294017,1,1,9730,1455,0.810833,0.329170,-6.764103,4.092592,0.336141,13.000
heredity,log_random_filtered,3870294017,1,1,9740,1457,0.811667,0.295117,-9.350054,4.056779,0.389997,13.000
heredity,log_random_filtered,3870294017,1,1,9750,1457,0.812500,0.295117,-9.350054,4.056779,0.389997,13.000
heredity,log_random_filtered,3870294017,1,1,9760,1459,0.813333,0.274979,-8.897724,4.181602,0.332945,14.000
heredity,log_random_filtered,3870294017,1,1,9770,1460,0.814167,0.309634,-7.579067,4.177241,0.314748,15.000
heredity,log_random_filtered,3870294017,1,1,9780,1462,0.815000,0.282094,-6.871522,4.190900,0.268926,15.000
heredity,log_random_filtered,3870294017,1,1,9790,1465,0.815833,0.262257,-6.570606,4.214774,0.233088,15.000
heredity,log_random_filtered,3870294017,1,1,9800,1467,0.816667,0.283790,-7.189681,4.322338,0.198285,15.000
heredity,log_random_filtered,3870294017,1,1,9810,1468,0.817500,0.296301,-6.846082,4.340506,0.186980,14.000
heredity,log_random_filtered,3870294017,1,1,9820,1468,0.818333,0.296301,-6.846082,4.340506,0.186980,14.000
heredity,log_random_filtered,3870294017,1,1,9830,1470,0.819167,0.284482,-8.320422,4.377270,0.184334,13.000
heredity,log_random_filtered,3870294017,1,1,9840,1472,0.820000,0.313986,-7.797879,4.396015,0.179218,13.000
heredity,log_random_filtered,3870294017,1,1,9850,1473,0.820833,0.334246,-7.809794,4.349806,0.178009,14.000
heredity,log_random_filtered,3870294017,1,1,9860,1477,0.821667,0.304078,-8.245404,4.330363,0.192559,13.000
heredity,log_random_filtered,3870294017,1,1,9870,1479,0.822500,0.309678,-8.736205,4.402630,0.227156,14.000
heredity,log_random_filtered,3870294017,1,1,9880,1481,0.823333,0.323981,-9.302466,4.211324,0.236465,14.000
heredity,log_random_filtered,3870294017,1,1,9890,1482,0.824167,0.299096,-8.622038,4.331061,0.198801,14.000
heredity,log_random_filtered,3870294017,1,1,9900,1486,0.825000,0.332222,-6.527539,4.368550,0.201294,15.000
heredity,log_random_filtered,3870294017,1,1,9910,1487,0.825833,0.353627,-6.583900,4.326700,0.201283,15.000
heredity,log_random_filtered,3870294017,1,1,9920,1488,0.826667,0.315414,-7.263098,4.393183,0.192870,15.000
heredity,log_random_filtered,3870294017,1,1,9930,1489,0.827500,0.302229,-7.163116,4.416288,0.190962,14.000
heredity,log_random_filtered,3870294017,1,1,9940,1490,0.828333,0.321961,-6.589709,4.381630,0.193781,14.000
heredity,log_random_filtered,3870294017,1,1,9950,1496,0.829167,0.312002,-6.270855,4.313618,0.194925,14.000
heredity,log_random_filtered,3870294017,1,1,9960,1497,0.830000,0.310560,-5.905678,4.287104,0.213579,15.000
heredity,log_random_filtered,3870294017,1,1,9970,1499,0.830833,0.305725,-6.031215,4.289936,0.230688,14.000
heredity,log_random_filtered,3870294017,1,1,9980,1499,0.831667,0.305725,-6.031215,4.289936,0.230688,14.000
heredity,log_random_filtered,3870294017,1,1,9990,1503,0.832500,0.352889,-4.790431,3.972970,0.303656,13.000
heredity,log_random_filtered,3870294017,1,1,10000,1505,0.833333,0.303724,-6.338119,4.167218,0.257801,14.000
heredity,log_random_filtered,3870294017,1,1,10010,1506,0.834167,0.319164,-6.110645,4.020592,0.254946,14.000
heredity,log_random_filtered,3870294017,1,1,10020,1508,0.835000,0.292405,-7.561705,4.086125,0.194983,15.000
heredity,log_random_filtered,3870294017,1,1,10030,1509,0.835833,0.300593,-7.056867,4.143888,0.189851,15.000
heredity,log_random_filtered,3870294017,1,1,10040,1512,0.836667,0.330123,-5.741865,3.921246,0.214466,14.000
heredity,log_random_filtered,3870294017,1,1,10050,1514,0.837500,0.328359,-7.260122,4.046754,0.230350,15.000
heredity,log_random_filtered,3870294017,1,1,10060,1516,0.838333,0.336193,-7.817732,3.984782,0.228513,15.000
heredity,log_random_filtered,3870294017,1,1,10070,1516,0.839167,0.336193,-7.817732,3.984782,0.228513,15.000
heredity,log_random_filtered,3870294017,1,1,10080,1518,0.840000,0.321803,-6.344954,4.051356,0.218078,14.000
heredity,log_random_filtered,3870294017,1,1,10090,1520,0.840833,0.318708,-5.890784,3.895500,0.253753,13.000
heredity,log_random_filtered,3870294017,1,1,10100,1521,0.841667,0.308274,-6.483103,4.118901,0.236713,14.000
heredity,log_random_filtered,3870294017,1,1,10110,1522,0.842500,0.279669,-7.879540,4.200347,0.210374,14.000
heredity,log_random_filtered,3870294017,1,1,10120,1523,0.843333,0.272649,-8.476550,4.252446,0.203615,14.000
heredity,log_random_filtered,3870294017,1,1,10130,1527,0.844167,0.267725,-9.208421,4.166792,0.220787,13.000
heredity,log_random_filtered,3870294017,1,1,10140,1529,0.845000,0.253651,-10.296006,4.146368,0.237519,14.000
heredity,log_random_filtered,3870294017,1,1,10150,1531,0.845833,0.255165,-9.381108,3.971402,0.234310,13.000
heredity,log_random_filtered,3870294017,1,1,10160,1534,0.846667,0.262104,-9.472352,4.016232,0.212258,13.000
heredity,log_random_filtered,3870294017,1,1,10170,1535,0.847500,0.282047,-9.420411,4.153562,0.207285,13.000
heredity,log_random_filtered,3870294017,1,1,10180,1537,0.848333,0.299148,-8.435369,4.213428,0.198773,13.000
heredity,log_random_filtered,3870294017,1,1,10190,1538,0.849167,0.292427,-8.187227,4.162856,0.234871,13.000
heredity,log_random_filtered,3870294017,1,1,10200,1541,0.850000,0.285705,-7.887043,4.099206,0.264203,14.000
heredity,log_random_filtered,3870294017,1,1,10210,1543,0.850833,0.271074,-8.668905,4.062577,0.291000,14.000
heredity,log_random_filtered,3870294017,1,1,10220,1545,0.851667,0.261329,-8.506504,4.089759,0.283103,14.000
heredity,log_random_filtered,3870294017,1,1,10230,1548,0.852500,0.247699,-9.257933,4.184435,0.234748,14.000
heredity,log_random_filtered,3870294017,1,1,10240,1551,0.853333,0.216902,-10.386504,4.214005,0.228545,13.000
heredity,log_random_filtered,3870294017,1,1,10250,1552,0.854167,0.243101,-10.184302,4.202453,0.228292,13.000
heredity,log_random_filtered,3870294017,1,1,10260,1552,0.855000,0.243101,-10.184302,4.202453,0.228292,13.000
heredity,log_random_filtered,3870294017,1,1,10270,1552,0.855833,0.243101,-10.184302,4.202453,0.228292,13.000
heredity,log_random_filtered,3870294017,1,1,10280,1555,0.856667,0.307445,-7.566458,4.133138,0.257786,14.000
heredity,log_random_filtered,3870294017,1,1,10290,1557,0.857500,0.346755,-7.124799,4.089183,0.269121,15.000
heredity,log_random_filtered,3870294017,1,1,10300,1559,0.858333,0.357319,-8.417403,4.054525,0.293867,15.000
heredity,log_random_filtered,3870294017,1,1,10310,1561,0.859167,0.354133,-9.057268,4.084823,0.278714,15.000
heredity,log_random_filtered,3870294017,1,1,10320,1565,0.860000,0.294736,-9.509624,4.234764,0.236107,13.000
heredity,log_random_filtered,3870294017,1,1,10330,1566,0.860833,0.314368,-9.082456,4.195746,0.261754,13.000
heredity,log_random_filtered,3870294017,1,1,10340,1567,0.861667,0.334424,-8.861060,4.228391,0.241408,14.000
heredity,log_random_filtered,3870294017,1,1,10350,1568,0.862500,0.339931,-9.006557,4.258111,0.230572,14.000
heredity,log_random_filtered,3870294017,1,1,10360,1571,0.863333,0.356627,-8.899254,4.145994,0.299092,13.000
heredity,log_random_filtered,3870294017,1,1,10370,1571,0.864167,0.356627,-8.899254,4.145994,0.299092,13.000
heredity,log_random_filtered,3870294017,1,1,10380,1573,0.865000,0.324965,-8.187626,4.149051,0.335878,12.000
heredity,log_random_filtered,3870294017,1,1,10390,1576,0.865833,0.349623,-6.903805,4.251495,0.302773,12.000
heredity,log_random_filtered,3870294017,1,1,10400,1578,0.866667,0.317271,-5.050719,4.086835,0.288825,12.000
heredity,log_random_filtered,3870294017,1,1,10410,1579,0.867500,0.328868,-4.764602,3.987949,0.334965,12.000
heredity,log_random_filtered,3870294017,1,1,10420,1580,0.868333,0.319408,-5.165898,4.036506,0.338483,13.000
heredity,log_random_filtered,3870294017,1,1,10430,1581,0.869167,0.347295,-5.350510,4.116647,0.323040,14.000
heredity,log_random_filtered,3870294017,1,1,10440,1583,0.870000,0.336912,-4.816379,4.057169,0.318091,15.000
heredity,log_random_filtered,3870294017,1,1,10450,1585,0.870833,0.341049,-8.612488,4.184436,0.327997,14.000
heredity,log_random_filtered,3870294017,1,1,10460,1586,0.871667,0.332745,-8.881161,4.165690,0.326545,14.000
heredity,log_random_filtered,3870294017,1,1,10470,1588,0.872500,0.328642,-8.665825,4.070923,0.337947,14.000
heredity,log_random_filtered,3870294017,1,1,10480,1589,0.873333,0.318405,-8.998599,3.947495,0.386001,13.000
heredity,log_random_filtered,3870294017,1,1,10490,1593,0.874167,0.337112,-5.691988,3.775757,0.336093,12.000
heredity,log_random_filtered,3870294017,1,1,10500,1595,0.875000,0.373484,-6.119356,3.786619,0.316812,12.000
heredity,log_random_filtered,3870294017,1,1,10510,1596,0.875833,0.357407,-6.701744,3.820903,0.326476,13.000
heredity,log_random_filtered,3870294017,1,1,10520,1596,0.876667,0.357407,-6.701744,3.820903,0.326476,13.000
heredity,log_random_filtered,3870294017,1,1,10530,1598,0.877500,0.332621,-8.483410,3.863796,0.366777,13.000
heredity,log_random_filtered,3870294017,1,1,10540,1602,0.878333,0.235840,-11.965219,4.146946,0.280733,13.000
heredity,log_random_filtered,3870294017,1,1,10550,1603,0.879167,0.224747,-12.699937,4.216261,0.274267,13.000
heredity,log_random_filtered,3870294017,1,1,10560,1605,0.880000,0.229126,-12.700607,4.029275,0.371807,12.000
heredity,log_random_filtered,3870294017,1,1,10570,1607,0.880833,0.232479,-13.734083,4.088607,0.346892,13.000
heredity,log_random_filtered,3870294017,1,1,10580,1609,0.881667,0.255214,-11.095902,4.193155,0.277216,15.000
heredity,log_random_filtered,3870294017,1,1,10590,1609,0.882500,0.255214,-11.095902,4.193155,0.277216,15.000
heredity,log_random_filtered,3870294017,1,1,10600,1610,0.883333,0.267230,-9.260658,4.148101,0.289766,14.000
heredity,log_random_filtered,3870294017,1,1,10610,1614,0.884167,0.284215,-9.379000,4.453777,0.217718,15.000
heredity,log_random_filtered,3870294017,1,1,10620,1617,0.885000,0.297014,-7.979392,4.255856,0.261070,15.000
heredity,log_random_filtered,3870294017,1,1,10630,1618,0.885833,0.293691,-8.096528,4.211658,0.261292,14.000
heredity,log_random_filtered,3870294017,1,1,10640,1620,0.886667,0.286197,-7.009952,4.308681,0.252618,14.000
heredity,log_random_filtered,3870294017,1,1,10650,1621,0.887500,0.277871,-7.238560,4.218851,0.260412,14.000
heredity,log_random_filtered,3870294017,1,1,10660,1624,0.888333,0.264373,-8.456841,4.255278,0.229201,15.000
heredity,log_random_filtered,3870294017,1,1,10670,1625,0.889167,0.265797,-8.724292,4.274023,0.227546,15.000
heredity,log_random_filtered,3870294017,1,1,10680,1628,0.890000,0.285135,-8.581123,4.331059,0.231518,15.000
heredity,log_random_filtered,3870294017,1,1,10690,1629,0.890833,0.278451,-8.630231,4.372909,0.201475,16.000
heredity,log_random_filtered,3870294017,1,1,10700,1632,0.891667,0.273612,-8.259586,4.381631,0.200351,15.000
heredity,log_random_filtered,3870294017,1,1,10710,1633,0.892500,0.266936,-8.075510,4.409096,0.180000,15.000
heredity,log_random_filtered,3870294017,1,1,10720,1634,0.893333,0.273982,-7.354316,4.335421,0.203735,15.000
heredity,log_random_filtered,3870294017,1,1,10730,1634,0.894167,0.273982,-7.354316,4.335421,0.203735,15.000
heredity,log_random_filtered,3870294017,1,1,10740,1636,0.895000,0.264496,-7.072755,4.261745,0.207259,16.000
heredity,log_random_filtered,3870294017,1,1,10750,1639,0.895833,0.247272,-7.777089,4.276129,0.243684,15.000
heredity,log_random_filtered,3870294017,1,1,10760,1640,0.896667,0.264061,-6.250772,4.180149,0.270973,14.000
heredity,log_random_filtered,3870294017,1,1,10770,1642,0.897500,0.292983,-7.168787,4.259639,0.285143,14.000
heredity,log_random_filtered,3870294017,1,1,10780,1643,0.898333,0.289777,-8.143475,4.294874,0.244864,15.000
heredity,log_random_filtered,3870294017,1,1,10790,1644,0.899167,0.309641,-8.017737,4.178770,0.249186,15.000
heredity,log_random_filtered,3870294017,1,1,10800,1645,0.900000,0.311762,-7.712306,4.139753,0.248757,14.000
heredity,log_random_filtered,3870294017,1,1,10810,1649,0.900833,0.344996,-6.950776,3.912410,0.316164,14.000
heredity,log_random_filtered,3870294017,1,1,10820,1650,0.901667,0.339485,-6.753016,3.855224,0.318086,13.000
heredity,log_random_filtered,3870294017,1,1,10830,1652,0.902500,0.357346,-5.618261,3.810302,0.329891,14.000
heredity,log_random_filtered,3870294017,1,1,10840,1652,0.903333,0.357346,-5.618261,3.810302,0.329891,14.000
heredity,log_random_filtered,3870294017,1,1,10850,1654,0.904167,0.333133,-5.924116,3.973432,0.308600,13.000
heredity,log_random_filtered,3870294017,1,1,10860,1656,0.905000,0.387847,-2.970803,3.701143,0.329762,11.000
heredity,log_random_filtered,3870294017,1,1,10870,1659,0.905833,0.353534,-5.115589,4.020350,0.367578,12.000
heredity,log_random_filtered,3870294017,1,1,10880,1659,0.906667,0.353534,-5.115589,4.020350,0.367578,12.000
heredity,log_random_filtered,3870294017,1,1,10890,1662,0.907500,0.357843,-5.222660,3.824502,0.433657,11.000
heredity,log_random_filtered,3870294017,1,1,10900,1666,0.908333,0.391262,-4.692987,3.695881,0.400002,13.000
heredity,log_random_filtered,3870294017,1,1,10910,1666,0.909167,0.380512,-4.779776,3.705527,0.389533,13.000
heredity,log_random_filtered,3870294017,1,1,10920,1667,0.910000,0.396304,-4.568914,3.723529,0.369723,14.000
heredity,log_random_filtered,3870294017,1,1,10930,1668,0.910833,0.420088,-3.665528,3.625525,0.383688,13.000
heredity,log_random_filtered,3870294017,1,1,10940,1671,0.911667,0.414175,-5.206440,4.029890,0.305742,16.000
heredity,log_random_filtered,3870294017,1,1,10950,1671,0.912500,0.414175,-5.206440,4.029890,0.305742,16.000
heredity,log_random_filtered,3870294017,1,1,10960,1672,0.913333,0.423678,-5.035468,4.003002,0.312677,15.000
heredity,log_random_filtered,3870294017,1,1,10970,1674,0.914167,0.399042,-6.256338,4.046864,0.290655,15.000
heredity,log_random_filtered,3870294017,1,1,10980,1676,0.915000,0.373347,-7.036874,4.151306,0.241733,14.000
heredity,log_random_filtered,3870294017,1,1,10990,1676,0.915833,0.373347,-7.036874,4.151306,0.241733,14.000
heredity,log_random_filtered,3870294017,1,1,11000,1678,0.916667,0.317285,-7.848766,4.150729,0.210592,13.000
heredity,log_random_filtered,3870294017,1,1,11010,1680,0.917500,0.311154,-7.310448,3.992903,0.201287,12.000
heredity,log_random_filtered,3870294017,1,1,11020,1681,0.918333,0.327780,-8.015990,4.112436,0.207229,12.000
heredity,log_random_filtered,3870294017,1,1,11030,1682,0.919167,0.284416,-8.778613,4.203756,0.202700,13.000
heredity,log_random_filtered,3870294017,1,1,11040,1686,0.920000,0.291855,-7.490016,4.235582,0.241278,12.000
heredity,log_random_filtered,3870294017,1,1,11050,1687,0.920833,0.275319,-7.520094,4.263048,0.236103,13.000
heredity,log_random_filtered,3870294017,1,1,11060,1687,0.921667,0.275319,-7.520094,4.263048,0.236103,13.000
heredity,log_random_filtered,3870294017,1,1,11070,1688,0.922500,0.289075,-6.755524,4.274023,0.252782,12.000
heredity,log_random_filtered,3870294017,1,1,11080,1693,0.923333,0.241032,-9.978780,4.255280,0.270146,13.000
heredity,log_random_filtered,3870294017,1,1,11090,1695,0.924167,0.276457,-11.184218,4.104869,0.292340,13.000
heredity,log_random_filtered,3870294017,1,1,11100,1695,0.925000,0.276457,-11.184218,4.104869,0.292340,13.000
heredity,log_random_filtered,3870294017,1,1,11110,1698,0.925833,0.306435,-9.851389,4.122310,0.291549,15.000
heredity,log_random_filtered,3870294017,1,1,11120,1702,0.926667,0.311913,-8.907416,3.987801,0.290765,14.000
heredity,log_random_filtered,3870294017,1,1,11130,1704,0.927500,0.318233,-8.043786,4.120057,0.291082,15.000
heredity,log_random_filtered,3870294017,1,1,11140,1704,0.928333,0.318233,-8.043786,4.120057,0.291082,15.000
heredity,log_random_filtered,3870294017,1,1,11150,1705,0.929167,0.331912,-8.061374,4.177819,0.272632,15.000
heredity,log_random_filtered,3870294017,1,1,11160,1707,0.930000,0.370439,-7.601680,4.047090,0.321843,14.000
