condition,baseline_type,seed,selection_enabled,juvenile_enabled,snapshot_step,death_count,normalized_step,loo_c_score,g_scene,pairwise_entropy,ji_score,unique_bins
random,log_random_filtered,3870294018,1,1,6950,1132,0.579167,0.436098,-5.105510,3.923572,0.356345,14.000
random,log_random_filtered,3870294018,1,1,6960,1133,0.580000,0.437315,-5.179132,3.982863,0.354092,14.000
random,log_random_filtered,3870294018,1,1,6970,1134,0.580833,0.413775,-6.097081,4.119480,0.297104,14.000
random,log_random_filtered,3870294018,1,1,6980,1136,0.581667,0.440300,-4.255952,3.995233,0.330779,14.000
random,log_random_filtered,3870294018,1,1,6990,1138,0.582500,0.434356,-4.667526,4.105821,0.309525,13.000
random,log_random_filtered,3870294018,1,1,7000,1139,0.583333,0.414087,-4.780084,4.149201,0.297775,14.000
random,log_random_filtered,3870294018,1,1,7010,1139,0.584167,0.414087,-4.780084,4.149201,0.297775,14.000
random,log_random_filtered,3870294018,1,1,7020,1141,0.585000,0.410882,-4.382115,4.197666,0.296607,14.000
random,log_random_filtered,3870294018,1,1,7030,1142,0.585833,0.409252,-4.719152,4.197666,0.299236,14.000
random,log_random_filtered,3870294018,1,1,7040,1144,0.586667,0.413187,-4.381487,3.977591,0.380924,14.000
random,log_random_filtered,3870294018,1,1,7050,1145,0.587500,0.379966,-5.522209,4.073997,0.397762,13.000
random,log_random_filtered,3870294018,1,1,7060,1148,0.588333,0.410640,-5.076836,3.730519,0.474617,13.000
random,log_random_filtered,3870294018,1,1,7070,1148,0.589167,0.410640,-5.076836,3.730519,0.474617,13.000
random,log_random_filtered,3870294018,1,1,7080,1149,0.590000,0.396074,-5.608823,3.840263,0.449162,13.000
random,log_random_filtered,3870294018,1,1,7090,1150,0.590833,0.423258,-4.358059,3.772251,0.411094,14.000
random,log_random_filtered,3870294018,1,1,7100,1152,0.591667,0.430878,-5.395417,3.939875,0.348283,14.000
random,log_random_filtered,3870294018,1,1,7110,1152,0.592500,0.430878,-5.395417,3.939875,0.348283,14.000
random,log_random_filtered,3870294018,1,1,7120,1154,0.593333,0.400317,-4.963919,3.962012,0.350685,14.000
random,log_random_filtered,3870294018,1,1,7130,1156,0.594167,0.376823,-6.005064,4.150353,0.327338,14.000
random,log_random_filtered,3870294018,1,1,7140,1158,0.595000,0.412973,-5.212467,3.939150,0.379940,13.000
random,log_random_filtered,3870294018,1,1,7150,1159,0.595833,0.424298,-6.028852,3.845910,0.388281,13.000
random,log_random_filtered,3870294018,1,1,7160,1160,0.596667,0.413012,-6.533210,3.903673,0.372452,13.000
random,log_random_filtered,3870294018,1,1,7170,1161,0.597500,0.388998,-7.468165,3.924522,0.367600,13.000
random,log_random_filtered,3870294018,1,1,7180,1162,0.598333,0.372607,-6.965551,4.032856,0.314217,14.000
random,log_random_filtered,3870294018,1,1,7190,1163,0.599167,0.376470,-5.967190,4.107349,0.308238,14.000
random,log_random_filtered,3870294018,1,1,7200,1165,0.600000,0.383973,-5.732564,4.018338,0.328807,14.000
random,log_random_filtered,3870294018,1,1,7210,1165,0.600833,0.383973,-5.732564,4.018338,0.328807,14.000
random,log_random_filtered,3870294018,1,1,7220,1170,0.601667,0.401294,-4.319107,4.057170,0.299513,13.000
random,log_random_filtered,3870294018,1,1,7230,1170,0.602500,0.375332,-5.736988,4.230644,0.270977,14.000
random,log_random_filtered,3870294018,1,1,7240,1171,0.603333,0.390082,-5.336623,4.221196,0.270918,14.000
random,log_random_filtered,3870294018,1,1,7250,1171,0.604167,0.390082,-5.336623,4.221196,0.270918,14.000
random,log_random_filtered,3870294018,1,1,7260,1174,0.605000,0.430287,-4.322772,4.191605,0.203509,13.000
random,log_random_filtered,3870294018,1,1,7270,1175,0.605833,0.389596,-6.100060,4.391654,0.189305,14.000
random,log_random_filtered,3870294018,1,1,7280,1177,0.606667,0.403711,-5.624599,4.391654,0.202622,14.000
random,log_random_filtered,3870294018,1,1,7290,1177,0.607500,0.403711,-5.624599,4.391654,0.202622,14.000
random,log_random_filtered,3870294018,1,1,7300,1180,0.608333,0.405788,-4.456211,4.198335,0.204339,13.000
random,log_random_filtered,3870294018,1,1,7310,1183,0.609167,0.341404,-6.363220,4.391654,0.193222,14.000
random,log_random_filtered,3870294018,1,1,7320,1185,0.610000,0.350857,-6.402716,4.349804,0.203499,14.000
random,log_random_filtered,3870294018,1,1,7330,1186,0.610833,0.348656,-6.765802,4.377269,0.201456,14.000
random,log_random_filtered,3870294018,1,1,7340,1188,0.611667,0.366395,-5.904986,4.190115,0.201551,13.000
random,log_random_filtered,3870294018,1,1,7350,1189,0.612500,0.363731,-6.545107,4.303594,0.171221,14.000
random,log_random_filtered,3870294018,1,1,7360,1192,0.613333,0.339356,-7.176229,4.257533,0.240102,14.000
random,log_random_filtered,3870294018,1,1,7370,1192,0.614167,0.339356,-7.176229,4.257533,0.240102,14.000
random,log_random_filtered,3870294018,1,1,7380,1194,0.615000,0.386309,-4.821652,4.116070,0.301049,14.000
random,log_random_filtered,3870294018,1,1,7390,1195,0.615833,0.361119,-5.621795,4.178194,0.287684,14.000
random,log_random_filtered,3870294018,1,1,7400,1197,0.616667,0.322515,-7.034373,4.400375,0.230149,14.000
random,log_random_filtered,3870294018,1,1,7410,1198,0.617500,0.320918,-6.763494,4.333891,0.229061,14.000
random,log_random_filtered,3870294018,1,1,7420,1201,0.618333,0.291664,-7.860775,4.267408,0.231146,13.000
random,log_random_filtered,3870294018,1,1,7430,1203,0.619167,0.274417,-7.474163,4.196564,0.184555,13.000
random,log_random_filtered,3870294018,1,1,7440,1204,0.620000,0.269316,-7.227245,4.212477,0.187476,13.000
random,log_random_filtered,3870294018,1,1,7450,1204,0.620833,0.269316,-7.227245,4.212477,0.187476,13.000
random,log_random_filtered,3870294018,1,1,7460,1207,0.621667,0.305708,-5.969175,4.332363,0.179079,14.000
random,log_random_filtered,3870294018,1,1,7470,1209,0.622500,0.349296,-6.831327,4.345444,0.185486,13.000
random,log_random_filtered,3870294018,1,1,7480,1210,0.623333,0.323897,-6.858647,4.319506,0.219672,13.000
random,log_random_filtered,3870294018,1,1,7490,1210,0.624167,0.323897,-6.858647,4.319506,0.219672,13.000
random,log_random_filtered,3870294018,1,1,7500,1213,0.625000,0.357961,-6.021563,4.190322,0.282809,13.000
random,log_random_filtered,3870294018,1,1,7510,1216,0.625833,0.343061,-7.095794,4.326698,0.214861,14.000
random,log_random_filtered,3870294018,1,1,7520,1217,0.626667,0.347934,-6.982740,4.292040,0.224088,13.000
random,log_random_filtered,3870294018,1,1,7530,1219,0.627500,0.359403,-5.969934,4.222726,0.270422,13.000
random,log_random_filtered,3870294018,1,1,7540,1219,0.628333,0.359403,-5.969934,4.222726,0.270422,13.000
random,log_random_filtered,3870294018,1,1,7550,1221,0.629167,0.373898,-5.702288,4.115119,0.229123,13.000
random,log_random_filtered,3870294018,1,1,7560,1221,0.630000,0.373898,-5.702288,4.115119,0.229123,13.000
random,log_random_filtered,3870294018,1,1,7570,1222,0.630833,0.367765,-5.518162,4.115119,0.225405,13.000
random,log_random_filtered,3870294018,1,1,7580,1224,0.631667,0.395865,-4.211473,4.027209,0.283689,14.000
random,log_random_filtered,3870294018,1,1,7590,1225,0.632500,0.386653,-4.273337,4.087076,0.300515,14.000
random,log_random_filtered,3870294018,1,1,7600,1226,0.633333,0.379109,-4.116841,4.150728,0.254439,14.000
random,log_random_filtered,3870294018,1,1,7610,1228,0.634167,0.361535,-4.948862,4.212851,0.237056,14.000
random,log_random_filtered,3870294018,1,1,7620,1229,0.635000,0.362763,-4.959311,4.157920,0.240020,13.000
random,log_random_filtered,3870294018,1,1,7630,1230,0.635833,0.363067,-5.290034,4.150727,0.250038,13.000
random,log_random_filtered,3870294018,1,1,7640,1232,0.636667,0.371850,-5.822028,4.061139,0.258211,13.000
random,log_random_filtered,3870294018,1,1,7650,1234,0.637500,0.344443,-6.263974,4.161963,0.240326,12.000
random,log_random_filtered,3870294018,1,1,7660,1236,0.638333,0.369983,-6.177544,4.152031,0.203346,14.000
random,log_random_filtered,3870294018,1,1,7670,1237,0.639167,0.336344,-6.646771,4.268936,0.172886,14.000
random,log_random_filtered,3870294018,1,1,7680,1238,0.640000,0.354034,-6.402872,4.250190,0.175944,13.000
random,log_random_filtered,3870294018,1,1,7690,1239,0.640833,0.328674,-5.632029,4.303592,0.180308,13.000
random,log_random_filtered,3870294018,1,1,7700,1241,0.641667,0.323154,-4.718256,4.206235,0.217608,12.000
random,log_random_filtered,3870294018,1,1,7710,1241,0.642500,0.323154,-4.718256,4.206235,0.217608,12.000
random,log_random_filtered,3870294018,1,1,7720,1244,0.643333,0.328277,-4.004577,3.904808,0.256003,12.000
random,log_random_filtered,3870294018,1,1,7730,1245,0.644167,0.329147,-4.268138,3.940092,0.258583,12.000
random,log_random_filtered,3870294018,1,1,7740,1248,0.645000,0.353970,-5.593563,4.174410,0.285943,13.000
random,log_random_filtered,3870294018,1,1,7750,1248,0.645833,0.353970,-5.593563,4.174410,0.285943,13.000
random,log_random_filtered,3870294018,1,1,7760,1250,0.646667,0.372236,-4.350984,4.047185,0.355248,11.000
random,log_random_filtered,3870294018,1,1,7770,1250,0.647500,0.343312,-6.128592,4.182889,0.317551,12.000
random,log_random_filtered,3870294018,1,1,7780,1252,0.648333,0.320752,-6.889045,4.224739,0.303340,13.000
random,log_random_filtered,3870294018,1,1,7790,1253,0.649167,0.341812,-6.204733,4.068607,0.298946,12.000
random,log_random_filtered,3870294018,1,1,7800,1254,0.650000,0.376183,-6.714746,4.091773,0.274329,13.000
random,log_random_filtered,3870294018,1,1,7810,1256,0.650833,0.341793,-7.203276,4.321762,0.235560,13.000
random,log_random_filtered,3870294018,1,1,7820,1256,0.651667,0.341793,-7.203276,4.321762,0.235560,13.000
random,log_random_filtered,3870294018,1,1,7830,1257,0.652500,0.333157,-6.987570,4.279911,0.207724,12.000
random,log_random_filtered,3870294018,1,1,7840,1261,0.653333,0.320198,-8.150118,4.239365,0.198055,14.000
random,log_random_filtered,3870294018,1,1,7850,1262,0.654167,0.309691,-7.615724,4.247134,0.178084,14.000
random,log_random_filtered,3870294018,1,1,7860,1264,0.655000,0.312768,-6.033057,4.094201,0.182939,13.000
random,log_random_filtered,3870294018,1,1,7870,1265,0.655833,0.301217,-6.947024,4.352637,0.174669,14.000
random,log_random_filtered,3870294018,1,1,7880,1266,0.656667,0.291958,-7.036268,4.381631,0.195967,14.000
random,log_random_filtered,3870294018,1,1,7890,1266,0.657500,0.291958,-7.036268,4.381631,0.195967,14.000
random,log_random_filtered,3870294018,1,1,7900,1266,0.658333,0.291958,-7.036268,4.381631,0.195967,14.000
random,log_random_filtered,3870294018,1,1,7910,1270,0.659167,0.313274,-4.858364,4.230644,0.206236,13.000
random,log_random_filtered,3870294018,1,1,7920,1272,0.660000,0.320979,-5.256393,4.221195,0.217320,13.000
random,log_random_filtered,3870294018,1,1,7930,1273,0.660833,0.313285,-5.827967,4.234428,0.236521,13.000
random,log_random_filtered,3870294018,1,1,7940,1274,0.661667,0.367638,-4.947108,4.200347,0.256938,13.000
random,log_random_filtered,3870294018,1,1,7950,1276,0.662500,0.347751,-5.646283,4.175137,0.270175,13.000
random,log_random_filtered,3870294018,1,1,7960,1277,0.663333,0.377604,-5.201077,4.101312,0.251855,12.000
random,log_random_filtered,3870294018,1,1,7970,1277,0.664167,0.377604,-5.201077,4.101312,0.251855,12.000
random,log_random_filtered,3870294018,1,1,7980,1278,0.665000,0.343810,-5.481164,4.112287,0.220882,12.000
random,log_random_filtered,3870294018,1,1,7990,1279,0.665833,0.360002,-5.043633,4.008463,0.221727,12.000
random,log_random_filtered,3870294018,1,1,8000,1282,0.666667,0.369052,-5.214664,4.082141,0.234873,14.000
random,log_random_filtered,3870294018,1,1,8010,1283,0.667500,0.373048,-5.176617,4.105245,0.233071,14.000
random,log_random_filtered,3870294018,1,1,8020,1285,0.668333,0.364408,-5.121635,4.063900,0.225216,13.000
random,log_random_filtered,3870294018,1,1,8030,1285,0.669167,0.347545,-6.094113,4.204707,0.217194,14.000
random,log_random_filtered,3870294018,1,1,8040,1285,0.670000,0.347545,-6.094113,4.204707,0.217194,14.000
random,log_random_filtered,3870294018,1,1,8050,1288,0.670833,0.355188,-5.552093,4.278960,0.222363,14.000
random,log_random_filtered,3870294018,1,1,8060,1290,0.671667,0.361044,-5.167410,4.156979,0.245730,13.000
random,log_random_filtered,3870294018,1,1,8070,1291,0.672500,0.341327,-6.650733,4.341084,0.225860,14.000
random,log_random_filtered,3870294018,1,1,8080,1292,0.673333,0.342360,-6.218703,4.302775,0.244445,14.000
random,log_random_filtered,3870294018,1,1,8090,1293,0.674167,0.321780,-8.180822,4.377270,0.236723,14.000
random,log_random_filtered,3870294018,1,1,8100,1295,0.675000,0.295917,-7.834738,4.359251,0.198475,14.000
random,log_random_filtered,3870294018,1,1,8110,1297,0.675833,0.319758,-6.376534,4.169523,0.218847,13.000
random,log_random_filtered,3870294018,1,1,8120,1298,0.676667,0.358635,-5.556498,4.138793,0.209133,12.000
random,log_random_filtered,3870294018,1,1,8130,1298,0.677500,0.355288,-6.014071,4.163435,0.200246,13.000
random,log_random_filtered,3870294018,1,1,8140,1298,0.678333,0.355288,-6.014071,4.163435,0.200246,13.000
random,log_random_filtered,3870294018,1,1,8150,1301,0.679167,0.308162,-7.317832,4.317401,0.198022,13.000
random,log_random_filtered,3870294018,1,1,8160,1302,0.680000,0.328146,-7.000858,4.225558,0.225233,13.000
random,log_random_filtered,3870294018,1,1,8170,1305,0.680833,0.364049,-5.640525,4.042202,0.310804,10.000
random,log_random_filtered,3870294018,1,1,8180,1306,0.681667,0.378846,-6.613917,4.074128,0.300777,11.000
random,log_random_filtered,3870294018,1,1,8190,1309,0.682500,0.396883,-5.363533,3.967768,0.275447,13.000
random,log_random_filtered,3870294018,1,1,8200,1311,0.683333,0.380456,-6.187217,4.278383,0.221417,13.000
random,log_random_filtered,3870294018,1,1,8210,1312,0.684167,0.402971,-5.100446,4.197676,0.239514,12.000
random,log_random_filtered,3870294018,1,1,8220,1313,0.685000,0.360695,-6.199692,4.372332,0.200409,14.000
random,log_random_filtered,3870294018,1,1,8230,1315,0.685833,0.379685,-4.864708,4.256130,0.216826,13.000
random,log_random_filtered,3870294018,1,1,8240,1316,0.686667,0.386326,-5.162598,4.303595,0.195813,13.000
random,log_random_filtered,3870294018,1,1,8250,1316,0.687500,0.386326,-5.162598,4.303595,0.195813,13.000
random,log_random_filtered,3870294018,1,1,8260,1318,0.688333,0.382906,-4.545514,4.303594,0.222251,13.000
random,log_random_filtered,3870294018,1,1,8270,1321,0.689167,0.372771,-5.939082,4.331060,0.197524,13.000
random,log_random_filtered,3870294018,1,1,8280,1322,0.690000,0.385824,-6.559570,4.397543,0.214191,14.000
random,log_random_filtered,3870294018,1,1,8290,1324,0.690833,0.391889,-5.692088,4.247910,0.245447,13.000
random,log_random_filtered,3870294018,1,1,8300,1325,0.691667,0.354544,-7.586189,4.400375,0.200797,14.000
random,log_random_filtered,3870294018,1,1,8310,1326,0.692500,0.348869,-7.488935,4.407567,0.200776,14.000
random,log_random_filtered,3870294018,1,1,8320,1326,0.693333,0.348869,-7.488935,4.407567,0.200776,14.000
random,log_random_filtered,3870294018,1,1,8330,1329,0.694167,0.375029,-5.012083,4.224741,0.225320,13.000
random,log_random_filtered,3870294018,1,1,8340,1331,0.695000,0.364822,-5.707170,4.393182,0.193382,14.000
random,log_random_filtered,3870294018,1,1,8350,1333,0.695833,0.329159,-5.523237,4.380102,0.190095,14.000
random,log_random_filtered,3870294018,1,1,8360,1333,0.696667,0.329159,-5.523237,4.380102,0.190095,14.000
random,log_random_filtered,3870294018,1,1,8370,1335,0.697500,0.322448,-4.992079,4.198335,0.187136,13.000
random,log_random_filtered,3870294018,1,1,8380,1335,0.698333,0.317187,-6.206687,4.279912,0.176164,14.000
random,log_random_filtered,3870294018,1,1,8390,1337,0.699167,0.290367,-7.184402,4.283320,0.188909,14.000
random,log_random_filtered,3870294018,1,1,8400,1339,0.700000,0.284973,-7.796737,4.349803,0.179653,14.000
random,log_random_filtered,3870294018,1,1,8410,1340,0.700833,0.307514,-6.888932,4.305849,0.169166,14.000
random,log_random_filtered,3870294018,1,1,8420,1342,0.701667,0.366232,-5.786230,4.267407,0.188306,13.000
random,log_random_filtered,3870294018,1,1,8430,1344,0.702500,0.396032,-5.259645,4.294296,0.189102,13.000
random,log_random_filtered,3870294018,1,1,8440,1346,0.703333,0.394307,-5.334771,4.339781,0.197147,13.000
random,log_random_filtered,3870294018,1,1,8450,1347,0.704167,0.412117,-4.316834,4.195098,0.214266,12.000
random,log_random_filtered,3870294018,1,1,8460,1348,0.705000,0.428999,-4.677676,4.173459,0.251474,13.000
random,log_random_filtered,3870294018,1,1,8470,1348,0.705833,0.428999,-4.677676,4.173459,0.251474,13.000
random,log_random_filtered,3870294018,1,1,8480,1349,0.706667,0.418597,-5.902671,4.133138,0.248262,13.000
random,log_random_filtered,3870294018,1,1,8490,1350,0.707500,0.398687,-6.074551,4.088942,0.297507,13.000
random,log_random_filtered,3870294018,1,1,8500,1351,0.708333,0.376176,-6.359828,4.118753,0.287487,12.000
random,log_random_filtered,3870294018,1,1,8510,1352,0.709167,0.367469,-6.856168,4.210355,0.276539,12.000
random,log_random_filtered,3870294018,1,1,8520,1355,0.710000,0.337302,-6.620133,4.272478,0.269163,13.000
random,log_random_filtered,3870294018,1,1,8530,1358,0.710833,0.324432,-7.214092,4.326698,0.200894,14.000
random,log_random_filtered,3870294018,1,1,8540,1358,0.711667,0.324432,-7.214092,4.326698,0.200894,14.000
random,log_random_filtered,3870294018,1,1,8550,1358,0.712500,0.324432,-7.214092,4.326698,0.200894,14.000
random,log_random_filtered,3870294018,1,1,8560,1360,0.713333,0.311604,-7.559158,4.326697,0.161674,14.000
random,log_random_filtered,3870294018,1,1,8570,1360,0.714167,0.311604,-7.559158,4.326697,0.161674,14.000
random,log_random_filtered,3870294018,1,1,8580,1363,0.715000,0.304191,-7.460164,4.352636,0.151315,14.000
random,log_random_filtered,3870294018,1,1,8590,1364,0.715833,0.307660,-6.729900,4.372908,0.161170,14.000
random,log_random_filtered,3870294018,1,1,8600,1365,0.716667,0.302027,-6.615493,4.333891,0.160236,14.000
random,log_random_filtered,3870294018,1,1,8610,1366,0.717500,0.303326,-6.575220,4.364188,0.180138,14.000
random,log_random_filtered,3870294018,1,1,8620,1367,0.718333,0.292811,-6.666981,4.319508,0.179637,14.000
random,log_random_filtered,3870294018,1,1,8630,1369,0.719167,0.300304,-7.958639,4.319506,0.214890,14.000
random,log_random_filtered,3870294018,1,1,8640,1371,0.720000,0.320803,-6.141261,4.261113,0.230524,13.000
random,log_random_filtered,3870294018,1,1,8650,1374,0.720833,0.337858,-5.841149,4.280488,0.226284,14.000
random,log_random_filtered,3870294018,1,1,8660,1374,0.721667,0.337858,-5.841149,4.280488,0.226284,14.000
random,log_random_filtered,3870294018,1,1,8670,1375,0.722500,0.317241,-5.607740,4.368549,0.183387,14.000
random,log_random_filtered,3870294018,1,1,8680,1377,0.723333,0.343311,-4.691471,4.206554,0.216427,13.000
random,log_random_filtered,3870294018,1,1,8690,1378,0.724167,0.332919,-5.458103,4.238640,0.234426,14.000
random,log_random_filtered,3870294018,1,1,8700,1380,0.725000,0.345616,-5.310544,4.158498,0.285102,14.000
random,log_random_filtered,3870294018,1,1,8710,1382,0.725833,0.347358,-6.189132,4.193156,0.249496,14.000
random,log_random_filtered,3870294018,1,1,8720,1385,0.726667,0.335181,-7.309550,4.283321,0.228249,14.000
random,log_random_filtered,3870294018,1,1,8730,1386,0.727500,0.332964,-7.601483,4.338252,0.211204,14.000
random,log_random_filtered,3870294018,1,1,8740,1387,0.728333,0.365014,-8.216745,4.312316,0.175133,14.000
random,log_random_filtered,3870294018,1,1,8750,1387,0.729167,0.365014,-8.216745,4.312316,0.175133,14.000
random,log_random_filtered,3870294018,1,1,8760,1388,0.730000,0.367466,-8.936330,4.245831,0.146597,14.000
random,log_random_filtered,3870294018,1,1,8770,1389,0.730833,0.335388,-9.020738,4.290513,0.145254,14.000
random,log_random_filtered,3870294018,1,1,8780,1391,0.731667,0.338589,-7.874282,4.225559,0.142165,14.000
random,log_random_filtered,3870294018,1,1,8790,1394,0.732500,0.330095,-7.400817,4.276128,0.175474,14.000
random,log_random_filtered,3870294018,1,1,8800,1396,0.733333,0.346414,-6.224727,4.130573,0.189148,13.000
random,log_random_filtered,3870294018,1,1,8810,1396,0.734167,0.354794,-6.350706,4.172156,0.183597,14.000
random,log_random_filtered,3870294018,1,1,8820,1398,0.735000,0.328480,-5.912952,4.197515,0.224050,14.000
random,log_random_filtered,3870294018,1,1,8830,1399,0.735833,0.332402,-5.193628,4.161330,0.235518,13.000
random,log_random_filtered,3870294018,1,1,8840,1399,0.736667,0.332402,-5.193628,4.161330,0.235518,13.000
random,log_random_filtered,3870294018,1,1,8850,1400,0.737500,0.351377,-4.738457,4.051693,0.250798,13.000
random,log_random_filtered,3870294018,1,1,8860,1403,0.738333,0.364501,-5.358082,4.172883,0.237659,13.000
random,log_random_filtered,3870294018,1,1,8870,1404,0.739167,0.361048,-5.104741,4.264001,0.197804,13.000
random,log_random_filtered,3870294018,1,1,8880,1405,0.740000,0.377874,-4.193676,4.139881,0.212961,12.000
random,log_random_filtered,3870294018,1,1,8890,1407,0.740833,0.357849,-4.987839,4.187251,0.218485,13.000
random,log_random_filtered,3870294018,1,1,8900,1411,0.741667,0.353916,-4.473199,4.166286,0.238841,13.000
random,log_random_filtered,3870294018,1,1,8910,1412,0.742500,0.336255,-6.206969,4.303017,0.211648,14.000
random,log_random_filtered,3870294018,1,1,8920,1413,0.743333,0.341379,-6.345212,4.243725,0.191473,14.000
random,log_random_filtered,3870294018,1,1,8930,1415,0.744167,0.329556,-6.325787,4.164539,0.193351,13.000
random,log_random_filtered,3870294018,1,1,8940,1417,0.745000,0.327780,-7.278951,4.238639,0.224937,14.000
random,log_random_filtered,3870294018,1,1,8950,1417,0.745833,0.327780,-7.278951,4.238639,0.224937,14.000
random,log_random_filtered,3870294018,1,1,8960,1418,0.746667,0.322098,-7.226245,4.315146,0.211427,14.000
random,log_random_filtered,3870294018,1,1,8970,1421,0.747500,0.382497,-4.106981,3.977370,0.254416,12.000
random,log_random_filtered,3870294018,1,1,8980,1424,0.748333,0.454088,-5.372177,3.989719,0.212004,14.000
random,log_random_filtered,3870294018,1,1,8990,1425,0.749167,0.441786,-4.656030,3.950229,0.189700,14.000
random,log_random_filtered,3870294018,1,1,9000,1426,0.750000,0.403380,-5.352782,4.157921,0.175528,15.000
random,log_random_filtered,3870294018,1,1,9010,1428,0.750833,0.409147,-5.330800,4.225558,0.201998,14.000
random,log_random_filtered,3870294018,1,1,9020,1432,0.751667,0.331400,-6.042944,4.338250,0.198597,14.000
random,log_random_filtered,3870294018,1,1,9030,1432,0.752500,0.331400,-6.042944,4.338250,0.198597,14.000
random,log_random_filtered,3870294018,1,1,9040,1434,0.753333,0.348745,-4.848717,4.256129,0.207118,13.000
random,log_random_filtered,3870294018,1,1,9050,1434,0.754167,0.337585,-5.738796,4.338251,0.184432,14.000
random,log_random_filtered,3870294018,1,1,9060,1438,0.755000,0.366387,-5.739886,4.248086,0.197911,13.000
random,log_random_filtered,3870294018,1,1,9070,1438,0.755833,0.366387,-5.739886,4.248086,0.197911,13.000
random,log_random_filtered,3870294018,1,1,9080,1440,0.756667,0.368089,-5.262733,4.200346,0.211192,13.000
random,log_random_filtered,3870294018,1,1,9090,1440,0.757500,0.368089,-5.262733,4.200346,0.211192,13.000
random,log_random_filtered,3870294018,1,1,9100,1442,0.758333,0.368762,-4.920542,4.111709,0.253100,13.000
random,log_random_filtered,3870294018,1,1,9110,1442,0.759167,0.368762,-4.920542,4.111709,0.253100,13.000
random,log_random_filtered,3870294018,1,1,9120,1442,0.760000,0.368762,-4.920542,4.111709,0.253100,13.000
random,log_random_filtered,3870294018,1,1,9130,1444,0.760833,0.382109,-4.896432,4.190323,0.233345,13.000
random,log_random_filtered,3870294018,1,1,9140,1447,0.761667,0.388007,-4.966210,4.016810,0.214237,13.000
random,log_random_filtered,3870294018,1,1,9150,1449,0.762500,0.364507,-5.548654,4.139902,0.193160,14.000
random,log_random_filtered,3870294018,1,1,9160,1449,0.763333,0.364507,-5.548654,4.139902,0.193160,14.000
random,log_random_filtered,3870294018,1,1,9170,1452,0.764167,0.324572,-6.736489,4.338251,0.222344,13.000
random,log_random_filtered,3870294018,1,1,9180,1454,0.765000,0.287137,-7.725921,4.427840,0.182037,14.000
random,log_random_filtered,3870294018,1,1,9190,1456,0.765833,0.289500,-7.295935,4.388822,0.156108,14.000
random,log_random_filtered,3870294018,1,1,9200,1457,0.766667,0.290942,-7.656216,4.430672,0.136834,14.000
random,log_random_filtered,3870294018,1,1,9210,1459,0.767500,0.293832,-7.095070,4.379525,0.134271,15.000
random,log_random_filtered,3870294018,1,1,9220,1461,0.768333,0.318325,-7.461961,4.335421,0.139021,15.000
random,log_random_filtered,3870294018,1,1,9230,1463,0.769167,0.301300,-7.170286,4.388824,0.169405,14.000
random,log_random_filtered,3870294018,1,1,9240,1464,0.770000,0.321476,-6.462661,4.316674,0.145983,14.000
random,log_random_filtered,3870294018,1,1,9250,1467,0.770833,0.326340,-7.049096,4.196362,0.182871,14.000
random,log_random_filtered,3870294018,1,1,9260,1471,0.771667,0.334759,-7.090219,4.118660,0.228571,14.000
random,log_random_filtered,3870294018,1,1,9270,1472,0.772500,0.325695,-6.854739,4.215443,0.231586,14.000
random,log_random_filtered,3870294018,1,1,9280,1472,0.773333,0.325695,-6.854739,4.215443,0.231586,14.000
random,log_random_filtered,3870294018,1,1,9290,1472,0.774167,0.325695,-6.854739,4.215443,0.231586,14.000
random,log_random_filtered,3870294018,1,1,9300,1474,0.775000,0.300276,-7.027459,4.297128,0.220594,14.000
random,log_random_filtered,3870294018,1,1,9310,1477,0.775833,0.295186,-5.988788,4.254382,0.196190,13.000
random,log_random_filtered,3870294018,1,1,9320,1478,0.776667,0.265269,-7.711864,4.348275,0.157964,15.000
random,log_random_filtered,3870294018,1,1,9330,1481,0.777500,0.243524,-6.519830,4.313924,0.162767,14.000
random,log_random_filtered,3870294018,1,1,9340,1484,0.778333,0.286569,-6.438304,4.411928,0.164248,15.000
random,log_random_filtered,3870294018,1,1,9350,1484,0.779167,0.286569,-6.438304,4.411928,0.164248,15.000
random,log_random_filtered,3870294018,1,1,9360,1484,0.780000,0.286569,-6.438304,4.411928,0.164248,15.000
random,log_random_filtered,3870294018,1,1,9370,1485,0.780833,0.297553,-5.586189,4.332110,0.176701,14.000
random,log_random_filtered,3870294018,1,1,9380,1489,0.781667,0.318934,-7.344218,4.398847,0.205656,14.000
random,log_random_filtered,3870294018,1,1,9390,1491,0.782500,0.304072,-7.399753,4.356997,0.215198,14.000
random,log_random_filtered,3870294018,1,1,9400,1492,0.783333,0.313407,-6.910186,4.368549,0.197572,14.000
random,log_random_filtered,3870294018,1,1,9410,1494,0.784167,0.309006,-5.800972,4.267585,0.179217,13.000
random,log_random_filtered,3870294018,1,1,9420,1495,0.785000,0.292521,-6.608701,4.387294,0.156956,14.000
random,log_random_filtered,3870294018,1,1,9430,1497,0.785833,0.341337,-6.607570,4.213429,0.163707,15.000
random,log_random_filtered,3870294018,1,1,9440,1497,0.786667,0.341337,-6.607570,4.213429,0.163707,15.000
random,log_random_filtered,3870294018,1,1,9450,1499,0.787500,0.326248,-5.923226,4.232960,0.159933,14.000
random,log_random_filtered,3870294018,1,1,9460,1501,0.788333,0.330717,-6.791115,4.236534,0.150331,15.000
random,log_random_filtered,3870294018,1,1,9470,1504,0.789167,0.336228,-6.680727,4.193733,0.166712,14.000
