interval_semitones
11.129992
11.429993
4.800007
8.190010
0.269995
8.700005
7.110008
3.989994
1.859991
7.619991
0.839996
7.260006
1.440010
1.500000
2.339996
4.079990
2.399998
11.430004
10.260006
3.630009
2.399992
1.590008
10.769995
0.300001
3.930000
7.320002
10.859997
7.829996
6.240000
4.860003
2.730000
3.510000
10.289995
6.389997
0.570002
0.629990
3.210005
7.050001
8.729994
10.559998
9.389999
2.760002
8.730000
0.719999
0.359997
4.230000
7.620003
11.159998
8.129997
6.540001
4.560001
2.429998
3.810001
10.589996
6.689999
0.870003
0.929993
2.910004
7.350002
9.029995
10.859997
9.689999
3.060001
9.030001
1.020000
0.659998
8.609997
5.070002
8.100002
9.689999
8.790001
6.659996
0.419998
5.640003
9.540001
3.359997
3.300007
7.140003
8.879997
7.200005
5.370003
6.540001
1.169998
7.199999
3.209999
3.570002
8.460005
0.509995
1.080002
0.180004
10.050003
3.810001
9.030006
0.930004
6.750000
5.309990
10.530006
0.270000
10.590008
3.239994
2.069996
7.439999
10.590002
6.600002
6.960005
8.969999
7.380003
3.719999
1.589996
4.650003
11.429998
7.530001
1.710005
1.769995
2.070002
8.190004
9.869997
11.699999
10.530001
3.900003
2.129997
1.860003
1.500000
1.589996
0.689999
10.559998
4.319996
9.540001
1.439999
7.259995
4.799995
11.040001
0.779995
11.100002
2.730000
1.560001
6.930004
11.099997
7.109997
7.469999
11.100002
8.970001
2.730000
7.950005
0.149998
5.669998
6.389992
9.450005
11.189999
9.510006
4.319996
3.149998
8.520000
9.510000
5.520000
5.880003
2.130003
8.370003
3.149998
11.250000
5.430004
5.489994
1.649998
11.910004
1.589996
3.419998
2.250000
7.620003
1.590002
5.580002
5.219999
6.240000
1.019995
9.119995
3.300001
3.359993
0.480005
9.780001
11.459993
1.289993
0.119995
5.489998
11.459999
3.449999
3.089996
6.779995
2.879997
9.060001
9.119991
6.720005
3.540001
5.219994
7.049995
5.879997
11.250000
6.780001
9.209999
3.150003
8.100002
2.280006
2.339996
1.500000
3.239994
1.560001
0.270000
11.100002
4.470005
1.559996
2.430004
9.929998
5.819996
6.239994
9.600002
11.339996
9.660004
4.169998
3.000000
8.370003
9.659998
5.669998
6.030001
0.059990
3.780006
5.520000
3.840008
9.989994
8.819996
2.189999
3.840002
0.149998
0.210005
3.839996
5.579990
3.899998
2.069996
3.239994
2.130009
3.899992
11.909992
0.269995
10.260006
11.939999
1.770000
0.600002
5.970005
11.940004
3.930004
3.570002
1.679993
3.509995
2.339996
7.709999
10.320002
5.669998
6.690004
1.830002
0.660004
6.030006
11.999994
3.990005
8.369997
1.169998
4.200005
1.829996
9.839996
10.199999
5.370003
0.659998
8.669998
9.030001
6.030001
2.040001
2.400003
3.990000
3.629997
0.360003
