step,agent_id,semitones,c_level
65,9,-4.013180,0.866862
66,9,-4.013180,0.863384
67,9,-4.013180,0.858911
68,9,-4.013180,0.857514
69,9,-4.013180,0.860796
70,9,-4.013180,0.860796
71,9,-4.013180,0.857514
72,9,-4.013180,0.857514
73,9,-4.013180,0.859743
74,9,-4.013180,0.859743
75,9,-4.013180,0.857514
76,9,-4.013180,0.857514
77,9,-4.013180,0.861794
78,9,-4.013180,0.861794
79,9,-4.013180,0.857514
80,9,-4.013180,0.857514
81,9,-4.013180,0.859743
82,9,-4.013180,0.859743
83,9,-4.013180,0.857514
84,9,-4.013180,0.857514
85,9,-4.013180,0.861794
86,9,-4.013180,0.861794
87,9,-4.013180,0.857514
88,9,-4.013180,0.857514
89,9,-4.013180,0.860796
90,9,-4.013180,0.860796
91,9,-4.013180,0.856162
92,9,-4.013180,0.856162
93,9,-4.013180,0.860796
94,9,-4.013180,0.860796
95,9,-4.013180,0.857514
96,9,-4.013180,0.857514
97,9,-4.013180,0.860796
98,9,-4.013180,0.860796
99,9,-4.013180,0.857292
0,10,6.396824,0.810401
1,10,6.486820,0.798496
2,10,6.486820,0.799137
3,10,6.636818,0.823471
4,10,6.636818,0.824584
5,10,6.546822,0.721335
6,10,6.546822,0.719002
7,10,6.426819,0.776644
8,10,6.426819,0.787855
9,10,6.336823,0.786674
10,10,6.336823,0.841783
11,10,6.126823,0.831867
12,10,6.126823,0.870192
13,10,6.276821,0.753382
14,10,6.276821,0.771555
15,10,6.036816,0.746378
16,10,6.036816,0.731163
17,10,6.096817,0.759562
18,10,6.096817,0.781125
19,10,6.246815,0.738654
20,10,6.246815,0.755114
21,10,6.036816,0.755232
22,10,6.036816,0.679032
23,10,6.126823,0.700002
24,10,6.126823,0.720231
25,10,5.946819,0.704657
26,10,5.946819,0.724432
27,10,6.006821,0.703701
28,10,6.006821,0.740723
29,10,6.126823,0.740342
30,10,6.126823,0.739991
31,10,5.946819,0.717028
32,10,5.946819,0.729080
33,10,6.006821,0.710598
34,10,6.006821,0.671804
35,10,5.796822,0.717519
36,10,5.796822,0.698690
37,10,5.766815,0.668222
38,10,5.766815,0.668831
39,10,5.706814,0.696176
40,10,5.706814,0.728548
41,10,5.556816,0.677325
42,10,5.556816,0.658435
43,10,5.586823,0.668796
44,10,5.586823,0.712876
45,10,5.736820,0.740448
46,10,5.736820,0.735586
47,10,5.496815,0.689613
48,10,5.496815,0.694389
49,10,5.736820,0.729355
50,10,5.736820,0.659494
51,10,5.976826,0.729580
52,10,5.976826,0.752925
53,10,5.976826,0.761030
54,10,5.976826,0.758091
55,10,5.976826,0.771093
56,10,5.976826,0.783122
57,10,5.946819,0.750252
58,10,5.946819,0.768196
59,10,5.946819,0.772104
60,10,5.946819,0.776931
61,10,5.946819,0.780831
62,10,5.946819,0.790954
63,10,5.946819,0.795686
64,10,5.946819,0.797009
65,10,5.946819,0.788620
66,10,5.946819,0.788079
67,10,5.946819,0.792806
68,10,5.946819,0.790666
69,10,5.946819,0.784639
70,10,5.946819,0.784639
71,10,5.946819,0.790666
72,10,5.946819,0.790666
73,10,5.946819,0.791763
74,10,5.946819,0.791763
75,10,5.946819,0.790666
76,10,5.946819,0.790666
77,10,5.946819,0.786764
78,10,5.946819,0.786764
79,10,5.946819,0.790666
80,10,5.946819,0.790666
81,10,5.946819,0.791763
82,10,5.946819,0.791763
83,10,5.946819,0.790666
84,10,5.946819,0.790666
85,10,5.946819,0.786764
86,10,5.946819,0.786764
87,10,5.946819,0.790666
88,10,5.946819,0.790666
89,10,5.946819,0.784639
90,10,5.946819,0.784639
91,10,5.946819,0.794117
92,10,5.946819,0.794117
93,10,5.946819,0.784639
94,10,5.946819,0.784639
95,10,5.946819,0.790666
96,10,5.946819,0.790666
97,10,5.946819,0.784639
98,10,5.946819,0.784639
99,10,5.946819,0.791469
0,11,9.456814,0.734719
1,11,9.456814,0.672526
2,11,9.486820,0.698560
3,11,9.486820,0.719987
4,11,9.456814,0.701474
5,11,9.456814,0.697342
6,11,9.336811,0.764101
7,11,9.336811,0.785192
8,11,9.186825,0.783304
9,11,9.186825,0.783091
10,11,9.426819,0.859748
11,11,9.426819,0.834791
12,11,9.306828,0.813484
13,11,9.306828,0.736877
14,11,9.546822,0.819903
15,11,9.546822,0.852199
16,11,9.306828,0.744457
17,11,9.306828,0.755283
18,11,9.246815,0.817060
19,11,9.246815,0.808466
20,11,9.126812,0.741749
21,11,9.126812,0.730919
22,11,9.096817,0.686143
23,11,9.096817,0.685699
24,11,9.216820,0.754892
25,11,9.216820,0.713493
26,11,9.276821,0.683423
27,11,9.276821,0.714564
28,11,9.366817,0.742220
29,11,9.366817,0.714104
30,11,9.156818,0.738371
31,11,9.156818,0.755418
32,11,9.306828,0.697594
33,11,9.306828,0.706348
34,11,9.096817,0.836363
35,11,9.096817,0.831707
36,11,9.186825,0.868758
37,11,9.186825,0.872441
38,11,8.976826,0.874007
39,11,8.976826,0.874034
40,11,9.066822,0.833812
41,11,9.066822,0.844144
42,11,8.916813,0.841877
43,11,8.916813,0.831541
44,11,8.976826,0.712199
45,11,8.976826,0.736546
46,11,9.066822,0.683624
47,11,9.066822,0.686063
48,11,9.036816,0.673843
49,11,9.036816,0.685347
50,11,9.156818,0.689080
51,11,9.156818,0.683933
52,11,9.186825,0.697633
53,11,9.186825,0.688409
54,11,9.186825,0.677608
55,11,9.186825,0.674305
56,11,9.186825,0.684828
57,11,9.186825,0.681087
58,11,9.186825,0.667175
59,11,9.186825,0.666579
60,11,9.186825,0.677432
61,11,9.186825,0.674033
62,11,9.186825,0.666375
63,11,9.186825,0.665494
64,11,9.186825,0.671748
65,11,9.186825,0.670731
66,11,9.186825,0.668758
67,11,9.186825,0.667907
68,11,9.186825,0.669625
69,11,9.186825,0.669419
70,11,9.186825,0.669419
71,11,9.186825,0.669625
72,11,9.186825,0.669625
73,11,9.186825,0.668008
74,11,9.186825,0.668008
75,11,9.186825,0.669625
76,11,9.186825,0.669625
77,11,9.186825,0.670053
78,11,9.186825,0.670053
79,11,9.186825,0.669625
80,11,9.186825,0.669625
81,11,9.186825,0.668008
82,11,9.186825,0.668008
83,11,9.186825,0.669625
84,11,9.186825,0.669625
85,11,9.186825,0.670053
86,11,9.186825,0.670053
87,11,9.186825,0.669625
88,11,9.186825,0.669625
89,11,9.186825,0.669419
90,11,9.186825,0.669419
91,11,9.186825,0.668082
92,11,9.186825,0.668082
93,11,9.186825,0.669419
94,11,9.186825,0.669419
95,11,9.186825,0.669625
96,11,9.186825,0.669625
97,11,9.186825,0.669419
98,11,9.186825,0.669419
99,11,9.186825,0.669210
0,12,-6.203178,0.731285
1,12,-6.233185,0.709048
2,12,-6.233185,0.716273
3,12,-6.473179,0.748940
4,12,-6.473179,0.763360
5,12,-6.323181,0.823147
6,12,-6.323181,0.805614
7,12,-6.233185,0.745324
8,12,-6.233185,0.751517
9,12,-6.143177,0.763653
10,12,-6.143177,0.798195
11,12,-6.323181,0.870373
12,12,-6.323181,0.875781
13,12,-6.413177,0.791237
14,12,-6.413177,0.792576
15,12,-6.653183,0.806415
16,12,-6.653183,0.777762
17,12,-6.713184,0.824310
18,12,-6.713184,0.791999
19,12,-6.533180,0.754397
20,12,-6.533180,0.754114
21,12,-6.593182,0.744608
22,12,-6.593182,0.670679
23,12,-6.383183,0.704912
24,12,-6.383183,0.719448
25,12,-6.533180,0.707848
26,12,-6.533180,0.757701
27,12,-6.623177,0.724928
28,12,-6.623177,0.729649
29,12,-6.863182,0.731139
30,12,-6.863182,0.735437
31,12,-6.773180,0.714983
32,12,-6.773180,0.711214
33,12,-6.653183,0.829572
34,12,-6.653183,0.793009
35,12,-6.863182,0.737244
36,12,-6.863182,0.732685
37,12,-6.773180,0.779944
38,12,-6.773180,0.766349
39,12,-6.653183,0.735213
40,12,-6.653183,0.768603
41,12,-6.863182,0.821690
42,12,-6.863182,0.811529
43,12,-7.103182,0.696123
44,12,-7.103182,0.733489
45,12,-7.313181,0.700495
46,12,-7.313181,0.689239
47,12,-7.193184,0.741536
48,12,-7.193184,0.745996
49,12,-7.073181,0.740076
50,12,-7.073181,0.674210
51,12,-7.163177,0.781492
52,12,-7.163177,0.768918
53,12,-7.163177,0.834156
54,12,-7.163177,0.831174
55,12,-7.163177,0.836169
56,12,-7.163177,0.839890
57,12,-7.163177,0.837412
58,12,-7.163177,0.834778
59,12,-7.163177,0.837454
60,12,-7.163177,0.838834
61,12,-7.163177,0.832387
62,12,-7.163177,0.834280
63,12,-7.163177,0.833835
64,12,-7.163177,0.836596
65,12,-7.163177,0.837606
66,12,-7.163177,0.836558
67,12,-7.163177,0.836140
68,12,-7.163177,0.837307
69,12,-7.163177,0.836484
70,12,-7.163177,0.836484
71,12,-7.163177,0.837307
72,12,-7.163177,0.837307
73,12,-7.163177,0.822785
74,12,-7.163177,0.822785
75,12,-7.163177,0.837307
76,12,-7.163177,0.837307
77,12,-7.163177,0.834495
78,12,-7.163177,0.834495
79,12,-7.163177,0.837307
80,12,-7.163177,0.837307
81,12,-7.163177,0.822785
82,12,-7.163177,0.822785
83,12,-7.163177,0.837307
84,12,-7.163177,0.837307
85,12,-7.163177,0.834495
86,12,-7.163177,0.834495
87,12,-7.163177,0.837307
88,12,-7.163177,0.837307
89,12,-7.163177,0.836484
90,12,-7.163177,0.836484
91,12,-7.163177,0.826275
92,12,-7.163177,0.826275
93,12,-7.163177,0.836484
94,12,-7.163177,0.836484
95,12,-7.163177,0.837307
96,12,-7.163177,0.837307
97,12,-7.163177,0.836484
98,12,-7.163177,0.836484
99,12,-7.163177,0.834054
0,13,-2.273180,0.809114
1,13,-2.273180,0.748677
2,13,-2.453178,0.721889
3,13,-2.453178,0.739875
4,13,-2.393177,0.759976
5,13,-2.393177,0.752723
6,13,-2.213184,0.832134
7,13,-2.213184,0.860833
8,13,-1.973179,0.874233
9,13,-1.973179,0.874037
10,13,-2.213184,0.827361
11,13,-2.213184,0.799189
12,13,-2.243179,0.764617
13,13,-2.243179,0.745843
14,13,-2.423183,0.813091
15,13,-2.423183,0.831246
16,13,-2.573181,0.818973
17,13,-2.573181,0.846179
18,13,-2.483185,0.736700
19,13,-2.483185,0.737291
20,13,-2.363182,0.792174
21,13,-2.363182,0.806177
22,13,-2.183178,0.874785
23,13,-2.183178,0.874776
24,13,-2.093182,0.874693
25,13,-2.093182,0.870778
26,13,-2.333181,0.842236
27,13,-2.333181,0.856576
28,13,-2.543180,0.857967
29,13,-2.543180,0.809947
30,13,-2.783180,0.863141
31,13,-2.783180,0.834198
32,13,-3.023180,0.831423
33,13,-3.023180,0.836863
34,13,-2.933178,0.868885
35,13,-2.933178,0.871097
36,13,-2.813181,0.875664
37,13,-2.813181,0.875478
38,13,-3.023180,0.875404
39,13,-3.023180,0.870032
40,13,-2.903183,0.875598
41,13,-2.903183,0.875466
42,13,-3.113182,0.874348
43,13,-3.113182,0.868432
44,13,-3.323181,0.853038
45,13,-3.323181,0.858315
46,13,-3.563181,0.876066
47,13,-3.563181,0.875971
48,13,-3.803181,0.869527
49,13,-3.803181,0.866925
50,13,-4.013180,0.863883
51,13,-4.013180,0.865120
52,13,-4.013180,0.867036
53,13,-4.013180,0.865514
54,13,-4.013180,0.862859
55,13,-4.013180,0.858981
56,13,-4.013180,0.865213
57,13,-4.013180,0.868382
58,13,-4.013180,0.863995
59,13,-4.013180,0.859583
60,13,-4.013180,0.864393
61,13,-4.013180,0.866409
62,13,-4.013180,0.867619
63,13,-4.013180,0.863235
64,13,-4.013180,0.864878
65,13,-4.013180,0.866862
66,13,-4.013180,0.863384
67,13,-4.013180,0.858911
68,13,-4.013180,0.857514
69,13,-4.013180,0.860796
70,13,-4.013180,0.860796
71,13,-4.013180,0.857514
72,13,-4.013180,0.857514
73,13,-4.013180,0.859743
74,13,-4.013180,0.859743
75,13,-4.013180,0.857514
76,13,-4.013180,0.857514
77,13,-4.013180,0.861794
78,13,-4.013180,0.861794
79,13,-4.013180,0.857514
80,13,-4.013180,0.857514
81,13,-4.013180,0.859743
82,13,-4.013180,0.859743
83,13,-4.013180,0.857514
84,13,-4.013180,0.857514
85,13,-4.013180,0.861794
86,13,-4.013180,0.861794
87,13,-4.013180,0.857514
88,13,-4.013180,0.857514
89,13,-4.013180,0.860796
90,13,-4.013180,0.860796
91,13,-4.013180,0.856162
92,13,-4.013180,0.856162
93,13,-4.013180,0.860796
94,13,-4.013180,0.860796
95,13,-4.013180,0.857514
96,13,-4.013180,0.857514
97,13,-4.013180,0.860796
98,13,-4.013180,0.860796
99,13,-4.013180,0.857292
0,14,4.566822,0.752977
1,14,4.446819,0.787164
2,14,4.446819,0.787518
3,14,4.326817,0.774266
4,14,4.326817,0.765031
5,14,4.536816,0.792926
6,14,4.536816,0.767957
7,14,4.446819,0.771959
8,14,4.446819,0.784348
9,14,4.326817,0.778836
10,14,4.326817,0.851393
11,14,4.206814,0.824209
12,14,4.206814,0.860029
13,14,3.966820,0.831216
14,14,3.966820,0.816721
15,14,4.056816,0.808154
16,14,4.056816,0.774253
17,14,4.146824,0.780875
18,14,4.146824,0.755219
19,14,3.936825,0.812864
20,14,3.936825,0.803220
21,14,3.876823,0.747971
22,14,3.876823,0.680498
23,14,3.816822,0.744784
24,14,3.816822,0.761320
25,14,4.026821,0.641043
26,14,4.026821,0.679836
27,14,4.056816,0.678687
28,14,4.056816,0.764938
29,14,4.296822,0.774580
30,14,4.296822,0.786166
31,14,4.476826,0.689910
32,14,4.476826,0.698336
33,14,4.506821,0.721033
34,14,4.506821,0.673406
35,14,4.296822,0.740628
36,14,4.296822,0.742738
37,14,4.086823,0.786662
38,14,4.086823,0.747191
39,14,4.326817,0.658221
40,14,4.326817,0.693182
41,14,4.266815,0.711964
42,14,4.266815,0.678063
43,14,4.146824,0.716946
44,14,4.146824,0.735995
45,14,4.386818,0.746591
46,14,4.386818,0.712376
47,14,4.476826,0.734290
48,14,4.476826,0.709793
49,14,4.536816,0.717018
50,14,4.536816,0.657866
51,14,4.596817,0.591550
52,14,4.596817,0.578961
53,14,4.836823,0.874835
54,14,4.836823,0.874835
55,14,4.836823,0.874993
56,14,4.836823,0.874992
57,14,4.836823,0.874752
58,14,4.836823,0.874805
59,14,4.836823,0.874962
60,14,4.836823,0.874269
61,14,4.836823,0.869977
62,14,4.836823,0.873904
63,14,4.836823,0.871952
64,14,4.836823,0.873222
65,14,4.836823,0.874808
66,14,4.836823,0.874808
67,14,4.836823,0.872901
68,14,4.836823,0.874125
69,14,4.836823,0.874808
70,14,4.836823,0.874808
71,14,4.836823,0.874125
72,14,4.836823,0.874125
73,14,4.836823,0.865396
74,14,4.836823,0.865396
75,14,4.836823,0.874125
76,14,4.836823,0.874125
77,14,4.836823,0.873804
78,14,4.836823,0.873804
79,14,4.836823,0.874125
80,14,4.836823,0.874125
81,14,4.836823,0.865396
82,14,4.836823,0.865396
83,14,4.836823,0.874125
84,14,4.836823,0.874125
85,14,4.836823,0.873804
86,14,4.836823,0.873804
87,14,4.836823,0.874125
88,14,4.836823,0.874125
89,14,4.836823,0.874808
90,14,4.836823,0.874808
91,14,4.836823,0.866355
92,14,4.836823,0.866355
93,14,4.836823,0.874808
94,14,4.836823,0.874808
95,14,4.836823,0.874125
96,14,4.836823,0.874125
97,14,4.836823,0.874808
98,14,4.836823,0.874808
99,14,4.836823,0.871888
0,15,7.746815,0.874947
1,15,7.746815,0.643105
2,15,7.716820,0.666756
3,15,7.716820,0.706735
4,15,7.596817,0.766197
5,15,7.596817,0.763144
6,15,7.836811,0.716817
7,15,7.836811,0.758521
8,15,7.986820,0.749433
9,15,7.986820,0.745068
10,15,7.956814,0.776686
11,15,7.956814,0.832775
12,15,7.866817,0.766517
13,15,7.866817,0.766644
14,15,7.956814,0.721780
15,15,7.956814,0.749932
16,15,7.806828,0.760686
17,15,7.806828,0.780758
18,15,7.716820,0.749931
19,15,7.716820,0.769820
20,15,7.626812,0.756506
21,15,7.626812,0.772033
22,15,7.566822,0.683272
23,15,7.566822,0.662017
24,15,7.716820,0.694285
25,15,7.716820,0.666059
26,15,7.746815,0.698501
27,15,7.746815,0.707204
28,15,7.986820,0.747621
29,15,7.986820,0.696681
30,15,8.046822,0.740023
31,15,8.046822,0.726418
32,15,8.136818,0.721798
33,15,8.136818,0.748201
34,15,7.896824,0.674972
35,15,7.896824,0.684642
36,15,8.016827,0.664062
37,15,8.016827,0.683917
38,15,7.776821,0.675021
39,15,7.776821,0.681394
40,15,7.926819,0.680891
41,15,7.926819,0.689738
42,15,7.686825,0.710008
43,15,7.686825,0.714694
44,15,7.446819,0.712554
45,15,7.446819,0.728889
46,15,7.596817,0.715350
47,15,7.596817,0.724479
48,15,7.716820,0.689355
49,15,7.716820,0.709192
50,15,7.956814,0.811473
51,15,7.956814,0.788355
52,15,7.986820,0.868224
53,15,7.986820,0.860645
54,15,7.986820,0.860806
55,15,7.986820,0.855267
56,15,7.986820,0.860017
57,15,7.986820,0.864943
58,15,7.986820,0.862177
59,15,7.986820,0.856277
60,15,7.986820,0.859687
61,15,7.986820,0.862490
62,15,7.986820,0.866951
63,15,7.986820,0.861139
64,15,7.986820,0.860854
65,15,7.986820,0.864233
66,15,7.986820,0.862657
67,15,7.986820,0.856742
68,15,7.986820,0.855276
69,15,7.986820,0.859959
70,15,7.986820,0.859959
71,15,7.986820,0.855276
72,15,7.986820,0.855276
73,15,7.986820,0.858876
74,15,7.986820,0.858876
75,15,7.986820,0.855276
76,15,7.986820,0.855276
77,15,7.986820,0.860995
78,15,7.986820,0.860995
79,15,7.986820,0.855276
80,15,7.986820,0.855276
81,15,7.986820,0.858876
82,15,7.986820,0.858876
83,15,7.986820,0.855276
84,15,7.986820,0.855276
85,15,7.986820,0.860995
86,15,7.986820,0.860995
87,15,7.986820,0.855276
88,15,7.986820,0.855276
89,15,7.986820,0.859959
90,15,7.986820,0.859959
91,15,7.986820,0.853872
92,15,7.986820,0.853872
93,15,7.986820,0.859959
94,15,7.986820,0.859959
95,15,7.986820,0.855276
96,15,7.986820,0.855276
97,15,7.986820,0.859959
98,15,7.986820,0.859959
99,15,7.986820,0.855045
0,16,-0.773180,0.709233
1,16,-0.983185,0.658380
2,16,-0.983185,0.702829
3,16,-1.073181,0.770689
4,16,-1.073181,0.758576
5,16,-0.833181,0.734739
6,16,-0.833181,0.748246
7,16,-1.073181,0.739543
8,16,-1.073181,0.718044
9,16,-1.013180,0.742596
10,16,-1.013180,0.817586
11,16,-0.803181,0.851711
12,16,-0.803181,0.843542
13,16,-1.043180,0.789366
14,16,-1.043180,0.778134
15,16,-1.253180,0.743000
16,16,-1.253180,0.726390
17,16,-1.313181,0.714061
18,16,-1.313181,0.708852
19,16,-1.343182,0.715496
20,16,-1.343182,0.725245
21,16,-1.313181,0.745014
22,16,-1.313181,0.680430
23,16,-1.343182,0.630952
24,16,-1.343182,0.623451
25,16,-1.343182,0.630467
26,16,-1.343182,0.654405
27,16,-1.343182,0.654981
28,16,-1.343182,0.717086
29,16,-1.493179,0.822950
30,16,-1.493179,0.825476
31,16,-1.733185,0.817780
32,16,-1.733185,0.821791
33,16,-1.973179,0.819975
34,16,-1.973179,0.784889
35,16,-1.883183,0.740687
36,16,-1.883183,0.741356
37,16,-1.763180,0.731779
38,16,-1.763180,0.728708
39,16,-1.973179,0.699660
40,16,-1.973179,0.726934
41,16,-1.883183,0.742581
42,16,-1.883183,0.757539
43,16,-2.063181,0.754871
44,16,-2.063181,0.776053
45,16,-1.973179,0.802203
46,16,-1.973179,0.766296
47,16,-2.183178,0.809018
48,16,-2.183178,0.795931
49,16,-2.063181,0.773677
50,16,-2.063181,0.700677
51,16,-2.183178,0.739354
52,16,-2.183178,0.721305
53,16,-2.183178,0.774098
54,16,-2.183178,0.775151
55,16,-2.183178,0.770164
56,16,-2.183178,0.769903
57,16,-2.183178,0.776991
58,16,-2.183178,0.782069
59,16,-2.183178,0.775831
60,16,-2.183178,0.771938
61,16,-2.183178,0.775076
62,16,-2.183178,0.783501
63,16,-2.183178,0.776353
64,16,-2.183178,0.771403
65,16,-2.183178,0.776909
66,16,-2.183178,0.779192
67,16,-2.183178,0.771993
68,16,-2.183178,0.774049
69,16,-2.183178,0.779814
70,16,-2.183178,0.779814
71,16,-2.183178,0.774049
72,16,-2.183178,0.774049
73,16,-2.183178,0.775374
74,16,-2.183178,0.775374
75,16,-2.183178,0.774049
76,16,-2.183178,0.774049
77,16,-2.183178,0.780110
78,16,-2.183178,0.780110
79,16,-2.183178,0.774049
80,16,-2.183178,0.774049
81,16,-2.183178,0.775374
82,16,-2.183178,0.775374
83,16,-2.183178,0.774049
84,16,-2.183178,0.774049
85,16,-2.183178,0.780110
86,16,-2.183178,0.780110
87,16,-2.183178,0.774049
88,16,-2.183178,0.774049
89,16,-2.183178,0.779814
90,16,-2.183178,0.779814
91,16,-2.183178,0.769888
92,16,-2.183178,0.769888
93,16,-2.183178,0.779814
94,16,-2.183178,0.779814
95,16,-2.183178,0.774049
96,16,-2.183178,0.774049
97,16,-2.183178,0.779814
98,16,-2.183178,0.779814
99,16,-2.183178,0.772976
0,17,9.696819,0.810068
1,17,9.696819,0.780336
2,17,9.936825,0.691863
3,17,9.936825,0.662015
4,17,9.936825,0.707086
5,17,9.936825,0.719343
6,17,9.786816,0.807790
7,17,9.786816,0.842024
8,17,10.026821,0.866794
9,17,10.026821,0.859055
10,17,10.086811,0.809134
11,17,10.086811,0.819010
12,17,9.876812,0.824100
13,17,9.876812,0.788226
14,17,10.026821,0.744306
15,17,10.026821,0.751671
16,17,10.266827,0.724802
17,17,10.266827,0.759084
18,17,10.206814,0.835205
19,17,10.206814,0.840986
20,17,9.966820,0.851680
21,17,9.966820,0.870591
22,17,9.816822,0.871770
23,17,9.816822,0.863458
24,17,9.936825,0.841625
25,17,9.936825,0.824165
26,17,10.116817,0.793078
27,17,10.116817,0.799882
28,17,10.296822,0.780175
29,17,10.296822,0.728616
30,17,10.386818,0.793020
31,17,10.386818,0.782046
32,17,10.146824,0.784330
33,17,10.146824,0.783818
34,17,10.266827,0.783387
35,17,10.266827,0.774374
36,17,10.026821,0.730058
37,17,10.026821,0.732273
38,17,9.816822,0.649555
39,17,9.816822,0.650614
40,17,9.786816,0.657657
41,17,9.786816,0.686472
42,17,10.026821,0.797948
43,17,10.026821,0.812431
44,17,9.816822,0.730676
45,17,9.816822,0.729282
46,17,9.936825,0.750491
47,17,9.936825,0.752650
48,17,10.146824,0.688582
49,17,10.146824,0.698352
50,17,10.296822,0.676506
51,17,10.296822,0.650657
52,17,10.326817,0.654538
53,17,10.326817,0.650634
54,17,10.326817,0.631720
55,17,10.326817,0.634118
56,17,10.296822,0.645972
57,17,10.296822,0.645940
58,17,10.326817,0.628646
59,17,10.326817,0.627833
60,17,10.296822,0.646672
61,17,10.296822,0.645718
62,17,10.296822,0.641389
63,17,10.296822,0.642219
64,17,10.296822,0.643109
65,17,10.296822,0.638421
66,17,10.296822,0.641852
67,17,10.296822,0.642681
68,17,10.296822,0.643057
69,17,10.296822,0.641356
70,17,10.296822,0.641356
71,17,10.296822,0.643057
72,17,10.296822,0.643057
73,17,10.296822,0.642968
74,17,10.296822,0.642968
75,17,10.296822,0.643057
76,17,10.296822,0.643057
77,17,10.296822,0.644157
78,17,10.296822,0.644157
79,17,10.296822,0.643057
80,17,10.296822,0.643057
81,17,10.296822,0.642968
82,17,10.296822,0.642968
83,17,10.296822,0.643057
84,17,10.296822,0.643057
85,17,10.296822,0.644157
86,17,10.296822,0.644157
87,17,10.296822,0.643057
88,17,10.296822,0.643057
89,17,10.296822,0.641356
90,17,10.296822,0.641356
91,17,10.296822,0.645731
92,17,10.296822,0.645731
93,17,10.296822,0.641356
94,17,10.296822,0.641356
95,17,10.296822,0.643057
96,17,10.296822,0.643057
97,17,10.296822,0.641356
98,17,10.296822,0.641356
99,17,10.296822,0.644983
0,18,1.956820,0.722443
1,18,1.746820,0.723936
2,18,1.746820,0.736055
3,18,1.626823,0.815088
4,18,1.626823,0.819824
5,18,1.866817,0.753602
6,18,1.866817,0.720922
7,18,2.106823,0.743226
8,18,2.106823,0.751387
9,18,2.016815,0.739645
10,18,2.016815,0.800457
11,18,1.836823,0.823207
12,18,1.836823,0.833647
13,18,1.986820,0.725392
14,18,1.986820,0.704524
15,18,2.016815,0.719049
16,18,2.016815,0.735708
17,18,1.956820,0.719958
18,18,1.956820,0.675907
19,18,1.956820,0.679639
20,18,1.956820,0.693880
21,18,1.926819,0.754867
22,18,1.926819,0.668969
23,18,1.956820,0.689164
24,18,1.956820,0.690991
25,18,2.076817,0.699542
26,18,2.076817,0.696775
27,18,1.866817,0.695287
28,18,1.866817,0.715641
29,18,1.956820,0.722638
30,18,1.956820,0.733991
31,18,2.046822,0.721488
32,18,2.046822,0.746075
33,18,2.196819,0.735334
34,18,2.196819,0.698555
35,18,1.956820,0.735837
36,18,1.956820,0.738956
37,18,1.776821,0.666640
38,18,1.776821,0.644912
39,18,1.836823,0.681312
40,18,1.836823,0.722542
41,18,1.596817,0.683426
42,18,1.596817,0.670349
43,18,1.806816,0.714387
44,18,1.806816,0.714967
45,18,1.866817,0.749606
46,18,1.866817,0.724849
47,18,2.106823,0.713866
48,18,2.106823,0.684726
49,18,2.256821,0.736451
50,18,2.256821,0.683295
51,18,2.166819,0.807957
52,18,2.166819,0.795164
53,18,2.166819,0.790886
54,18,2.166819,0.789510
55,18,2.166819,0.786182
56,18,2.166819,0.784980
57,18,2.166819,0.777936
58,18,2.166819,0.766311
59,18,2.166819,0.766064
60,18,2.166819,0.773835
61,18,2.166819,0.768683
62,18,2.166819,0.765080
63,18,2.166819,0.766512
64,18,2.166819,0.767856
65,18,2.166819,0.762017
66,18,2.166819,0.779047
67,18,2.166819,0.780469
68,18,2.166819,0.790097
69,18,2.166819,0.787336
70,18,2.166819,0.787336
71,18,2.166819,0.790097
72,18,2.166819,0.790097
73,18,2.166819,0.787207
74,18,2.166819,0.787207
75,18,2.166819,0.790097
76,18,2.166819,0.790097
77,18,2.166819,0.790036
78,18,2.166819,0.790036
79,18,2.166819,0.790097
80,18,2.166819,0.790097
81,18,2.166819,0.787207
82,18,2.166819,0.787207
83,18,2.166819,0.790097
84,18,2.166819,0.790097
85,18,2.166819,0.790036
86,18,2.166819,0.790036
87,18,2.166819,0.790097
88,18,2.166819,0.790097
89,18,2.166819,0.787336
90,18,2.166819,0.787336
91,18,2.166819,0.790937
92,18,2.166819,0.790937
93,18,2.166819,0.787336
94,18,2.166819,0.787336
95,18,2.166819,0.790097
96,18,2.166819,0.790097
97,18,2.166819,0.787336
98,18,2.166819,0.787336
99,18,2.166819,0.791434
0,19,6.636818,0.699536
1,19,6.636818,0.661406
2,19,6.876812,0.652006
3,19,6.876812,0.676894
4,19,6.936825,0.707194
5,19,6.936825,0.699369
6,19,6.696819,0.794694
7,19,6.696819,0.827442
8,19,6.846817,0.766441
9,19,6.846817,0.792020
10,19,6.666813,0.801565
11,19,6.666813,0.777315
12,19,6.696819,0.767392
13,19,6.696819,0.740960
14,19,6.486820,0.874214
15,19,6.486820,0.873120
16,19,6.666813,0.773955
17,19,6.666813,0.787086
18,19,6.546822,0.767913
19,19,6.546822,0.764014
20,19,6.486820,0.782564
21,19,6.486820,0.796218
22,19,6.426819,0.705387
23,19,6.426819,0.720085
24,19,6.576817,0.733747
25,19,6.576817,0.714994
26,19,6.636818,0.737042
27,19,6.636818,0.726651
28,19,6.726826,0.859553
29,19,6.726826,0.808282
30,19,6.546822,0.747280
31,19,6.546822,0.727889
32,19,6.306816,0.760386
33,19,6.306816,0.768451
34,19,6.426819,0.774963
35,19,6.426819,0.766107
36,19,6.546822,0.705223
37,19,6.546822,0.699962
38,19,6.306816,0.734473
39,19,6.306816,0.729684
