env_partials,env_partial_decay,mirror_weight,seed,harmonic_tilt
6,0.600000,0.100,12648451,0.033159
6,0.600000,0.100,12648452,0.040361
6,0.600000,0.100,12648453,0.034533
6,0.600000,0.100,12648454,0.037616
6,0.600000,0.100,12648455,0.037186
6,0.600000,0.100,12648456,0.035421
6,0.600000,0.100,12648457,0.039069
6,0.600000,0.100,12648458,0.030134
6,0.600000,0.100,12648459,0.030989
6,0.600000,0.200,12648440,0.025667
6,0.600000,0.200,12648441,0.032141
6,0.600000,0.200,12648442,0.032128
6,0.600000,0.200,12648443,0.031393
6,0.600000,0.200,12648444,0.030646
6,0.600000,0.200,12648445,0.038294
6,0.600000,0.200,12648446,0.035008
6,0.600000,0.200,12648447,0.035879
6,0.600000,0.200,12648448,0.039964
6,0.600000,0.200,12648449,0.037806
6,0.600000,0.200,12648450,0.033316
6,0.600000,0.200,12648451,0.031038
6,0.600000,0.200,12648452,0.039337
6,0.600000,0.200,12648453,0.030659
6,0.600000,0.200,12648454,0.038730
6,0.600000,0.200,12648455,0.028163
6,0.600000,0.200,12648456,0.033868
6,0.600000,0.200,12648457,0.033987
6,0.600000,0.200,12648458,0.028100
6,0.600000,0.200,12648459,0.035227
6,0.600000,0.300,12648440,0.029161
6,0.600000,0.300,12648441,0.035502
6,0.600000,0.300,12648442,0.036066
6,0.600000,0.300,12648443,0.026613
6,0.600000,0.300,12648444,0.031605
6,0.600000,0.300,12648445,0.033972
6,0.600000,0.300,12648446,0.033122
6,0.600000,0.300,12648447,0.037201
6,0.600000,0.300,12648448,0.038864
6,0.600000,0.300,12648449,0.036817
6,0.600000,0.300,12648450,0.034185
6,0.600000,0.300,12648451,0.033960
6,0.600000,0.300,12648452,0.039243
6,0.600000,0.300,12648453,0.029391
6,0.600000,0.300,12648454,0.039184
6,0.600000,0.300,12648455,0.027773
6,0.600000,0.300,12648456,0.034502
6,0.600000,0.300,12648457,0.028574
6,0.600000,0.300,12648458,0.025954
6,0.600000,0.300,12648459,0.033240
6,0.600000,0.400,12648440,0.027942
6,0.600000,0.400,12648441,0.030623
6,0.600000,0.400,12648442,0.035624
6,0.600000,0.400,12648443,0.028103
6,0.600000,0.400,12648444,0.032151
6,0.600000,0.400,12648445,0.033786
6,0.600000,0.400,12648446,0.031453
6,0.600000,0.400,12648447,0.034170
6,0.600000,0.400,12648448,0.038275
6,0.600000,0.400,12648449,0.035425
6,0.600000,0.400,12648450,0.036983
6,0.600000,0.400,12648451,0.033960
6,0.600000,0.400,12648452,0.038494
6,0.600000,0.400,12648453,0.032758
6,0.600000,0.400,12648454,0.034074
6,0.600000,0.400,12648455,0.028996
6,0.600000,0.400,12648456,0.034347
6,0.600000,0.400,12648457,0.026605
6,0.600000,0.400,12648458,0.027537
6,0.600000,0.400,12648459,0.031768
6,0.600000,0.500,12648440,0.027857
6,0.600000,0.500,12648441,0.038424
6,0.600000,0.500,12648442,0.034738
6,0.600000,0.500,12648443,0.033746
6,0.600000,0.500,12648444,0.033668
6,0.600000,0.500,12648445,0.030134
6,0.600000,0.500,12648446,0.030885
6,0.600000,0.500,12648447,0.036214
6,0.600000,0.500,12648448,0.039191
6,0.600000,0.500,12648449,0.037624
6,0.600000,0.500,12648450,0.032851
6,0.600000,0.500,12648451,0.033053
6,0.600000,0.500,12648452,0.036715
6,0.600000,0.500,12648453,0.031747
6,0.600000,0.500,12648454,0.032901
6,0.600000,0.500,12648455,0.032521
6,0.600000,0.500,12648456,0.035349
6,0.600000,0.500,12648457,0.028874
6,0.600000,0.500,12648458,0.027093
6,0.600000,0.500,12648459,0.033321
6,0.600000,0.600,12648440,0.028287
6,0.600000,0.600,12648441,0.035277
6,0.600000,0.600,12648442,0.035163
6,0.600000,0.600,12648443,0.027315
6,0.600000,0.600,12648444,0.034640
6,0.600000,0.600,12648445,0.031572
6,0.600000,0.600,12648446,0.028543
6,0.600000,0.600,12648447,0.034302
6,0.600000,0.600,12648448,0.034994
6,0.600000,0.600,12648449,0.036076
6,0.600000,0.600,12648450,0.030155
6,0.600000,0.600,12648451,0.036594
6,0.600000,0.600,12648452,0.041432
6,0.600000,0.600,12648453,0.027310
6,0.600000,0.600,12648454,0.032155
6,0.600000,0.600,12648455,0.030195
6,0.600000,0.600,12648456,0.035349
6,0.600000,0.600,12648457,0.032343
6,0.600000,0.600,12648458,0.030054
6,0.600000,0.600,12648459,0.032512
6,0.600000,0.700,12648440,0.028039
6,0.600000,0.700,12648441,0.034781
6,0.600000,0.700,12648442,0.034995
6,0.600000,0.700,12648443,0.031569
6,0.600000,0.700,12648444,0.035276
6,0.600000,0.700,12648445,0.031220
6,0.600000,0.700,12648446,0.033723
6,0.600000,0.700,12648447,0.034890
6,0.600000,0.700,12648448,0.035949
6,0.600000,0.700,12648449,0.034681
6,0.600000,0.700,12648450,0.034795
6,0.600000,0.700,12648451,0.032036
6,0.600000,0.700,12648452,0.041432
6,0.600000,0.700,12648453,0.032266
6,0.600000,0.700,12648454,0.031691
6,0.600000,0.700,12648455,0.031707
6,0.600000,0.700,12648456,0.036873
6,0.600000,0.700,12648457,0.032797
6,0.600000,0.700,12648458,0.031359
6,0.600000,0.700,12648459,0.032550
6,0.600000,0.800,12648440,0.028283
6,0.600000,0.800,12648441,0.029088
6,0.600000,0.800,12648442,0.032829
6,0.600000,0.800,12648443,0.030372
6,0.600000,0.800,12648444,0.033329
6,0.600000,0.800,12648445,0.029416
6,0.600000,0.800,12648446,0.025618
6,0.600000,0.800,12648447,0.028314
6,0.600000,0.800,12648448,0.035836
6,0.600000,0.800,12648449,0.034799
6,0.600000,0.800,12648450,0.027098
6,0.600000,0.800,12648451,0.031265
6,0.600000,0.800,12648452,0.039632
6,0.600000,0.800,12648453,0.030828
6,0.600000,0.800,12648454,0.032607
6,0.600000,0.800,12648455,0.028045
6,0.600000,0.800,12648456,0.035219
6,0.600000,0.800,12648457,0.031395
6,0.600000,0.800,12648458,0.030913
6,0.600000,0.800,12648459,0.030276
6,0.600000,0.900,12648440,0.028283
6,0.600000,0.900,12648441,0.029920
6,0.600000,0.900,12648442,0.033354
6,0.600000,0.900,12648443,0.030372
6,0.600000,0.900,12648444,0.028115
6,0.600000,0.900,12648445,0.026924
6,0.600000,0.900,12648446,0.024672
6,0.600000,0.900,12648447,0.032145
6,0.600000,0.900,12648448,0.035418
6,0.600000,0.900,12648449,0.032360
6,0.600000,0.900,12648450,0.023852
6,0.600000,0.900,12648451,0.027288
6,0.600000,0.900,12648452,0.036909
6,0.600000,0.900,12648453,0.032373
6,0.600000,0.900,12648454,0.035136
6,0.600000,0.900,12648455,0.027787
6,0.600000,0.900,12648456,0.035937
6,0.600000,0.900,12648457,0.033240
6,0.600000,0.900,12648458,0.026761
6,0.600000,0.900,12648459,0.033690
6,0.600000,1.000,12648440,0.031140
6,0.600000,1.000,12648441,0.033556
6,0.600000,1.000,12648442,0.033354
6,0.600000,1.000,12648443,0.028205
6,0.600000,1.000,12648444,0.033668
6,0.600000,1.000,12648445,0.023126
6,0.600000,1.000,12648446,0.033436
6,0.600000,1.000,12648447,0.032896
6,0.600000,1.000,12648448,0.034543
6,0.600000,1.000,12648449,0.033775
6,0.600000,1.000,12648450,0.023852
6,0.600000,1.000,12648451,0.027434
6,0.600000,1.000,12648452,0.033967
6,0.600000,1.000,12648453,0.038088
6,0.600000,1.000,12648454,0.031656
6,0.600000,1.000,12648455,0.029430
6,0.600000,1.000,12648456,0.037726
6,0.600000,1.000,12648457,0.031433
6,0.600000,1.000,12648458,0.028624
6,0.600000,1.000,12648459,0.034224
6,1.000000,0.000,12648440,0.034208
6,1.000000,0.000,12648441,0.040144
6,1.000000,0.000,12648442,0.038577
6,1.000000,0.000,12648443,0.038591
6,1.000000,0.000,12648444,0.034672
6,1.000000,0.000,12648445,0.038241
6,1.000000,0.000,12648446,0.031804
6,1.000000,0.000,12648447,0.031095
6,1.000000,0.000,12648448,0.041646
6,1.000000,0.000,12648449,0.041281
6,1.000000,0.000,12648450,0.033234
6,1.000000,0.000,12648451,0.037243
6,1.000000,0.000,12648452,0.044983
6,1.000000,0.000,12648453,0.034973
6,1.000000,0.000,12648454,0.044173
6,1.000000,0.000,12648455,0.037585
6,1.000000,0.000,12648456,0.041918
6,1.000000,0.000,12648457,0.045728
6,1.000000,0.000,12648458,0.032516
6,1.000000,0.000,12648459,0.036484
6,1.000000,0.100,12648440,0.033227
6,1.000000,0.100,12648441,0.040679
6,1.000000,0.100,12648442,0.035626
6,1.000000,0.100,12648443,0.035353
6,1.000000,0.100,12648444,0.034208
6,1.000000,0.100,12648445,0.036578
6,1.000000,0.100,12648446,0.034852
6,1.000000,0.100,12648447,0.034652
6,1.000000,0.100,12648448,0.042158
6,1.000000,0.100,12648449,0.040049
6,1.000000,0.100,12648450,0.038228
6,1.000000,0.100,12648451,0.035194
6,1.000000,0.100,12648452,0.043300
6,1.000000,0.100,12648453,0.037471
6,1.000000,0.100,12648454,0.040284
6,1.000000,0.100,12648455,0.039678
6,1.000000,0.100,12648456,0.037893
6,1.000000,0.100,12648457,0.042650
6,1.000000,0.100,12648458,0.032290
6,1.000000,0.100,12648459,0.032752
6,1.000000,0.200,12648440,0.027304
6,1.000000,0.200,12648441,0.034552
6,1.000000,0.200,12648442,0.034416
6,1.000000,0.200,12648443,0.034407
6,1.000000,0.200,12648444,0.033248
6,1.000000,0.200,12648445,0.040882
6,1.000000,0.200,12648446,0.038086
6,1.000000,0.200,12648447,0.038411
6,1.000000,0.200,12648448,0.043283
6,1.000000,0.200,12648449,0.040668
6,1.000000,0.200,12648450,0.035721
6,1.000000,0.200,12648451,0.033232
6,1.000000,0.200,12648452,0.042430
6,1.000000,0.200,12648453,0.032855
6,1.000000,0.200,12648454,0.041396
6,1.000000,0.200,12648455,0.030464
6,1.000000,0.200,12648456,0.036597
6,1.000000,0.200,12648457,0.036504
6,1.000000,0.200,12648458,0.029913
6,1.000000,0.200,12648459,0.037301
6,1.000000,0.300,12648440,0.030931
6,1.000000,0.300,12648441,0.038551
6,1.000000,0.300,12648442,0.038576
6,1.000000,0.300,12648443,0.029384
6,1.000000,0.300,12648444,0.033881
6,1.000000,0.300,12648445,0.036436
6,1.000000,0.300,12648446,0.036095
6,1.000000,0.300,12648447,0.039903
6,1.000000,0.300,12648448,0.042107
6,1.000000,0.300,12648449,0.039706
6,1.000000,0.300,12648450,0.036926
6,1.000000,0.300,12648451,0.036381
6,1.000000,0.300,12648452,0.042102
6,1.000000,0.300,12648453,0.031442
6,1.000000,0.300,12648454,0.042275
6,1.000000,0.300,12648455,0.029935
6,1.000000,0.300,12648456,0.037039
6,1.000000,0.300,12648457,0.030473
6,1.000000,0.300,12648458,0.027748
6,1.000000,0.300,12648459,0.035474
6,1.000000,0.400,12648440,0.029600
6,1.000000,0.400,12648441,0.032462
6,1.000000,0.400,12648442,0.038065
6,1.000000,0.400,12648443,0.030941
6,1.000000,0.400,12648444,0.034327
6,1.000000,0.400,12648445,0.035795
6,1.000000,0.400,12648446,0.034207
6,1.000000,0.400,12648447,0.036591
6,1.000000,0.400,12648448,0.041324
6,1.000000,0.400,12648449,0.038332
6,1.000000,0.400,12648450,0.040062
6,1.000000,0.400,12648451,0.036381
6,1.000000,0.400,12648452,0.041208
6,1.000000,0.400,12648453,0.034706
6,1.000000,0.400,12648454,0.036533
6,1.000000,0.400,12648455,0.031495
6,1.000000,0.400,12648456,0.036640
6,1.000000,0.400,12648457,0.028445
6,1.000000,0.400,12648458,0.029350
6,1.000000,0.400,12648459,0.034001
6,1.000000,0.500,12648440,0.029501
6,1.000000,0.500,12648441,0.041096
6,1.000000,0.500,12648442,0.037045
6,1.000000,0.500,12648443,0.036341
6,1.000000,0.500,12648444,0.036027
6,1.000000,0.500,12648445,0.032645
6,1.000000,0.500,12648446,0.033711
6,1.000000,0.500,12648447,0.038813
6,1.000000,0.500,12648448,0.042320
6,1.000000,0.500,12648449,0.040683
6,1.000000,0.500,12648450,0.035153
6,1.000000,0.500,12648451,0.034900
6,1.000000,0.500,12648452,0.039541
6,1.000000,0.500,12648453,0.033740
6,1.000000,0.500,12648454,0.035325
6,1.000000,0.500,12648455,0.035287
6,1.000000,0.500,12648456,0.038511
6,1.000000,0.500,12648457,0.030735
6,1.000000,0.500,12648458,0.028873
6,1.000000,0.500,12648459,0.035467
6,1.000000,0.600,12648440,0.030533
6,1.000000,0.600,12648441,0.037870
6,1.000000,0.600,12648442,0.037727
6,1.000000,0.600,12648443,0.030213
6,1.000000,0.600,12648444,0.037395
6,1.000000,0.600,12648445,0.033987
6,1.000000,0.600,12648446,0.030680
6,1.000000,0.600,12648447,0.036880
6,1.000000,0.600,12648448,0.037281
6,1.000000,0.600,12648449,0.038736
6,1.000000,0.600,12648450,0.032318
6,1.000000,0.600,12648451,0.038902
6,1.000000,0.600,12648452,0.044798
6,1.000000,0.600,12648453,0.029369
6,1.000000,0.600,12648454,0.034562
6,1.000000,0.600,12648455,0.032720
6,1.000000,0.600,12648456,0.038511
6,1.000000,0.600,12648457,0.034968
6,1.000000,0.600,12648458,0.032067
6,1.000000,0.600,12648459,0.034346
6,1.000000,0.700,12648440,0.030168
6,1.000000,0.700,12648441,0.037157
6,1.000000,0.700,12648442,0.037309
6,1.000000,0.700,12648443,0.034386
6,1.000000,0.700,12648444,0.037877
6,1.000000,0.700,12648445,0.033518
6,1.000000,0.700,12648446,0.036119
6,1.000000,0.700,12648447,0.037808
6,1.000000,0.700,12648448,0.038511
6,1.000000,0.700,12648449,0.037205
6,1.000000,0.700,12648450,0.037071
6,1.000000,0.700,12648451,0.034130
6,1.000000,0.700,12648452,0.044798
6,1.000000,0.700,12648453,0.034452
6,1.000000,0.700,12648454,0.034313
6,1.000000,0.700,12648455,0.034176
6,1.000000,0.700,12648456,0.039822
6,1.000000,0.700,12648457,0.035449
6,1.000000,0.700,12648458,0.033980
6,1.000000,0.700,12648459,0.034566
6,1.000000,0.800,12648440,0.030231
6,1.000000,0.800,12648441,0.031722
6,1.000000,0.800,12648442,0.035224
6,1.000000,0.800,12648443,0.033351
6,1.000000,0.800,12648444,0.035713
6,1.000000,0.800,12648445,0.032043
6,1.000000,0.800,12648446,0.027683
6,1.000000,0.800,12648447,0.030497
6,1.000000,0.800,12648448,0.038607
6,1.000000,0.800,12648449,0.037264
6,1.000000,0.800,12648450,0.028910
6,1.000000,0.800,12648451,0.032950
6,1.000000,0.800,12648452,0.042877
6,1.000000,0.800,12648453,0.032963
6,1.000000,0.800,12648454,0.035022
6,1.000000,0.800,12648455,0.030077
6,1.000000,0.800,12648456,0.037823
6,1.000000,0.800,12648457,0.033680
6,1.000000,0.800,12648458,0.033586
6,1.000000,0.800,12648459,0.032019
6,1.000000,0.900,12648440,0.030231
6,1.000000,0.900,12648441,0.032497
6,1.000000,0.900,12648442,0.035742
6,1.000000,0.900,12648443,0.033351
6,1.000000,0.900,12648444,0.030634
6,1.000000,0.900,12648445,0.029363
6,1.000000,0.900,12648446,0.026726
6,1.000000,0.900,12648447,0.034918
6,1.000000,0.900,12648448,0.038094
6,1.000000,0.900,12648449,0.034489
6,1.000000,0.900,12648450,0.025157
6,1.000000,0.900,12648451,0.029074
6,1.000000,0.900,12648452,0.040533
6,1.000000,0.900,12648453,0.035139
6,1.000000,0.900,12648454,0.037588
6,1.000000,0.900,12648455,0.029823
6,1.000000,0.900,12648456,0.038662
6,1.000000,0.900,12648457,0.035418
6,1.000000,0.900,12648458,0.029050
6,1.000000,0.900,12648459,0.035712
6,1.000000,1.000,12648440,0.033383
6,1.000000,1.000,12648441,0.036262
6,1.000000,1.000,12648442,0.035742
6,1.000000,1.000,12648443,0.030724
6,1.000000,1.000,12648444,0.036345
6,1.000000,1.000,12648445,0.025187
6,1.000000,1.000,12648446,0.035372
6,1.000000,1.000,12648447,0.035755
6,1.000000,1.000,12648448,0.037328
6,1.000000,1.000,12648449,0.036023
6,1.000000,1.000,12648450,0.025157
6,1.000000,1.000,12648451,0.029233
6,1.000000,1.000,12648452,0.037284
6,1.000000,1.000,12648453,0.041450
6,1.000000,1.000,12648454,0.034241
6,1.000000,1.000,12648455,0.031622
6,1.000000,1.000,12648456,0.040761
6,1.000000,1.000,12648457,0.033428
6,1.000000,1.000,12648458,0.031120
6,1.000000,1.000,12648459,0.036273
6,1.400000,0.000,12648440,0.035584
6,1.400000,0.000,12648441,0.041202
6,1.400000,0.000,12648442,0.039957
6,1.400000,0.000,12648443,0.039901
6,1.400000,0.000,12648444,0.035695
6,1.400000,0.000,12648445,0.039654
6,1.400000,0.000,12648446,0.032574
6,1.400000,0.000,12648447,0.031847
6,1.400000,0.000,12648448,0.043353
6,1.400000,0.000,12648449,0.042929
6,1.400000,0.000,12648450,0.034276
6,1.400000,0.000,12648451,0.038435
6,1.400000,0.000,12648452,0.046734
6,1.400000,0.000,12648453,0.035664
6,1.400000,0.000,12648454,0.045545
6,1.400000,0.000,12648455,0.038640
6,1.400000,0.000,12648456,0.043374
6,1.400000,0.000,12648457,0.048214
6,1.400000,0.000,12648458,0.033124
6,1.400000,0.000,12648459,0.037145
6,1.400000,0.100,12648440,0.034014
6,1.400000,0.100,12648441,0.042443
6,1.400000,0.100,12648442,0.037234
6,1.400000,0.100,12648443,0.036383
6,1.400000,0.100,12648444,0.035207
6,1.400000,0.100,12648445,0.037736
6,1.400000,0.100,12648446,0.036293
6,1.400000,0.100,12648447,0.035473
6,1.400000,0.100,12648448,0.043716
6,1.400000,0.100,12648449,0.041648
6,1.400000,0.100,12648450,0.039282
6,1.400000,0.100,12648451,0.035911
6,1.400000,0.100,12648452,0.044718
6,1.400000,0.100,12648453,0.038752
6,1.400000,0.100,12648454,0.041579
6,1.400000,0.100,12648455,0.041061
6,1.400000,0.100,12648456,0.039159
6,1.400000,0.100,12648457,0.044813
6,1.400000,0.100,12648458,0.032795
6,1.400000,0.100,12648459,0.033121
6,1.400000,0.200,12648440,0.027677
6,1.400000,0.200,12648441,0.035370
6,1.400000,0.200,12648442,0.035666
6,1.400000,0.200,12648443,0.035800
6,1.400000,0.200,12648444,0.034272
6,1.400000,0.200,12648445,0.042242
6,1.400000,0.200,12648446,0.039607
6,1.400000,0.200,12648447,0.039412
6,1.400000,0.200,12648448,0.045321
6,1.400000,0.200,12648449,0.042204
6,1.400000,0.200,12648450,0.036507
6,1.400000,0.200,12648451,0.033852
6,1.400000,0.200,12648452,0.044183
6,1.400000,0.200,12648453,0.033329
6,1.400000,0.200,12648454,0.042636
6,1.400000,0.200,12648455,0.031126
6,1.400000,0.200,12648456,0.037901
6,1.400000,0.200,12648457,0.037551
6,1.400000,0.200,12648458,0.030084
6,1.400000,0.200,12648459,0.038039
6,1.400000,0.300,12648440,0.031441
6,1.400000,0.300,12648441,0.040014
6,1.400000,0.300,12648442,0.040077
6,1.400000,0.300,12648443,0.030649
6,1.400000,0.300,12648444,0.034673
6,1.400000,0.300,12648445,0.037723
6,1.400000,0.300,12648446,0.037331
6,1.400000,0.300,12648447,0.040951
6,1.400000,0.300,12648448,0.044004
6,1.400000,0.300,12648449,0.041107
6,1.400000,0.300,12648450,0.038007
6,1.400000,0.300,12648451,0.037349
6,1.400000,0.300,12648452,0.043590
6,1.400000,0.300,12648453,0.031691
6,1.400000,0.300,12648454,0.043831
6,1.400000,0.300,12648455,0.030429
6,1.400000,0.300,12648456,0.037960
6,1.400000,0.300,12648457,0.030799
6,1.400000,0.300,12648458,0.027867
6,1.400000,0.300,12648459,0.036304
6,1.400000,0.400,12648440,0.030012
6,1.400000,0.400,12648441,0.032651
6,1.400000,0.400,12648442,0.039544
6,1.400000,0.400,12648443,0.031943
6,1.400000,0.400,12648444,0.034929
6,1.400000,0.400,12648445,0.036375
6,1.400000,0.400,12648446,0.035335
6,1.400000,0.400,12648447,0.037568
6,1.400000,0.400,12648448,0.043023
6,1.400000,0.400,12648449,0.039738
6,1.400000,0.400,12648450,0.041550
6,1.400000,0.400,12648451,0.037349
6,1.400000,0.400,12648452,0.042503
6,1.400000,0.400,12648453,0.035024
6,1.400000,0.400,12648454,0.037382
6,1.400000,0.400,12648455,0.032319
6,1.400000,0.400,12648456,0.037519
6,1.400000,0.400,12648457,0.028654
6,1.400000,0.400,12648458,0.029530
6,1.400000,0.400,12648459,0.034750
6,1.400000,0.500,12648440,0.029951
6,1.400000,0.500,12648441,0.042018
6,1.400000,0.500,12648442,0.038318
6,1.400000,0.500,12648443,0.037244
6,1.400000,0.500,12648444,0.036892
6,1.400000,0.500,12648445,0.033669
6,1.400000,0.500,12648446,0.034965
6,1.400000,0.500,12648447,0.039844
6,1.400000,0.500,12648448,0.043970
6,1.400000,0.500,12648449,0.042308
6,1.400000,0.500,12648450,0.035922
6,1.400000,0.500,12648451,0.035353
6,1.400000,0.500,12648452,0.040879
6,1.400000,0.500,12648453,0.034056
6,1.400000,0.500,12648454,0.036093
6,1.400000,0.500,12648455,0.036456
6,1.400000,0.500,12648456,0.039908
6,1.400000,0.500,12648457,0.031071
6,1.400000,0.500,12648458,0.029008
6,1.400000,0.500,12648459,0.036193
6,1.400000,0.600,12648440,0.031563
6,1.400000,0.600,12648441,0.038769
6,1.400000,0.600,12648442,0.039166
6,1.400000,0.600,12648443,0.031143
6,1.400000,0.600,12648444,0.038640
6,1.400000,0.600,12648445,0.034970
6,1.400000,0.600,12648446,0.031343
6,1.400000,0.600,12648447,0.037770
6,1.400000,0.600,12648448,0.038014
6,1.400000,0.600,12648449,0.040032
6,1.400000,0.600,12648450,0.032675
6,1.400000,0.600,12648451,0.039893
6,1.400000,0.600,12648452,0.046591
6,1.400000,0.600,12648453,0.029611
6,1.400000,0.600,12648454,0.035393
6,1.400000,0.600,12648455,0.033766
6,1.400000,0.600,12648456,0.039908
6,1.400000,0.600,12648457,0.036025
6,1.400000,0.600,12648458,0.032405
6,1.400000,0.600,12648459,0.034757
6,1.400000,0.700,12648440,0.030995
6,1.400000,0.700,12648441,0.037873
6,1.400000,0.700,12648442,0.038482
6,1.400000,0.700,12648443,0.035698
6,1.400000,0.700,12648444,0.038925
6,1.400000,0.700,12648445,0.034135
6,1.400000,0.700,12648446,0.037000
6,1.400000,0.700,12648447,0.039049
6,1.400000,0.700,12648448,0.039574
6,1.400000,0.700,12648449,0.038309
6,1.400000,0.700,12648450,0.037643
6,1.400000,0.700,12648451,0.034773
6,1.400000,0.700,12648452,0.046591
6,1.400000,0.700,12648453,0.034993
6,1.400000,0.700,12648454,0.035254
6,1.400000,0.700,12648455,0.035200
6,1.400000,0.700,12648456,0.041177
6,1.400000,0.700,12648457,0.036562
6,1.400000,0.700,12648458,0.034832
6,1.400000,0.700,12648459,0.035171
6,1.400000,0.800,12648440,0.030971
6,1.400000,0.800,12648441,0.032422
6,1.400000,0.800,12648442,0.036547
6,1.400000,0.800,12648443,0.034515
6,1.400000,0.800,12648444,0.036515
6,1.400000,0.800,12648445,0.032828
6,1.400000,0.800,12648446,0.028171
6,1.400000,0.800,12648447,0.030822
6,1.400000,0.800,12648448,0.039842
6,1.400000,0.800,12648449,0.038188
6,1.400000,0.800,12648450,0.029034
6,1.400000,0.800,12648451,0.033193
6,1.400000,0.800,12648452,0.044622
6,1.400000,0.800,12648453,0.033405
6,1.400000,0.800,12648454,0.035762
6,1.400000,0.800,12648455,0.030680
6,1.400000,0.800,12648456,0.039029
6,1.400000,0.800,12648457,0.034420
6,1.400000,0.800,12648458,0.034502
6,1.400000,0.800,12648459,0.032335
6,1.400000,0.900,12648440,0.030971
6,1.400000,0.900,12648441,0.033138
6,1.400000,0.900,12648442,0.036985
6,1.400000,0.900,12648443,0.034515
6,1.400000,0.900,12648444,0.031365
6,1.400000,0.900,12648445,0.029888
6,1.400000,0.900,12648446,0.027114
6,1.400000,0.900,12648447,0.035997
6,1.400000,0.900,12648448,0.039250
6,1.400000,0.900,12648449,0.035098
6,1.400000,0.900,12648450,0.024805
6,1.400000,0.900,12648451,0.029200
6,1.400000,0.900,12648452,0.042376
6,1.400000,0.900,12648453,0.036018
6,1.400000,0.900,12648454,0.038532
6,1.400000,0.900,12648455,0.030340
6,1.400000,0.900,12648456,0.039949
6,1.400000,0.900,12648457,0.036073
6,1.400000,0.900,12648458,0.029546
6,1.400000,0.900,12648459,0.036344
6,1.400000,1.000,12648440,0.034432
6,1.400000,1.000,12648441,0.037257
6,1.400000,1.000,12648442,0.036985
6,1.400000,1.000,12648443,0.031401
6,1.400000,1.000,12648444,0.037312
6,1.400000,1.000,12648445,0.025265
6,1.400000,1.000,12648446,0.036003
6,1.400000,1.000,12648447,0.036933
6,1.400000,1.000,12648448,0.038507
6,1.400000,1.000,12648449,0.036716
6,1.400000,1.000,12648450,0.024805
6,1.400000,1.000,12648451,0.029396
6,1.400000,1.000,12648452,0.038740
6,1.400000,1.000,12648453,0.042997
6,1.400000,1.000,12648454,0.035189
6,1.400000,1.000,12648455,0.032299
6,1.400000,1.000,12648456,0.042324
6,1.400000,1.000,12648457,0.033842
6,1.400000,1.000,12648458,0.031739
6,1.400000,1.000,12648459,0.036903
9,0.600000,0.000,12648440,0.030994
9,0.600000,0.000,12648441,0.036139
9,0.600000,0.000,12648442,0.036045
9,0.600000,0.000,12648443,0.034910
9,0.600000,0.000,12648444,0.031168
9,0.600000,0.000,12648445,0.035770
9,0.600000,0.000,12648446,0.029208
9,0.600000,0.000,12648447,0.027684
9,0.600000,0.000,12648448,0.038079
9,0.600000,0.000,12648449,0.038392
9,0.600000,0.000,12648450,0.029601
9,0.600000,0.000,12648451,0.033047
9,0.600000,0.000,12648452,0.040323
9,0.600000,0.000,12648453,0.031270
9,0.600000,0.000,12648454,0.040458
9,0.600000,0.000,12648455,0.034199
9,0.600000,0.000,12648456,0.039192
9,0.600000,0.000,12648457,0.039659
9,0.600000,0.000,12648458,0.029984
9,0.600000,0.000,12648459,0.033496
9,0.600000,0.100,12648440,0.030500
9,0.600000,0.100,12648441,0.036149
9,0.600000,0.100,12648442,0.032969
9,0.600000,0.100,12648443,0.031938
9,0.600000,0.100,12648444,0.031856
9,0.600000,0.100,12648445,0.034082
9,0.600000,0.100,12648446,0.031927
9,0.600000,0.100,12648447,0.030892
9,0.600000,0.100,12648448,0.038853
9,0.600000,0.100,12648449,0.037185
9,0.600000,0.100,12648450,0.034868
9,0.600000,0.100,12648451,0.032948
9,0.600000,0.100,12648452,0.038916
9,0.600000,0.100,12648453,0.033193
9,0.600000,0.100,12648454,0.037264
9,0.600000,0.100,12648455,0.036250
9,0.600000,0.100,12648456,0.035282
9,0.600000,0.100,12648457,0.037176
9,0.600000,0.100,12648458,0.029350
9,0.600000,0.100,12648459,0.030438
9,0.600000,0.200,12648440,0.024844
9,0.600000,0.200,12648441,0.031074
9,0.600000,0.200,12648442,0.031947
9,0.600000,0.200,12648443,0.030267
9,0.600000,0.200,12648444,0.030753
9,0.600000,0.200,12648445,0.038244
9,0.600000,0.200,12648446,0.034703
9,0.600000,0.200,12648447,0.034892
9,0.600000,0.200,12648448,0.039378
9,0.600000,0.200,12648449,0.037625
9,0.600000,0.200,12648450,0.032051
9,0.600000,0.200,12648451,0.030330
9,0.600000,0.200,12648452,0.038247
9,0.600000,0.200,12648453,0.029965
9,0.600000,0.200,12648454,0.038236
9,0.600000,0.200,12648455,0.026805
9,0.600000,0.200,12648456,0.033690
9,0.600000,0.200,12648457,0.032642
9,0.600000,0.200,12648458,0.027475
9,0.600000,0.200,12648459,0.034777
9,0.600000,0.300,12648440,0.028742
9,0.600000,0.300,12648441,0.034399
9,0.600000,0.300,12648442,0.036179
9,0.600000,0.300,12648443,0.025707
9,0.600000,0.300,12648444,0.031339
9,0.600000,0.300,12648445,0.033763
9,0.600000,0.300,12648446,0.032436
9,0.600000,0.300,12648447,0.036459
9,0.600000,0.300,12648448,0.038012
