life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
3,3,0,187,187,0.039721,0.039721,0.039721,0.000000,0.039721,0.519849,0.519849,0.519850,0.000000,0.519849,2
4,4,0,187,187,0.047315,0.047315,0.047315,0.000067,0.047315,0.523640,0.523640,0.523638,0.000828,0.523640,2
9,9,0,187,187,0.012714,0.012714,0.012714,0.000016,0.012714,0.506355,0.506354,0.506355,0.000000,0.506355,2
10,10,0,187,187,0.102421,0.102421,0.102421,0.000173,0.102421,0.550641,0.550641,0.550642,0.000000,0.550641,2
11,11,0,187,187,0.057025,0.057025,0.057025,0.000000,0.057025,0.528478,0.528478,0.528479,0.000000,0.528478,2
12,12,0,187,187,0.005572,0.005572,0.005572,0.000000,0.005572,0.502786,0.502786,0.502785,0.000669,0.502786,2
19,19,0,187,187,0.073274,0.073274,0.073274,0.000000,0.073274,0.536572,0.536572,0.536573,0.000000,0.536572,2
27,27,0,187,187,0.012167,0.012167,0.012167,0.000022,0.012167,0.506079,0.506079,0.506080,0.000000,0.506079,2
29,29,0,187,187,0.043357,0.043357,0.043357,0.000076,0.043357,0.521665,0.521665,0.521666,0.000000,0.521665,2
31,31,0,187,187,0.054074,0.054074,0.054074,0.000100,0.054074,0.527004,0.527004,0.527003,0.000961,0.527004,2
24,24,0,190,190,0.033520,0.033520,0.033520,0.000067,0.033520,0.516753,0.516753,0.516754,0.000000,0.516753,1
7,7,0,191,191,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
26,26,0,195,195,0.059630,0.059630,0.059630,0.000000,0.059630,0.529769,0.529769,0.529769,0.000000,0.529769,2
1,1,0,199,199,0.003018,0.003018,0.003018,0.000004,0.003018,0.501509,0.501509,0.501510,0.000000,0.501509,2
14,14,0,205,205,0.192203,0.192203,0.192203,0.000000,0.192203,0.594006,0.594006,0.594007,0.000000,0.594006,2
16,16,0,205,205,0.035695,0.035695,0.035695,0.000077,0.035695,0.517834,0.517835,0.517835,0.000000,0.517834,2
2,2,0,215,215,0.007416,0.007416,0.007416,0.000000,0.007416,0.503708,0.503708,0.503708,0.000691,0.503708,2
8,8,0,219,219,0.005012,0.005012,0.005012,0.000011,0.005012,0.502506,0.502506,0.502505,0.001381,0.502506,2
23,23,0,219,219,0.032595,0.032595,0.032595,0.000070,0.032595,0.516291,0.516291,0.516289,0.001105,0.516291,2
17,17,0,226,226,0.001257,0.001257,0.001257,0.000000,0.001257,0.500629,0.500629,0.500628,0.001158,0.500629,1
0,0,0,229,229,0.087081,0.087081,0.087082,0.000000,0.087081,0.543429,0.543429,0.543428,0.001007,0.543429,2
6,6,0,230,230,0.177301,0.177301,0.177301,0.000000,0.177301,0.583688,0.583688,0.583688,0.000244,0.583688,2
21,21,0,230,230,0.028991,0.028991,0.028991,0.000000,0.028991,0.514489,0.514489,0.514488,0.000000,0.514489,3
25,25,0,230,230,0.009950,0.009950,0.009950,0.000000,0.009950,0.504971,0.504971,0.504972,0.000000,0.504971,2
28,28,0,230,230,0.075674,0.075674,0.075674,0.000000,0.075674,0.537756,0.537756,0.537757,0.000000,0.537756,2
5,5,0,238,238,0.006465,0.006465,0.006465,0.000000,0.006465,0.503232,0.503233,0.503233,0.000000,0.503232,3
30,30,0,238,238,0.068269,0.068269,0.068270,0.000000,0.068269,0.534072,0.534072,0.534073,0.000000,0.534072,3
15,15,0,241,241,0.039738,0.039738,0.039738,0.000000,0.039738,0.519858,0.519857,0.519859,0.000000,0.519858,3
18,18,0,242,242,0.062307,0.062307,0.062307,0.000040,0.062307,0.531104,0.531104,0.531105,0.000000,0.531104,2
13,13,0,246,246,0.737947,0.737947,0.737946,0.000946,0.737947,0.789048,0.789048,0.789047,0.000000,0.789048,2
20,20,0,249,249,0.069620,0.069620,0.069620,0.000126,0.069620,0.534709,0.534709,0.534708,0.001280,0.534709,3
22,22,0,250,250,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
