condition,seed,life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
baseline,12648469,57,29,250,507,257,0.033721,0.033721,0.033721,0.000047,0.033721,0.516854,0.516854,0.516854,0.000880,0.516854,3
baseline,12648469,62,25,393,580,187,0.000002,0.000002,0.000002,0.000000,0.000002,0.500001,0.500001,0.500000,0.000386,0.500001,2
baseline,12648469,63,10,398,590,192,0.032290,0.032290,0.032290,0.000000,0.032290,0.516139,0.516139,0.516138,0.000712,0.516139,1
baseline,12648469,65,8,404,594,190,0.017890,0.017890,0.017890,0.000000,0.017890,0.508942,0.508942,0.508942,0.000386,0.508942,2
baseline,12648469,67,30,411,598,187,0.000021,0.000021,0.000021,0.000000,0.000021,0.500010,0.500010,0.500010,0.000828,0.500010,2
baseline,12648469,58,31,251,603,352,0.584285,0.584285,0.584286,0.000691,0.584285,0.732109,0.732109,0.732105,0.001811,0.732109,2
baseline,12648469,71,18,425,612,187,0.001228,0.001228,0.001228,0.000000,0.001228,0.500614,0.500614,0.500613,0.000977,0.500614,2
baseline,12648469,70,16,424,614,190,0.018242,0.018242,0.018242,0.000000,0.018242,0.509120,0.509120,0.509119,0.001158,0.509120,2
baseline,12648469,66,7,407,618,211,0.043443,0.043443,0.043443,0.000000,0.043443,0.521708,0.521708,0.521707,0.000423,0.521708,2
baseline,12648469,61,20,376,636,260,0.097872,0.097872,0.097872,0.000220,0.097872,0.548780,0.548780,0.548781,0.000000,0.548780,3
baseline,12648469,77,17,441,637,196,0.055773,0.055773,0.055773,0.000000,0.055773,0.527851,0.527851,0.527853,0.000000,0.527851,2
baseline,12648469,74,24,435,638,203,0.100420,0.100420,0.100420,0.000000,0.100420,0.549105,0.549105,0.549104,0.001007,0.549105,2
baseline,12648469,64,0,400,639,239,0.052129,0.052129,0.052129,0.000053,0.052129,0.526030,0.526030,0.526031,0.000000,0.526030,2
baseline,12648469,79,2,446,639,193,0.040360,0.040360,0.040360,0.000070,0.040360,0.520169,0.520169,0.520170,0.000000,0.520169,1
baseline,12648469,68,5,415,640,225,0.063322,0.063322,0.063322,0.000000,0.063322,0.531611,0.531611,0.531610,0.000000,0.531611,1
baseline,12648469,72,19,427,642,215,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,73,14,432,644,212,0.071581,0.071581,0.071581,0.000133,0.071581,0.535646,0.535646,0.535645,0.000488,0.535646,2
baseline,12648469,76,13,440,644,204,0.104889,0.104889,0.104889,0.000178,0.104889,0.552230,0.552230,0.552231,0.000000,0.552230,2
baseline,12648469,78,3,442,644,202,0.022405,0.022405,0.022405,0.000000,0.022405,0.511169,0.511169,0.511169,0.000518,0.511169,1
baseline,12648469,80,22,453,644,191,0.024836,0.024836,0.024836,0.000035,0.024836,0.512410,0.512410,0.512411,0.000000,0.512410,2
baseline,12648469,69,9,423,649,226,0.007402,0.007402,0.007402,0.000015,0.007402,0.503701,0.503701,0.503700,0.001105,0.503701,2
baseline,12648469,81,23,458,654,196,0.059359,0.059359,0.059359,0.000000,0.059359,0.529635,0.529635,0.529634,0.000977,0.529635,2
baseline,12648469,82,11,462,656,194,0.000067,0.000067,0.000067,0.000000,0.000067,0.500033,0.500033,0.500033,0.000913,0.500033,2
baseline,12648469,75,1,438,666,228,0.028169,0.028169,0.028169,0.000076,0.028169,0.514080,0.514080,0.514082,0.000000,0.514080,1
baseline,12648469,85,27,480,674,194,0.044396,0.044396,0.044396,0.000057,0.044396,0.522179,0.522179,0.522179,0.000423,0.522179,2
baseline,12648469,89,12,499,692,193,0.041791,0.041791,0.041791,0.000000,0.041791,0.520882,0.520882,0.520882,0.000000,0.520882,2
baseline,12648469,83,21,463,700,237,0.047288,0.047288,0.047288,0.000092,0.047288,0.523627,0.523626,0.523628,0.000000,0.523627,3
baseline,12648469,87,26,482,701,219,0.049689,0.049689,0.049689,0.000088,0.049689,0.524792,0.524792,0.524793,0.000000,0.524792,2
baseline,12648469,84,28,471,705,234,0.030169,0.030169,0.030169,0.000000,0.030169,0.515080,0.515080,0.515081,0.000000,0.515080,2
baseline,12648469,86,6,482,710,228,0.024539,0.024539,0.024539,0.000008,0.024539,0.512263,0.512263,0.512262,0.000791,0.512263,2
baseline,12648469,88,4,483,714,231,0.036716,0.036716,0.036716,0.000000,0.036716,0.518348,0.518348,0.518349,0.000000,0.518348,3
baseline,12648469,90,29,508,742,234,0.033446,0.033446,0.033446,0.000000,0.033446,0.516707,0.516707,0.516708,0.000000,0.516707,3
baseline,12648469,93,8,595,787,192,0.034155,0.034155,0.034155,0.000000,0.034155,0.517061,0.517060,0.517060,0.001050,0.517061,2
baseline,12648469,95,31,604,800,196,0.059076,0.059076,0.059076,0.000000,0.059076,0.529492,0.529492,0.529493,0.000000,0.529492,2
baseline,12648469,96,18,613,806,193,0.036914,0.036914,0.036914,0.000000,0.036914,0.518438,0.518438,0.518438,0.000488,0.518438,2
baseline,12648469,98,7,619,807,188,0.009310,0.009310,0.009310,0.000017,0.009310,0.504655,0.504655,0.504654,0.000977,0.504655,2
baseline,12648469,92,10,591,823,232,0.010735,0.010735,0.010735,0.000000,0.010735,0.505367,0.505367,0.505366,0.001563,0.505367,2
baseline,12648469,109,22,645,832,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,99,20,637,833,196,0.058469,0.058469,0.058469,0.000065,0.058469,0.529152,0.529152,0.529152,0.000732,0.529152,1
baseline,12648469,94,30,599,837,238,0.040262,0.040263,0.040263,0.000000,0.040262,0.520081,0.520081,0.520081,0.000913,0.520081,2
baseline,12648469,110,9,650,839,189,0.013082,0.013082,0.013082,0.000000,0.013082,0.506541,0.506541,0.506540,0.000863,0.506541,2
baseline,12648469,100,17,638,845,207,0.030734,0.030734,0.030734,0.000069,0.030734,0.515358,0.515358,0.515358,0.000669,0.515358,2
baseline,12648469,108,3,645,846,201,0.015745,0.015745,0.015745,0.000034,0.015745,0.507871,0.507871,0.507872,0.000000,0.507871,2
baseline,12648469,104,5,641,855,214,0.000010,0.000010,0.000010,0.000000,0.000010,0.500005,0.500005,0.500006,0.000000,0.500005,2
baseline,12648469,102,0,640,856,216,0.043216,0.043216,0.043216,0.000000,0.043216,0.521590,0.521590,0.521591,0.000000,0.521590,2
baseline,12648469,97,16,615,858,243,0.030575,0.030575,0.030575,0.000069,0.030575,0.515247,0.515247,0.515245,0.001434,0.515247,3
baseline,12648469,112,11,657,858,201,0.021891,0.021891,0.021891,0.000000,0.021891,0.510944,0.510944,0.510943,0.000598,0.510944,2
baseline,12648469,111,23,655,868,213,0.065815,0.065815,0.065815,0.000160,0.065815,0.532801,0.532801,0.532800,0.001092,0.532801,2
baseline,12648469,114,27,675,870,195,0.050066,0.050066,0.050066,0.000051,0.050066,0.525012,0.525012,0.525011,0.001036,0.525012,2
baseline,12648469,113,1,667,873,206,0.037521,0.037521,0.037521,0.000000,0.037521,0.518748,0.518748,0.518747,0.000863,0.518748,2
baseline,12648469,101,24,639,880,241,0.033834,0.033834,0.033834,0.000000,0.033834,0.516905,0.516905,0.516905,0.000000,0.516905,1
baseline,12648469,106,14,645,880,235,0.053118,0.053118,0.053118,0.000128,0.053118,0.526534,0.526534,0.526535,0.000000,0.526534,1
baseline,12648469,15,15,0,886,886,0.980270,0.980270,0.980272,0.000772,0.980270,0.873470,0.873470,0.873473,0.000000,0.873470,9
baseline,12648469,103,2,640,886,246,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,115,12,693,888,195,0.053918,0.053918,0.053918,0.000081,0.053918,0.526926,0.526926,0.526925,0.000622,0.526926,1
baseline,12648469,107,13,645,889,244,0.049931,0.049931,0.049931,0.000000,0.049931,0.524945,0.524945,0.524946,0.000000,0.524945,3
baseline,12648469,118,28,706,897,191,0.007407,0.007407,0.007407,0.000000,0.007407,0.503702,0.503702,0.503702,0.000000,0.503702,2
baseline,12648469,105,19,643,898,255,0.046586,0.046586,0.046586,0.000068,0.046586,0.523260,0.523260,0.523260,0.000000,0.523260,3
baseline,12648469,117,26,702,899,197,0.060994,0.060994,0.060994,0.000128,0.060994,0.530450,0.530450,0.530449,0.000573,0.530450,1
baseline,12648469,91,25,581,900,319,0.344108,0.344108,0.344108,0.000000,0.344108,0.661554,0.661554,0.661556,0.000000,0.661554,3
baseline,12648469,116,21,701,931,230,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,120,4,715,936,221,0.073405,0.073405,0.073404,0.000171,0.073405,0.536636,0.536636,0.536636,0.000669,0.536636,1
baseline,12648469,119,6,711,942,231,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
baseline,12648469,121,29,743,958,215,0.035536,0.035536,0.035536,0.000067,0.035536,0.517704,0.517704,0.517702,0.001064,0.517704,2
baseline,12648469,129,30,838,1027,189,0.013057,0.013057,0.013057,0.000000,0.013057,0.506526,0.506526,0.506526,0.000880,0.506526,2
baseline,12648469,123,31,801,1037,236,0.126807,0.126807,0.126808,0.000000,0.126807,0.562147,0.562147,0.562148,0.000000,0.562147,2
baseline,12648469,122,8,788,1038,250,0.314932,0.314932,0.314933,0.000000,0.314932,0.647878,0.647878,0.647878,0.000828,0.647878,3
baseline,12648469,130,9,840,1039,199,0.077388,0.077388,0.077388,0.000043,0.077388,0.538603,0.538603,0.538604,0.000000,0.538603,2
baseline,12648469,127,22,833,1041,208,0.049116,0.049116,0.049116,0.000000,0.049116,0.524532,0.524532,0.524531,0.001303,0.524532,2
baseline,12648469,125,7,808,1044,236,0.025123,0.025123,0.025123,0.000017,0.025123,0.512546,0.512546,0.512544,0.001105,0.512546,2
baseline,12648469,131,17,846,1044,198,0.049211,0.049211,0.049211,0.000000,0.049211,0.524554,0.524554,0.524553,0.000961,0.524554,2
baseline,12648469,134,0,857,1044,187,0.001366,0.001366,0.001366,0.000002,0.001366,0.500683,0.500683,0.500684,0.000000,0.500683,2
baseline,12648469,124,18,807,1045,238,0.004602,0.004602,0.004602,0.000006,0.004602,0.502301,0.502301,0.502302,0.000000,0.502301,3
baseline,12648469,126,10,824,1056,232,0.239871,0.239871,0.239872,0.000000,0.239871,0.610007,0.610006,0.610007,0.000000,0.610007,2
baseline,12648469,138,27,871,1060,189,0.000002,0.000002,0.000002,0.000000,0.000002,0.500001,0.500001,0.500000,0.000712,0.500001,2
baseline,12648469,139,1,874,1061,187,0.003192,0.003192,0.003192,0.000000,0.003192,0.501596,0.501596,0.501595,0.000863,0.501596,2
baseline,12648469,136,11,859,1069,210,0.017146,0.017146,0.017145,0.000049,0.017146,0.508572,0.508572,0.508573,0.000000,0.508572,2
baseline,12648469,137,23,869,1071,202,0.094418,0.094418,0.094418,0.000150,0.094418,0.546174,0.546174,0.546174,0.000488,0.546174,2
baseline,12648469,145,13,890,1077,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,143,2,887,1082,195,0.049803,0.049803,0.049803,0.000061,0.049803,0.524862,0.524862,0.524862,0.000000,0.524862,2
baseline,12648469,128,20,834,1083,249,0.036509,0.036509,0.036509,0.000081,0.036509,0.518246,0.518247,0.518248,0.000000,0.518246,2
baseline,12648469,133,5,856,1089,233,0.054843,0.054843,0.054843,0.000100,0.054843,0.527394,0.527394,0.527395,0.000000,0.527394,1
baseline,12648469,147,19,899,1091,192,0.034077,0.034077,0.034077,0.000070,0.034077,0.517031,0.517031,0.517029,0.000691,0.517031,2
baseline,12648469,132,3,847,1097,250,0.015103,0.015103,0.015103,0.000040,0.015103,0.507551,0.507551,0.507552,0.000000,0.507551,2
baseline,12648469,144,12,889,1098,209,0.041221,0.041221,0.041222,0.000000,0.041221,0.520598,0.520598,0.520599,0.000000,0.520598,2
baseline,12648469,146,28,898,1100,202,0.037555,0.037555,0.037555,0.000000,0.037555,0.518766,0.518766,0.518766,0.000000,0.518766,1
baseline,12648469,149,25,901,1100,199,0.000128,0.000128,0.000128,0.000000,0.000128,0.500064,0.500064,0.500063,0.001092,0.500064,2
baseline,12648469,140,24,881,1107,226,0.047717,0.047717,0.047717,0.000000,0.047717,0.523840,0.523840,0.523841,0.000000,0.523840,2
baseline,12648469,135,16,859,1116,257,0.072771,0.072771,0.072771,0.000136,0.072771,0.536286,0.536286,0.536286,0.000598,0.536286,3
baseline,12648469,151,4,937,1134,197,0.064985,0.064985,0.064985,0.000000,0.064985,0.532446,0.532447,0.532447,0.000000,0.532446,2
baseline,12648469,150,21,932,1135,203,0.009779,0.009779,0.009779,0.000000,0.009779,0.504889,0.504889,0.504890,0.000000,0.504889,1
baseline,12648469,152,6,943,1140,197,0.021519,0.021519,0.021519,0.000045,0.021519,0.510751,0.510751,0.510750,0.001119,0.510751,2
baseline,12648469,148,26,900,1144,244,0.025526,0.025526,0.025526,0.000000,0.025526,0.512760,0.512760,0.512758,0.001505,0.512760,3
baseline,12648469,142,15,887,1147,260,0.151452,0.151453,0.151452,0.000000,0.151452,0.574870,0.574870,0.574870,0.000000,0.574870,1
baseline,12648469,153,29,959,1149,190,0.019303,0.019303,0.019303,0.000000,0.019303,0.509650,0.509650,0.509651,0.000000,0.509650,2
baseline,12648469,141,14,881,1207,326,0.423943,0.423943,0.423942,0.000000,0.423942,0.681662,0.681662,0.681660,0.001245,0.681662,3
baseline,12648469,158,22,1042,1231,189,0.011789,0.011789,0.011789,0.000000,0.011789,0.505872,0.505872,0.505872,0.000000,0.505872,2
baseline,12648469,155,31,1038,1234,196,0.058514,0.058514,0.058514,0.000000,0.058514,0.529214,0.529214,0.529213,0.000913,0.529214,2
baseline,12648469,154,30,1028,1238,210,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,162,18,1046,1242,196,0.057597,0.057597,0.057597,0.000000,0.057597,0.528767,0.528767,0.528765,0.001326,0.528767,2
baseline,12648469,163,10,1057,1252,195,0.020701,0.020701,0.020701,0.000000,0.020701,0.510349,0.510349,0.510348,0.001064,0.510349,2
baseline,12648469,166,11,1070,1264,194,0.042027,0.042027,0.042027,0.000000,0.042027,0.520992,0.520991,0.520991,0.000732,0.520992,2
baseline,12648469,161,0,1045,1269,224,0.024482,0.024482,0.024482,0.000000,0.024482,0.512239,0.512239,0.512238,0.001303,0.512239,1
baseline,12648469,168,13,1078,1271,193,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,164,27,1061,1274,213,0.018824,0.018824,0.018824,0.000025,0.018824,0.509411,0.509411,0.509409,0.001021,0.509411,1
baseline,12648469,167,23,1072,1275,203,0.008760,0.008760,0.008760,0.000000,0.008760,0.504380,0.504380,0.504379,0.000000,0.504380,1
baseline,12648469,165,1,1062,1281,219,0.028349,0.028349,0.028349,0.000074,0.028349,0.514163,0.514163,0.514162,0.000863,0.514163,2
baseline,12648469,156,8,1039,1284,245,0.000898,0.000898,0.000898,0.000000,0.000898,0.500449,0.500449,0.500450,0.000000,0.500449,3
baseline,12648469,157,9,1040,1288,248,0.009669,0.009669,0.009669,0.000005,0.009669,0.504830,0.504830,0.504830,0.000457,0.504830,3
baseline,12648469,169,2,1083,1288,205,0.106801,0.106801,0.106801,0.000156,0.106801,0.552861,0.552861,0.552862,0.000000,0.552861,1
baseline,12648469,170,20,1084,1290,206,0.006709,0.006709,0.006709,0.000000,0.006709,0.503354,0.503354,0.503355,0.000000,0.503354,1
baseline,12648469,160,17,1045,1293,248,0.001961,0.001961,0.001961,0.000000,0.001961,0.500980,0.500980,0.500979,0.001064,0.500980,3
baseline,12648469,159,7,1045,1299,254,0.050945,0.050945,0.050945,0.000108,0.050945,0.525449,0.525449,0.525450,0.000000,0.525449,2
baseline,12648469,174,12,1099,1301,202,0.041669,0.041669,0.041669,0.000000,0.041669,0.520821,0.520821,0.520821,0.000992,0.520821,2
baseline,12648469,178,16,1117,1307,190,0.016641,0.016641,0.016641,0.000000,0.016641,0.508288,0.508288,0.508288,0.000880,0.508288,2
baseline,12648469,172,19,1092,1314,222,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648469,171,5,1090,1320,230,0.102957,0.102957,0.102957,0.000000,0.102957,0.551239,0.551239,0.551239,0.000000,0.551239,2
baseline,12648469,176,25,1101,1320,219,0.067471,0.067471,0.067471,0.000000,0.067471,0.533671,0.533670,0.533670,0.000897,0.533671,2
baseline,12648469,177,24,1108,1326,218,0.070730,0.070730,0.070730,0.000000,0.070730,0.534828,0.534828,0.534828,0.000299,0.534828,2
baseline,12648469,175,28,1101,1333,232,0.069382,0.069382,0.069382,0.000084,0.069382,0.534556,0.534556,0.534555,0.001184,0.534556,2
baseline,12648469,183,15,1148,1335,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
baseline,12648469,179,4,1135,1340,205,0.107599,0.107599,0.107599,0.000000,0.107599,0.552918,0.552918,0.552918,0.000000,0.552918,1
baseline,12648469,180,21,1136,1343,207,0.009797,0.009797,0.009797,0.000008,0.009797,0.504897,0.504897,0.504898,0.000000,0.504897,2
baseline,12648469,181,6,1141,1355,214,0.040291,0.040291,0.040291,0.000000,0.040291,0.520132,0.520132,0.520133,0.000000,0.520132,2
baseline,12648469,173,3,1098,1369,271,0.177635,0.177635,0.177635,0.000000,0.177635,0.586908,0.586908,0.586909,0.000000,0.586908,3
baseline,12648469,182,26,1145,1385,240,0.042559,0.042559,0.042559,0.000000,0.042559,0.521266,0.521267,0.521265,0.000897,0.521266,3
baseline,12648469,184,29,1150,1400,250,0.005074,0.005074,0.005074,0.000010,0.005074,0.502537,0.502537,0.502535,0.001525,0.502537,2
baseline,12648469,185,14,1208,1411,203,0.053333,0.053333,0.053333,0.000048,0.053333,0.526641,0.526641,0.526641,0.000000,0.526641,2
baseline,12648469,187,31,1235,1423,188,0.007692,0.007692,0.007692,0.000000,0.007692,0.503846,0.503846,0.503845,0.000598,0.503846,1
baseline,12648469,189,18,1243,1434,191,0.024706,0.024706,0.024706,0.000015,0.024706,0.512344,0.512344,0.512344,0.000423,0.512344,1
baseline,12648469,188,30,1239,1436,197,0.034095,0.034095,0.034094,0.000071,0.034095,0.517040,0.517040,0.517042,0.000000,0.517040,2
baseline,12648469,186,22,1232,1452,220,0.000577,0.000577,0.000577,0.000000,0.000577,0.500289,0.500289,0.500289,0.000000,0.500289,2
baseline,12648469,191,11,1265,1457,192,0.030861,0.030861,0.030861,0.000000,0.030861,0.515425,0.515425,0.515425,0.000457,0.515425,0
baseline,12648469,192,0,1270,1464,194,0.045400,0.045400,0.045400,0.000000,0.045400,0.522684,0.522684,0.522684,0.000000,0.522684,1
baseline,12648469,193,13,1272,1475,203,0.012236,0.012236,0.012236,0.000013,0.012236,0.506118,0.506118,0.506118,0.000244,0.506118,1
baseline,12648469,197,8,1285,1475,190,0.018346,0.018346,0.018346,0.000000,0.018346,0.509172,0.509172,0.509171,0.000573,0.509172,1
baseline,12648469,198,9,1289,1484,195,0.052807,0.052807,0.052807,0.000068,0.052807,0.526360,0.526360,0.526360,0.000000,0.526360,1
baseline,12648469,201,17,1294,1488,194,0.043279,0.043279,0.043279,0.000087,0.043279,0.521626,0.521626,0.521627,0.000000,0.521626,2
baseline,12648469,190,10,1253,1489,236,0.051414,0.051414,0.051414,0.000000,0.051414,0.525676,0.525676,0.525675,0.001434,0.525676,3
baseline,12648469,200,20,1291,1499,208,0.019516,0.019516,0.019516,0.000000,0.019516,0.509756,0.509756,0.509756,0.000000,0.509756,1
baseline,12648469,196,1,1282,1501,219,0.023057,0.023057,0.023057,0.000000,0.023057,0.511524,0.511524,0.511523,0.001269,0.511524,2
baseline,12648469,204,16,1308,1502,194,0.042456,0.042456,0.042456,0.000099,0.042456,0.521209,0.521209,0.521209,0.000000,0.521209,1
baseline,12648470,3,3,0,188,188,0.007620,0.007620,0.007620,0.000013,0.007620,0.503810,0.503810,0.503809,0.001105,0.503810,2
baseline,12648470,6,6,0,189,189,0.010463,0.010463,0.010463,0.000000,0.010463,0.505231,0.505231,0.505232,0.000299,0.505231,2
baseline,12648470,25,25,0,189,189,0.013197,0.013197,0.013197,0.000000,0.013197,0.506594,0.506594,0.506594,0.000488,0.506594,2
baseline,12648470,18,18,0,190,190,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
baseline,12648470,23,23,0,190,190,0.016784,0.016784,0.016784,0.000037,0.016784,0.508391,0.508391,0.508392,0.000000,0.508391,2
baseline,12648470,13,13,0,191,191,0.025978,0.025978,0.025978,0.000000,0.025978,0.512986,0.512986,0.512985,0.000299,0.512986,2
baseline,12648470,17,17,0,192,192,0.029994,0.029994,0.029994,0.000023,0.029994,0.514930,0.514930,0.514931,0.000000,0.514930,2
baseline,12648470,21,21,0,193,193,0.036527,0.036527,0.036527,0.000044,0.036527,0.518241,0.518241,0.518241,0.000000,0.518241,2
baseline,12648470,0,0,0,195,195,0.048875,0.048875,0.048875,0.000000,0.048875,0.524412,0.524412,0.524412,0.000000,0.524412,2
baseline,12648470,16,16,0,195,195,0.008380,0.008380,0.008380,0.000000,0.008380,0.504190,0.504190,0.504189,0.000977,0.504190,2
baseline,12648470,9,9,0,197,197,0.065197,0.065197,0.065197,0.000150,0.065197,0.532540,0.532540,0.532540,0.001119,0.532540,2
baseline,12648470,11,11,0,199,199,0.060109,0.060109,0.060109,0.000070,0.060109,0.530018,0.530018,0.530019,0.000000,0.530018,2
baseline,12648470,26,26,0,205,205,0.000384,0.000384,0.000384,0.000000,0.000384,0.500192,0.500192,0.500191,0.000669,0.500192,2
baseline,12648470,8,8,0,215,215,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648470,2,2,0,219,219,0.018110,0.018110,0.018110,0.000000,0.018110,0.509053,0.509053,0.509054,0.000000,0.509053,2
baseline,12648470,29,29,0,219,219,0.121529,0.121529,0.121529,0.000271,0.121529,0.560129,0.560129,0.560128,0.000846,0.560129,2
baseline,12648470,4,4,0,224,224,0.204040,0.204040,0.204041,0.000193,0.204040,0.600401,0.600401,0.600402,0.000000,0.600401,2
baseline,12648470,27,27,0,226,226,0.019262,0.019262,0.019262,0.000000,0.019262,0.509626,0.509626,0.509627,0.000000,0.509626,1
baseline,12648470,10,10,0,229,229,0.136565,0.136565,0.136565,0.000353,0.136565,0.567246,0.567246,0.567246,0.001171,0.567246,2
baseline,12648470,19,19,0,230,230,0.055228,0.055228,0.055228,0.000000,0.055228,0.527586,0.527586,0.527587,0.000000,0.527586,2
baseline,12648470,22,22,0,230,230,0.070802,0.070802,0.070802,0.000136,0.070802,0.535342,0.535342,0.535341,0.000846,0.535342,2
baseline,12648470,31,31,0,230,230,0.032585,0.032585,0.032585,0.000000,0.032585,0.516276,0.516276,0.516275,0.000828,0.516276,3
baseline,12648470,20,20,0,238,238,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
baseline,12648470,5,5,0,241,241,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
baseline,12648470,24,24,0,242,242,0.106437,0.106437,0.106438,0.000000,0.106437,0.552223,0.552223,0.552223,0.000173,0.552223,2
baseline,12648470,1,1,0,246,246,0.003481,0.003481,0.003481,0.000000,0.003481,0.501740,0.501740,0.501740,0.000828,0.501740,3
baseline,12648470,7,7,0,246,246,0.013417,0.013417,0.013417,0.000028,0.013417,0.506708,0.506708,0.506707,0.001021,0.506708,2
baseline,12648470,30,30,0,249,249,0.008658,0.008658,0.008658,0.000018,0.008658,0.504329,0.504329,0.504328,0.001292,0.504329,3
baseline,12648470,28,28,0,250,250,0.027845,0.027845,0.027844,0.000063,0.027845,0.513919,0.513919,0.513918,0.000598,0.513919,2
baseline,12648470,14,14,0,254,254,0.041987,0.041987,0.041986,0.000062,0.041987,0.520981,0.520981,0.520981,0.000000,0.520981,2
baseline,12648470,12,12,0,256,256,0.335477,0.335477,0.335477,0.000000,0.335477,0.658359,0.658359,0.658357,0.001132,0.658359,2
baseline,12648470,15,15,0,332,332,0.475436,0.475436,0.475435,0.001099,0.475436,0.690093,0.690093,0.690094,0.000000,0.690093,4
baseline,12648470,34,25,190,384,194,0.044858,0.044858,0.044858,0.000000,0.044858,0.522409,0.522409,0.522408,0.000930,0.522409,2
baseline,12648470,40,0,196,391,195,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648470,39,21,194,401,207,0.027612,0.027612,0.027612,0.000011,0.027612,0.513802,0.513802,0.513802,0.000457,0.513802,2
baseline,12648470,43,11,200,403,203,0.035081,0.035081,0.035081,0.000090,0.035081,0.517532,0.517532,0.517532,0.000752,0.517532,2
baseline,12648470,32,3,189,406,217,0.016790,0.016790,0.016790,0.000029,0.016790,0.508394,0.508394,0.508394,0.000622,0.508394,2
baseline,12648470,48,4,225,413,188,0.001098,0.001098,0.001098,0.000001,0.001098,0.500549,0.500549,0.500549,0.000000,0.500549,2
baseline,12648470,44,26,206,415,209,0.042101,0.042101,0.042101,0.000074,0.042101,0.521031,0.521031,0.521032,0.000000,0.521031,2
baseline,12648470,36,23,191,416,225,0.077636,0.077636,0.077637,0.000000,0.077636,0.538739,0.538739,0.538740,0.000000,0.538739,2
baseline,12648470,50,10,230,423,193,0.039621,0.039621,0.039621,0.000060,0.039621,0.519795,0.519795,0.519796,0.000000,0.519795,2
baseline,12648470,51,19,231,423,192,0.032394,0.032394,0.032394,0.000000,0.032394,0.516191,0.516191,0.516190,0.000772,0.516190,0
baseline,12648470,33,6,190,425,235,0.223394,0.223394,0.223394,0.000432,0.223394,0.609153,0.609153,0.609153,0.001007,0.609153,2
baseline,12648470,41,16,196,426,230,0.001006,0.001006,0.001006,0.000001,0.001006,0.500503,0.500503,0.500503,0.000000,0.500503,3
baseline,12648470,37,13,192,431,239,0.020429,0.020429,0.020429,0.000055,0.020429,0.510212,0.510212,0.510210,0.001158,0.510212,1
baseline,12648470,46,2,220,437,217,0.035091,0.035091,0.035091,0.000000,0.035091,0.517536,0.517536,0.517534,0.001465,0.517536,2
baseline,12648470,59,30,250,437,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
baseline,12648470,35,18,191,440,249,0.139253,0.139253,0.139252,0.000308,0.139253,0.566779,0.566779,0.566779,0.000000,0.566779,2
baseline,12648470,42,9,198,448,250,0.036040,0.036040,0.036040,0.000055,0.036040,0.518010,0.518010,0.518011,0.000000,0.518010,2
baseline,12648470,62,12,257,451,194,0.042024,0.042024,0.042024,0.000000,0.042024,0.521000,0.521000,0.520998,0.001370,0.521000,1
baseline,12648470,38,17,193,453,260,0.071319,0.071319,0.071319,0.000000,0.071319,0.535272,0.535272,0.535272,0.000000,0.535272,2
baseline,12648470,54,20,239,457,218,0.056322,0.056322,0.056322,0.000000,0.056322,0.528125,0.528125,0.528124,0.000913,0.528125,2
baseline,12648470,45,8,216,461,245,0.044725,0.044725,0.044725,0.000031,0.044725,0.522331,0.522331,0.522331,0.000299,0.522331,2
baseline,12648470,52,22,231,462,231,0.007136,0.007136,0.007136,0.000012,0.007136,0.503568,0.503568,0.503569,0.000000,0.503568,2
