condition,seed,life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
norecharge,12648460,152,3,888,1075,187,0.014959,0.014959,0.014959,0.000000,0.014959,0.507478,0.507478,0.507477,0.000863,0.507478,2
norecharge,12648460,140,21,842,1078,236,0.064741,0.064741,0.064741,0.000000,0.064741,0.532316,0.532316,0.532317,0.000000,0.532316,2
norecharge,12648460,147,4,873,1084,211,0.005410,0.005410,0.005410,0.000003,0.005410,0.502705,0.502705,0.502706,0.000000,0.502705,1
norecharge,12648460,144,28,856,1089,233,0.019241,0.019241,0.019241,0.000030,0.019241,0.509619,0.509619,0.509619,0.000000,0.509619,1
norecharge,12648460,146,15,871,1091,220,0.068267,0.068267,0.068267,0.000000,0.068267,0.534075,0.534075,0.534075,0.000880,0.534075,2
norecharge,12648460,154,5,898,1100,202,0.008895,0.008895,0.008895,0.000016,0.008895,0.504447,0.504447,0.504448,0.000000,0.504447,1
norecharge,12648460,150,23,881,1113,232,0.045162,0.045162,0.045162,0.000000,0.045162,0.522565,0.522565,0.522566,0.000000,0.522565,2
norecharge,12648460,151,9,881,1117,236,0.041968,0.041968,0.041967,0.000123,0.041968,0.520971,0.520971,0.520972,0.000000,0.520971,2
norecharge,12648460,155,7,899,1121,222,0.225689,0.225689,0.225689,0.000000,0.225689,0.609176,0.609176,0.609176,0.000000,0.609176,2
norecharge,12648460,158,29,937,1124,187,0.044893,0.044893,0.044893,0.000000,0.044893,0.522425,0.522425,0.522423,0.001007,0.522425,2
norecharge,12648460,153,14,898,1131,233,0.042498,0.042498,0.042498,0.000066,0.042498,0.521235,0.521235,0.521234,0.001184,0.521234,0
norecharge,12648460,157,12,932,1135,203,0.007815,0.007815,0.007815,0.000000,0.007815,0.503907,0.503907,0.503906,0.000345,0.503907,1
norecharge,12648460,159,31,943,1140,197,0.031533,0.031533,0.031533,0.000066,0.031533,0.515761,0.515761,0.515762,0.000000,0.515761,2
norecharge,12648460,156,2,905,1143,238,0.005232,0.005232,0.005232,0.000007,0.005232,0.502616,0.502616,0.502617,0.000000,0.502616,3
norecharge,12648460,161,26,986,1191,205,0.042071,0.042071,0.042070,0.000063,0.042071,0.521018,0.521018,0.521019,0.000244,0.521018,2
norecharge,12648460,163,0,1009,1196,187,0.000784,0.000784,0.000784,0.000000,0.000784,0.500392,0.500392,0.500391,0.001092,0.500391,0
norecharge,12648460,164,11,1012,1199,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648460,162,19,1001,1201,200,0.026996,0.026996,0.026996,0.000000,0.026996,0.513486,0.513486,0.513487,0.000000,0.513486,2
norecharge,12648460,160,13,953,1204,251,0.096761,0.096761,0.096761,0.000000,0.096761,0.548212,0.548212,0.548211,0.001208,0.548212,2
norecharge,12648460,166,20,1014,1204,190,0.367371,0.367371,0.367371,0.000559,0.367371,0.673063,0.673063,0.673065,0.000000,0.673063,2
norecharge,12648460,167,16,1026,1221,195,0.329159,0.329159,0.329159,0.000311,0.329159,0.654547,0.654547,0.654548,0.000000,0.654547,2
norecharge,12648460,165,1,1013,1235,222,0.043009,0.043009,0.043009,0.000077,0.043009,0.521486,0.521486,0.521485,0.001505,0.521486,2
norecharge,12648460,170,8,1038,1239,201,0.008056,0.008056,0.008056,0.000010,0.008056,0.504028,0.504028,0.504028,0.000000,0.504028,2
norecharge,12648460,171,27,1052,1239,187,0.025655,0.025655,0.025655,0.000048,0.025655,0.512786,0.512786,0.512787,0.000000,0.512786,2
norecharge,12648460,169,25,1036,1249,213,0.081279,0.081279,0.081279,0.000000,0.081279,0.540550,0.540550,0.540550,0.000000,0.540550,2
norecharge,12648460,175,22,1066,1253,187,0.041706,0.041706,0.041706,0.000061,0.041706,0.520839,0.520840,0.520838,0.001280,0.520839,2
norecharge,12648460,176,18,1070,1257,187,0.004176,0.004176,0.004176,0.000010,0.004176,0.502088,0.502088,0.502088,0.000000,0.502088,2
norecharge,12648460,168,10,1034,1263,229,0.030825,0.030825,0.030825,0.000072,0.030825,0.515400,0.515400,0.515398,0.001158,0.515400,3
norecharge,12648460,178,3,1076,1263,187,0.021356,0.021356,0.021356,0.000000,0.021356,0.510676,0.510676,0.510676,0.001007,0.510676,1
norecharge,12648460,179,21,1079,1272,193,0.023964,0.023964,0.023964,0.000000,0.023964,0.511979,0.511979,0.511979,0.000961,0.511979,1
norecharge,12648460,173,6,1065,1279,214,0.000238,0.000238,0.000238,0.000000,0.000238,0.500119,0.500119,0.500120,0.000000,0.500119,2
norecharge,12648460,182,15,1092,1279,187,0.029572,0.029572,0.029572,0.000000,0.029572,0.514780,0.514780,0.514780,0.000772,0.514780,2
norecharge,12648460,172,24,1062,1281,219,0.000625,0.000625,0.000625,0.000001,0.000625,0.500312,0.500312,0.500313,0.000000,0.500312,2
norecharge,12648460,174,17,1066,1288,222,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648460,180,4,1085,1310,225,0.000139,0.000139,0.000139,0.000000,0.000139,0.500069,0.500069,0.500069,0.000386,0.500069,2
norecharge,12648460,177,30,1072,1311,239,0.027083,0.027083,0.027083,0.000000,0.027083,0.513538,0.513538,0.513536,0.001315,0.513538,3
norecharge,12648460,185,9,1118,1312,194,0.025067,0.025067,0.025067,0.000000,0.025067,0.512531,0.512531,0.512530,0.000946,0.512531,1
norecharge,12648460,187,29,1125,1312,187,0.062359,0.062359,0.062359,0.000000,0.062359,0.531139,0.531139,0.531138,0.000977,0.531139,2
norecharge,12648460,181,28,1090,1320,230,0.008598,0.008598,0.008598,0.000000,0.008598,0.504299,0.504299,0.504297,0.001269,0.504299,2
norecharge,12648460,188,14,1132,1326,194,0.006356,0.006356,0.006356,0.000005,0.006356,0.503178,0.503178,0.503179,0.000000,0.503178,2
norecharge,12648460,183,5,1101,1333,232,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648460,184,23,1114,1338,224,0.020539,0.020539,0.020539,0.000021,0.020539,0.510256,0.510256,0.510256,0.000299,0.510256,2
norecharge,12648460,189,12,1136,1343,207,0.002625,0.002625,0.002625,0.000005,0.002625,0.501312,0.501312,0.501312,0.000000,0.501312,2
norecharge,12648460,191,2,1144,1351,207,0.037010,0.037010,0.037010,0.000000,0.037010,0.518492,0.518492,0.518492,0.000000,0.518492,2
norecharge,12648460,190,31,1141,1355,214,0.016331,0.016331,0.016331,0.000000,0.016331,0.508164,0.508164,0.508164,0.000000,0.508164,2
norecharge,12648460,186,7,1122,1361,239,0.011786,0.011786,0.011786,0.000023,0.011786,0.505893,0.505893,0.505892,0.001269,0.505893,3
norecharge,12648460,192,26,1192,1379,187,0.002896,0.002896,0.002896,0.000006,0.002896,0.501448,0.501448,0.501449,0.000000,0.501449,0
norecharge,12648460,195,19,1202,1389,187,0.098850,0.098850,0.098850,0.000075,0.098850,0.549227,0.549228,0.549227,0.000961,0.549227,2
norecharge,12648460,196,13,1205,1392,187,0.038988,0.038988,0.038988,0.000000,0.038988,0.519466,0.519466,0.519465,0.000669,0.519466,2
norecharge,12648460,193,0,1197,1415,218,0.074637,0.074637,0.074637,0.000000,0.074637,0.537249,0.537249,0.537248,0.000598,0.537249,2
norecharge,12648460,197,20,1205,1416,211,0.392740,0.392740,0.392739,0.000977,0.392740,0.684351,0.684351,0.684351,0.000930,0.684351,1
norecharge,12648460,199,1,1236,1423,187,0.038342,0.038342,0.038342,0.000000,0.038342,0.519142,0.519142,0.519142,0.000000,0.519142,1
norecharge,12648460,194,11,1200,1437,237,0.005719,0.005719,0.005719,0.000006,0.005719,0.502860,0.502860,0.502861,0.000000,0.502860,2
norecharge,12648460,201,27,1240,1437,197,0.030753,0.030753,0.030753,0.000031,0.030753,0.515370,0.515370,0.515371,0.000000,0.515370,1
norecharge,12648460,202,25,1250,1437,187,0.029486,0.029486,0.029486,0.000000,0.029486,0.514738,0.514738,0.514738,0.000000,0.514738,2
norecharge,12648461,2,2,0,187,187,0.001393,0.001393,0.001393,0.000002,0.001393,0.500696,0.500696,0.500696,0.000598,0.500696,2
norecharge,12648461,10,10,0,187,187,0.072352,0.072352,0.072352,0.000174,0.072352,0.536111,0.536111,0.536110,0.000732,0.536111,2
norecharge,12648461,12,12,0,187,187,0.033064,0.033064,0.033064,0.000032,0.033064,0.516524,0.516524,0.516525,0.000000,0.516524,2
norecharge,12648461,14,14,0,187,187,0.024273,0.024273,0.024273,0.000000,0.024273,0.512132,0.512132,0.512131,0.000946,0.512132,2
norecharge,12648461,18,18,0,187,187,0.063256,0.063256,0.063256,0.000122,0.063256,0.531530,0.531530,0.531530,0.000000,0.531530,2
norecharge,12648461,21,21,0,187,187,0.050187,0.050187,0.050187,0.000000,0.050187,0.525027,0.525027,0.525026,0.001007,0.525027,2
norecharge,12648461,24,24,0,187,187,0.036444,0.036444,0.036444,0.000000,0.036444,0.518213,0.518213,0.518212,0.000772,0.518213,2
norecharge,12648461,26,26,0,187,187,0.073411,0.073411,0.073411,0.000000,0.073411,0.536639,0.536639,0.536639,0.001036,0.536639,2
norecharge,12648461,27,27,0,187,187,0.526203,0.526203,0.526202,0.001145,0.526203,0.740493,0.740493,0.740494,0.000000,0.740493,2
norecharge,12648461,29,29,0,187,187,0.047937,0.047937,0.047937,0.000000,0.047937,0.523948,0.523948,0.523949,0.000000,0.523948,2
norecharge,12648461,9,9,0,190,190,0.050262,0.050262,0.050262,0.000057,0.050262,0.524211,0.524211,0.524210,0.000646,0.524211,1
norecharge,12648461,22,22,0,191,191,0.010431,0.010431,0.010431,0.000009,0.010431,0.505215,0.505215,0.505216,0.000000,0.505215,2
norecharge,12648461,11,11,0,195,195,0.000047,0.000047,0.000047,0.000000,0.000047,0.500023,0.500023,0.500023,0.000173,0.500023,2
norecharge,12648461,16,16,0,199,199,0.023494,0.023494,0.023494,0.000045,0.023494,0.511744,0.511744,0.511744,0.001007,0.511744,2
norecharge,12648461,1,1,0,205,205,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,31,31,0,205,205,0.026403,0.026403,0.026403,0.000000,0.026403,0.513188,0.513188,0.513189,0.000000,0.513188,2
norecharge,12648461,19,19,0,215,215,0.053262,0.053262,0.053262,0.000134,0.053262,0.526606,0.526606,0.526605,0.000386,0.526606,2
norecharge,12648461,6,6,0,219,219,0.037613,0.037613,0.037613,0.000000,0.037613,0.518779,0.518779,0.518778,0.000913,0.518779,2
norecharge,12648461,25,25,0,219,219,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,0,0,0,226,226,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
norecharge,12648461,17,17,0,229,229,0.011963,0.011963,0.011963,0.000000,0.011963,0.505909,0.505909,0.505911,0.000000,0.505909,2
norecharge,12648461,4,4,0,230,230,0.017591,0.017591,0.017591,0.000042,0.017591,0.508794,0.508794,0.508795,0.000000,0.508794,3
norecharge,12648461,8,8,0,230,230,0.154390,0.154390,0.154390,0.000000,0.154390,0.567740,0.567740,0.567741,0.000000,0.567740,2
norecharge,12648461,13,13,0,230,230,0.000006,0.000006,0.000006,0.000000,0.000006,0.500003,0.500003,0.500002,0.001132,0.500003,2
norecharge,12648461,23,23,0,230,230,0.363560,0.363560,0.363561,0.000000,0.363560,0.647921,0.647921,0.647920,0.000423,0.647921,2
norecharge,12648461,15,15,0,238,238,0.011039,0.011039,0.011039,0.000000,0.011039,0.505519,0.505519,0.505518,0.001303,0.505519,3
norecharge,12648461,20,20,0,238,238,0.089850,0.089850,0.089850,0.000191,0.089850,0.544740,0.544740,0.544739,0.001021,0.544740,3
norecharge,12648461,30,30,0,241,241,0.073897,0.073897,0.073897,0.000170,0.073897,0.536850,0.536850,0.536850,0.000345,0.536850,3
norecharge,12648461,3,3,0,242,242,0.032289,0.032289,0.032289,0.000000,0.032289,0.516139,0.516139,0.516138,0.000977,0.516139,2
norecharge,12648461,28,28,0,246,246,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,5,5,0,249,249,0.034669,0.034669,0.034669,0.000000,0.034669,0.517327,0.517327,0.517327,0.000732,0.517327,3
norecharge,12648461,7,7,0,250,250,0.028274,0.028274,0.028274,0.000058,0.028274,0.514132,0.514132,0.514131,0.000913,0.514132,2
norecharge,12648461,33,10,188,375,187,0.152062,0.152062,0.152062,0.000255,0.152062,0.575195,0.575195,0.575195,0.000000,0.575195,1
norecharge,12648461,34,12,188,375,187,0.069810,0.069810,0.069810,0.000000,0.069810,0.534847,0.534847,0.534849,0.000000,0.534847,1
norecharge,12648461,36,18,188,375,187,0.126055,0.126055,0.126055,0.000216,0.126055,0.562362,0.562362,0.562363,0.000000,0.562362,2
norecharge,12648461,37,21,188,375,187,0.074421,0.074421,0.074421,0.000000,0.074421,0.537142,0.537142,0.537140,0.000961,0.537142,2
norecharge,12648461,40,27,188,375,187,0.043028,0.043028,0.043028,0.000032,0.043028,0.521501,0.521501,0.521500,0.000546,0.521501,1
norecharge,12648461,47,31,206,393,187,0.053526,0.053526,0.053526,0.000000,0.053526,0.526734,0.526734,0.526734,0.000946,0.526734,1
norecharge,12648461,39,26,188,397,209,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,35,14,188,402,214,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,45,16,200,403,203,0.004128,0.004128,0.004128,0.000011,0.004128,0.502064,0.502064,0.502065,0.000000,0.502064,2
norecharge,12648461,49,6,220,407,187,0.022083,0.022083,0.022083,0.000000,0.022083,0.511040,0.511040,0.511040,0.000299,0.511040,2
norecharge,12648461,41,29,188,414,226,0.039068,0.039068,0.039068,0.000000,0.039068,0.519523,0.519523,0.519524,0.000000,0.519523,2
norecharge,12648461,46,1,206,415,209,0.014357,0.014357,0.014357,0.000000,0.014357,0.507178,0.507178,0.507179,0.000000,0.507178,2
norecharge,12648461,54,8,231,418,187,0.000028,0.000028,0.000028,0.000000,0.000028,0.500014,0.500014,0.500015,0.000000,0.500015,0
norecharge,12648461,38,24,188,420,232,0.245912,0.245912,0.245911,0.000280,0.245912,0.602887,0.602887,0.602888,0.000000,0.602887,2
norecharge,12648461,52,17,230,422,192,0.017572,0.017572,0.017572,0.000000,0.017572,0.508763,0.508762,0.508764,0.000000,0.508763,2
norecharge,12648461,44,11,196,426,230,0.040118,0.040118,0.040118,0.000037,0.040118,0.520047,0.520047,0.520048,0.000000,0.520047,3
norecharge,12648461,58,20,239,426,187,0.033889,0.033889,0.033889,0.000000,0.033889,0.516938,0.516938,0.516937,0.000488,0.516938,2
norecharge,12648461,43,22,192,431,239,0.067642,0.067642,0.067642,0.000129,0.067642,0.533745,0.533745,0.533745,0.000000,0.533745,1
norecharge,12648461,32,2,188,434,246,0.010326,0.010326,0.010326,0.000000,0.010326,0.505163,0.505163,0.505163,0.000000,0.505163,3
norecharge,12648461,51,0,227,434,207,0.007499,0.007499,0.007499,0.000000,0.007499,0.503750,0.503750,0.503748,0.001326,0.503750,1
norecharge,12648461,50,25,220,437,217,0.032352,0.032352,0.032352,0.000052,0.032352,0.516168,0.516168,0.516167,0.001208,0.516168,2
norecharge,12648461,62,5,250,437,187,0.012514,0.012514,0.012514,0.000023,0.012514,0.506256,0.506256,0.506256,0.000000,0.506256,2
norecharge,12648461,63,7,251,438,187,0.036171,0.036171,0.036171,0.000062,0.036171,0.518069,0.518069,0.518068,0.000000,0.518068,0
norecharge,12648461,42,9,191,440,249,0.057554,0.057554,0.057554,0.000000,0.057554,0.528695,0.528695,0.528694,0.000546,0.528695,2
norecharge,12648461,56,23,231,443,212,0.187651,0.187651,0.187650,0.000061,0.187651,0.591096,0.591096,0.591095,0.001145,0.591096,2
norecharge,12648461,57,15,239,457,218,0.016912,0.016912,0.016912,0.000028,0.016912,0.508455,0.508455,0.508454,0.000828,0.508455,2
norecharge,12648461,48,19,216,461,245,0.029139,0.029139,0.029139,0.000000,0.029139,0.514564,0.514564,0.514564,0.000000,0.514564,2
norecharge,12648461,55,13,231,462,231,0.049651,0.049651,0.049651,0.000000,0.049651,0.524804,0.524804,0.524803,0.000000,0.524804,2
norecharge,12648461,53,4,231,470,239,0.032018,0.032018,0.032018,0.000068,0.032018,0.516002,0.516002,0.516001,0.001196,0.516002,2
norecharge,12648461,60,3,243,479,236,0.074870,0.074870,0.074870,0.000131,0.074870,0.537365,0.537365,0.537363,0.001348,0.537365,3
norecharge,12648461,59,30,242,481,239,0.027051,0.027051,0.027051,0.000029,0.027051,0.513521,0.513521,0.513520,0.000810,0.513521,1
norecharge,12648461,61,28,247,482,235,0.037355,0.037355,0.037355,0.000000,0.037355,0.518666,0.518665,0.518667,0.000000,0.518666,1
norecharge,12648461,65,12,376,563,187,0.074891,0.074891,0.074891,0.000126,0.074891,0.537376,0.537376,0.537376,0.000000,0.537376,2
norecharge,12648461,64,10,376,585,209,0.036755,0.036755,0.036755,0.000074,0.036755,0.518365,0.518365,0.518364,0.001132,0.518365,1
norecharge,12648461,66,18,376,587,211,0.069469,0.069469,0.069469,0.000110,0.069469,0.534633,0.534633,0.534632,0.000961,0.534633,2
norecharge,12648461,72,16,404,591,187,0.035413,0.035412,0.035412,0.000081,0.035413,0.517690,0.517690,0.517690,0.000000,0.517690,2
norecharge,12648461,68,27,376,594,218,0.037372,0.037372,0.037372,0.000090,0.037372,0.518674,0.518674,0.518675,0.000000,0.518674,2
norecharge,12648461,70,26,398,605,207,0.037920,0.037920,0.037920,0.000000,0.037920,0.518941,0.518941,0.518942,0.000000,0.518941,1
norecharge,12648461,80,20,427,614,187,0.023554,0.023554,0.023554,0.000040,0.023554,0.511774,0.511774,0.511774,0.000712,0.511774,2
norecharge,12648461,67,21,376,617,241,0.009034,0.009034,0.009034,0.000000,0.009034,0.504517,0.504517,0.504517,0.000000,0.504517,2
norecharge,12648461,85,5,438,625,187,0.009335,0.009335,0.009335,0.000009,0.009335,0.504667,0.504667,0.504667,0.000000,0.504667,1
norecharge,12648461,83,0,435,628,193,0.045989,0.045989,0.045989,0.000000,0.045989,0.522959,0.522959,0.522959,0.001007,0.522959,2
norecharge,12648461,87,9,441,629,188,0.008522,0.008522,0.008522,0.000017,0.008522,0.504257,0.504257,0.504257,0.000173,0.504257,2
norecharge,12648461,75,1,416,632,216,0.026225,0.026225,0.026225,0.000000,0.026225,0.513109,0.513109,0.513108,0.000573,0.513109,2
norecharge,12648461,69,31,394,637,243,0.000003,0.000003,0.000003,0.000000,0.000003,0.500002,0.500002,0.500000,0.000691,0.500002,1
norecharge,12648461,74,29,415,640,225,0.186327,0.186327,0.186327,0.000000,0.186327,0.590152,0.590152,0.590151,0.001233,0.590152,1
norecharge,12648461,82,2,435,640,205,0.020809,0.020809,0.020809,0.000041,0.020809,0.510397,0.510397,0.510398,0.000000,0.510397,1
norecharge,12648461,79,11,427,642,215,0.043355,0.043355,0.043355,0.000072,0.043355,0.521622,0.521622,0.521622,0.000810,0.521622,2
norecharge,12648461,81,22,432,644,212,0.066408,0.066408,0.066408,0.000000,0.066408,0.533132,0.533132,0.533133,0.000000,0.533132,2
norecharge,12648461,89,15,458,645,187,0.260750,0.260750,0.260750,0.000000,0.260750,0.622479,0.622479,0.622480,0.000000,0.622479,2
norecharge,12648461,71,14,403,646,243,0.025780,0.025780,0.025781,0.000000,0.025780,0.512887,0.512887,0.512886,0.001119,0.512887,1
norecharge,12648461,78,17,423,649,226,0.011819,0.011819,0.011819,0.000000,0.011819,0.505909,0.505909,0.505911,0.000000,0.505909,2
norecharge,12648461,88,23,444,655,211,0.069516,0.069516,0.069516,0.000089,0.069516,0.534692,0.534692,0.534691,0.001145,0.534692,2
norecharge,12648461,73,6,408,656,248,0.030814,0.030814,0.030814,0.000000,0.030814,0.515386,0.515386,0.515387,0.000000,0.515386,2
norecharge,12648461,90,19,462,656,194,0.051419,0.051419,0.051419,0.000034,0.051419,0.525670,0.525670,0.525671,0.000000,0.525670,2
norecharge,12648461,77,24,421,659,238,0.051977,0.051977,0.051977,0.000000,0.051977,0.525965,0.525965,0.525964,0.000598,0.525965,2
norecharge,12648461,76,8,419,660,241,0.047031,0.047031,0.047031,0.000000,0.047031,0.523498,0.523498,0.523498,0.000173,0.523498,3
norecharge,12648461,84,25,438,666,228,0.075105,0.075105,0.075105,0.000145,0.075105,0.537400,0.537400,0.537400,0.000846,0.537400,1
norecharge,12648461,93,3,480,670,190,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,86,7,439,685,246,0.250878,0.250878,0.250878,0.000334,0.250878,0.622590,0.622590,0.622589,0.001158,0.622590,2
norecharge,12648461,91,13,463,700,237,0.044289,0.044289,0.044289,0.000000,0.044289,0.522130,0.522130,0.522131,0.000000,0.522130,3
norecharge,12648461,92,4,471,705,234,0.022759,0.022759,0.022759,0.000000,0.022759,0.511376,0.511376,0.511375,0.000518,0.511376,2
norecharge,12648461,94,30,482,710,228,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,95,28,483,714,231,0.011571,0.011571,0.011571,0.000000,0.011571,0.505785,0.505785,0.505785,0.000299,0.505785,3
norecharge,12648461,96,12,564,764,200,0.000593,0.000593,0.000593,0.000001,0.000593,0.500297,0.500297,0.500297,0.000000,0.500297,2
norecharge,12648461,100,27,595,797,202,0.193773,0.193773,0.193773,0.000244,0.193773,0.595287,0.595287,0.595286,0.001370,0.595287,1
norecharge,12648461,97,10,586,805,219,0.014139,0.014139,0.014139,0.000031,0.014139,0.507067,0.507067,0.507066,0.000880,0.507067,1
norecharge,12648461,98,18,588,812,224,0.026445,0.026445,0.026445,0.000038,0.026445,0.513218,0.513218,0.513216,0.001505,0.513218,2
norecharge,12648461,103,21,618,813,195,0.007474,0.007474,0.007474,0.000003,0.007474,0.503737,0.503737,0.503738,0.000000,0.503737,2
norecharge,12648461,99,16,592,820,228,0.115538,0.115538,0.115538,0.000000,0.115538,0.556487,0.556487,0.556488,0.000000,0.556487,2
norecharge,12648461,107,1,633,820,187,0.036467,0.036467,0.036467,0.000000,0.036467,0.518222,0.518222,0.518221,0.001021,0.518222,2
norecharge,12648461,105,0,629,824,195,0.048261,0.048261,0.048261,0.000000,0.048261,0.524108,0.524108,0.524108,0.000000,0.524108,2
norecharge,12648461,101,26,606,830,224,0.053920,0.053920,0.053920,0.000000,0.053920,0.526934,0.526934,0.526933,0.001158,0.526934,1
norecharge,12648461,111,11,643,830,187,0.030917,0.030917,0.030917,0.000071,0.030917,0.515453,0.515453,0.515452,0.001303,0.515453,2
norecharge,12648461,108,31,638,837,199,0.096472,0.096472,0.096472,0.000248,0.096472,0.548087,0.548087,0.548088,0.000000,0.548087,2
norecharge,12648461,115,17,650,837,187,0.033726,0.033726,0.033726,0.000000,0.033726,0.516857,0.516857,0.516856,0.000691,0.516857,2
norecharge,12648461,102,20,615,841,226,0.076374,0.076374,0.076374,0.000150,0.076374,0.538112,0.538112,0.538111,0.001434,0.538112,2
norecharge,12648461,116,23,656,843,187,0.032032,0.032032,0.032032,0.000069,0.032032,0.516010,0.516010,0.516009,0.000828,0.516010,2
norecharge,12648461,119,24,660,847,187,0.112863,0.112863,0.112864,0.000000,0.112863,0.555181,0.555181,0.555182,0.000173,0.555181,2
norecharge,12648461,106,9,630,849,219,0.039515,0.039515,0.039515,0.000000,0.039515,0.519715,0.519715,0.519714,0.000622,0.519715,2
norecharge,12648461,109,29,641,855,214,0.048524,0.048524,0.048524,0.000115,0.048524,0.524243,0.524243,0.524244,0.000000,0.524243,2
norecharge,12648461,118,19,657,858,201,0.098331,0.098331,0.098331,0.000000,0.098331,0.549007,0.549007,0.549006,0.000732,0.549007,2
norecharge,12648461,114,14,647,870,223,0.021395,0.021395,0.021395,0.000014,0.021395,0.510696,0.510696,0.510696,0.000000,0.510696,2
norecharge,12648461,104,5,626,872,246,0.023848,0.023848,0.023848,0.000043,0.023848,0.511922,0.511922,0.511923,0.000000,0.511922,3
norecharge,12648461,121,25,667,873,206,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648461,123,7,686,876,190,0.118602,0.118602,0.118602,0.000000,0.118602,0.559024,0.559024,0.559023,0.000977,0.559024,2
norecharge,12648461,112,22,645,880,235,0.048574,0.048574,0.048573,0.000072,0.048574,0.524255,0.524255,0.524254,0.000000,0.524255,1
norecharge,12648461,120,8,661,880,219,0.057608,0.057608,0.057608,0.000136,0.057608,0.528772,0.528772,0.528771,0.000646,0.528772,2
norecharge,12648461,110,2,641,887,246,0.025113,0.025113,0.025113,0.000000,0.025113,0.512554,0.512554,0.512552,0.000977,0.512554,2
norecharge,12648461,113,15,646,897,251,0.004505,0.004505,0.004505,0.000004,0.004505,0.502253,0.502253,0.502252,0.000977,0.502253,2
norecharge,12648461,125,4,706,897,191,0.020239,0.020239,0.020239,0.000000,0.020239,0.510117,0.510117,0.510117,0.000712,0.510117,2
norecharge,12648461,117,6,657,898,241,0.038897,0.038897,0.038897,0.000053,0.038897,0.519437,0.519437,0.519438,0.000000,0.519437,2
norecharge,12648461,122,3,671,904,233,0.046707,0.046707,0.046707,0.000067,0.046707,0.523292,0.523292,0.523292,0.000000,0.523292,2
norecharge,12648461,124,13,701,931,230,0.064569,0.064569,0.064569,0.000084,0.064569,0.532233,0.532233,0.532234,0.000000,0.532233,2
norecharge,12648461,127,28,715,936,221,0.004256,0.004256,0.004256,0.000000,0.004256,0.502128,0.502128,0.502128,0.000000,0.502128,1
norecharge,12648461,126,30,711,942,231,0.188608,0.188608,0.188608,0.000323,0.188608,0.591556,0.591556,0.591555,0.001184,0.591556,3
norecharge,12648461,128,12,765,952,187,0.036747,0.036747,0.036747,0.000079,0.036747,0.518362,0.518362,0.518363,0.000000,0.518362,2
norecharge,12648461,129,27,798,985,187,0.168250,0.168250,0.168250,0.000143,0.168250,0.583183,0.583182,0.583183,0.000000,0.583183,2
norecharge,12648461,131,18,813,1000,187,0.027035,0.027035,0.027035,0.000049,0.027035,0.513472,0.513472,0.513473,0.000000,0.513472,2
norecharge,12648461,134,1,821,1008,187,0.053550,0.053550,0.053550,0.000119,0.053550,0.526749,0.526750,0.526749,0.001092,0.526749,1
norecharge,12648461,130,10,806,1011,205,0.026822,0.026822,0.026822,0.000000,0.026822,0.513407,0.513407,0.513407,0.001119,0.513407,2
norecharge,12648461,135,0,825,1012,187,0.007964,0.007964,0.007964,0.000000,0.007964,0.503982,0.503982,0.503982,0.000000,0.503982,1
norecharge,12648461,132,21,814,1013,199,0.025200,0.025200,0.025200,0.000062,0.025200,0.512597,0.512597,0.512596,0.001064,0.512597,2
norecharge,12648461,139,17,838,1025,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
norecharge,12648461,137,11,831,1033,202,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
norecharge,12648461,142,24,848,1035,187,0.041985,0.041985,0.041985,0.000080,0.041985,0.520980,0.520980,0.520981,0.000000,0.520980,2
