life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
1,1,0,187,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
4,4,0,187,187,0.498384,0.498384,0.498383,0.000828,0.498384,0.727991,0.727991,0.727990,0.000772,0.727991,2
6,6,0,187,187,0.236453,0.236453,0.236453,0.000000,0.236453,0.614378,0.614378,0.614378,0.000000,0.614378,2
7,7,0,187,187,0.041464,0.041464,0.041463,0.000079,0.041464,0.520718,0.520719,0.520719,0.000000,0.520718,2
9,9,0,187,187,0.029957,0.029957,0.029957,0.000000,0.029957,0.514973,0.514973,0.514974,0.000000,0.514973,2
14,14,0,187,187,0.029527,0.029527,0.029527,0.000000,0.029527,0.514757,0.514757,0.514756,0.000573,0.514757,2
16,16,0,187,187,0.049807,0.049807,0.049807,0.000061,0.049807,0.524882,0.524882,0.524881,0.000828,0.524882,2
18,18,0,187,187,0.047099,0.047099,0.047099,0.000000,0.047099,0.523518,0.523519,0.523519,0.000000,0.523518,2
22,22,0,187,187,0.018595,0.018595,0.018595,0.000000,0.018595,0.509293,0.509293,0.509293,0.000546,0.509293,2
30,30,0,187,187,0.055412,0.055412,0.055412,0.000000,0.055412,0.527674,0.527674,0.527674,0.000000,0.527674,2
21,21,0,190,190,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
10,10,0,191,191,0.027339,0.027339,0.027339,0.000051,0.027339,0.513420,0.513420,0.513420,0.000000,0.513420,2
23,23,0,195,195,0.053776,0.053776,0.053776,0.000068,0.053776,0.526838,0.526838,0.526838,0.000000,0.526838,2
12,12,0,199,199,0.053708,0.053708,0.053708,0.000000,0.053708,0.526822,0.526822,0.526823,0.000000,0.526822,2
3,3,0,205,205,0.035810,0.035810,0.035810,0.000062,0.035810,0.517897,0.517897,0.517898,0.000000,0.517897,2
29,29,0,205,205,0.039313,0.039313,0.039313,0.000000,0.039313,0.519644,0.519644,0.519644,0.000299,0.519644,2
15,15,0,215,215,0.865064,0.865064,0.865065,0.000000,0.865064,0.831068,0.831068,0.831069,0.000000,0.831068,2
5,5,0,219,219,0.049075,0.049075,0.049075,0.000099,0.049075,0.524512,0.524512,0.524513,0.000000,0.524512,2
26,26,0,219,219,0.010151,0.010151,0.010151,0.000004,0.010151,0.505075,0.505075,0.505074,0.000752,0.505075,2
28,28,0,226,226,0.015248,0.015248,0.015248,0.000042,0.015248,0.507623,0.507623,0.507622,0.001221,0.507623,1
13,13,0,229,229,0.055597,0.055597,0.055597,0.000000,0.055597,0.527721,0.527721,0.527720,0.001050,0.527721,2
11,11,0,230,230,0.038468,0.038468,0.038468,0.000000,0.038468,0.519218,0.519218,0.519218,0.000000,0.519218,2
17,17,0,230,230,0.027606,0.027606,0.027606,0.000064,0.027606,0.513800,0.513800,0.513800,0.000000,0.513800,2
20,20,0,230,230,0.012067,0.012067,0.012067,0.000030,0.012067,0.506021,0.506021,0.506020,0.001158,0.506021,2
24,24,0,230,230,0.055986,0.055986,0.055986,0.000148,0.055986,0.527962,0.527962,0.527962,0.000299,0.527962,3
8,8,0,238,238,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
19,19,0,238,238,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
2,2,0,241,241,0.065296,0.065296,0.065296,0.000000,0.065296,0.532589,0.532589,0.532591,0.000000,0.532589,3
31,31,0,242,242,0.029614,0.029614,0.029613,0.000054,0.029614,0.514800,0.514800,0.514801,0.000000,0.514800,2
0,0,0,246,246,0.050701,0.050701,0.050701,0.000000,0.050701,0.525328,0.525328,0.525329,0.000000,0.525328,2
25,25,0,249,249,0.059207,0.059207,0.059207,0.000000,0.059207,0.529565,0.529565,0.529564,0.000386,0.529565,3
27,27,0,250,250,0.008053,0.008053,0.008053,0.000015,0.008053,0.504019,0.504019,0.504020,0.000000,0.504019,2
35,7,188,375,187,0.033176,0.033176,0.033176,0.000000,0.033176,0.516574,0.516574,0.516573,0.001050,0.516574,1
36,9,188,375,187,0.095093,0.095093,0.095093,0.000198,0.095093,0.547404,0.547404,0.547403,0.000946,0.547404,2
37,14,188,375,187,0.036483,0.036483,0.036483,0.000000,0.036483,0.518228,0.518228,0.518227,0.000386,0.518228,2
38,16,188,375,187,0.033149,0.033149,0.033149,0.000000,0.033149,0.516567,0.516567,0.516566,0.001171,0.516567,1
40,22,188,375,187,0.049402,0.049402,0.049402,0.000103,0.049402,0.524677,0.524676,0.524676,0.000518,0.524677,1
46,3,206,393,187,0.052554,0.052554,0.052554,0.000000,0.052554,0.526247,0.526247,0.526246,0.000992,0.526247,1
34,6,188,397,209,0.000092,0.000092,0.000092,0.000000,0.000092,0.500046,0.500046,0.500046,0.000000,0.500046,2
39,18,188,402,214,0.041500,0.041500,0.041500,0.000000,0.041500,0.520734,0.520734,0.520735,0.000000,0.520734,2
45,12,200,403,203,0.006552,0.006552,0.006552,0.000000,0.006552,0.503276,0.503276,0.503275,0.001171,0.503276,2
50,26,220,407,187,0.045187,0.045187,0.045187,0.000065,0.045187,0.522577,0.522577,0.522576,0.000961,0.522577,2
32,1,188,414,226,0.047831,0.047831,0.047831,0.000075,0.047831,0.523897,0.523897,0.523896,0.000977,0.523897,2
47,29,206,415,209,0.023801,0.023801,0.023801,0.000031,0.023801,0.511897,0.511897,0.511896,0.001158,0.511897,2
55,20,231,418,187,0.155414,0.155414,0.155413,0.000374,0.155413,0.573851,0.573851,0.573852,0.000000,0.573852,0
33,4,188,420,232,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
52,13,230,422,192,0.041489,0.041489,0.041489,0.000000,0.041489,0.520730,0.520731,0.520730,0.000880,0.520730,2
44,23,196,426,230,0.008102,0.008102,0.008102,0.000019,0.008102,0.504051,0.504051,0.504051,0.000000,0.504051,3
57,8,239,426,187,0.043758,0.043758,0.043758,0.000000,0.043758,0.521861,0.521861,0.521861,0.000669,0.521861,2
43,10,192,431,239,0.015788,0.015788,0.015788,0.000000,0.015788,0.507893,0.507893,0.507894,0.000000,0.507893,1
41,30,188,434,246,0.015534,0.015534,0.015534,0.000000,0.015534,0.507766,0.507766,0.507767,0.000000,0.507766,3
51,28,227,434,207,0.074173,0.074173,0.074173,0.000000,0.074173,0.537003,0.537003,0.537003,0.000598,0.537003,1
49,5,220,437,217,0.009645,0.009645,0.009645,0.000013,0.009645,0.504822,0.504822,0.504822,0.000000,0.504822,2
62,25,250,437,187,0.020792,0.020792,0.020792,0.000041,0.020792,0.510389,0.510388,0.510389,0.000000,0.510389,2
63,27,251,438,187,0.776093,0.776093,0.776093,0.000000,0.776093,0.798279,0.798279,0.798279,0.000000,0.798279,0
42,21,191,440,249,0.050970,0.050970,0.050970,0.000000,0.050970,0.525416,0.525416,0.525415,0.000961,0.525416,2
53,11,231,443,212,0.137124,0.137124,0.137124,0.000167,0.137124,0.567426,0.567426,0.567427,0.000000,0.567426,2
58,19,239,457,218,0.000004,0.000004,0.000004,0.000000,0.000004,0.500002,0.500002,0.500002,0.001007,0.500002,2
