life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
1,1,0,187,187,0.047278,0.047278,0.047278,0.000000,0.047278,0.523571,0.523571,0.523572,0.000000,0.523571,2
6,6,0,187,187,0.014265,0.014265,0.014265,0.000009,0.014265,0.507115,0.507115,0.507116,0.000299,0.507115,2
9,9,0,187,187,0.048567,0.048567,0.048567,0.000000,0.048567,0.524252,0.524252,0.524252,0.000457,0.524252,2
12,12,0,187,187,0.034632,0.034632,0.034633,0.000000,0.034632,0.517307,0.517307,0.517309,0.000000,0.517307,2
14,14,0,187,187,0.036344,0.036344,0.036344,0.000097,0.036344,0.518164,0.518164,0.518165,0.000000,0.518164,2
15,15,0,187,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
22,22,0,187,187,0.098820,0.098820,0.098820,0.000101,0.098820,0.549249,0.549249,0.549248,0.000646,0.549249,2
24,24,0,187,187,0.221100,0.221100,0.221100,0.000286,0.221100,0.608033,0.608033,0.608032,0.001245,0.608033,2
26,26,0,187,187,0.001770,0.001770,0.001770,0.000000,0.001770,0.500885,0.500885,0.500885,0.000000,0.500885,2
30,30,0,187,187,0.026354,0.026354,0.026354,0.000035,0.026354,0.513174,0.513174,0.513174,0.000000,0.513174,2
29,29,0,190,190,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
2,2,0,191,191,0.063507,0.063507,0.063507,0.000000,0.063507,0.531705,0.531705,0.531706,0.000000,0.531705,2
31,31,0,195,195,0.007511,0.007511,0.007511,0.000000,0.007511,0.503755,0.503755,0.503754,0.000863,0.503755,2
4,4,0,199,199,0.017720,0.017720,0.017720,0.000042,0.017720,0.508859,0.508859,0.508858,0.001078,0.508859,2
11,11,0,205,205,0.060668,0.060668,0.060669,0.000000,0.060668,0.530289,0.530289,0.530289,0.000930,0.530289,2
21,21,0,205,205,0.077046,0.077046,0.077046,0.000000,0.077046,0.538446,0.538446,0.538445,0.001233,0.538446,2
7,7,0,215,215,0.024665,0.024665,0.024665,0.000000,0.024665,0.512330,0.512330,0.512329,0.000691,0.512330,2
13,13,0,219,219,0.001658,0.001658,0.001658,0.000000,0.001658,0.500829,0.500829,0.500830,0.000000,0.500829,2
18,18,0,219,219,0.003626,0.003626,0.003626,0.000000,0.003626,0.501813,0.501813,0.501814,0.000000,0.501813,2
20,20,0,226,226,0.004423,0.004423,0.004423,0.000000,0.004423,0.502211,0.502211,0.502212,0.000000,0.502211,1
5,5,0,229,229,0.036576,0.036576,0.036576,0.000000,0.036576,0.518271,0.518271,0.518272,0.000000,0.518271,2
3,3,0,230,230,0.021045,0.021045,0.021045,0.000000,0.021045,0.510514,0.510514,0.510513,0.000299,0.510514,2
16,16,0,230,230,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
25,25,0,230,230,0.045735,0.045735,0.045735,0.000000,0.045735,0.522729,0.522729,0.522728,0.001245,0.522729,2
28,28,0,230,230,0.027038,0.027038,0.027038,0.000000,0.027038,0.513505,0.513505,0.513504,0.000810,0.513505,2
0,0,0,238,238,0.015611,0.015611,0.015611,0.000034,0.015611,0.507805,0.507805,0.507805,0.000299,0.507805,3
27,27,0,238,238,0.162514,0.162514,0.162514,0.000351,0.162514,0.577043,0.577043,0.577042,0.000173,0.577043,3
10,10,0,241,241,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
23,23,0,242,242,0.053692,0.053692,0.053692,0.000068,0.053692,0.526818,0.526818,0.526817,0.000880,0.526818,2
8,8,0,246,246,0.062592,0.062592,0.062592,0.000146,0.062592,0.531249,0.531249,0.531250,0.000000,0.531249,2
17,17,0,249,249,0.027940,0.027940,0.027940,0.000037,0.027940,0.513958,0.513958,0.513956,0.001315,0.513958,3
19,19,0,250,250,0.033616,0.033616,0.033616,0.000063,0.033616,0.516801,0.516801,0.516800,0.000598,0.516801,2
32,1,188,375,187,0.013799,0.013799,0.013799,0.000000,0.013799,0.506898,0.506898,0.506898,0.001105,0.506898,2
33,6,188,375,187,0.038323,0.038323,0.038323,0.000000,0.038323,0.519151,0.519151,0.519150,0.001245,0.519151,2
37,15,188,375,187,0.000327,0.000327,0.000327,0.000001,0.000327,0.500163,0.500163,0.500163,0.001036,0.500163,1
39,24,188,375,187,0.151488,0.151488,0.151487,0.000198,0.151488,0.572631,0.572631,0.572632,0.000000,0.572631,1
41,30,188,375,187,0.171970,0.171970,0.171970,0.000000,0.171970,0.584750,0.584750,0.584749,0.000000,0.584750,1
46,11,206,393,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
36,14,188,397,209,0.000535,0.000535,0.000535,0.000000,0.000535,0.500268,0.500267,0.500267,0.000299,0.500268,2
40,26,188,402,214,0.037246,0.037246,0.037246,0.000000,0.037246,0.518611,0.518611,0.518610,0.000244,0.518611,2
45,4,200,403,203,0.077788,0.077788,0.077788,0.000151,0.077788,0.538779,0.538779,0.538780,0.000000,0.538779,2
50,18,220,407,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
34,9,188,414,226,0.074757,0.074757,0.074757,0.000000,0.074757,0.537264,0.537264,0.537264,0.001184,0.537264,2
47,21,206,415,209,0.043565,0.043565,0.043565,0.000000,0.043565,0.521765,0.521765,0.521766,0.000000,0.521765,2
