life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
0,0,0,187,187,0.070431,0.070431,0.070431,0.000106,0.070431,0.535097,0.535097,0.535097,0.001092,0.535097,2
5,5,0,187,187,0.043782,0.043782,0.043782,0.000037,0.043782,0.521873,0.521873,0.521873,0.000000,0.521873,2
6,6,0,187,187,0.484015,0.484015,0.484016,0.000000,0.484015,0.721533,0.721533,0.721534,0.000000,0.721533,2
7,7,0,187,187,0.073845,0.073845,0.073845,0.000000,0.073845,0.536840,0.536840,0.536840,0.000000,0.536840,2
8,8,0,187,187,0.024048,0.024048,0.024048,0.000008,0.024048,0.512015,0.512015,0.512016,0.000000,0.512015,2
15,15,0,187,187,0.014089,0.014089,0.014089,0.000022,0.014089,0.507044,0.507044,0.507044,0.000752,0.507044,2
17,17,0,187,187,0.011799,0.011799,0.011799,0.000020,0.011799,0.505899,0.505899,0.505898,0.001221,0.505899,2
19,19,0,187,187,0.029939,0.029939,0.029939,0.000044,0.029939,0.514965,0.514965,0.514964,0.001245,0.514965,2
23,23,0,187,187,0.086766,0.086766,0.086765,0.000156,0.086766,0.543268,0.543268,0.543267,0.000791,0.543268,2
31,31,0,187,187,0.027023,0.027023,0.027023,0.000000,0.027023,0.513507,0.513507,0.513506,0.001050,0.513507,2
20,20,0,190,190,0.019350,0.019350,0.019350,0.000030,0.019350,0.509663,0.509663,0.509661,0.000828,0.509663,1
11,11,0,191,191,0.051498,0.051498,0.051498,0.000000,0.051498,0.525718,0.525718,0.525719,0.000000,0.525718,2
22,22,0,195,195,0.029555,0.029555,0.029555,0.000000,0.029555,0.514766,0.514766,0.514765,0.001021,0.514766,2
13,13,0,199,199,0.037046,0.037046,0.037046,0.000000,0.037046,0.518455,0.518455,0.518455,0.000000,0.518455,2
2,2,0,205,205,0.009532,0.009532,0.009532,0.000000,0.009532,0.504766,0.504766,0.504766,0.000000,0.504766,2
28,28,0,205,205,0.052129,0.052129,0.052129,0.000000,0.052129,0.526037,0.526037,0.526037,0.000000,0.526037,2
14,14,0,215,215,0.006506,0.006506,0.006506,0.000008,0.006506,0.503253,0.503253,0.503252,0.001196,0.503253,2
4,4,0,219,219,0.436663,0.436663,0.436663,0.000000,0.436663,0.704941,0.704941,0.704941,0.000000,0.704941,2
27,27,0,219,219,0.136231,0.136231,0.136231,0.000173,0.136231,0.566987,0.566987,0.566987,0.001132,0.566987,2
29,29,0,226,226,0.046545,0.046545,0.046545,0.000059,0.046545,0.523255,0.523255,0.523255,0.000712,0.523255,1
12,12,0,229,229,0.055676,0.055676,0.055676,0.000000,0.055676,0.527756,0.527756,0.527756,0.000386,0.527756,2
10,10,0,230,230,0.067262,0.067262,0.067262,0.000000,0.067262,0.533569,0.533569,0.533569,0.000000,0.533569,2
16,16,0,230,230,0.046251,0.046251,0.046251,0.000119,0.046251,0.523090,0.523090,0.523089,0.001424,0.523090,2
21,21,0,230,230,0.181395,0.181395,0.181395,0.000000,0.181395,0.589666,0.589666,0.589666,0.000000,0.589666,2
25,25,0,230,230,0.070043,0.070043,0.070043,0.000114,0.070043,0.534518,0.534518,0.534517,0.001021,0.534518,3
9,9,0,238,238,0.035055,0.035055,0.035055,0.000000,0.035055,0.517503,0.517503,0.517502,0.001208,0.517503,3
18,18,0,238,238,0.000329,0.000329,0.000329,0.000000,0.000329,0.500164,0.500164,0.500166,0.000000,0.500164,3
3,3,0,241,241,0.016003,0.016003,0.016003,0.000025,0.016003,0.508001,0.508001,0.508002,0.000000,0.508001,3
30,30,0,242,242,0.191768,0.191768,0.191768,0.000000,0.191768,0.591899,0.591899,0.591898,0.000573,0.591899,2
1,1,0,246,246,0.019167,0.019167,0.019167,0.000043,0.019167,0.509582,0.509582,0.509582,0.000000,0.509582,2
24,24,0,249,249,0.025042,0.025042,0.025042,0.000000,0.025042,0.512510,0.512510,0.512512,0.000000,0.512510,3
26,26,0,250,250,0.012947,0.012947,0.012947,0.000000,0.012947,0.506473,0.506473,0.506472,0.001348,0.506473,2
34,6,188,375,187,0.314638,0.314638,0.314637,0.000707,0.314638,0.648751,0.648751,0.648750,0.000913,0.648751,1
36,8,188,375,187,0.054283,0.054283,0.054283,0.000000,0.054283,0.527114,0.527115,0.527115,0.000000,0.527114,2
37,15,188,375,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
38,17,188,375,187,0.066728,0.066728,0.066728,0.000136,0.066728,0.533314,0.533314,0.533315,0.000000,0.533314,1
40,23,188,375,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
46,2,206,393,187,0.032158,0.032158,0.032158,0.000000,0.032158,0.516073,0.516073,0.516073,0.000000,0.516073,1
35,7,188,397,209,0.052197,0.052197,0.052197,0.000000,0.052197,0.526059,0.526059,0.526060,0.000000,0.526059,2
39,19,188,402,214,0.033498,0.033498,0.033498,0.000000,0.033498,0.516742,0.516742,0.516741,0.000880,0.516742,2
45,13,200,403,203,0.013718,0.013718,0.013718,0.000000,0.013718,0.506858,0.506858,0.506859,0.000000,0.506858,2
50,27,220,407,187,0.389999,0.389999,0.389999,0.000273,0.389999,0.667316,0.667316,0.667315,0.001761,0.667316,2
32,0,188,414,226,0.000005,0.000005,0.000005,0.000000,0.000005,0.500002,0.500002,0.500002,0.001064,0.500002,2
47,28,206,415,209,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
55,21,231,418,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,0
33,5,188,420,232,0.024620,0.024620,0.024620,0.000059,0.024620,0.512306,0.512306,0.512306,0.000622,0.512306,2
52,12,230,422,192,0.000001,0.000001,0.000001,0.000000,0.000001,0.500000,0.500000,0.500000,0.000000,0.500000,2
44,22,196,426,230,0.220713,0.220713,0.220714,0.000193,0.220713,0.608597,0.608597,0.608597,0.000000,0.608597,3
57,9,239,426,187,0.031659,0.031659,0.031659,0.000000,0.031659,0.515823,0.515823,0.515823,0.000000,0.515823,2
43,11,192,431,239,0.033811,0.033811,0.033811,0.000075,0.033811,0.516897,0.516897,0.516899,0.000000,0.516897,1
41,31,188,434,246,0.025259,0.025259,0.025259,0.000000,0.025259,0.512626,0.512626,0.512627,0.000000,0.512626,3
51,29,227,434,207,0.102670,0.102670,0.102671,0.000000,0.102670,0.551155,0.551155,0.551155,0.000000,0.551155,1
49,4,220,437,217,0.031834,0.031834,0.031834,0.000069,0.031834,0.515910,0.515910,0.515909,0.000897,0.515910,2
62,24,250,437,187,0.022619,0.022619,0.022619,0.000000,0.022619,0.511308,0.511308,0.511307,0.001158,0.511308,2
63,26,251,438,187,0.072204,0.072204,0.072204,0.000000,0.072204,0.536031,0.536031,0.536032,0.000000,0.536032,0
42,20,191,440,249,0.067651,0.067651,0.067652,0.000000,0.067651,0.533774,0.533774,0.533775,0.000000,0.533774,2
53,10,231,443,212,0.077988,0.077988,0.077988,0.000000,0.077988,0.538913,0.538913,0.538912,0.001359,0.538913,2
58,18,239,457,218,0.043630,0.043630,0.043630,0.000000,0.043630,0.521801,0.521801,0.521799,0.000752,0.521801,2
48,14,216,461,245,0.077963,0.077963,0.077963,0.000184,0.077963,0.538555,0.538555,0.538557,0.000000,0.538555,2
54,16,231,462,231,0.005560,0.005560,0.005560,0.000000,0.005560,0.502780,0.502780,0.502779,0.001092,0.502780,2
56,25,231,470,239,0.061190,0.061190,0.061190,0.000037,0.061190,0.530533,0.530533,0.530533,0.000000,0.530533,2
60,30,243,479,236,0.006206,0.006206,0.006206,0.000000,0.006206,0.503103,0.503103,0.503104,0.000000,0.503103,3
59,3,242,481,239,0.108236,0.108236,0.108236,0.000000,0.108236,0.553892,0.553892,0.553894,0.000000,0.553892,1
61,1,247,482,235,0.000010,0.000010,0.000010,0.000000,0.000010,0.500005,0.500005,0.500006,0.000000,0.500005,1
67,17,376,563,187,0.000291,0.000291,0.000291,0.000001,0.000291,0.500146,0.500146,0.500145,0.000345,0.500146,2
68,23,376,585,209,0.077004,0.077004,0.077004,0.000153,0.077004,0.538423,0.538423,0.538422,0.000646,0.538423,1
66,15,376,587,211,0.054351,0.054351,0.054351,0.000000,0.054351,0.527149,0.527149,0.527147,0.001007,0.527149,2
72,13,404,591,187,0.044212,0.044212,0.044211,0.000098,0.044212,0.522091,0.522091,0.522092,0.000000,0.522091,2
64,6,376,594,218,0.045348,0.045348,0.045348,0.000000,0.045348,0.522644,0.522644,0.522644,0.001078,0.522644,2
70,7,398,605,207,0.014301,0.014301,0.014301,0.000032,0.014301,0.507149,0.507149,0.507149,0.001021,0.507149,1
80,9,427,614,187,0.005787,0.005787,0.005787,0.000011,0.005787,0.502893,0.502893,0.502892,0.001132,0.502893,2
65,8,376,617,241,0.065965,0.065965,0.065965,0.000000,0.065965,0.532917,0.532917,0.532919,0.000000,0.532917,2
85,24,438,625,187,0.009472,0.009472,0.009472,0.000000,0.009472,0.504734,0.504734,0.504735,0.000000,0.504734,1
83,29,435,628,193,0.005513,0.005513,0.005513,0.000013,0.005513,0.502756,0.502756,0.502756,0.000846,0.502756,2
87,20,441,629,188,0.037231,0.037231,0.037231,0.000000,0.037231,0.518589,0.518589,0.518590,0.000000,0.518589,2
75,28,416,632,216,0.034910,0.034910,0.034910,0.000000,0.034910,0.517448,0.517448,0.517448,0.000173,0.517448,2
69,2,394,637,243,0.207754,0.207754,0.207755,0.000000,0.207754,0.602147,0.602147,0.602147,0.000000,0.602147,1
74,0,415,640,225,0.031862,0.031862,0.031862,0.000000,0.031862,0.515925,0.515925,0.515924,0.000752,0.515925,1
82,31,435,640,205,0.024227,0.024227,0.024227,0.000000,0.024227,0.512109,0.512109,0.512108,0.001064,0.512109,1
79,22,427,642,215,0.037852,0.037852,0.037852,0.000081,0.037852,0.518916,0.518916,0.518915,0.000345,0.518916,2
81,11,432,644,212,0.036038,0.036038,0.036037,0.000081,0.036038,0.518001,0.518001,0.518000,0.001078,0.518001,2
89,18,458,645,187,0.091223,0.091223,0.091223,0.000118,0.091223,0.544871,0.544871,0.544871,0.001119,0.544871,2
71,19,403,646,243,0.040490,0.040490,0.040490,0.000000,0.040490,0.520232,0.520232,0.520233,0.000000,0.520232,1
78,12,423,649,226,0.010373,0.010373,0.010373,0.000019,0.010373,0.505186,0.505185,0.505186,0.000000,0.505186,2
88,10,444,655,211,0.033587,0.033587,0.033587,0.000058,0.033587,0.516785,0.516786,0.516785,0.000691,0.516785,2
73,27,408,656,248,0.016785,0.016785,0.016785,0.000019,0.016785,0.508392,0.508392,0.508392,0.000000,0.508392,2
90,14,462,656,194,0.016883,0.016883,0.016884,0.000000,0.016883,0.508441,0.508441,0.508440,0.000488,0.508441,2
77,5,421,659,238,0.399062,0.399062,0.399063,0.000000,0.399062,0.659328,0.659328,0.659331,0.000000,0.659328,2
76,21,419,660,241,0.035396,0.035396,0.035396,0.000000,0.035396,0.517689,0.517689,0.517691,0.000000,0.517689,3
84,4,438,666,228,0.021901,0.021901,0.021901,0.000014,0.021901,0.510948,0.510948,0.510948,0.000000,0.510948,1
93,30,480,670,190,0.104972,0.104972,0.104973,0.000000,0.104972,0.551783,0.551783,0.551783,0.001158,0.551783,2
86,26,439,685,246,0.036194,0.036194,0.036194,0.000036,0.036194,0.518089,0.518089,0.518089,0.000772,0.518089,2
91,16,463,700,237,0.034384,0.034384,0.034384,0.000080,0.034384,0.517184,0.517184,0.517183,0.000897,0.517184,3
92,25,471,705,234,0.057761,0.057761,0.057761,0.000065,0.057761,0.528849,0.528849,0.528847,0.001392,0.528849,2
94,3,482,710,228,0.033211,0.033211,0.033211,0.000072,0.033211,0.516587,0.516586,0.516586,0.000000,0.516587,2
95,1,483,714,231,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
96,17,564,764,200,0.000003,0.000003,0.000003,0.000000,0.000003,0.500001,0.500002,0.500001,0.000732,0.500001,2
100,6,595,797,202,0.006531,0.006531,0.006531,0.000007,0.006531,0.503265,0.503265,0.503265,0.000691,0.503265,1
97,23,586,805,219,0.024992,0.024992,0.024992,0.000049,0.024992,0.512493,0.512493,0.512495,0.000000,0.512493,1
98,15,588,812,224,0.021228,0.021228,0.021228,0.000000,0.021228,0.510611,0.510611,0.510612,0.000000,0.510611,2
103,8,618,813,195,0.066362,0.066362,0.066361,0.000156,0.066362,0.533106,0.533106,0.533106,0.000810,0.533106,2
99,13,592,820,228,0.000058,0.000058,0.000058,0.000000,0.000058,0.500029,0.500029,0.500030,0.000000,0.500029,2
107,28,633,820,187,0.168613,0.168613,0.168613,0.000000,0.168613,0.583121,0.583121,0.583122,0.000000,0.583121,2
105,29,629,824,195,0.049281,0.049281,0.049281,0.000090,0.049281,0.524603,0.524603,0.524603,0.000000,0.524603,2
101,7,606,830,224,0.063445,0.063445,0.063445,0.000089,0.063445,0.531680,0.531680,0.531679,0.001269,0.531680,1
111,22,643,830,187,0.004407,0.004407,0.004407,0.000000,0.004407,0.502204,0.502204,0.502204,0.000000,0.502204,2
108,2,638,837,199,0.942012,0.942013,0.942013,0.000977,0.942012,0.859426,0.859426,0.859425,0.001843,0.859426,2
115,12,650,837,187,0.030932,0.030932,0.030932,0.000048,0.030932,0.515446,0.515446,0.515444,0.000712,0.515446,2
102,9,615,841,226,0.057609,0.057609,0.057609,0.000000,0.057609,0.528772,0.528772,0.528772,0.001132,0.528772,2
116,10,656,843,187,0.756395,0.756395,0.756394,0.001563,0.756395,0.796002,0.796002,0.796004,0.000000,0.796002,2
119,5,660,847,187,0.015719,0.015719,0.015719,0.000031,0.015719,0.507857,0.507857,0.507858,0.000000,0.507857,2
106,20,630,849,219,0.059288,0.059288,0.059288,0.000000,0.059288,0.529609,0.529609,0.529610,0.000000,0.529609,2
109,0,641,855,214,0.060011,0.060011,0.060011,0.000122,0.060011,0.529970,0.529970,0.529969,0.001208,0.529970,2
118,14,657,858,201,0.464634,0.464634,0.464635,0.000000,0.464634,0.712823,0.712823,0.712823,0.000772,0.712823,2
114,19,647,870,223,0.051896,0.051896,0.051896,0.000000,0.051896,0.525919,0.525919,0.525918,0.000423,0.525919,2
104,24,626,872,246,0.015559,0.015559,0.015559,0.000029,0.015559,0.507778,0.507778,0.507780,0.000000,0.507778,3
121,4,667,873,206,0.038983,0.038983,0.038983,0.000084,0.038983,0.519477,0.519477,0.519478,0.000000,0.519477,2
123,26,686,876,190,0.021088,0.021088,0.021088,0.000026,0.021088,0.510542,0.510542,0.510543,0.000000,0.510542,2
112,11,645,880,235,0.073418,0.073418,0.073418,0.000122,0.073418,0.536643,0.536643,0.536644,0.000000,0.536643,1
120,21,661,880,219,0.060962,0.060962,0.060962,0.000124,0.060962,0.530433,0.530433,0.530434,0.000000,0.530433,2
110,31,641,887,246,0.042618,0.042618,0.042618,0.000000,0.042618,0.521296,0.521296,0.521295,0.001370,0.521296,2
113,18,646,897,251,0.087600,0.087600,0.087601,0.000000,0.087600,0.543645,0.543646,0.543646,0.000000,0.543645,2
125,25,706,897,191,0.050509,0.050509,0.050509,0.000031,0.050509,0.525206,0.525206,0.525207,0.000000,0.525206,2
117,27,657,898,241,0.038108,0.038108,0.038108,0.000000,0.038108,0.519034,0.519034,0.519035,0.000000,0.519034,2
122,30,671,904,233,0.206787,0.206787,0.206787,0.000000,0.206787,0.601657,0.601657,0.601656,0.001485,0.601657,2
124,16,701,931,230,0.076412,0.076412,0.076412,0.000186,0.076412,0.538128,0.538128,0.538130,0.000000,0.538128,2
127,1,715,936,221,0.006593,0.006593,0.006593,0.000012,0.006593,0.503296,0.503296,0.503296,0.000669,0.503296,1
126,3,711,942,231,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
128,17,765,952,187,0.018634,0.018634,0.018634,0.000000,0.018634,0.509302,0.509302,0.509301,0.000846,0.509302,2
129,6,798,985,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
131,15,813,1000,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
134,28,821,1008,187,0.014002,0.014002,0.014002,0.000000,0.014002,0.507000,0.507000,0.507001,0.000000,0.507000,1
130,23,806,1011,205,0.057803,0.057803,0.057803,0.000150,0.057803,0.528862,0.528862,0.528862,0.000000,0.528862,2
135,29,825,1012,187,0.076630,0.076630,0.076630,0.000061,0.076630,0.538240,0.538240,0.538239,0.001078,0.538240,1
132,8,814,1013,199,0.030254,0.030254,0.030254,0.000000,0.030254,0.515113,0.515113,0.515114,0.000000,0.515113,2
139,12,838,1025,187,0.004576,0.004576,0.004576,0.000012,0.004576,0.502288,0.502288,0.502289,0.000000,0.502288,1
137,22,831,1033,202,0.060765,0.060765,0.060764,0.000136,0.060765,0.530337,0.530337,0.530336,0.001021,0.530337,1
142,5,848,1035,187,0.062389,0.062389,0.062389,0.000109,0.062389,0.531148,0.531148,0.531149,0.000000,0.531148,2
143,20,850,1037,187,0.037349,0.037349,0.037349,0.000083,0.037349,0.518666,0.518666,0.518667,0.000000,0.518666,1
136,7,831,1051,220,0.000003,0.000003,0.000003,0.000000,0.000003,0.500002,0.500002,0.500001,0.000752,0.500002,2
148,4,874,1061,187,0.257469,0.257469,0.257469,0.000000,0.257469,0.623910,0.623910,0.623909,0.001021,0.623910,2
149,26,877,1064,187,0.020809,0.020809,0.020809,0.000000,0.020809,0.510401,0.510401,0.510401,0.000669,0.510401,2
133,13,821,1065,244,0.023867,0.023867,0.023867,0.000000,0.023867,0.511931,0.511931,0.511932,0.000000,0.511931,2
141,10,844,1065,221,0.244480,0.244480,0.244480,0.000211,0.244480,0.617113,0.617113,0.617113,0.000977,0.617113,1
145,14,859,1069,210,0.040393,0.040393,0.040393,0.000000,0.040393,0.520171,0.520171,0.520172,0.000000,0.520171,2
