life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
15,15,0,189,189,0.014089,0.014089,0.014089,0.000022,0.014089,0.507044,0.507044,0.507044,0.000752,0.507044,2
17,17,0,189,189,0.011799,0.011799,0.011799,0.000020,0.011799,0.505899,0.505899,0.505898,0.001221,0.505899,2
20,20,0,190,190,0.019350,0.019350,0.019350,0.000030,0.019350,0.509663,0.509663,0.509661,0.000828,0.509663,1
19,19,0,192,192,0.029939,0.029939,0.029939,0.000047,0.029939,0.514965,0.514965,0.514964,0.001269,0.514965,2
5,5,0,194,194,0.043782,0.043782,0.043782,0.000036,0.043782,0.521873,0.521873,0.521873,0.000000,0.521873,2
11,11,0,195,195,0.051498,0.051498,0.051498,0.000000,0.051498,0.525718,0.525718,0.525719,0.000000,0.525718,2
22,22,0,195,195,0.029555,0.029555,0.029555,0.000000,0.029555,0.514766,0.514766,0.514765,0.001021,0.514766,2
13,13,0,199,199,0.037046,0.037046,0.037046,0.000000,0.037046,0.518455,0.518455,0.518455,0.000000,0.518455,2
23,23,0,201,201,0.086766,0.086766,0.086765,0.000170,0.086766,0.543268,0.543268,0.543267,0.000810,0.543268,2
2,2,0,205,205,0.009532,0.009532,0.009532,0.000000,0.009532,0.504766,0.504766,0.504766,0.000000,0.504766,2
28,28,0,205,205,0.052129,0.052129,0.052129,0.000000,0.052129,0.526037,0.526037,0.526037,0.000000,0.526037,2
14,14,0,215,215,0.006506,0.006506,0.006506,0.000008,0.006506,0.503253,0.503253,0.503252,0.001196,0.503253,2
27,27,0,219,219,0.136231,0.136231,0.136231,0.000173,0.136231,0.566987,0.566987,0.566987,0.001132,0.566987,2
29,29,0,226,226,0.046545,0.046545,0.046545,0.000000,0.046545,0.523255,0.523255,0.523255,0.000712,0.523255,1
12,12,0,229,229,0.055676,0.055676,0.055676,0.000000,0.055676,0.527756,0.527756,0.527756,0.000386,0.527756,2
10,10,0,230,230,0.067262,0.067262,0.067262,0.000000,0.067262,0.533569,0.533569,0.533569,0.000000,0.533569,2
16,16,0,230,230,0.046251,0.046251,0.046251,0.000119,0.046251,0.523090,0.523090,0.523089,0.001424,0.523090,2
21,21,0,230,230,0.181395,0.181395,0.181395,0.000000,0.181395,0.589666,0.589666,0.589666,0.000000,0.589666,2
25,25,0,230,230,0.070043,0.070043,0.070043,0.000114,0.070043,0.534518,0.534518,0.534517,0.001021,0.534518,3
31,31,0,237,237,0.027023,0.027023,0.027023,0.000000,0.027023,0.513507,0.513507,0.513506,0.001370,0.513507,2
9,9,0,238,238,0.035055,0.035055,0.035055,0.000000,0.035055,0.517503,0.517503,0.517502,0.001208,0.517503,3
18,18,0,238,238,0.000329,0.000329,0.000329,0.000000,0.000329,0.500164,0.500164,0.500166,0.000000,0.500164,3
3,3,0,241,241,0.016003,0.016003,0.016003,0.000025,0.016003,0.508001,0.508001,0.508002,0.000000,0.508001,3
30,30,0,242,242,0.191768,0.191768,0.191768,0.000000,0.191768,0.591899,0.591899,0.591898,0.000573,0.591899,2
1,1,0,246,246,0.019167,0.019167,0.019167,0.000043,0.019167,0.509582,0.509582,0.509582,0.000000,0.509582,2
24,24,0,249,249,0.025042,0.025042,0.025042,0.000000,0.025042,0.512510,0.512510,0.512512,0.000000,0.512510,3
26,26,0,250,250,0.012947,0.012947,0.012947,0.000000,0.012947,0.506473,0.506473,0.506472,0.001348,0.506473,2
7,7,0,253,253,0.073845,0.073845,0.073845,0.000000,0.073845,0.536840,0.536840,0.536840,0.000000,0.536840,3
8,8,0,254,254,0.024048,0.024048,0.024048,0.000008,0.024048,0.512015,0.512015,0.512016,0.000345,0.512015,2
0,0,0,257,257,0.070431,0.070431,0.070431,0.000140,0.070431,0.535097,0.535097,0.535097,0.001413,0.535097,3
4,4,0,313,313,0.436663,0.436663,0.436662,0.000503,0.436663,0.704941,0.704941,0.704941,0.000772,0.704941,3
6,6,0,367,367,0.484015,0.484015,0.484014,0.000930,0.484015,0.721533,0.721533,0.721531,0.002057,0.721533,4
