life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
24,24,0,187,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
15,15,0,188,188,0.007470,0.007470,0.007470,0.000017,0.007470,0.503735,0.503735,0.503736,0.000000,0.503735,2
16,16,0,190,190,0.016597,0.016597,0.016597,0.000022,0.016597,0.508288,0.508288,0.508288,0.000897,0.508288,2
9,9,0,192,192,0.034007,0.034007,0.034007,0.000064,0.034007,0.516997,0.516997,0.516998,0.000000,0.516997,2
4,4,0,193,193,0.038589,0.038589,0.038589,0.000000,0.038589,0.519269,0.519269,0.519270,0.000000,0.519269,2
10,10,0,193,193,0.036110,0.036110,0.036110,0.000000,0.036110,0.518047,0.518047,0.518046,0.000992,0.518047,2
30,30,0,194,194,0.042018,0.042018,0.042018,0.000092,0.042018,0.520927,0.520927,0.520927,0.000000,0.520927,2
25,25,0,195,195,0.043789,0.043789,0.043789,0.000071,0.043789,0.521879,0.521879,0.521879,0.000000,0.521879,2
27,27,0,195,195,0.052016,0.052016,0.052016,0.000043,0.052016,0.525711,0.525711,0.525711,0.000000,0.525711,1
0,0,0,196,196,0.058724,0.058724,0.058724,0.000092,0.058724,0.529328,0.529328,0.529327,0.000961,0.529328,2
28,28,0,197,197,0.064777,0.064777,0.064777,0.000037,0.064777,0.532295,0.532295,0.532295,0.000000,0.532295,2
2,2,0,199,199,0.048635,0.048635,0.048635,0.000128,0.048635,0.524260,0.524260,0.524261,0.000000,0.524260,2
13,13,0,205,205,0.030631,0.030631,0.030631,0.000072,0.030631,0.515027,0.515027,0.515028,0.000000,0.515027,2
19,19,0,205,205,0.055274,0.055274,0.055274,0.000000,0.055274,0.527605,0.527605,0.527605,0.000244,0.527605,2
1,1,0,215,215,0.048599,0.048599,0.048599,0.000098,0.048599,0.524279,0.524279,0.524278,0.000488,0.524279,2
11,11,0,219,219,0.001147,0.001147,0.001147,0.000000,0.001147,0.500574,0.500574,0.500573,0.000518,0.500574,2
20,20,0,219,219,0.038615,0.038615,0.038615,0.000000,0.038615,0.519246,0.519246,0.519247,0.000000,0.519246,2
18,18,0,226,226,0.009609,0.009609,0.009609,0.000000,0.009609,0.504804,0.504804,0.504805,0.000000,0.504804,1
3,3,0,229,229,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
5,5,0,230,230,0.127587,0.127587,0.127587,0.000299,0.127587,0.559280,0.559280,0.559280,0.000000,0.559280,2
22,22,0,230,230,0.061880,0.061880,0.061880,0.000000,0.061880,0.530900,0.530900,0.530899,0.001221,0.530900,3
26,26,0,230,230,0.002097,0.002097,0.002097,0.000000,0.002097,0.501048,0.501048,0.501047,0.000897,0.501048,2
31,31,0,230,230,0.051793,0.051793,0.051793,0.000000,0.051793,0.525861,0.525861,0.525862,0.000000,0.525861,2
6,6,0,238,238,0.020633,0.020633,0.020633,0.000000,0.020633,0.510313,0.510313,0.510313,0.000000,0.510313,3
29,29,0,238,238,0.024502,0.024502,0.024502,0.000000,0.024502,0.512240,0.512240,0.512239,0.001064,0.512240,3
12,12,0,241,241,0.073900,0.073900,0.073900,0.000000,0.073900,0.536882,0.536882,0.536881,0.001233,0.536882,3
17,17,0,242,242,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
14,14,0,246,246,0.001903,0.001903,0.001903,0.000002,0.001903,0.500951,0.500951,0.500952,0.000000,0.500951,2
23,23,0,249,249,0.039765,0.039765,0.039765,0.000000,0.039765,0.519872,0.519872,0.519873,0.000000,0.519872,3
21,21,0,250,250,0.007978,0.007978,0.007978,0.000018,0.007978,0.503989,0.503989,0.503990,0.000000,0.503989,2
7,7,0,254,254,0.035082,0.035082,0.035082,0.000000,0.035082,0.517534,0.517533,0.517533,0.000977,0.517534,2
8,8,0,255,255,0.332999,0.332999,0.333000,0.000000,0.332999,0.657216,0.657216,0.657216,0.000000,0.657216,3
33,15,189,385,196,0.006802,0.006802,0.006802,0.000014,0.006802,0.503401,0.503401,0.503401,0.000712,0.503401,2
42,28,198,385,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
35,9,193,386,193,0.036700,0.036700,0.036700,0.000031,0.036700,0.518339,0.518339,0.518339,0.000299,0.518339,1
40,27,196,386,190,0.022395,0.022395,0.022395,0.000048,0.022395,0.511194,0.511194,0.511193,0.000546,0.511194,1
36,4,194,388,194,0.047006,0.047006,0.047007,0.000000,0.047006,0.523486,0.523486,0.523485,0.000000,0.523486,1
34,16,191,394,203,0.034466,0.034466,0.034466,0.000000,0.034466,0.517214,0.517214,0.517214,0.000546,0.517214,2
37,10,194,398,204,0.031819,0.031819,0.031819,0.000049,0.031819,0.515892,0.515892,0.515892,0.000000,0.515892,2
44,13,206,400,194,0.045385,0.045385,0.045385,0.000000,0.045385,0.522658,0.522658,0.522659,0.000000,0.522658,1
43,2,200,403,203,0.032523,0.032523,0.032523,0.000052,0.032523,0.516252,0.516252,0.516251,0.001158,0.516252,2
